riigi_id,name,group,group_id,area,term,start_date,start_reason,end_date,end_reason
e0fc4e6d-c527-4fec-8854-ddceb43cffc3,Marianne Mikko,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,"Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa",13,2015-04-09,Substitute member for Urve Palo,2015-09-14,Person she was substituting for resumed as MP
e0fc4e6d-c527-4fec-8854-ddceb43cffc3,Marianne Mikko,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,"Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa",13,2015-09-16,Substitute member for Neeme Suur,,
01e6473e-8d4d-4b94-9266-0e5082e94942,Andres Ammas,Eesti Vabaerakonna fraktsioon,EVA,"Hiiu-, Lääne- ja Saaremaa ",13,,,2018-04-04,Death
cabaad00-b521-4b45-aed2-67946e6baeb9,Mart Nutt,Isamaa ja Res Publica Liidu fraktsioon,IRL,Tallinna Mustamäe ja Nõmme linnaosa,13,2015-04-09,Substitute member for Urmas Reinsalu,,
bec6cb23-f13e-411b-9393-a3e4fb59378b,Raivo Aeg,Isamaa ja Res Publica Liidu fraktsioon,IRL,"Hiiu-, Lääne- ja Saaremaa ",13,,,,
ccf992ae-380e-46a9-97e7-8fa4da648262,Andres Herkel,Eesti Vabaerakonna fraktsioon,EVA,"Tallinna Kesklinna, Lasnamäe ja Pirita linnaosa ",13,,,,
7b6823ed-96f9-462b-b931-3dd4faceb09e,Vilja Savisaar-Toomast,Eesti Reformierakonna fraktsioon,RE,"Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa",13,2015-04-09,Substitute member for Kristen Michal,2016-11-23,Person she was substituting for resumed as MP
906f1a0a-0000-4a96-866c-b30f2b6adc49,Toomas Kivimägi,Eesti Reformierakonna fraktsioon,RE,Pärnumaa,13,,,,
13fe7449-a3ec-4e2e-86aa-256d8ce8475c,Jaanus Marrandi,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,Järva- ja Viljandimaa,13,,,,
e6c4032b-6803-4a5e-b857-f181c1a81685,Artur Talvik,Eesti Vabaerakonna fraktsioon,EVA,Harju- ja Raplamaa,13,,,,
88e36468-1e0f-4b6f-9872-1c7025d2f66b,Laine Randjärv,Eesti Reformierakonna fraktsioon,RE,Harju- ja Raplamaa,13,,,,
23161df7-bc1b-442e-b4cd-2d1f37627658,Helir-Valdor Seeder,Isamaa ja Res Publica Liidu fraktsioon,IRL,Järva- ja Viljandimaa,13,,,,
85b88dbc-3406-44a0-9aff-49394fd4e9a2,Marko Pomerants,Isamaa ja Res Publica Liidu fraktsioon,IRL,Lääne-Virumaa,13,,,2015-04-08,Became Minister of the Environment
5650dddf-f2ca-4b94-8888-e7482808f81b,Aivar Sõerd,Eesti Reformierakonna fraktsioon,RE,Harju- ja Raplamaa,13,,,,
56240b7a-f393-479e-8fa4-8267be56d125,Ivari Padar,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,"Võru-, Valga- ja Põlvamaa ",13,,,2017-11-08,
410c0030-7bcd-4977-85c2-27af3439770f,Mati Raidma,Eesti Reformierakonna fraktsioon,RE,Jõgeva- ja Tartumaa,13,2015-04-09,Substitute member for Urmas Kruuse,2016-11-23,Person he was substituting for resumed as MP
4a332fbb-be05-4cb2-b6a0-5916eb40fe89,Urmas Kruuse,Eesti Reformierakonna fraktsioon,RE,Jõgeva- ja Tartumaa,13,,,2015-04-08,Became Minister of Rural Affairs
4a332fbb-be05-4cb2-b6a0-5916eb40fe89,Urmas Kruuse,Eesti Reformierakonna fraktsioon,RE,Jõgeva- ja Tartumaa,13,2016-11-23,No longer a minister of the cabinet,,
31eee189-0019-469f-8469-7da564bf1af9,Kalle Laanet,Eesti Reformierakonna fraktsioon,RE,"Hiiu-, Lääne- ja Saaremaa ",13,,,,
09500870-255e-416d-8eda-f80e9929adda,Jüri Jaanson,Eesti Reformierakonna fraktsioon,RE,Pärnumaa,13,,,,
315ea785-8f59-40e5-a158-3de8b908572f,Maris Lauri,Eesti Reformierakonna fraktsioon,RE,Tallinna Mustamäe ja Nõmme linnaosa,13,,,2016-09-12,Became Minister of Education
315ea785-8f59-40e5-a158-3de8b908572f,Maris Lauri,Eesti Reformierakonna fraktsioon,RE,Tallinna Mustamäe ja Nõmme linnaosa,13,2016-11-23,No longer a minister of the cabinet,,
bd171edb-9d99-483e-acc1-dfca5d6deb18,Juhan Parts,Isamaa ja Res Publica Liidu fraktsioon,IRL,"Tallinna Kesklinna, Lasnamäe ja Pirita linnaosa ",13,,,2016-12-15,Became member of European Court of Auditors
c79c2162-d406-445a-91bb-4c4f9556efb2,Terje Trei,Eesti Reformierakonna fraktsioon,RE,Jõgeva- ja Tartumaa,13,,,,
b2226516-4cd4-4471-b93b-696c40b7a9e2,Eerik-Niiles Kross,Eesti Reformierakonna fraktsioon,RE,Tallinna Mustamäe ja Nõmme linnaosa,13,2015-03-27,Substitute member for Urmas Paet,,
40521bc5-281e-4d9b-a56d-f99be029ecaf,Mihkel Raud,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,Tartu linn,13,,,2016-06-07,Returning to TV
a137f382-44af-44b6-8ce7-1bfe7cc23007,Imre Sooäär,Eesti Reformierakonna fraktsioon,RE,"Tallinna Kesklinna, Lasnamäe ja Pirita linnaosa",13,2015-04-09,Substitute member for Keit Pentus-Rosimannus,2016-11-23,Person he was substituting for resumed as MP
d29b95db-3b4d-43de-802d-652c32199211,Andres Anvelt,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,"Tallinna Kesklinna, Lasnamäe ja Pirita linnaosa ",13,,,2016-11-23,Became Minister of the Interior
58be6531-1f4b-4b0b-9c21-92566a40ae8b,Marko Mihkelson,Isamaa ja Res Publica Liidu fraktsioon,IRL,Harju- ja Raplamaa,13,,,,
49d964ea-2e35-4075-913e-18587fcb64cc,Meelis Mälberg,Eesti Reformierakonna fraktsioon,RE,"Võru-, Valga- ja Põlvamaa",13,2015-04-09,Substitute member for Hanno Pevkur,,
ef97dd2d-40d0-4d80-866d-4ef6e71995f1,Madis Milling,Eesti Reformierakonna fraktsioon,RE,Harju- ja Raplamaa,13,,,,
b9feb51b-6b6c-4ca0-b6c2-de0d0fd89aa8,Hannes Hanso,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,"Hiiu-, Lääne- ja Saaremaa ",13,,,2015-09-14,Became Minister of Defence
b9feb51b-6b6c-4ca0-b6c2-de0d0fd89aa8,Hannes Hanso,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,"Hiiu-, Lääne- ja Saaremaa ",13,2016-11-23,No longer a minister of the cabinet,,
fdeb3c21-d9cf-46e9-8173-3fb22cd872ba,Andre Sepp,Eesti Reformierakonna fraktsioon,RE,Harju- ja Raplamaa,13,2015-04-09,Substitute member for Taavi Rõivas,2016-11-23,Person he was substituting for resumed as MP
5ea230e2-5d34-46e1-9e4c-3966903f6b15,Monika Haukanõmm,Eesti Vabaerakonna fraktsioon,EVA,"Tallinna Kesklinna, Lasnamäe ja Pirita linnaosa ",13,,,,
c91bc287-d95b-4d95-aded-f7a142c1e599,Urve Palo,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,Harju- ja Raplamaa,13,,,2015-04-08,Became Minister of Entrepreneurship
c91bc287-d95b-4d95-aded-f7a142c1e599,Urve Palo,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,Harju- ja Raplamaa,13,2015-09-15,No longer a minister of the cabinet,2016-11-23,Became Minister of Entrepreneurship and Information Technology
58378026-b797-4bf2-89fc-31a73d9219b3,Indrek Saar,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,Lääne-Virumaa,13,,,2015-04-08,Became Minister of Culture
8719c4cd-291e-4216-b3e1-8b5a0d7902fb,Sven Mikser,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,Harju- ja Raplamaa,13,,,2015-04-08,Became Minister of Defence
8719c4cd-291e-4216-b3e1-8b5a0d7902fb,Sven Mikser,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,Harju- ja Raplamaa,13,2015-09-15,No longer a minister of the cabinet,2016-11-23,Became Minister of Foreign Affairs
e796fa83-54c6-4aa2-a05a-166f331508fa,Ken-Marti Vaher,Isamaa ja Res Publica Liidu fraktsioon,IRL,"Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa ",13,,,2017-06-01,Resigned to take up position in the European Court of Auditors
e8df7efa-a72a-495c-a485-7ff8c0a177d8,Lauri Laasi,Eesti Keskerakonna fraktsioon,KESK,"Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa ",13,,,2015-11-20,Convicted of a crime by the Supreme Court
46fa9a7c-7055-444f-8c55-ea640d1d95d6,Kalvi Kõva,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,"Võru-, Valga- ja Põlvamaa ",13,,,,
74f8df6d-6f4d-410b-8b45-bf58922cf421,Mailis Reps,Eesti Keskerakonna fraktsioon,KESK,Järva- ja Viljandimaa,13,,,2016-11-23,Became Minister of Education and Research
cb6b45a7-5dcb-4a3b-bb18-2b79fe3278ae,Heidy Purga,Eesti Reformierakonna fraktsioon,RE,"Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa ",13,,,,
a78027e5-2480-49f2-a340-ee88daf92d53,Urmas Reinsalu,Isamaa ja Res Publica Liidu fraktsioon,IRL,Tallinna Mustamäe ja Nõmme linnaosa,13,,,2015-04-08,Became Minister of Justice
84bf9004-a454-44c9-8696-5337c74ff486,Kristen Michal,Eesti Reformierakonna fraktsioon,RE,"Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa ",13,,,2015-04-08,Became Minister of Economic Affairs and Infrastructure
84bf9004-a454-44c9-8696-5337c74ff486,Kristen Michal,Eesti Reformierakonna fraktsioon,RE,"Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa ",13,2016-11-23,No longer a minister of the cabinet,,
e87a03b8-08cf-4b88-8a28-f26da1d65e30,Keit Pentus-Rosimannus,Eesti Reformierakonna fraktsioon,RE,"Tallinna Kesklinna, Lasnamäe ja Pirita linnaosa ",13,,,2015-04-08,Became Minister of Foreign Affairs
e87a03b8-08cf-4b88-8a28-f26da1d65e30,Keit Pentus-Rosimannus,Eesti Reformierakonna fraktsioon,RE,"Tallinna Kesklinna, Lasnamäe ja Pirita linnaosa",13,2015-07-16,No longer a minister of the cabinet,,
98008392-64a2-4429-8a41-fb051823e402,Martin Helme,Eesti Konservatiivse Rahvaerakonna fraktsioon,EKRE,Tallinna Mustamäe ja Nõmme linnaosa,13,,,,
059a2370-53f7-480c-9700-8d33d0496560,Tanel Talve,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,Jõgeva- ja Tartumaa,13,,,,
124415a9-7640-4ec6-aa07-fc402b67af56,Anne Sulling,Eesti Reformierakonna fraktsioon,RE,Tartu linn,13,,,,
382d928f-8fa4-422b-9538-043ff3033b65,Kadri Simson,Eesti Keskerakonna fraktsioon,KESK,Pärnumaa,13,,,2016-11-23,Became Minister of Economic Affairs and Infrastructure
94351dfe-449e-48db-9396-06cf204ce22e,Jaanus Karilaid,Eesti Keskerakonna fraktsioon,KESK,"Hiiu-, Lääne- ja Saaremaa",13,2015-04-27,Substitute member for Kalev Kallo,,
cf42a56a-b91a-4a51-913b-a489305326a2,Hanno Pevkur,Eesti Reformierakonna fraktsioon,RE,"Võru-, Valga- ja Põlvamaa ",13,,,2015-04-08,Became Minister of the Interior
cf42a56a-b91a-4a51-913b-a489305326a2,Hanno Pevkur,Eesti Reformierakonna fraktsioon,RE,"Võru-, Valga- ja Põlvamaa ",13,2016-11-23,No longer a minister of the cabinet,,
db788688-d7a6-4af8-8cee-3004adb948f5,Margus Tsahkna,Isamaa ja Res Publica Liidu fraktsioon,IRL,Tartu linn,13,,,2015-04-08,Became Minister of Social Protection
8940964b-6bfd-482d-a4f5-53f2cccb149d,Priit Sibul,Isamaa ja Res Publica Liidu fraktsioon,IRL,"Võru-, Valga- ja Põlvamaa ",13,,,,
18360e3e-b776-4fa1-a361-5d9c287a89a7,Erki Savisaar,Eesti Keskerakonna fraktsioon,KESK,Tallinna Mustamäe ja Nõmme linnaosa,13,,,,
87b36dbb-08e9-4048-91eb-6df699c6e27e,Jüri Ratas,Eesti Keskerakonna fraktsioon,KESK,Harju- ja Raplamaa,13,,,2016-11-23,Became Prime Minister
d5f3dddb-d809-448a-a94f-adbf208e408a,Andres Metsoja,Isamaa ja Res Publica Liidu fraktsioon,IRL,Pärnumaa,13,,,,
90074aa2-4938-41a9-8275-3a6efa1cee31,Yoko Alender,Eesti Reformierakonna fraktsioon,RE,Harju- ja Raplamaa,13,,,,
47201a8e-4ae7-45fa-8659-b47930d6f99c,Taavi Rõivas,Eesti Reformierakonna fraktsioon,RE,Harju- ja Raplamaa,13,,,2015-04-08,Became Prime Minister
47201a8e-4ae7-45fa-8659-b47930d6f99c,Taavi Rõivas,Eesti Reformierakonna fraktsioon,RE,Harju- ja Raplamaa,13,2016-11-23,No longer a minister of the cabinet,,
5c9c68d8-7b18-4f3e-901a-afc9970cdd97,Deniss Boroditš,Eesti Reformierakonna fraktsioon,RE,Ida-Virumaa,13,,,,
a12ffc5c-0809-46cb-abc4-cc99a7fa3f60,Liina Kersna,Eesti Reformierakonna fraktsioon,RE,"Võru-, Valga- ja Põlvamaa ",13,,,,
fe748f4d-3f50-4af8-8069-92a460978d2b,Arto Aas,Eesti Reformierakonna fraktsioon,RE,"Tallinna Kesklinna, Lasnamäe ja Pirita linnaosa ",13,,,2015-04-08,Became Minister of Public Administration
fe748f4d-3f50-4af8-8069-92a460978d2b,Arto Aas,Eesti Reformierakonna fraktsioon,RE,"Tallinna Kesklinna, Lasnamäe ja Pirita linnaosa ",13,2016-11-23,No longer a minister of the cabinet,,
9c583623-eb94-48de-bf39-2bf49759c5a6,Mihhail Korb,Eesti Keskerakonna fraktsioon,KESK,"Tallinna Kesklinna, Lasnamäe ja Pirita linnaosa ",13,,,2016-11-23,Became Minister of Public Administration
7b7e11c8-31e8-4072-b50f-fb1dbbb7cd62,Remo Holsmer,Eesti Reformierakonna fraktsioon,RE,"Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa ",13,2015-03-27,Substitute member for Urmas Klaas,,
5388e0b7-83d8-4c7c-8cfd-084a225d0c5f,Rainer Vakra,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,Tallinna Mustamäe ja Nõmme linnaosa,13,,,,
1a847bf9-89b0-40b5-ad0f-36e8d41ebe20,Külliki Kübarsepp,Eesti Vabaerakonna fraktsioon,EVA,"Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa ",13,,,,
08134982-2ac6-436c-ad8f-8f941ca41d3c,Viktoria Ladõnskaja,Isamaa ja Res Publica Liidu fraktsioon,IRL,"Tallinna Kesklinna, Lasnamäe ja Pirita linnaosa ",13,,,,
6532ddc5-3651-49a7-b79c-b6ebeb0a2acd,Andrei Novikov,Eesti Keskerakonna fraktsioon,KESK,"Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa ",13,2015-03-27,Substitute member for Mihhail Kõlvart,2017-11-10,
0c8c32b6-5add-4058-acb8-c76822d1d06b,Lauri Luik,Eesti Reformierakonna fraktsioon,RE,"Hiiu-, Lääne- ja Saaremaa ",13,,,,
6eafafda-f117-44e5-b14b-1956d566e233,Dmitri Dmitrijev,Eesti Keskerakonna fraktsioon,KESK,Ida-Virumaa,13,2015-03-27,Substitute member for Yana Toom,,
8153acb2-28a5-4145-8cfc-28b0bc8f7e09,Kristjan Kõljalg,Eesti Reformierakonna fraktsioon,RE,Järva- ja Viljandimaa,13,2015-04-09,Substitute member for Jürgen Ligi,2016-11-23,Person he was substituting for resumed as MP
35385340-859d-4ee2-81f8-399474f00d4b,Priit Toobal,Eesti Keskerakonna fraktsioon,KESK,Järva- ja Viljandimaa,13,,,2015-11-18,Resigned because he was about to be convicted of a crime by the Supreme Court
db899d3d-cf2e-466f-844d-940ec162ed9a,Olga Ivanova,Eesti Keskerakonna fraktsioon,KESK,"Tallinna Kesklinna, Lasnamäe ja Pirita linnaosa ",13,,,,
ca5eb437-2288-4945-bc12-325f98008ed3,Kalle Palling,Eesti Reformierakonna fraktsioon,RE,Harju- ja Raplamaa,13,,,,
74be76ab-c833-4ae8-89bc-6e4c7bc3f7fd,Jevgeni Ossinovski,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,Ida-Virumaa,13,,,2015-09-14,Became Minister of Health and Labour
74be76ab-c833-4ae8-89bc-6e4c7bc3f7fd,Jevgeni Ossinovski,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,Ida-Virumaa,13,2018-05-03,,,
e6416c11-b0c5-459a-96f9-c9549bbaaa81,Siret Kotka,Eesti Keskerakonna fraktsioon,KESK,Lääne-Virumaa,13,,,,
ce3f9ed0-083c-4d0f-b45a-096610012b5f,Martin Repinski,Eesti Keskerakonna fraktsioon,KESK,Ida-Virumaa,13,,,2016-11-23,Became Minister of Rural Affairs
ce3f9ed0-083c-4d0f-b45a-096610012b5f,Martin Repinski,Eesti Keskerakonna fraktsioon,KESK,Ida-Virumaa,13,2016-12-10,No longer a minister of the cabinet,,
7dd476b9-96f3-4087-a91b-6e5855904fed,Martin Kukk,Eesti Reformierakonna fraktsioon,RE,Tallinna Mustamäe ja Nõmme linnaosa,13,,,2016-07-06,Moving to private sector
ecbd080f-ee6a-4287-9dff-393cf5c8e880,Jaak Madison,Eesti Konservatiivse Rahvaerakonna fraktsioon,EKRE,Järva- ja Viljandimaa,13,,,,
f8a770b2-916c-4172-84b3-005ba9906a18,Peeter Ernits,Fraktsiooni mittekuuluvad Riigikogu liikmed,KESK,"Tallinna Kesklinna, Lasnamäe ja Pirita linnaosa ",13,2015-08-18,Substitute member for Edgar Savisaar,,
yana-toom,Yana Toom,Eesti Keskerakonna fraktsioon,KESK,Ida-Virumaa,13,,,2015-03-27,"Is an MEP and decided to continue as one, so resigned as MP"
urmas-klaas,Urmas Klaas,Eesti Reformierakonna fraktsioon,RE,Tartu linn,13,,,2015-03-27,"Is Mayor of Tartu and decided to continue as such, so resigned as MP"
urmas-paet,Urmas Paet,Eesti Reformierakonna fraktsioon,RE,Tallinna Mustamäe ja Nõmme linnaosa,13,,,2015-03-27,"Is an MEP and decided to continue as one, so resigned as MP"
mihhail-kõlvart,Mihhail Kõlvart,Eesti Keskerakonna fraktsioon,KESK,"Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa",13,,,2015-03-27,"Is Deputy Mayor of Tallinn and decided to continue as such, so resigned as MP"
ac0e1069-9bbf-4bf9-88fe-f609a671e74d,Siim Valmar Kiisler,Isamaa ja Res Publica Liidu fraktsioon,IRL,Tallinna Mustamäe ja Nõmme linnaosa,13,2015-09-01,Substitute member for Jaak Aaviksoo,,
sven-sester,Sven Sester,Isamaa ja Res Publica Liidu fraktsioon,IRL,"Tallinna Kesklinna, Lasnamäe ja Pirita linnaosa ",13,,,2015-04-08,Became Minister of Finance
,Etti Kagarov,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,Ida-Virumaa,13,2015-09-15,Substitute member for Jevgeni Ossinovski,2015-09-16,Resigned to continue working in Kohtla municipal government
,Neeme Suur,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,"Hiiu-, Lääne- ja Saaremaa",13,2015-09-15,Substitute member for Hannes Hanso,2015-09-16,Resigned to continue working as Country Governon for Läänemaa
6686a6a2-4c7f-4595-bda6-88a593183744,Kalev Kotkas,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,"Hiiu-, Lääne- ja Saaremaa ",13,2015-09-16,Substitute member for Etti Kagarov,2016-11-23,Person he was substituting for resumed as MP
4dbb83c0-9dbe-4aa7-9d89-29cf398da20d,Anneli Ott,Eesti Keskerakonna fraktsioon,KESK,"Võru-, Valga- ja Põlvamaa ",13,2015-11-19,Substitute member for Priit Toobal,,
5472f8ce-5ad8-432a-b4a6-5ae523e7c8f7,Kerstin-Oudekki Loone,Eesti Keskerakonna fraktsioon,KESK,Harju- ja Raplamaa,13,2015-11-21,Substitute member for Lauri Laasi,,
