statement,id,name,constituency_id,constituency,party_id,party,start_date,end_date,term
Q7651414-7D71FB26-82BC-4243-AF3D-657592AF21F1,Q7651414,Suzy Davies,Q7568795,South Wales West,Q7981882,Welsh Conservative Party,2016-05-05,"",5
Q7651414-955C2E3E-CB55-4E30-8493-17C26CF1E116,Q7651414,Suzy Davies,Q7568795,South Wales West,Q7981882,Welsh Conservative Party,2011-05-05,2016-04-06,4
Q7681863-CA4E7438-C31E-49A1-B56A-0E1E5C138529,Q7681863,Tamsin Dunwoody,Q7240912,Preseli Pembrokeshire,Q832685,Welsh Labour,2003-05-01,2007-03-28,2
Q7816884-D097D028-4C46-4720-8F7E-A6CE8F240C25,Q7816884,Tom Middlehurst,Q4738671,Alyn and Deeside,Q832685,Welsh Labour,1999-05-06,2003-04-02,1
Q7843996-B00E4C25-6D6C-43A5-9AF0-0F0816AB9DA7,Q7843996,Trish Law,Q4923797,Blaenau Gwent,Q4923798,Blaenau Gwent People's Voice,2006-04-25,2007-03-28,2
Q7843996-44210979-0F3A-499F-AF27-015AB42C6EA6,Q7843996,Trish Law,Q4923797,Blaenau Gwent,Q327591,independent politician,2007-05-03,2011-03-30,3
Q7909090-AD64014D-98AE-465D-A80D-93F18A1BE2D4,Q7909090,Val Feld,Q7653683,Swansea East,Q832685,Welsh Labour,1999-05-06,2001-07-17,1
Q7909111-F5FA7091-FBEE-4191-8EC9-189D2C25E10A,Q7909111,Val Lloyd,Q7653683,Swansea East,Q832685,Welsh Labour,2001-09-27,2003-04-02,1
Q7909111-2C6801C2-3164-46F4-BA80-7532F8229317,Q7909111,Val Lloyd,Q7653683,Swansea East,Q832685,Welsh Labour,2007-05-03,2011-03-30,3
Q7909111-E2432143-E029-4031-AD20-F11418649907,Q7909111,Val Lloyd,Q7653683,Swansea East,Q832685,Welsh Labour,2003-05-01,2007-03-28,2
Q7917285-D3E771DC-6E6F-431D-B361-FDD9030B61EA,Q7917285,Vaughan Gething,Q5038472,Cardiff South and Penarth,Q832685,Welsh Labour,2011-05-05,2016-04-06,4
Q7917285-B160674E-6720-4CEA-9B72-FC27F08B2DF6,Q7917285,Vaughan Gething,Q5038472,Cardiff South and Penarth,Q832685,Welsh Labour,2016-05-05,"",5
Q7922414-A0130193-F05D-4D25-BA4A-A49DECA6CE7D,Q7922414,Veronica German,Q7568768,South Wales East,Q7981939,Welsh Liberal Democrats,2010-06-30,2011-03-30,3
Q8010078-66739B1D-D226-4776-9994-C990DF685152,Q8010078,William Graham,Q7568768,South Wales East,Q7981882,Welsh Conservative Party,2011-05-05,2016-04-06,4
Q8010078-EAC0F333-2E6C-46A4-B36D-BD1B701447E0,Q8010078,William Graham,Q7568768,South Wales East,Q7981882,Welsh Conservative Party,1999-05-06,2003-04-02,1
Q8010078-932B2963-8D8A-4AC8-8927-EFC8722683DE,Q8010078,William Graham,Q7568768,South Wales East,Q7981882,Welsh Conservative Party,2003-05-01,2007-03-28,2
Q8010078-CCC10C7E-8F3F-4AEB-9491-6B14D3589C3B,Q8010078,William Graham,Q7568768,South Wales East,Q7981882,Welsh Conservative Party,2007-05-03,2011-03-30,3
Q8017036-2FE7C63E-6306-4274-8AE2-0B71E883E668,Q8017036,William Powell,Q6841063,Mid and West Wales,Q7981939,Welsh Liberal Democrats,2011-05-05,2016-04-06,4
