id,flag,coat_of_arms,iso_code,type,identifier__freebase,identifier__fips,start_date,identifier__geonames,website,identifier__britannica,name__es,name__ar,name__be,name__bg,name__br,name__ca,name__cs,name__cy,name__da,name__de,name__en,name__en_ca,name__en_gb,name__eo,name__et,name__eu,name__fa,name__fi,name__fr,name__gl,name__gn,name__he,name__hu,name__ia,name__id,name__io,name__it,name__ja,name__ka,name__ko,name__la,name__lmo,name__lt,name__lv,name__mk,name__mr,name__ms,name__nl,name__oc,name__os,name__pl,name__pms,name__pnb,name__pt,name__pt_br,name__ru,name__sk,name__sr,name__sv,name__sw,name__tg,name__th,name__tr,name__uk,name__vec,name__vi,name__vo,name__war,name__zh,name__sco,name__qu,name__nb,name__hr,name__nah,name__mn,name__af,name__sh,name__nan,name__sgs,name__be_tarask,name__bar,name__ro,name__tl,name__ay,name__ur,name__hi,name__hy,name__ceb,name__te,name__ta,name__bn,name__el,name__si,name__gu,name__kn,name__tt,name__ast,name__azb,name__yue,name__lad,identifier__dmoz,identifier__quora,identifier__tgn,identifier__bnf,name__de_ch,identifier__gnd,identifier__openstreetmap,name__nn,name__zh_cn,name__zh_tw,name__zh_sg,name__zh_mo,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_my,name__xmf,name__bs,name__sl,name__ne,name__az,name__cv,name__jv,name__mwl,identifier__viaf,name__lrc,name__lb,name__scn,name__gd,name__gv,name__is,name__wuu,identifier__lcauth,name__ab,name__ak,name__am,name__an,name__ang,name__arz,name__bo,name__bpy,name__bxr,name__cbk_zam,name__ce,name__ch,name__chy,name__ckb,name__co,name__diq,name__ee,name__ext,name__fo,name__frp,name__fy,name__ga,name__gag,name__haw,name__hif,name__hsb,name__ht,name__ie,name__ilo,name__jbo,name__kaa,name__kl,name__ku,name__kw,name__ky,name__lij,name__mi,name__ml,name__my,name__myv,name__nap,name__nov,name__nrm,name__pap,name__pdc,name__rm,name__rmy,name__rn,name__roa_tara,name__rue,name__sah,name__sc,name__sq,name__st,name__szl,name__tet,name__tk,name__ty,name__ug,name__uz,name__vep,name__yi,name__yo,name__ha,name__ba,name__kk,name__mg,name__new,name__or,name__pa,name__so,name__lez,name__dsb,name__crh_latn,name__lzh,name__rup,name__vro,name__zea,name__ace,name__tw,name__mt,name__sn,name__kbd,name__rw,name__min,name__pag,name__bcl,name__fj,name__gsw,name__za,name__pcd,name__li,name__kab,name__kg,name__ady,name__bm,name__ny,name__jam,name__kk_cyrl,name__tg_cyrl,name__cdo,name__hak,name__ln,name__dty,name__kbp,name__olo,name__nds,name__lfn,name__inh,name__crh,name__stq,name__zu,name__ps
Q44796,https://upload.wikimedia.org/wikipedia/commons/6/60/Bandera_de_la_Provincia_de_La_Rioja.svg,https://upload.wikimedia.org/wikipedia/commons/0/0f/Coat_of_arms_of_La_Rioja_province.png,AR-F,province of Argentina,/m/02l61s,AR12,1853,3848949,http://www.larioja.gov.ar/,place/La-Rioja-province-Argentina,Provincia de La Rioja,لا ريوخا,"Правінцыя Ла-Рыёха, Аргенціна",Ла Риоха,La Rioja,Província de La Rioja,La Rioja,,Provincia de La Rioja,Provinz La Rioja,La Rioja Province,,,Provinco Rioĥo,,La Riojako probintzia,ایالت لاریوخا، آرژانتین,La Riojan maakunta,La Rioja,Provincia de La Rioja,La Rioja Tetãmini,לה ריוחה,,,Provinsi La Rioja,Provinco di La Rioja,provincia di La Rioja,ラ・リオハ州,ლა-რიოხის პროვინცია,라리오하 주,,La Rioja,La Riochos provincija,Larjohas province,Ла Риоха,ला रियोजा प्रांत,La Rioja Province,La Rioja,Província de La Rioja,Ла-Риохæ,La Rioja,La Rioja,,Rioja,,Ла-Риоха,La Rioja,Риоха,La Rioja,Mkoa wa La Rioja,Ла-Риоха,รัฐลาริโอฆา,La Rioja Eyaleti,Ла-Ріоха,,La Rioja,La Rioja,"Provincia de La Rioja, Argentina",拉里奥哈省,"La Rioja Province, Argentinae",La Rioja wamani,La Rioja,La Rioja,,,,La Rioja,La Rioja Séng,La Rijuokas provincėjė,,,Provincia La Rioja,Lalawigan ng La Rioja,La Rioja (Arxintina) jisk'a suyu,لا ریوجا صوبہ، ارجنٹین,ला रियोजा,Լա Ռիոխա,Provincia de La Rioja (lalawigan),లా రియోజా ప్రావిన్స్,லா ரியோஜ மாகாணம்,লা রিওজা প্রদেশ,Λα Ριότζα,ලා රියෝජා පළාත,લા રિયોજા પ્રાંત,ಲಾ ರಿಜಜ ಪ್ರಾಂತ್ಯ,,,لا ریوخا، آرژانتین ایالتی,,La Rioja,,,1001376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q44797,https://upload.wikimedia.org/wikipedia/commons/7/7c/Bandera_de_la_Provincia_de_Mendoza.svg,https://upload.wikimedia.org/wikipedia/commons/1/1d/Mendoza_province_COA.png,AR-M,province of Argentina,/m/01jh76,AR13,1812,3844419,http://www.mendoza.gov.ar,place/Mendoza-province-Argentina,Mendoza,محافظة مندوزا,правінцыя Мендоса,Мендоса,Mendoza,Província de Mendoza,Mendoza,Talaith Mendoza,Mendoza,Provinz Mendoza,Mendoza,,,Provinco Mendoza,,Mendozako probintzia,ایالت مندوزا,Mendozan maakunta,Mendoza,Provincia de Mendoza,,מנדוסה,Mendoza tartomány,,Provinsi Mendoza,,provincia di Mendoza,メンドーサ州,მენდოსის პროვინცია,멘도사 주,Mendoza,Mendòza,Mendosos provincija,Mendosas province,Мендоза,मेन्दोसा,Wilayah Mendoza,Mendoza,Província de Mendoza,Мендосæ,Mendoza,Mendòza (provincia),صوبہ میندوزا,Mendoza,,Мендоса,Mendoza,Мендоза,Mendoza,Mkoa wa Mendoza,Мендоса,รัฐเมนโดซา,Mendoza eyaleti,Мендоса,Provincia de Mendoza,Mendoza,Mendoza (provin),Mendoza,门多萨省,Mendoza Province,Mendoza wamani,Mendoza,Mendoza,,,,Mendoza,Mendoza Séng,Menduosas provincėjė,,,Provincia Mendoza,Lalawigan ng Mendoza,Mendoza jisk'a suyu,صوبہ مندوسا,मेन्दोज़ा प्रान्त,,Provincia de Mendoza,మెండోజా ప్రావిన్స్,மென்டோஜா  மாகாணம்,মেন্ডোজা প্রদেশ,Μεντόζα,මෙන්ඩෝසා පලාත,મેન્ડોઝા પ્રાંત,ಮೆಂಡೋಜ ಪ್ರಾಂತ್ಯ,,,مندوزا ایالتی,曼度莎省,Mendoza,,,1001427,,,,,,,,,,,,,,,,Mendoza,,,Мендоса,Provinsi Mendoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q44798,https://upload.wikimedia.org/wikipedia/commons/c/ce/Bandera_de_la_Provincia_de_Misiones.svg,https://upload.wikimedia.org/wikipedia/commons/f/fc/Esc_mis.jpg,AR-N,province of Argentina,/m/01hyw7,AR14,1953-12-10,3430657,http://www.misiones.gov.ar/,,Provincia de Misiones,ميسيونس,правінцыя Місьёнес,Мисионес,Misiones,Província de Misiones,Misiones,Talaith Misiones,Provincia de Misiones,Misiones,Misiones Province,,,Provinco Misiones,,Misionesko probintzia,ایالت میسیونز,Misionesin maakunta,Misiones,"Misiones, Arxentina",Misiones,מיסיונס,Misiones tartomány,,Provinsi Misiones,,provincia di Misiones,ミシオネス州,მისიონესის პროვინცია,미시오네스 주,,Misiones,Misioneso provincija,Misjonesas province,Мисионес,मिस्योनेस,Wilayah Misiones,Misiones,Província de Missiones,Мисьонес,Misiones,Misiones,صوبہ میسیؤنس,Misiones,Misiones,Мисьонес,Misiones,Мисионес,Misiones,Mkoa wa Misiones,Мисионес,รัฐมิซิโอเนส,Misiones eyaleti,Місьйонес,Provincia de Misiones,Misiones,Misiones,Misiones,米西奧內斯省,Misiones Province,Misiones wamani,Misiones,,,,,Misiones,Misiones Séng,Misijonėsa provincėjė,,,Provincia Misiones,Lalawigan ng Misiones,Misiones jisk'a suyu,صوبہ میسیونس,मिसियोनेस,,Provincia de Misiones,మిసియోనెస్ ప్రావిన్స్,மிசியோன்ஸ் மாகாணம்,মিশনেস প্রদেশ,Μισιόνες,මිසියෝන්ස් පළාත,મિસીયોનેસ પ્રાંત,ಮಿಷೆನ್ಸ್ ಪ್ರಾಂತ್ಯ,,Provincia de Misiones,میسیونز ایالتی,,Misiones,Regional/South_America/Argentina/Provinces/Misiones/,,1001434,122900359,,,153553,,,,,,米西奥内斯省,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q44800,https://upload.wikimedia.org/wikipedia/commons/b/bc/Bandera_de_la_Provincia_de_Neuquén.svg,https://upload.wikimedia.org/wikipedia/commons/3/37/Escudo_de_la_Provincia_de_Neuquén.svg,AR-Q,province of Argentina,/m/02k_k5,AR15,1955,3843122,http://www.neuquen.gov.ar/,,Provincia de Neuquén,نيوكوين,Правінцыя Неўкен,Неукен,Neuquén,Província del Neuquén,Neuquén,Talaith Neuquén,Provincia de Neuquén,Provinz Neuquén,Neuquén Province,,,Provinco Neŭkeno,,Neuquengo probintzia,ایالت نئوکن,Neuquénin maakunta,Neuquén,Provincia de Neuquén,Tetãvore Neuquén,נאוקן,Neuquén tartomány,,Provinsi Neuquén,,provincia di Neuquén,ネウケン州,ნეუკენის პროვინცია,네우켄 주,Neuquén,Neuquén,Neukeno provincija,Neukenas province,Неуквен,नेउकेन,Wilayah Neuquén,Neuquén,Província deu Neuquén,Неукен,Neuquén,Neuquén (provincia),صوبہ نیوکوئین,Neuquén,,Неукен,Neuquén,Неукен,Neuquén,Mkoa wa Neuquén,Неукен,รัฐเนวเกน,Neuquén eyaleti,Неукен,,Neuquén,Neuquén,Neuquén,内乌肯省,Neuquén Province,Neuquén wamani,Neuquén,Neuquén,,,,Neuquén,Neuquén Séng,Neukena provincėjė,,,Provincia Neuquén,Lalawigan ng Neuquén,Neuquén jisk'a suyu,صوبہ نیوکوین,न्यूक्वीन प्रान्त,Նեուկեն,Provincia del Neuquén,న్యూక్వెన్ ప్రావిన్స్,னேஉயூன்  மாகாணம்,নিউকুয়েন প্রদেশ,Επαρχία του Νεουκέν,නියුකුඑන් පළාත,નેઉક્વેન પ્રાંત,ನ್ಯೂಕ್ವೆನ್ ಪ್ರಾಂತ್ಯ,,,نئوکن ایالتی,紐昆省,Neuquén,Regional/South_America/Argentina/Provinces/Neuquén/,,1001450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q44802,https://upload.wikimedia.org/wikipedia/commons/5/5d/Bandera_de_la_Provincia_del_Río_Negro.svg,https://upload.wikimedia.org/wikipedia/commons/d/d5/Escudo_de_Río_Negro_nuevo.JPG,AR-R,province of Argentina,/m/01trw6,AR16,1955,3838830,http://www.rionegro.gov.ar,,Provincia de Río Negro,ريو نيغرو,Правінцыя Рыа-Негра,Рио Негро,Río Negro,Província de Río Negro,Río Negro,Río Negro,Río Negro,Provinz Río Negro,Río Negro Province,,,Provinco Rio Negro,,Río Negroko probintzia,ایالت ریو نگرو,Río Negron maakunta,Río Negro,Provincia de Río Negro,Río Negro Tetãmini,ריו נגרו,Río Negro tartomány,,Provinsi Río Negro,,provincia di Río Negro,リオネグロ州,რიო-ნეგროს პროვინცია,리오네그로 주,,Rio Negro,Rio Negro provincija,Rionegro province,Рио Негро,रियो नेग्रो,Wilayah Río Negro,Río Negro,Província de Río Negro,Рио-Негро,Río Negro,Provinsa ëd Rio Negro,صوبہ ریو نیگرو,Río Negro,,Рио-Негро,Río Negro,Рио Негро,Río Negro,Mkoa wa Río Negro,Рио-Негро,รัฐริโอเนโกร,Río Negro eyaleti,Ріо-Неґро,,Río Negro,Río Negro,Río Negro,内格罗河省,Río Negro Province,Río Negro wamani,Río Negro,,,,,Río Negro,Río Negro Séng,Rio Negra provincėjė,,,Provincia Río Negro,Lalawigan ng Río Negro,Río Negro jisk'a suyu,صوبہ ریو نیگرو,रियो नेग्रो,Ռիո Նեգրո պրովինցիա,Provincia de Río Negro,రియో నెగ్రో ప్రావిన్స్,ரியோ  நெகிறோ மாகாணம்,রিও নেগ্রো প্রদেশ,Επαρχία Ρίο Νέγκρο,රියෝ නෙග්රෝ පළාත,રીયો નેગ્રો પ્રાંત,ರಿಯೊ ನೆಗ್ರೋ ಪ್ರಾಂತ್ಯ,,,ریو نقرو ایالتی,,Río Negro,Regional/South_America/Argentina/Provinces/Rio_Negro/,,7006348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q44803,https://upload.wikimedia.org/wikipedia/commons/6/6a/Bandera_de_la_Provincia_de_Salta.svg,https://upload.wikimedia.org/wikipedia/commons/3/37/Escudo_de_la_Provincia_de_Salta.svg,AR-A,province of Argentina,/m/02k_fp,AR17,1814,3838231,http://www.salta.gov.ar,,Provincia de Salta,سالتا,Правінцыя Сальта,Салта,Salta,Província de Salta,Salta,,Provincia de Salta,Provinz Salta,Salta Province,,,Provinco Salta,Salta provints,Saltako probintzia,ایالت سالتا,Saltan maakunta,Salta,Provincia de Salta,Salta,סלטה,,,Provinsi Salta,,provincia di Salta,サルタ州,სალტის პროვინცია,살타 주,Salta,Salta,Saltos provincija,Saltas province,Салта,साल्ता,Wilayah Salta,Salta,Província de Salta,,Salta,Salta,صوبہ سالتا,Salta,,Сальта,Salta,Салта,Salta,Mkoa wa Salta,Салта,รัฐซัลตา,Salta eyaleti,Сальта,,Salta,Salta,Salta,萨尔塔省,Salta Province,Salta wamani,Salta,,,,,,Salta Séng,Saltas provincėjė,,,Provincia Salta,Lalawigan ng Salta,Salta jisk'a suyu,صوبہ سالتا,साल्टा,Սալտա,Provincia de Salta,సాల్జ్‌టా ప్రావిన్స్,சால்ட்டா  மாகாணம்,সালতা প্রদেশ,Σάλτα,සැල්ටා පළාත,સાલ્ટા પ્રાંત,ಸಾಲ್ಟಾ ಪ್ರಾಂತ್ಯ,,Provincia de Salta,سالتا ایالتی,,Salta,,,1001514,,,,,,,,,,,,,,სალტაშ პროვინცია,,,,,Сальта,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q44805,https://upload.wikimedia.org/wikipedia/commons/c/c1/Bandera_de_la_Provincia_de_San_Juan.svg,https://upload.wikimedia.org/wikipedia/commons/6/61/Escudo_de_la_Provincia_de_San_Juan.svg,AR-J,province of Argentina,/m/02l5yd,AR18,1820,3837152,http://www.sanjuan.gov.ar,,Provincia de San Juan,سان خوان,Правінцыя Сан-Хуан,Сан Хуан,Proviñs San Juan,Província de San Juan,San Juan,Talaith San Juan,San Juan Province,Provinz San Juan,San Juan Province,,,Provincia de San Juan,,San Juango probintzia,ایالت سن خوآن,San Juanin maakunta,San Juan,Provincia de San Juan,,סן חואן,San Juan tartomány,,"Provinsi San Juan, Argentina",,provincia di San Juan,サンフアン州,სან-ხუანის პროვინცია,산후안 주,,San Juan,San Chuano provincija,Sanhuanas province,Сан Хуан,सान हुआन प्रांत,Wilayah San Juan,San Juan,Província de San Juan,,San Juan,San Juan (provincia),صوبہ سان جوآن,San Juan,,Сан-Хуан,San Juan,Сан Хуан,San Juan,Mkoa wa San Juan,Сан-Хуан,รัฐซานฆวน,San Juan eyaleti,Сан-Хуан,,San Juan,San Juan,San Juan,圣胡安省,"San Juan Province, Argentinae",San Juan wamani,San Juan,,,,,,San Juan Séng,San Chuana provincėjė,,,Provincia San Juan,,San Juan jisk'a suyu,صوبہ سان خوآن، ارجنٹائن,सैन जुआन प्रान्त,,Provincia de San Juan,సాన్ జువాన్ ప్రావిన్స్,சான்  ஜுவான்  மாகாணம்,সান জুয়ান প্রদেশ,Σαν Χουάν,සැන් ජුවාන් පළාත,સેન જુઆન પ્રાંત,ಸ್ಯಾನ್ ಜುವಾನ್ ಪ್ರಾಂತ್ಯ,,,سن خوآن ایالتی,,San Juan,,,1001519,,,,,,,,,,,,,,,,,,,,,San Juan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q44818,https://upload.wikimedia.org/wikipedia/commons/0/0e/Bandera_de_la_Provincia_de_San_Luis.svg,https://upload.wikimedia.org/wikipedia/commons/7/7b/Escudo_de_San_Luis_ARG.png,AR-D,province of Argentina,,AR19,1820,3837029,http://www.sanluis.gov.ar/,,Provincia de San Luis,سان لويس,Правінцыя Сан-Луіс,Сан Луис,San Luis,Província de San Luis,San Luis,,San Luis Province,Provinz San Luis,San Luis Province,,,Provincia de San Luis,,San Luisko probintzia,ایالت سان لوئیز,San Luisin maakunta,San Luis,Provincia de San Luis,,סן לואיס,,,Provinsi San Luis,,provincia di San Luis,サンルイス州,სან-ლუისის პროვინცია,산루이스 주,,San Luis,San Luiso provincija,Sanluisas province,Сан Луис,सान लुईस,San Luis,San Luis,Província de San Luis,Сан-Луис,San Luis,San Luis (provincia),صوبہ سان لوئیس,San Luis,,Сан-Луис,San Luis,Сан Луис,San Luis,Mkoa wa San Luis,Сан-Луис,รัฐซานลุยส์,San Luis eyaleti,Сан-Луїс,,San Luis,San Luis,San Luis,圣路易省,San Luis Province,San Luis wamani,San Luis,,,,,San Luis,San Luis Séng,San Luisa provincėjė,,,Provincia San Luis,Lalawigan ng San Luis,San Luis jisk'a suyu,صوبہ سان لوئیس,सैन लुई प्रान्त,Սան Լուիս,Provincia de San Luis,సాన్ లూయీ ప్రావిన్స్,சான்  லுயிஸ் மாகாணம்,স্কোযান লুই প্রদেশ,Σαν Λουίς,සැන් ලුවිස් පළාත,સાન લુઈસ પ્રાંત,ಸ್ಯಾನ್ ಲೂಯಿಸ್ ಪ್ರಾಂತ್ಯ,,,سان لوئیز ایالتی,,San Luis,,,1001520,,,,,,,,,,,,,,,,,,,,Provinsi San Luis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q44821,https://upload.wikimedia.org/wikipedia/commons/4/45/Bandera_de_la_Provincia_de_Santa_Cruz.svg,https://upload.wikimedia.org/wikipedia/commons/d/dd/Escudo_de_la_Provincia_de_Santa_Cruz.svg,AR-Z,province of Argentina,/m/02k_hk,AR20,1955,3836350,http://www.santacruz.gov.ar,,Provincia de Santa Cruz,سانتا كروز,Правінцыя Санта-Крус,Санта Крус,Proviñs Santa Cruz,Província de Santa Cruz,Santa Cruz,Talaith Santa Cruz,Santa Cruz,Provinz Santa Cruz,Santa Cruz Province,,,Santa Cruz,Santa Cruzi provints,Santa Cruzko probintzia,ایالت سانتا کروس، آرژانتین,Santa Cruzin maakunta,Santa Cruz,Provincia de Santa Cruz,Tetãvore Santa Cruz,סנטה קרוס,Santa Cruz tartomány,,Provinsi Santa Cruz,,provincia di Santa Cruz,サンタクルス州,სანტა-კრუსის პროვინცია,산타크루스 주,,Santa Cruz,Santa Kruso provincija,Santakrusas province,Санта Круз,सांता क्रुझ,Wilayah Santa Cruz,Santa Cruz,Província de Santa Cruz,Сантæ-Крус,Santa Cruz,Santa Cruz,صوبہ سانتا کروز,Santa Cruz,,Санта-Крус,Santa Cruz,Санта Круз,Santa Cruz,"Mkoa wa Santa Cruz, Argentina",Санта-Крус,รัฐซานตากรุซ,Santa Cruz,Санта-Крус,,Santa Cruz,Santa Cruz,Santa Cruz,圣克鲁斯省,"Santa Cruz Province, Argentinae",Santa Krus wamani,Santa Cruz,,,,,Santa Cruz,Santa Cruz Séng,Santa Krusa provincėjė,,,Provincia Santa Cruz,Lalawigan ng Santa Cruz,Santa Crus jisk'a suyu,صوبہ سانتا کروز، ارجنٹائن,सैन्ता क्रुज प्रान्त,Սանտա Կրուս,Provincia de Santa Cruz,శాంటా క్రజ్ ప్రావిన్స్,சாண்டா  கிருஸ்  மாகாணம்,স্যান্টা ক্রুয প্রদেশ,Επαρχία Σάντα Κρους,සැන්ටා කෘස් පළාත,સાન્તા ક્રૂઝ પ્રાંત,ಸಾಂಟಾ ಕ್ರೂಜ್ ಪ್ರಾಂತ್ಯ,,,سانتا کروس، آرژانتین ایالتی,聖古絲省,Santa Cruz,Regional/South_America/Argentina/Provinces/Santa_Cruz/,,1001522,121418346,,,,,,,,,,,,,,,Santa Cruz,,,,,,,,Provënz Santa Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q44823,https://upload.wikimedia.org/wikipedia/commons/8/84/Bandera_de_la_Provincia_de_Santa_Fe.svg,https://upload.wikimedia.org/wikipedia/commons/5/5e/Arstafe2.png,AR-S,province of Argentina,/m/02k_px,AR21,1816,3836276,http://www.santafe.gov.ar/,,Provincia de Santa Fe,سانتا في,правінцыя Санта-Фэ,Санта Фе,Santa Fe,Província de Santa Fe,Santa Fé,Talaith Santa Fe,Santa Fe,Provinz Santa Fe,Santa Fe Province,,,Provincia de Santa Fe,,Santa Feko probintzia,ایالت سانتا فه,Santa Fen maakunta,Santa Fe,Provincia de Santa Fe,,סנטה פה,,,Provinsi Santa Fe,,provincia di Santa Fe,サンタフェ州,სანტა-ფეს პროვინცია,산타페 주,,Santa Fe,Santa Fė provincija,Santafē province,Санта Фе,सांता फे,Wilayah Santa Fe,Santa Fe,Província de Santa Fe,Сантæ-Фе,Santa Fe,Santa Fe,صوبہ سانتا فے,Santa Fé,,Санта-Фе,Santa Fe,Санта Фе,Santa Fe,Mkoa wa Santa Fe,Санта-Фе,รัฐซานตาเฟ,Santa Fe eyaleti,Санта-Фе,Provincia de Santa Fe,Santa Fe,Santa Fe,Santa Fe,聖大非省,Santa Fe Province,Santa Fe wamani,Santa Fe,,,,,,Santa Fe Séng,Santa Fie provincėjė,,,Provincia Santa Fe,Lalawigan ng Santa Fe,Santa Fe jisk'a suyu,صوبہ سانتا فے,सैन्टा फै प्रान्त,Սանտա Ֆե նահանգ,Provincia de Santa Fe,సాంటా ఫె ప్రావిన్స్,சாண்டா  பி  மாகாணம்,সয়া স্যান্টা ফে প্রদেশ,Σάντα Φε (επαρχία),සැන්ටා ෆෙ පළාත,સાંતા ફે પ્રાંત,ಸಾಂತಾ ಫೆ ಪ್ರಾಂತ್ಯ,,,سانتافه ایالتی,,Santa Fe,,,1001524,,,,,,,,,,圣大非省,,,,,Santa Fe,,,,,,,139544746,سانتافه,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q44827,https://upload.wikimedia.org/wikipedia/commons/0/07/Bandera_de_la_Provincia_de_Santiago_del_Estero.svg,https://upload.wikimedia.org/wikipedia/commons/6/66/Escudo_de_la_Provincia_de_Santiago_del_Estero.png,AR-G,province of Argentina,/m/02k_p3,AR22,1820,3835868,http://www.santiagodelestero.gov.ar,,Provincia de Santiago del Estero,محافظة سانتياغو ديل استيرو,правінцыя Сант'яга-дэль-Эстэра,Сантяго дел Естеро,Santiago del Estero,Província de Santiago del Estero,Santiago del Estero,Talaith Santiago del Estero,Provincia de Santiago del Estero,Santiago del Estero,Santiago del Estero Province,,,Provinco Santiago del Estero,,Santiago del Esteroko probintzia,ایالت سانتیاگو دل استرو,Santiago del Esteron maakunta,Santiago del Estero,Provincia de Santiago del Estero,,סנטיאגו דל אסטרו,,,Provinsi Santiago del Estero,,provincia di Santiago del Estero,サンティアゴ・デル・エステロ州,სანტიაგო-დელ-ესტეროს პროვინცია,산티아고델에스테로 주,,Santiago del Estero,Santjago del Estero provincija,Santjado del Estero province,Сантјаго дел Естеро,सांतियागो देल एस्तेरो,Wilayah Santiago del Estero,Santiago del Estero,Província de Santiago del Estero,,Santiago del Estero,,صوبہ سان تیاگو دیل استیرو,Santiago del Estero,,Сантьяго-дель-Эстеро,Santiago del Estero,Сантијаго дел Естеро,Santiago del Estero,Mkoa wa Santiago del Estero,Сантяго-дел-Эстеро,รัฐซานเตียโกเดลเอสเตโร,Santiago del Estero eyaleti,Сантьяго-дель-Естеро,,Santiago del Estero,Santiago del Estero,Santiago del Estero,圣地亚哥－德尔埃斯特罗省,Santiago del Estero Province,Santiago del Estero wamani,Santiago del Estero,,,Сантьяго-дель-Эстеро муж,,,Santiago del Estero Séng,Santjago del Estera provincėjė,,,Provincia Santiago del Estero,Lalawigan ng Santiago del Estero,Santiago del Estero jisk'a suyu,صوبہ سانتیاگو دل استرو,सैन्टियागो डेल एस्त्रो प्रान्त,,Provincia de Santiago del Estero,సాంటియాగో డెల్ ఎస్టెరో ప్రావిన్స్,சாண்டியாகோ  டேல்  எஸ்டெரோ  மாகாணம்,সান্তিয়াগো দেল এস্তেরো প্রদেশ,Σαντιάγκο ντελ Εστέρο,සැන්ටියාගෝ ඩෙල් එස්ටෙරෝ පළාත,સૅંટિયાગો ડેલ ઍસ્ટરો પ્રાંત,ಸ್ಯಾಂಟಿಯಾಗೊ ಡೆಲ್ ಎಸ್ಟರೋ ಪ್ರಾಂತ್ಯ,,,سانتیاقو دل استرو ایالتی,,Santiago de Estero,,,1001526,123138483,,,,,圣地亚哥－德尔埃斯特罗省,聖地亞哥－德爾埃斯特羅省,圣地亚哥－德尔埃斯特罗省,聖地亞哥－德爾埃斯特羅省,圣地亚哥－德尔埃斯特罗省,聖地亞哥－德爾埃斯特羅省,聖地亞哥－德爾埃斯特羅省,圣地亚哥－德尔埃斯特罗省,,,,,,,,,154771432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
