id,name,party,image,term,notes,source,end_date,start_date
lim-soo-peng-1,Lim Soo Peng,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/limsoopeng.gif,1,,http://www.parliament.gov.sg/history/1st-parliament,,
lim-guan-hoo-1,Lim Guan Hoo,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/limguanhoo.gif,1,,http://www.parliament.gov.sg/history/1st-parliament,,
"lingam,-s.v.-1","Lingam, S.V.",People’s Action Party,http://www.parliament.gov.sg/sites/default/files/svlingam.gif,1,,http://www.parliament.gov.sg/history/1st-parliament,,
loh-miaw-gong-1,Loh Miaw Gong,Barisan Sosialis,http://www.parliament.gov.sg/sites/default/files/lohmiawgong.gif,1,,http://www.parliament.gov.sg/history/1st-parliament,,
mahmud-awang-1,Mahmud Awang,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/mahmudawang.gif,1,,http://www.parliament.gov.sg/history/1st-parliament,,
"mohd-ariff-bin-suradi,-haji-1","Mohd Ariff Bin Suradi, Haji",People’s Action Party,http://www.parliament.gov.sg/sites/default/files/ariffbinsuradi.gif,1,,http://www.parliament.gov.sg/history/1st-parliament,,
ng-kah-ting-1,Ng Kah Ting,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/nhkahting.gif,1,,http://www.parliament.gov.sg/history/1st-parliament,,
ng-yeow-chong-1,Ng Yeow Chong,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/ngyeowchong.gif,1,,http://www.parliament.gov.sg/history/1st-parliament,,
ong-pang-boon-1,Ong Pang Boon,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/ongpangboon.gif,1,,http://www.parliament.gov.sg/history/1st-parliament,,
ong-lian-teng-1,Ong Lian Teng,Barisan Sosialis,http://www.parliament.gov.sg/sites/default/files/onglianteng.gif,1,,http://www.parliament.gov.sg/history/1st-parliament,,
othman-bin-wok-1,Othman Bin Wok,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/othmanbinwok.gif,1,,http://www.parliament.gov.sg/history/1st-parliament,,
poh-ber-liak-1,Poh Ber Liak,Barisan Sosialis,http://www.parliament.gov.sg/sites/default/files/pohberliak.gif,1,,http://www.parliament.gov.sg/history/1st-parliament,,
rahmat-bin-kenap-1,Rahmat Bin Kenap,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/rahmatbinkenap.gif,1,,http://www.parliament.gov.sg/history/1st-parliament,,
"rajaratnam,-s-1","Rajaratnam, S",People’s Action Party,http://www.parliament.gov.sg/sites/default/files/srajaratnam.gif,1,,http://www.parliament.gov.sg/history/1st-parliament,,
"ramaswamy,-s.-1","Ramaswamy, S.",People’s Action Party,http://www.parliament.gov.sg/sites/default/files/sramaswany.gif,1,,http://www.parliament.gov.sg/history/1st-parliament,,
"rajoo,-s.-1","Rajoo, S.",Barisan Sosialis,http://www.parliament.gov.sg/sites/default/files/srajoo.gif,1,,http://www.parliament.gov.sg/history/1st-parliament,,
"selvadurai,-p.-1","Selvadurai, P.",People’s Action Party,http://www.parliament.gov.sg/sites/default/files/pselvadurai.gif,1,,http://www.parliament.gov.sg/history/1st-parliament,,
sia-kah-hui-1,Sia Kah Hui,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/siakahhui.gif,1,,http://www.parliament.gov.sg/history/1st-parliament,,
sim-boon-woo-1,Sim Boon Woo,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/simboonwoo.gif,1,,http://www.parliament.gov.sg/history/1st-parliament,,
tan-cheng-tong-1,Tan Cheng Tong,Barisan Sosialis,http://www.parliament.gov.sg/sites/default/files/tanchengtong.gif,1,,http://www.parliament.gov.sg/history/1st-parliament,,
tang-see-chim-1,Tang See Chim,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/tangseechim.gif,1,,http://www.parliament.gov.sg/history/1st-parliament,,
tay-boon-too-1,Tay Boon Too,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/tayboontoo.gif,1,,http://www.parliament.gov.sg/history/1st-parliament,,
teo-hup-teck-1,Teo Hup Teck,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/teohupteck.gif,1,,http://www.parliament.gov.sg/history/1st-parliament,,
teong-eng-siong-1,Teong Eng Siong,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/teongengsiong.gif,1,,http://www.parliament.gov.sg/history/1st-parliament,,
toh-chin-chye-1,Toh Chin Chye,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/tohchinchye.gif,1,,http://www.parliament.gov.sg/history/1st-parliament,,
wee-toon-boon-1,Wee Toon Boon,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/weetoonboon.gif,1,,http://www.parliament.gov.sg/history/1st-parliament,,
wong-soon-fong-1,Wong Soon Fong,Barisan Sosialis,http://www.parliament.gov.sg/sites/default/files/wongsoonfong.gif,1,,http://www.parliament.gov.sg/history/1st-parliament,,
yaacob-bin-mohamed-1,Yaacob Bin Mohamed,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/yaacobbinmohamed.gif,1,,http://www.parliament.gov.sg/history/1st-parliament,,
yeoh-ghim-seng-1,Yeoh Ghim Seng,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/yeohgimseng.gif,1,,http://www.parliament.gov.sg/history/1st-parliament,,
yong-nyuk-lin-1,Yong Nyuk Lin,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/yongnyuklin_0.gif,1,,http://www.parliament.gov.sg/history/1st-parliament,,
a.-rahim-ishak-1,A. Rahim Ishak,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/rahimishak.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
abdul-aziz-karim-2,Abdul Aziz Karim,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/abdulazizkarim.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
ang-nam-piau-1,Ang Nam Piau,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/angnampiau.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
"barker,-e.w.-1","Barker, E.W.",People’s Action Party,http://www.parliament.gov.sg/sites/default/files/barkerew.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
buang-bin-omar-junid-1,Buang Bin Omar Junid,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/buangbinomarjunid.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
chan-chee-seng-1,Chan Chee Seng,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/chancheeseng.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
chan-choy-siong-1,Chan Choy Siong,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/chanchoysiong.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
"cheong-yuen-chee,-eric-2","Cheong Yuen Chee, Eric",People’s Action Party,http://www.parliament.gov.sg/sites/default/files/cheongyuenchee.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
chiang-hai-ding-2,Chiang Hai Ding,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/chianghaiding.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
ch'ng-jit-koon-2,Ch'ng Jit Koon,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/chngjitkoon.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
chor-yeok-eng-1,Chor Yeok Eng,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/choryeokeng.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
chua-sian-chin-2,Chua Sian Chin,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/chuasianchin.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
"conceicao,-j.f.-2","Conceicao, J.F.",People’s Action Party,http://www.parliament.gov.sg/sites/default/files/conceicaojf.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
"coomaraswamy,-p.-1","Coomaraswamy, P.",NA,http://www.parliament.gov.sg/sites/default/files/pcoomaraswamy.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
fong-sip-chee-1,Fong Sip Chee,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/fongsipchee.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
goh-keng-swee-1,Goh Keng Swee,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/gohkengswee.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
"govindasamy,-n.-2","Govindasamy, N.",People’s Action Party,http://www.parliament.gov.sg/sites/default/files/ngovindasamy.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
"govindaswamy,-p.-1","Govindaswamy, P.",People’s Action Party,http://www.parliament.gov.sg/sites/default/files/pgovindaswamy.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
ho-cheng-choon-1,Ho Cheng Choon,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/hochengchoon.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
ho-kah-leong-1,Ho Kah Leong,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/hokahleong.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
ho-see-beng-1,Ho See Beng,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/hoseebeng.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
hon-sui-sen-2,Hon Sui Sen,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/honsuisen.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
hwang-soo-jin-2,Hwang Soo Jin,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/hwangsoojin.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
jek-yeun-thong-1,Jek Yeun Thong,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/jekyeunthong.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
lee-chiaw-meng-2,Lee Chiaw Meng,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/leechiawmeng.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
lee-khoon-choy-1,Lee Khoon Choy,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/leekhoonchoy.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
lee-kuan-yew-1,Lee Kuan Yew,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/MMPRPhoto2.jpg,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
lee-teck-him-1,Lee Teck Him,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/leeteckhim.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
lim-cheng-lock-1,Lim Cheng Lock,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/limchenglock.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
lim-kim-san-1,Lim Kim San,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/limkimsan.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
lim-soo-peng-1,Lim Soo Peng,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/limsoopeng.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
lim-guan-hoo-1,Lim Guan Hoo,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/limguanhoo.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
low-guan-onn-2,Low Guan Onn,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/lowguanonn.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
low-yong-nguan-2,Low Yong Nguan,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/lowyongnguan.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
mohd-ghazali-bin-ismail-2,Mohd Ghazali Bin Ismail,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/ghazalibinismail.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
"mohd-ariff-bin-suradi,-haji-1","Mohd Ariff Bin Suradi, Haji",People’s Action Party,http://www.parliament.gov.sg/sites/default/files/ariffbinsuradi.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
ng-kah-ting-1,Ng Kah Ting,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/nhkahting.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
ng-yeow-chong-1,Ng Yeow Chong,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/ngyeowchong.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
ong-pang-boon-1,Ong Pang Boon,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/ongpangboon.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
ong-soo-chuan-2,Ong Soo Chuan,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/ongsoochuan.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
othman-bin-wok-1,Othman Bin Wok,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/othmanbinwok.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
phua-bah-lee-2,Phua Bah Lee,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/phuabahlee.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
rahmat-bin-kenap-1,Rahmat Bin Kenap,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/rahmatbinkenap.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
"rodrigo,-l.p.-2","Rodrigo, L.P.",People’s Action Party,http://www.parliament.gov.sg/sites/default/files/rodrigolp.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
"rajaratnam,-s-1","Rajaratnam, S",People’s Action Party,http://www.parliament.gov.sg/sites/default/files/srajaratnam.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
"ramaswamy,-s.-1","Ramaswamy, S.",People’s Action Party,http://www.parliament.gov.sg/sites/default/files/sramaswany.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
seah-mui-kok-2,Seah Mui Kok,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/seahmuikok.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
"selvadurai,-p.-1","Selvadurai, P.",People’s Action Party,http://www.parliament.gov.sg/sites/default/files/pselvadurai.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
sha'ari-bin-tadin-2,Sha'ari Bin Tadin,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/shaaribintadin.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
sia-kah-hui-1,Sia Kah Hui,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/siakahhui.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
sia-khoon-seong-2,Sia Khoon Seong,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/siakhoonseong.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
sim-boon-woo-1,Sim Boon Woo,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/simboonwoo.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
tan-h.h.-augustine-2,Tan H.H. Augustine,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/tanhhaugustine.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
tang-see-chim-1,Tang See Chim,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/tangseechim.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
tay-boon-too-1,Tay Boon Too,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/tayboontoo.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
teong-eng-siong-1,Teong Eng Siong,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/teongengsiong.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
toh-chin-chye-1,Toh Chin Chye,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/tohchinchye.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
wee-toon-boon-1,Wee Toon Boon,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/weetoonboon.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
wong-lin-ken-2,Wong Lin Ken,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/wongLinKen.jpg,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
yaacob-bin-mohamed-1,Yaacob Bin Mohamed,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/yaacobbinmohamed.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
yeo-choo-kok-2,Yeo Choo Kok,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/yeochookok.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
yeo-toon-chia-2,Yeo Toon Chia,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/yeotoonchia.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
yeoh-ghim-seng-1,Yeoh Ghim Seng,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/yeohgimseng.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
yong-nyuk-lin-1,Yong Nyuk Lin,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/yongnyuklin_0.gif,2,,http://www.parliament.gov.sg/history/2nd-parliament,,
a.-rahim-ishak-1,A. Rahim Ishak,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/rahimishak.gif,3,,http://www.parliament.gov.sg/history/3rd-parliament,,
abdul-aziz-karim-2,Abdul Aziz Karim,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/abdulazizkarim.gif,3,,http://www.parliament.gov.sg/history/3rd-parliament,,
ahmad-mattar-3,Ahmad Mattar,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/anmadmattar.gif,3,,http://www.parliament.gov.sg/history/3rd-parliament,,
ang-kok-peng-3,Ang Kok Peng,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/angkokpeng.gif,3,,http://www.parliament.gov.sg/history/3rd-parliament,,
ang-nam-piau-1,Ang Nam Piau,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/angnampiau.gif,3,,http://www.parliament.gov.sg/history/3rd-parliament,,
ivan-baptist-3,Ivan Baptist,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/baptistivan.gif,3,,http://www.parliament.gov.sg/history/3rd-parliament,,
"barker,-e.w.-1","Barker, E.W.",People’s Action Party,http://www.parliament.gov.sg/sites/default/files/barkerew.gif,3,,http://www.parliament.gov.sg/history/3rd-parliament,,
chai-chong-yii-3,Chai Chong Yii,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/chaichongyii.gif,3,,http://www.parliament.gov.sg/history/3rd-parliament,,
chan-chee-seng-1,Chan Chee Seng,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/chancheeseng.gif,3,,http://www.parliament.gov.sg/history/3rd-parliament,,
"cheong-yuen-chee,-eric-2","Cheong Yuen Chee, Eric",People’s Action Party,http://www.parliament.gov.sg/sites/default/files/cheongyuenchee.gif,3,,http://www.parliament.gov.sg/history/3rd-parliament,,
chiang-hai-ding-2,Chiang Hai Ding,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/chianghaiding.gif,3,,http://www.parliament.gov.sg/history/3rd-parliament,,
chin-harn-tong-3,Chin Harn Tong,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/chinharntong.gif,3,,http://www.parliament.gov.sg/history/3rd-parliament,,
ch'ng-jit-koon-2,Ch'ng Jit Koon,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/chngjitkoon.gif,3,,http://www.parliament.gov.sg/history/3rd-parliament,,
chor-yeok-eng-1,Chor Yeok Eng,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/choryeokeng.gif,3,,http://www.parliament.gov.sg/history/3rd-parliament,,
chua-sian-chin-2,Chua Sian Chin,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/chuasianchin.gif,3,,http://www.parliament.gov.sg/history/3rd-parliament,,
"conceicao,-j.f.-2","Conceicao, J.F.",People’s Action Party,http://www.parliament.gov.sg/sites/default/files/conceicaojf.gif,3,,http://www.parliament.gov.sg/history/3rd-parliament,,
fong-sip-chee-1,Fong Sip Chee,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/fongsipchee.gif,3,,http://www.parliament.gov.sg/history/3rd-parliament,,
goh-keng-swee-1,Goh Keng Swee,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/gohkengswee.gif,3,,http://www.parliament.gov.sg/history/3rd-parliament,,
"govindasamy,-n.-2","Govindasamy, N.",People’s Action Party,http://www.parliament.gov.sg/sites/default/files/ngovindasamy.gif,3,,http://www.parliament.gov.sg/history/3rd-parliament,,
"govindaswamy,-p.-1","Govindaswamy, P.",People’s Action Party,http://www.parliament.gov.sg/sites/default/files/pgovindaswamy.gif,3,,http://www.parliament.gov.sg/history/3rd-parliament,,
ho-cheng-choon-1,Ho Cheng Choon,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/hochengchoon.gif,3,,http://www.parliament.gov.sg/history/3rd-parliament,,
ho-kah-leong-1,Ho Kah Leong,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/hokahleong.gif,3,,http://www.parliament.gov.sg/history/3rd-parliament,,
ho-see-beng-1,Ho See Beng,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/hoseebeng.gif,3,,http://www.parliament.gov.sg/history/3rd-parliament,,
hon-sui-sen-2,Hon Sui Sen,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/honsuisen.gif,3,,http://www.parliament.gov.sg/history/3rd-parliament,,
hwang-soo-jin-2,Hwang Soo Jin,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/hwangsoojin.gif,3,,http://www.parliament.gov.sg/history/3rd-parliament,,
