id,name,email,twitter,facebook,group,group_id,area_id,area,chamber,term,start_date,end_date,image,gender
rajesh_anand_bhagwan,Rajesh Anand Bhagwan,,,,PTr-MMM,ptr-mmm,20,Beau-Bassin/Petite Rivière,National Assembly,2014,,,,
roubina_jadoo-jaunbocus,Roubina Jadoo-Jaunbocus,,,,Alliance LEPEP,alliance_lepep,2,Port-Louis sud et centre,National Assembly,2014,,,,
sangeet_fowdar,Sangeet Fowdar,,,,Alliance LEPEP,alliance_lepep,6,Grand-Baie/Poudre d’Or,National Assembly,2014,,,,
santaram_baboo,Santaram Baboo,,,,Alliance LEPEP,alliance_lepep,16,Vacoas/Floréal,National Assembly,2014,,,,
satyaprakashsing_(ravi)_rutnah,Satyaprakashsing (Ravi) Rutnah,,,,Alliance LEPEP,alliance_lepep,7,Piton/Rivière-du-Rempart,National Assembly,2014,,,,
sayed_muhammad_aadil_ameer_meea,Sayed Muhammad Aadil Ameer Meea,,,,PTr-MMM,ptr-mmm,3,Port-Louis maritime et est,National Assembly,2014,,,,
seetanah_(vishnu)_lutchmeenaraidoo,Seetanah (Vishnu) Lutchmeenaraidoo,,,,Alliance LEPEP,alliance_lepep,7,Piton/Rivière-du-Rempart,National Assembly,2014,,,,
sharvanand_ramkaun,Sharvanand Ramkaun,,,,Alliance LEPEP,alliance_lepep,5,Pamplemousses/Triolet,National Assembly,2014,,,,
showkutally_soodhun,Showkutally Soodhun,,,,Alliance LEPEP,alliance_lepep,15,La Caverne/Phoenix,National Assembly,2014,,,,
soodesh_satkam_callichurn,Soodesh Satkam Callichurn,,,,Alliance LEPEP,alliance_lepep,5,Pamplemousses/Triolet,National Assembly,2014,,,,
soomilduth_bholah,Soomilduth Bholah,,,,Alliance LEPEP,alliance_lepep,10,Montagne-Blanche-GRSE,National Assembly,2014,,,,
sudarshan_(roshi)_bhadain,Sudarshan (Roshi) Bhadain,,,,Alliance LEPEP,alliance_lepep,18,Belle-Rose/Quatre-Bornes,National Assembly,2014,,,,
sudesh_rughoobur,Sudesh Rughoobur,,,,Alliance LEPEP,alliance_lepep,6,Grand-Baie/Poudre d’Or,National Assembly,2014,,,,
toolsyraj_benydin,Toolsyraj Benydin,,,,Alliance LEPEP,alliance_lepep,15,La Caverne/Phoenix,National Assembly,2014,,,,
vedasingam_vasudevachariar_(veda)_baloomoody,Vedasingam Vasudevachariar (Veda) Baloomoody,,,,PTr-MMM,ptr-mmm,1,GRNO/Port-Louis ouest,National Assembly,2014,,,,
yogida_sawmynaden,Yogida Sawmynaden,,,,Alliance LEPEP,alliance_lepep,8,Quartier Militaire/Moka,National Assembly,2014,,,,
zouberr_houssein_issa_joomaye,Zouberr Houssein Issa Joomaye,,,,PTr-MMM,ptr-mmm,13,Souillac/Rivière-des-Anguilles,National Assembly,2014,,,,
