id,name,sort_name,image,gender,party,faction,area,start_date,term,source,name__zh
900010,Hsin-Chun Ho,"Ho, Hsin-Chun",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90010.jpg,female,DPP,DPP,"7th electoral district, Taichung City ",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00010&stage=9,何欣純
900011,Wan-Ju Yu,"Yu, Wan-Ju",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90011.jpg,female,DPP,DPP,Nationwide,2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00011&stage=9,余宛如
900012,Yu-Chin Wu,"Wu, Yu-Chin",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90012.jpg,female,DPP,DPP,Nationwide,2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00012&stage=9,吳玉琴
900013,Chih-Yang Wu,"Wu, Chih-Yang",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90013.jpg,male,KMT,KMT,Nationwide,2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00013&stage=9,吳志揚
900014,Ping-Jui Wu,"Wu,Ping-Jui",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90014.jpg,male,DPP,DPP,"4th electoral district, New Taipei City ",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00014&stage=9,吳秉叡
900015,Szu-Yao Wu,"Wu, Szu-Yao",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90015.jpg,female,DPP,DPP,"1st electoral district, Taipei City",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00015&stage=9,吳思瑤
900016,Kuen-Yuh Wu,"Wu, Kuen-Yuh",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90016.jpg,male,DPP,DPP,Nationwide,2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00016&stage=9,吳焜裕
900017,Chi-Ming Wu,"Wu, Chi-Ming",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90017.jpg,male,DPP,DPP,"10th electoral district, New Taipei City ",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00017&stage=9,吳琪銘
900018,Yu-Ling Lu,"Lu, Yu-Ling",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90018.jpg,female,KMT,KMT,"5th electoral district, Taoyuan County ",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00018&stage=9,呂玉玲
900019,Sun-Ling Lu,"Lu, Sun-Ling",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90019.jpg,female,DPP,DPP,"1st electoral district, New Taipei City ",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00019&stage=9,呂孫綾
900020,Kun-Tse Lee,"Lee, Kun-Tse",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90020.jpg,male,DPP,DPP,"6th electoral district, Kaohsiung City ",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00020&stage=9,李昆澤
900021,Chun-Yi Lee,"Lee, Chun-Yi",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90021.jpg,male,DPP,DPP,Chaiyi City,2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00021&stage=9,李俊俋
900022,Yen-Hsiu Lee,"Lee, Yen-Hsiu",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90022.jpg,female,KMT,KMT,"4th electoral district, Taipei City ",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00022&stage=9,李彥秀
900024,Hung-Chun Lee,"Lee, Hung-Chun",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90024.jpg,male,PFP,PFP,Nationwide,2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00024&stage=9,李鴻鈞
900025,Kolas Yotaka,Kolas Yotaka,http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90025.jpg,female,DPP,DPP,Nationwide,2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00025&stage=9,谷辣斯．尤達卡Kolas Yotaka
900026,Chun-Mi Chou,"Chou, Chun-Mi",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90026.jpg,female,DPP,DPP,Nationwide,2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00026&stage=9,周春米
900027,Hsiu-Hsia Chou Chen,"Chou Chen, Hsiu-Hsia",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90027.jpg,female,PFP,PFP,Nationwide,2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00027&stage=9,周陳秀霞
900028,Tai-Hua Lin,"Lin, Tai-Hua",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90028.jpg,female,DPP,DPP,"4th electoral district, Kaohsiung City ",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00028&stage=9,林岱樺
900029,Chun-Hsien Lin,"Lin, Chun-Hsien",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90029.jpg,male,DPP,DPP,"4th electoral district, Tainan City ",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00029&stage=9,林俊憲
900030,Tshiong-Tso Lim,"Lim, Tshiong-Tso",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90030.jpg,male,New Power Party,New Power Party,"5th electoral district, Taipei City ",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00030&stage=9,林昶佐
900031,Wei-Chou Lin,"Lin, Wei-Chou",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90031.jpg,male,KMT,KMT,Hsinchu County ,2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00031&stage=9,林為洲
900032,Shu-Fen Lin,"Lin, Shu-Fen",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90032.jpg,female,DPP,DPP,"2nd electoral district, New Taipei City ",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00032&stage=9,林淑芬
900033,Te-Fu Lin,"Lin, Te-Fu",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90033.jpg,male,KMT,KMT,"9th electoral district, New Taipei City ",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00033&stage=9,林德福
900034,Ching-Yi Lin,"Lin, Ching-Yi",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90034.jpg,female,DPP,DPP,Nationwide,2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00034&stage=9,林靜儀
900035,Li-Chan Lin,"Lin, Li-Chan",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90035.jpg,female,KMT,KMT,Nationwide,2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00035&stage=9,林麗蟬
900036,Chih-Wei Chiu,"Chiu, Chih-Wei",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90036.jpg,male,DPP,DPP,"2nd electoral district, Kaohsiung City ",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00036&stage=9,邱志偉
900037,Yi-Ying Chiu,"Chiu, Yi-Ying",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90037.jpg,female,DPP,DPP,"1st electoral district, Kaohsiung City ",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00037&stage=9,邱議瑩
900038,Wen-Chih Yao,"Yao, Wen-Chih",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90038.jpg,male,DPP,DPP,"2nd electoral district, Taipei City",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00038&stage=9,姚文智
900039,Chih-En Ko,"Ko, Chih-En",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90039.jpg,female,KMT,KMT,Nationwide,2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00039&stage=9,柯志恩
900040,Chien-Ming Ker,"Ker, Chien-Ming",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90040.jpg,male,DPP,DPP,Hsinchu City ,2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00040&stage=9,柯建銘
900041,Yi-kang Tuan,"Tuan, Yi-kang",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90041.jpg,male,DPP,DPP,Nationwide,2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00041&stage=9,段宜康
900042,Chun-Yi Hung,"Hung, Chun-Yi",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90042.jpg,male,DPP,DPP,"3rd electoral district, Changhua County ",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00042&stage=9,洪宗熠
900043,Tzu-Yung Hung,"Hung, Tzu-Yung",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90043.jpg,female,New Power Party,New Power Party,"3rd electoral district, Taichung City ",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00043&stage=9,洪慈庸
900044,Yung-Ming Hsu,"Hsu, Yung-Ming",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90044.jpg,male,New Power Party,New Power Party,Nationwide,2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00044&stage=9,徐永明
900045,Chih-Jung Hsu,"Hsu, Chih-Jung",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90045.jpg,male,KMT,KMT,"2nd electoral district, Miaoli County ",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00045&stage=9,徐志榮
900046,Kuo-Yung Hsu,"Hsu, Kuo-Yung",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90046.jpg,male,DPP,DPP,Nationwide,2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00046&stage=9,徐國勇
900047,Chen-Wei Hsu,"Hsu, Chen-Wei",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90047.jpg,female,KMT,KMT,Nationwide,2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00047&stage=9,徐榛蔚
900048,Wen-Chun Ma,"Ma, Wen-Chun",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90048.jpg,female,KMT,KMT,"1st electoral district, Nantou County ",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00048&stage=9,馬文君
900049,Jyh-Peng Gao,"Gao, Jyh-Peng",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90049.jpg,male,DPP,DPP,"3rd electoral district, New Taipei City ",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00049&stage=9,高志鵬
900050,Su-Mei Kao Chin,"Kao Chin, Su-Mei",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90050.jpg,female,NPSU,PFP,Aboriginals District ,2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00050&stage=9,高金素梅
900051,Kawlo．Iyun．Pacidal,Kawlo．Iyun．Pacidal,http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90051.jpg,female,New Power Party,New Power Party,Nationwide,2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00051&stage=9,高潞．以用．巴魕剌Kawlo．Iyun．Pacidal
900052,Hung-Lu Chang,"Chang, Hung-Lu",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90052.jpg,male,DPP,DPP,"6th electoral district, New Taipei City ",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00052&stage=9,張宏陸
900053,Wan-Chien Chang Liao,"Chang Liao, Wan-Chien",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90053.jpg,male,DPP,DPP,"4th electoral district, Taichung City ",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00053&stage=9,張廖萬堅
900054,Li-Shan Chang,"Chang, Li-Shan",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90054.jpg,female,KMT,KMT,Nationwide,2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00054&stage=9,張麗善
900055,Jui-Hsiung Chuang,"Chuang, Jui-Hsiung",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90055.jpg,male,DPP,DPP,"3rd electoral district,Pingtung County ",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00055&stage=9,莊瑞雄
900056,Shu-Hua Hsu,"Hsu, Shu-Hua",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90056.jpg,female,KMT,KMT,"2rd electoral district, Nantou County ",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00056&stage=9,許淑華
900057,Chih-Chieh Hsu,"Hsu, Chih-Chieh",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90057.jpg,male,DPP,DPP,"8th electoral district, Kaohsiung City ",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00057&stage=9,許智傑
900058,Yu-Jen Hsu,"Hsu, Yu-Jen",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90058.jpg,male,KMT,KMT,Nationwide,2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00058&stage=9,許毓仁
900059,Chi-Mai Chen,"Chen, Chi-Mai",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90059.jpg,male,DPP,DPP,Nationwide,2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00059&stage=9,陳其邁
900060,Yi-Ming Chen,"Chen, Yi-Ming",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90060.jpg,male,KMT,KMT,Nationwide,2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00060&stage=9,陳宜民
900061,Yi-Chieh Chen,"Chen, Yi-Chieh",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90061.jpg,female,PFP,PFP,Nationwide,2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00061&stage=9,陳怡潔
900062,Ming-Wen Chen,"Chen, Ming-Wen",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90062.jpg,male,DPP,DPP,"2nd electoral district, Chiayi County ",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00062&stage=9,陳明文
900063,Ting-Fei Chen,"Chen, Ting-Fei",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90063.jpg,female,DPP,DPP,"3rd electoral district, Tainan City ",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00063&stage=9,陳亭妃
900064,Su-Yueh Chen,"Chen, Su-Yueh",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90064.jpg,female,DPP,DPP,"4th electoral district, Changhua County ",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00064&stage=9,陳素月
900065,Man-Li Chen,"Chen, Man-Li",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90065.jpg,female,DPP,DPP,Nationwide,2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00065&stage=9,陳曼麗
900066,Hsueh-Sheng Chen,"Chen, Hsueh-Sheng",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90066.jpg,male,KMT,KMT,Lienchiang County,2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00066&stage=9,陳雪生
900067,Chao-Ming Chen,"Chen, Chao-Ming",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90067.jpg,male,KMT,KMT,"1st electoral district, Miaoli County ",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00067&stage=9,陳超明
900068,Ou-Po Chen,"Chen, Ou-Po",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90068.jpg,male,DPP,DPP,I-Lan County ,2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00068&stage=9,陳歐珀
900069,Ying Chen,"Chen, Ying",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90069.jpg,female,DPP,DPP,Plain,2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00069&stage=9,陳瑩
900070,Shei-Saint Chen,"Chen,Shei-Saint",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90070.jpg,male,KMT,KMT,"3rd electoral district, Taoyuan County",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00070&stage=9,陳學聖
900071,Su-Mei Chen Lai,"Chen Lai, Su-Mei",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90071.jpg,female,DPP,DPP,"2nd electoral district, Taoyuan County",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00071&stage=9,陳賴素美
900072,Ming-chung Tseng,"Tseng,Ming-chung",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90072.jpg,male,KMT,KMT,Nationwide,2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00072&stage=9,曾銘宗
900073,Hrong-Tai Fai,"Fai, Hrong-Tai",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90073.jpg,male,KMT,KMT,"7th electoral district, Taipei City ",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00073&stage=9,費鴻泰
900074,Shiou-Fang Huang,"Huang, Shiou-Fang",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90074.jpg,female,DPP,DPP,"2nd electoral district, Changhua County ",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00074&stage=9,黃秀芳
900075,Chao-Shun Huang,"Huang, Chao-Shun",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90075.jpg,female,KMT,KMT,Nationwide,2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00075&stage=9,黃昭順
900076,Wei-Che Huang,"Huang, Wei-Che",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90076.jpg,male,DPP,DPP,"2nd electoral district, Tainan City ",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00076&stage=9,黃偉哲
900077,Kuo-Chang Huang,"Huang, Kuo-Chang",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90077.jpg,male,New Power Party,New Power Party,"12th electoral district, New Taipei City ",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00077&stage=9,黃國昌
900078,Kuo-Shu Huang,"Huang, Kuo-Shu",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90078.jpg,male,DPP,DPP,"6th electoral district, Taichung City ",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00078&stage=9,黃國書
900079,Yao Yang,"Yang, Yao",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90079.jpg,male,DPP,DPP,Penghu County ,2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00079&stage=9,楊曜
900080,Cheng-Wu Yang,"Yang, Cheng-Wu",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90080.jpg,male,KMT,KMT,Kinmen County,2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00080&stage=9,楊鎮浯
900081,Yi-Jin Yeh,"Yeh, Yi-Jin",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90081.jpg,female,DPP,DPP,"1st electoral district, Tainan City ",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00081&stage=9,葉宜津
900082,Kuo-Tung Liao,"Liao, Kuo-Tung",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90082.jpg,male,KMT,KMT,Plain,2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00082&stage=9,廖國棟Sufin．Siluko
900083,Bi-Ling Kuan,"Kuan, Bi-Ling",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90083.jpg,female,DPP,DPP,"5th electoral district, Kaohsiung City ",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00083&stage=9,管碧玲
900084,Tien-Lin Chao,"Chao, Tien-Lin",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90084.jpg,male,DPP,DPP,"7th electoral district, Kaohsiung City ",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00084&stage=9,趙天麟
900085,Cheng-Yu Chao,"Chao, Cheng-Yu",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90085.jpg,male,NONE,DPP,"6th electoral district, Taoyuan County ",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00085&stage=9,趙正宇
900086,Shyh-Fang Liu,"Liu, Shyh-Fang",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90086.jpg,female,DPP,DPP,"3rd electoral district, Kaohsiung City ",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00086&stage=9,劉世芳
900087,Chien-Kuo Liu,"Liu, Chien-Kuo",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90087.jpg,male,DPP,DPP,"2nd electoral district, Yulin County ",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00087&stage=9,劉建國
900088,Chao-Hao Liu,"Liu, Chao-Hao",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90088.jpg,male,DPP,DPP,Taitung County ,2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00088&stage=9,劉櫂豪
900089,Chi-Chang Tsai,"Tsai, Chi-Chang",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90089.jpg,male,DPP,DPP,"1st electoral district, Taichung City ",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00089&stage=9,蔡其昌
900090,Yi-Yu Tsai,"Tsai, Yi-Yu",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90090.jpg,male,DPP,DPP,"1st electoral district, Chiayi County ",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00090&stage=9,蔡易餘
900091,Pei-Hui Tsai,"Tsai, Pei-Hui",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90091.jpg,female,DPP,DPP,Nationwide,2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00091&stage=9,蔡培慧
900092,Shih-Ying Tsai,"Tsai, Shih-Ying",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90092.jpg,male,DPP,DPP,Keelung City,2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00092&stage=9,蔡適應
900093,Nai-Shin Chiang,"Chiang, Nai-Shin",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90093.jpg,male,KMT,KMT,"6th electoral district, Taipei City ",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00093&stage=9,蔣乃辛
