id,name,party,party_id,area,image,term
147,Djenguinadé Laoumbo Malachie,Mouvement Patriotique du Salut,MPS,Logone occidental,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton147-54c30.jpg,3
198,Keimbadje Betoudji Denise,Mouvement Patriotique du Salut,MPS,Logone occidental,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton198-0c84c.jpg,3
116,Mbaidessmel Dionadji,Groupe parlementaire des Républicains,,Logone occidental,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton116-b84e8.jpg,3
195,Mbainaye Eugenie,Mouvement Patriotique du Salut,MPS,Logone occidental,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton195-eb829.jpg,3
221,Mbairemtar Prosper,Groupe parlementaire des Républicains,,Logone occidental,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton221-ad45d.png,3
126,Neatobeï Bidi Valentin,Groupe parlementaire des Républicains,,Logone occidental,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton126-42dd2.jpg,3
167,Neatobeï Le Nasseguen’Gar,Mouvement Patriotique du Salut,MPS,Logone occidental,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton167-bae51.jpg,3
56,Nodjiadjim Laoubaou Abdias,Mouvement Patriotique du Salut,MPS,Logone occidental,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton56-634f7.jpg,3
55,Salibou Garba,Groupe parlementaire des Républicains,,Logone occidental,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton55-0e478.jpg,3
155,Yombombe Madjitoloum Théophile,Rassemblement des Nationalistes et Démocrates Tchadiens,RNDT Le Réveil,Logone occidental,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton155-a97f2.jpg,3
106,Aymadji Opportune,Mouvement Patriotique du Salut,MPS,Logone oriental,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton106-65246.jpg,3
108,Dingamadji née Ngarkoutou Moryo Delphine,Mouvement Patriotique du Salut,MPS,Logone oriental,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton108-58381.jpg,3
42,Djidengar NDjendi Bassa,Mouvement Patriotique du Salut,MPS,Logone oriental,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton42-bd1b8.jpg,3
156,Kosmadji  Merci,Groupe parlementaire des Républicains,,Logone oriental,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton156-0d305.jpg,3
22,Laondigui Dakob Batil,Groupe parlementaire des Républicains,,Logone oriental,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton22-3f7f4.jpg,3
159,Laouhingamaye Dingamaibé,Mouvement Patriotique du Salut,MPS,Logone oriental,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton159-7f06b.jpg,3
253,Loum Ndoadoumngue Neloumsei Elise,unknown,unknown,Logone oriental,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton253-e300d.jpg,3
219,Masrangar MBaïredoum,Mouvement Patriotique du Salut,MPS,Logone oriental,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton219-a1903.jpg,3
174,Mog-Nangar Ngarsouledé,Union pour le Renouveau et la Démocratie,URD,Logone oriental,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton174-60bf4.jpg,3
252,Nekingam Mbayam,Mouvement Patriotique du Salut,MPS,Logone oriental,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton252-ec39d.jpg,3
150,Nekingame Mbayam,Mouvement Patriotique du Salut,MPS,Logone oriental,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton150-a7d89.jpg,3
231,Ngarlejy Kodji Yorangar Moiban,Groupe parlementaire des Républicains,,Logone oriental,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton231-1f619.jpg,3
117,Ngonhaslaouel Ndiah,Mouvement Patriotique du Salut,MPS,Logone oriental,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton117-3c43c.jpg,3
229,Noubanadji Taram,Groupe parlementaire des Républicains,,Logone oriental,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton229-f0018.jpg,3
102,Alnoudjim Alladoum René,Mouvement Patriotique du Salut,MPS,Mandoul,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton102-881d0.jpg,3
26,Dangaye Sadjigoto,Union pour le Renouveau et la Démocratie,URD,Mandoul,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton26-c3b92.jpg,3
158,Kamougue née Dene Assoum,Union pour le Renouveau et la Démocratie,URD,Mandoul,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton158-c06cc.jpg,3
228,Nassardjimti Mordjimngarti,Rassemblement des Nationalistes et Démocrates Tchadiens,RNDT Le Réveil,Mandoul,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton228-f1081.jpg,3
163,Ndiguindjita Dodih Kemtobaye,Mouvement Patriotique du Salut,MPS,Mandoul,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton163-db4bf.jpg,3
142,Ngartoketé Tatola,Mouvement Patriotique du Salut,MPS,Mandoul,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton142-1b581.jpg,3
239,Yamingaye Bruno,Union pour le Renouveau et la Démocratie,URD,Mandoul,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton239-59208.jpg,3
187,Biroué Wassi Kaïbaïna,Mouvement Patriotique du Salut,MPS,Mayo Kebbi Est,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton187-ce0bd.jpg,3
146,Bomra Robert,Rassemblement des Nationalistes et Démocrates Tchadiens,RNDT Le Réveil,Mayo Kebbi Est,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton146-6abe2.jpg,3
189,Boukar Païlapi,Mouvement Patriotique du Salut,MPS,Mayo Kebbi Est,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton189-f52ff.jpg,3
91,Djimet Clement Bagou,Groupe parlementaire des Républicains,,Mayo Kebbi Est,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton91-7f0db.jpg,3
148,Djoblaona Atoukoum,Union Nationale pour la Démocratie et le Renouveau,UNDR,Mayo Kebbi Est,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton148-3ce79.jpg,3
140,Lawane Gilbert,Union Nationale pour la Démocratie et le Renouveau,UNDR,Mayo Kebbi Est,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton140-c83af.jpg,3
205,Mahamadou Djouga Djoddi,Mouvement Patriotique du Salut,MPS,Mayo Kebbi Est,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton205-58143.jpg,3
227,Napoleon Bonaparte Kone,Mouvement Patriotique du Salut,MPS,Mayo Kebbi Est,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton227-4d346.jpg,3
154,Oumar Ibn Daoud,Union pour le Renouveau et la Démocratie,URD,Mayo Kebbi Est,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton154-06972.jpg,3
46,Routouang Yoma Golom,Mouvement Patriotique du Salut,MPS,Mayo Kebbi Est,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton46-fbfb5.jpg,3
30,Tchombi Getna Kami,Rassemblement des Nationalistes et Démocrates Tchadiens,RNDT Le Réveil,Mayo Kebbi Est,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton30-4c1b2.jpg,3
240,Wihaouna Jean,Union Nationale pour la Démocratie et le Renouveau,UNDR,Mayo Kebbi Est,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton240-19bba.jpg,3
29,Aba Djouassab Koï,Union Nationale pour la Démocratie et le Renouveau,UNDR,Mayo Kebbi Ouest,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton29-a84e8.jpg,3
138,Habiba Sahoulba Gontchomé,Mouvement Patriotique du Salut,MPS,Mayo Kebbi Ouest,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton138-887b4.jpg,3
129,Kebzabo Saleh,Union Nationale pour la Démocratie et le Renouveau,UNDR,Mayo Kebbi Ouest,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton129-a47a5.jpg,3
197,Keda ballah,Mouvement Patriotique du Salut,MPS,Mayo Kebbi Ouest,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton197-c9499.jpg,3
200,Lama Tchindele,Mouvement Patriotique du Salut,MPS,Mayo Kebbi Ouest,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton200-3bcf2.jpg,3
164,Lambo Baissa,Union pour le Renouveau et la Démocratie,URD,Mayo Kebbi Ouest,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton164-1047f.jpg,3
60,Maney Well Pagouipore,Union Nationale pour la Démocratie et le Renouveau,UNDR,Mayo Kebbi Ouest,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton60-632cd.jpg,3
226,Ndoubabe Tomel,Rassemblement des Nationalistes et Démocrates Tchadiens,RNDT Le Réveil,Mayo Kebbi Ouest,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton226-eedee.jpg,3
58,Pahimi Padacket Albert,Rassemblement des Nationalistes et Démocrates Tchadiens,RNDT Le Réveil,Mayo Kebbi Ouest,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton58-e8adb.jpg,3
143,Balyamal Bansitan,Mouvement Patriotique du Salut,MPS,Moyen Chari,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton143-aa44a.jpg,3
183,Bandoum Roalate Rimingaye Ra,Mouvement Patriotique du Salut,MPS,Moyen Chari,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton183-6c270.jpg,3
64,Gali Ngothe Gatta,Groupe parlementaire des Républicains,,Moyen Chari,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton64-81268.jpg,3
5,Haroun Kabadi,Mouvement Patriotique du Salut,MPS,Moyen Chari,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton5-e14f2.jpg,3
57,Mamadou Maindoh,Rassemblement des Nationalistes et Démocrates Tchadiens,RNDT Le Réveil,Moyen Chari,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton57-3cb8f.jpg,3
173,Manadji Tolkem Bertin,Union pour le Renouveau et la Démocratie,URD,Moyen Chari,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton173-05fa8.jpg,3
109,Nobo Ndjibo,Groupe parlementaire des Républicains,,Moyen Chari,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton109-56e2a.jpg,3
233,Ogueye Nargaye,Mouvement Patriotique du Salut,MPS,Moyen Chari,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton233-a5420.jpg,3
112,Romadoumngar Felix Nialbé,Union pour le Renouveau et la Démocratie,URD,Moyen Chari,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton112-f101f.jpg,3
218,Mahamat Togoï Tekilio,Mouvement Patriotique du Salut,MPS,N’Djamena 01,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton218-3a6c9.jpg,3
176,Outman Abakar Djamé,Mouvement Patriotique du Salut,MPS,N’Djamena 01,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton176-6c5ad.jpg,3
113,Mahamat Ali Kosso,Mouvement Patriotique du Salut,MPS,N’Djamena 02,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton113-6d293.jpg,3
234,Ousmane Cherif,Union Nationale pour la Démocratie et le Renouveau,UNDR,N’Djamena 02,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton234-5058e.jpg,3
207,Djidda Mamar Mahamat,Mouvement Patriotique du Salut,MPS,N’Djamena 03,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton207-fef71.jpg,3
14,Fatimé Doubangar,Mouvement Patriotique du Salut,MPS,N’Djamena 03,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton14-d6872.jpg,3
232,Ousmane Awadelkerim,Mouvement Patriotique du Salut,MPS,N’Djamena 04,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton232-ad3a3.jpg,3
33,Saleh Ali Moustapha,Groupe parlementaire des Républicains,,N’Djamena 04,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton33-4419b.jpg,3
125,Brahim Moussa Rouga,Mouvement Patriotique du Salut,MPS,N’Djamena 05,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton125-d4420.jpg,3
214,Mahamat Oumar Malloum,Groupe parlementaire des Républicains,,N’Djamena 05,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton214-f9bc5.jpg,3
93,Ahmat Issa Badi,Mouvement Patriotique du Salut,MPS,N’Djamena 06,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton93-c6dff.jpg,3
184,Beral Mbaïkoubou,Groupe parlementaire des Républicains,,N’Djamena 06,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton184-2f8b0.jpg,3
122,Epaienete née Djimina Assil,Mouvement Patriotique du Salut,MPS,N’Djamena 07,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton122-8b36a.jpg,3
97,Ildjima Abdraman,Union Nationale pour la Démocratie et le Renouveau,UNDR,N’Djamena 07,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton97-95391.jpg,3
66,Madtoingar Belengar,Groupe parlementaire des Républicains,,N’Djamena 07,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton66-0cf6a.jpg,3
78,Abdoulaye Chouah,Mouvement Patriotique du Salut,MPS,N’Djamena 08,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton78-79036.jpg,3
175,Issakha Issa Youssouf,Groupe parlementaire des Républicains,,N’Djamena 08,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton175-82ffa.jpg,3
134,Mamadou Ali Kourtou,Rassemblement pour la Démocratie et le Progrès,RDP,N’Djamena 08,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton134-d1a40.jpg,3
152,Lhamdagoulou Tarya,Union Nationale pour la Démocratie et le Renouveau,UNDR,N’Djamena 09,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton152-46dcb.jpg,3
172,Mahamat Ibni Bichara,Mouvement Patriotique du Salut,MPS,N’Djamena 09,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton172-be581.jpg,3
120,Idrissa Blama,Mouvement Patriotique du Salut,MPS,N’Djamena 10,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton120-1cc2f.jpg,3
53,Mahamat Idriss Ahmat Fakina,Mouvement Patriotique du Salut,MPS,N’Djamena 10,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton53-d3405.jpg,3
52,Abakar Bechir Ahmat,Mouvement Patriotique du Salut,MPS,Ouadaï,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton52-1eb6d.jpg,3
77,Abdelghani Ouselat,Mouvement Patriotique du Salut,MPS,Ouadaï,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton77-2a8bc.jpg,3
87,Adoum Hamdan Mahamat,Mouvement Patriotique du Salut,MPS,Ouadaï,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton87-c3c26.jpg,3
7,Fatouma Issakha Haroune,Mouvement Patriotique du Salut,MPS,Ouadaï,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton7-cffaa.jpg,3
6,Habib Hissein Issakha,Mouvement Patriotique du Salut,MPS,Ouadaï,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton6-e51fa.jpg,3
34,Ismaïl Mahamat Saleh,Mouvement Patriotique du Salut,MPS,Ouadaï,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton34-1eb86.jpg,3
206,Mahamady Moussa,Mouvement Patriotique du Salut,MPS,Ouadaï,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton206-9a9e1.jpg,3
44,Mahamat Saleh Ahmat Khayar,Mouvement Patriotique du Salut,MPS,Ouadaï,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton44-5e82f.jpg,3
191,Makki Saboune,Mouvement Patriotique du Salut,MPS,Ouadaï,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton191-ce1af.jpg,3
123,Ouchar Tourguidi,Mouvement Patriotique du Salut,MPS,Ouadaï,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton123-13442.jpg,3
