id,wikidata
uk.org.publicwhip/cons/10774,Q1283466
uk.org.publicwhip/cons/10775,Q1392204
uk.org.publicwhip/cons/10776,Q1569402
uk.org.publicwhip/cons/10777,Q519563
uk.org.publicwhip/cons/10778,Q1932003
uk.org.publicwhip/cons/10779,Q1799307
uk.org.publicwhip/cons/10780,Q1949654
uk.org.publicwhip/cons/10781,Q914974
uk.org.publicwhip/cons/10782,Q2000826
uk.org.publicwhip/cons/10783,Q2013461
uk.org.publicwhip/cons/10784,Q1248274
uk.org.publicwhip/cons/10785,Q2046526
uk.org.publicwhip/cons/10786,Q1535300
uk.org.publicwhip/cons/10787,Q2072556
uk.org.publicwhip/cons/10788,Q976545
uk.org.publicwhip/cons/10789,Q2170724
uk.org.publicwhip/cons/10790,Q2278508
uk.org.publicwhip/cons/10790,Q24638563
uk.org.publicwhip/cons/10791,Q2350325
uk.org.publicwhip/cons/10792,Q2353886
uk.org.publicwhip/cons/10793,Q2462129
uk.org.publicwhip/cons/10794,Q1422051
uk.org.publicwhip/cons/10795,Q57194744
uk.org.publicwhip/cons/10795,Q7987987
uk.org.publicwhip/cons/10796,Q2564346
uk.org.publicwhip/cons/10797,Q319480
uk.org.publicwhip/cons/10798,Q319507
uk.org.publicwhip/cons/10799,Q319516
uk.org.publicwhip/cons/10800,Q319521
uk.org.publicwhip/cons/10801,Q1589906
uk.org.publicwhip/cons/10802,Q544582
uk.org.publicwhip/cons/10803,Q544610
uk.org.publicwhip/cons/10804,Q806431
uk.org.publicwhip/cons/10805,Q1026011
uk.org.publicwhip/cons/10806,Q1094628
uk.org.publicwhip/cons/10807,Q1138189
uk.org.publicwhip/cons/10808,Q287509
uk.org.publicwhip/cons/10809,Q1265528
uk.org.publicwhip/cons/10810,Q1265524
uk.org.publicwhip/cons/10811,Q1265614
uk.org.publicwhip/cons/10812,Q1284729
uk.org.publicwhip/cons/10813,Q1284756
uk.org.publicwhip/cons/10814,Q5338259
uk.org.publicwhip/cons/10815,Q1284768
uk.org.publicwhip/cons/10816,Q1961874
uk.org.publicwhip/cons/10817,Q1371899
uk.org.publicwhip/cons/10818,Q1492567
uk.org.publicwhip/cons/10819,Q1529515
uk.org.publicwhip/cons/10820,Q1529525
uk.org.publicwhip/cons/10821,Q178524
uk.org.publicwhip/cons/10822,Q1573419
uk.org.publicwhip/cons/10823,Q1396337
uk.org.publicwhip/cons/10824,Q1741403
uk.org.publicwhip/cons/10825,Q999244
uk.org.publicwhip/cons/10826,Q1932000
uk.org.publicwhip/cons/10827,Q1931997
uk.org.publicwhip/cons/10828,Q2046519
uk.org.publicwhip/cons/10829,Q124813
uk.org.publicwhip/cons/10830,Q1512696
uk.org.publicwhip/cons/10831,Q959590
uk.org.publicwhip/cons/10832,Q2143939
uk.org.publicwhip/cons/10833,Q2177847
uk.org.publicwhip/cons/10834,Q2293327
uk.org.publicwhip/cons/10835,Q1623093
uk.org.publicwhip/cons/10836,Q1871077
uk.org.publicwhip/cons/10837,Q1749544
uk.org.publicwhip/cons/10838,Q2564353
