id,name,sort_name,gender,email,district,party,party_id,term,area
897,Alejandra Sepúlveda Orbenes,Sepúlveda,female,asepulveda,34,Independientes,IND,8,34
898,Gabriel Silber Romo,Silber,male,gsilber,16,Partido Demócrata Cristiano,DC,8,16
902,Jorge Tarud Daccarett,Tarud,male,jtarud,39,Partido Por la Democracia,PPD,8,39
905,Marisol Turres Figueroa,Turres,female,mturres,57,Unión Demócrata Independiente,UDI,8,57
906,Jorge Ulloa Aguillón,Ulloa,male,julloa,43,Unión Demócrata Independiente,UDI,8,43
908,Ignacio Urrutia Bonilla,Urrutia,male,iurrutia,40,Unión Demócrata Independiente,UDI,8,40
911,Patricio Vallespín López,Vallespín,male,pvallespin,57,Partido Demócrata Cristiano,DC,8,57
913,Mario Venegas Cárdenas,Venegas,male,mvenegas,48,Partido Demócrata Cristiano,DC,8,48
915,Germán Verdugo Soto,Verdugo,male,gverdugo,37,Renovación Nacional,RN,8,37
919,Felipe Ward Edwards,Ward,male,fw120,3,Unión Demócrata Independiente,UDI,8,3
920,Marcelo Schilling Rodríguez,Schilling,male,schilling,12,Partido Socialista,PS,8,12
923,Pedro Pablo Alvarez-Salamanca Ramírez,Alvarez-Salamanca,male,palvarez-salamanca,38,Unión Demócrata Independiente,UDI,8,38
924,Osvaldo Andrade Lara,Andrade,male,oandrade,29,Partido Socialista,PS,8,29
925,Pepe Auth Stewart,Auth,male,pepeauth,20,Partido Por la Democracia,PPD,8,20
927,Pedro Browne Urrejola,Browne,male,pbrowne,28,Independientes,IND,8,28
929,Cristián Campos Jara,Campos,male,ccampos,43,Partido Por la Democracia,PPD,8,43
930,Lautaro Carmona Soto,Carmona,male,lcarmona,5,Partido Comunista,PC,8,5
931,Juan Luis Castro González,Castro,male,jlcastro,32,Partido Socialista,PS,8,32
933,Aldo Cornejo González,Cornejo,male,acornejo,13,Partido Demócrata Cristiano,DC,8,13
934,Fuad Chahin Valenzuela,Chahin,male,fchahin,49,Partido Demócrata Cristiano,DC,8,49
935,José Manuel Edwards Silva,Edwards,male,jmedwards,51,Renovación Nacional,RN,8,51
936,Cristina Girardi Lavín,Girardi,female,cgirardi,18,Partido Por la Democracia,PPD,8,18
937,Hugo Gutiérrez Gálvez,Gutiérrez,male,hgutierrez,2,Partido Comunista,PC,8,2
938,Romilio Gutiérrez Pino,Gutiérrez,male,rgutierrez,39,Unión Demócrata Independiente,UDI,8,39
939,Gustavo Hasbún Selume,Hasbún,male,ghasbun,26,Unión Demócrata Independiente,UDI,8,26
940,María José Hoffmann Opazo,Hoffmann,female,mjhoffmann,15,Unión Demócrata Independiente,UDI,8,15
941,Luis Lemus Aracena,Lemus,male,llemus,9,Partido Socialista,PS,8,9
942,Javier Macaya Danús,Macaya,male,jmacaya,34,Unión Demócrata Independiente,UDI,8,34
944,Andrea Molina Oliva,Molina,female,amolina,10,Unión Demócrata Independiente,UDI,8,10
945,Celso Morales Muñoz,Morales,male,cmorales,36,Unión Demócrata Independiente,UDI,8,36
946,Leopoldo Pérez Lahsen,Pérez,male,lperezl,29,Renovación Nacional,RN,8,29
947,Ricardo Rincón González,Rincón,male,rrincon,33,Partido Demócrata Cristiano,DC,8,33
948,Gaspar Rivas Sánchez,Rivas,male,grivas,11,Independientes,IND,8,11
949,Marcela Sabat Fernández,Sabat,female,msabat,21,Renovación Nacional,RN,8,21
950,René Saffirio Espinoza,Saffirio,male,rsaffirio,50,Independientes,IND,8,50
951,David Sandoval Plaza,Sandoval,male,dsandoval,59,Unión Demócrata Independiente,UDI,8,59
952,Alejandro Santana Tirachini,Santana,male,asantana,58,Renovación Nacional,RN,8,58
954,Ernesto Silva Méndez,Silva,male,esilva,23,Unión Demócrata Independiente,UDI,8,23
955,Arturo Squella Ovalle,Squella,male,asquella,12,Unión Demócrata Independiente,UDI,8,12
956,Guillermo Teillier Del Valle,Teillier,male,gteillier,28,Partido Comunista,PC,8,28
957,Víctor Torres Jeldes,Torres,male,vtorres,15,Partido Demócrata Cristiano,DC,8,15
958,Joaquín Tuma Zedan,Tuma,male,jtuma,51,Partido Por la Democracia,PPD,8,51
959,Enrique Van Rysselberghe Herrera,Van Rysselberghe,male,evr,44,Unión Demócrata Independiente,UDI,8,44
963,Matías Walker Prieto,Walker,male,mwalker,8,Partido Demócrata Cristiano,DC,8,8
967,Issa Kort Garriga,Kort,male,ikort,32,Unión Demócrata Independiente,UDI,8,32
968,Jenny Alvarez Vera,Alvarez,female,jenny.alvarez,58,Partido Socialista,PS,8,58
969,Claudio Arriagada Macaya,Arriagada,male,claudio.arriagada,25,Partido Demócrata Cristiano,DC,8,25
970,Jaime Bellolio Avaria,Bellolio,male,jaime.bellolio,30,Unión Demócrata Independiente,UDI,8,30
971,Bernardo Berger Fett,Berger,male,bernardo.berger,53,Renovación Nacional,RN,8,53
972,Gabriel Boric Font,Boric,male,gabriel.boric,60,Independientes,IND,8,60
973,Karol Cariola Oliva,Cariola,female,karol.cariola,19,Partido Comunista,PC,8,19
974,Loreto Carvajal Ambiado,Carvajal,female,loreto.carvajal,42,Partido Por la Democracia,PPD,8,42
975,Daniella Cicardini Milla,Cicardini,female,daniella.cicardini,5,Partido Socialista,PS,8,5
976,Juan Antonio Coloma Alamos,Coloma,male,juanantoniocoloma,31,Unión Demócrata Independiente,UDI,8,31
977,Marcelo Chávez Velásquez,Chávez,male,marcelo.chavez,45,Partido Demócrata Cristiano,DC,8,45
978,Felipe De Mussy Hiriart,De Mussy,male,fdemussy,56,Unión Demócrata Independiente,UDI,8,56
979,Sergio Espejo Yaksic,Espejo,male,sergio.espejo,35,Partido Demócrata Cristiano,DC,8,35
980,Daniel Farcas Guendelman,Farcas,male,daniel.farcas,17,Partido Por la Democracia,PPD,8,17
981,Maya Fernández Allende,Fernández,female,maya.fernandez,21,Partido Socialista,PS,8,21
982,Iván Flores García,Flores,male,ivan.flores,53,Partido Demócrata Cristiano,DC,8,53
983,Iván Fuentes Castillo,Fuentes,male,ivan.fuentes,59,Independientes,IND,8,59
984,Gonzalo Fuenzalida Figueroa,Fuenzalida,male,gonzalo.fuenzalida,54,Renovación Nacional,RN,8,54
985,Sergio Gahona Salazar,Gahona,male,sergio.gahona,7,Unión Demócrata Independiente,UDI,8,7
986,Marcela Hernando Pérez,Hernando,female,marcela.hernando,4,Partido Radical Social Demócrata,PRSD,8,4
987,Giorgio Jackson Drago,Jackson,male,giorgio.jackson,22,Independientes,IND,8,22
988,Felipe Kast Sommerhoff,Kast,male,felipe.kast,22,Independientes,IND,8,22
989,Joaquín Lavín León,Lavín,male,joaquin.lavin,20,Unión Demócrata Independiente,UDI,8,20
990,Daniel Melo Contreras,Melo,male,daniel.melo,27,Partido Socialista,PS,8,27
991,Vlado Mirosevic Verdugo,Mirosevic,male,vlado.mirosevic,1,Partido Liberal de Chile,PL,8,1
992,Juan Enrique Morano Cornejo,Morano,male,juan.morano,60,Partido Demócrata Cristiano,DC,8,60
993,Daniel Núñez Arancibia,Núñez,male,daniel.nunez,8,Partido Comunista,PC,8,8
994,Paulina Núñez Urrutia,Núñez,female,paulina.nunez,4,Renovación Nacional,RN,8,4
995,Diego Paulsen Kehr,Paulsen,male,diego.paulsen,49,Renovación Nacional,RN,8,49
996,Jaime Pilowsky Greene,Pilowsky,male,jaime.pilowsky,24,Partido Demócrata Cristiano,DC,8,24
997,Roberto Poblete Zapata,Poblete,male,roberto.poblete,47,Independientes,IND,8,47
998,Yasna Provoste Campillay,Provoste,female,yasna.provoste,6,Partido Demócrata Cristiano,DC,8,6
999,Jorge Rathgeb Schifferli,Rathgeb,male,jorge.rathgeb,48,Renovación Nacional,RN,8,48
1000,Luis Rocafull López,Rocafull,male,luis.rocafull,1,Partido Socialista,PS,8,1
1001,Raúl Saldívar Auger,Saldívar,male,raul.saldivar,7,Partido Socialista,PS,8,7
1002,Leonardo Soto Ferrada,Soto,male,leonardo.soto,30,Partido Socialista,PS,8,30
1003,Renzo Trisotti Martínez,Trisotti,male,renzo.trisotti,2,Unión Demócrata Independiente,UDI,8,2
1004,Christian Urízar Muñoz,Urízar,male,christian.urizar,10,Partido Socialista,PS,8,10
1005,Osvaldo Urrutia Soto,Urrutia,male,osvaldo.urrutia,14,Unión Demócrata Independiente,UDI,8,14
1006,Camila Vallejo Dowling,Vallejo,female,camila.vallejo,26,Partido Comunista,PC,8,26
1007,Miguel Ángel Alvarado Ramírez,Alvarado,male,miguelangel.alvarado,9,Partido Por la Democracia,PPD,8,9
800,Enrique Accorsi Opazo,Accorsi,male,eaccorsi,24,Partido Por la Democracia,PPD,6,24
802,Sergio Aguiló Melo,Aguiló,male,saguilo,37,Izquierda Ciudadana,IC,6,37
803,René Alinco Bustos,Alinco,male,ralinco,59,Independientes,IND,6,59
808,Pedro Araya Guerrero,Araya,male,paraya,4,Partido Regionalista Independiente,PRI,6,4
809,Gonzalo Arenas Hödar,Arenas,male,garenas,48,Unión Demócrata Independiente,UDI,6,48
810,Gabriel Ascencio Mansilla,Ascencio,male,ascencio,58,Partido Demócrata Cristiano,DC,6,58
811,Ramón Barros Montero,Barros,male,jbarros,35,Unión Demócrata Independiente,UDI,6,35
812,Eugenio Bauer Jouanne,Bauer,male,ebauer,33,Unión Demócrata Independiente,UDI,6,33
813,Germán Becker Alvear,Becker,male,gbecker,50,Renovación Nacional,RN,6,50
814,Mario Bertolino Rendic,Bertolino,male,mbertoli,7,Renovación Nacional,RN,6,7
815,Sergio Bobadilla Muñoz,Bobadilla,male,sbobadilla,45,Unión Demócrata Independiente,UDI,6,45
816,Jorge Burgos Varela,Burgos,male,jburgos,21,Partido Demócrata Cristiano,DC,6,21
818,Alberto Cardemil Herrera,Cardemil,male,acardemil,22,Renovación Nacional,RN,6,22
819,Guillermo Ceroni Fuentes,Ceroni,male,gceroni,40,Partido Por la Democracia,PPD,6,40
822,María Angélica Cristi Marfil,Cristi,female,macristi,24,Unión Demócrata Independiente,UDI,6,24
824,Alfonso De Urresti Longton,De Urresti,male,adeurresti,53,Partido Socialista,PS,6,53
825,Roberto Delmastro Naso,Delmastro,male,rdelmast,53,Independientes,IND,6,53
827,Marcelo Díaz Díaz,Díaz,male,mdiaz,7,Partido Socialista,PS,6,7
831,Edmundo Eluchans Urenda,Eluchans,male,eeluchans,14,Unión Demócrata Independiente,UDI,6,14
836,Marcos Espinosa Monardes,Espinosa,male,mespinosa,3,Partido Radical Social Demócrata,PRSD,6,3
837,Fidel Espinoza Sandoval,Espinoza,male,fespinoza,56,Partido Socialista,PS,6,56
838,Enrique Estay Peñaloza,Estay,male,eestay,49,Unión Demócrata Independiente,UDI,6,49
839,Ramón Farías Ponce,Farías,male,rfarias,30,Partido Por la Democracia,PPD,6,30
843,René Manuel García García,García,male,rmgarcia,52,Renovación Nacional,RN,6,52
844,Alejandro García-Huidobro Sanfuentes,García-Huidobro,male,agarcia,32,Unión Demócrata Independiente,UDI,6,32
846,Joaquín Godoy Ibáñez,Godoy,male,jgodoy,13,Renovación Nacional,RN,6,13
847,Carolina Goic Boroevic,Goic,female,cgoic,60,Partido Demócrata Cristiano,DC,6,60
848,Rodrigo González Torres,González,male,rodrigogonzalez,14,Partido Por la Democracia,PPD,6,14
849,Patricio Hales Dib,Hales,male,phales,19,Partido Por la Democracia,PPD,6,19
850,Javier Hernández Hernández,Hernández,male,jhernandez,55,Unión Demócrata Independiente,UDI,6,55
853,Marta Isasi Barbieri,Isasi,female,misasi,2,Independientes,IND,6,2
854,Enrique Jaramillo Becker,Jaramillo,male,ejaramil,54,Partido Por la Democracia,PPD,6,54
855,Carlos Abel Jarpa Wevar,Jarpa,male,cjarpa,41,Partido Radical Social Demócrata,PRSD,6,41
856,Tucapel Jiménez Fuentes,Jiménez,male,tjimenez,27,Partido Por la Democracia,PPD,6,27
857,José Antonio Kast Rist,Kast,male,jkast,30,Unión Demócrata Independiente,UDI,6,30
858,Juan Carlos Latorre Carmona,Latorre,male,jclatorre,35,Partido Demócrata Cristiano,DC,6,35
860,Roberto León Ramírez,León,male,rleon,36,Partido Demócrata Cristiano,DC,6,36
861,Juan Lobos Krause,Lobos,male,jlobos,47,Unión Demócrata Independiente,UDI,6,47
862,Pablo Lorenzini Basso,Lorenzini,male,plorenzi,38,Partido Demócrata Cristiano,DC,6,38
863,Rosauro Martínez Labbé,Martínez,male,romar,41,Renovación Nacional,RN,6,41
865,Patricio Melero Abaroa,Melero,male,pmelero,16,Unión Demócrata Independiente,UDI,6,16
866,Fernando Meza Moncada,Meza,male,fmeza,52,Partido Radical Social Demócrata,PRSD,6,52
867,Cristián Monckeberg Bruner,Monckeberg,male,cmonckeberg,23,Renovación Nacional,RN,6,23
868,Nicolás Monckeberg Díaz,Monckeberg,male,nmonckeberg,18,Renovación Nacional,RN,6,18
869,Manuel Monsalve Benavides,Monsalve,male,mmonsalve,46,Partido Socialista,PS,6,46
870,Carlos Montes Cisternas,Montes,male,cmontes,26,Partido Socialista,PS,6,26
871,Iván Moreira Barros,Moreira,male,imoreira,27,Unión Demócrata Independiente,UDI,6,27
873,Adriana Muñoz D'Albora,Muñoz,female,amunoz,9,Partido Por la Democracia,PPD,6,9
874,Claudia Nogueira Fernández,Nogueira,female,cnogueira,19,Unión Demócrata Independiente,UDI,6,19
875,Iván Norambuena Farías,Norambuena,male,inorambuena,46,Unión Demócrata Independiente,UDI,6,46
876,Marco Antonio Núñez Lozano,Núñez,male,mnunez,11,Partido Por la Democracia,PPD,6,11
877,Sergio Ojeda Uribe,Ojeda,male,sojeda,55,Partido Demócrata Cristiano,DC,6,55
879,José Miguel Ortiz Novoa,Ortiz,male,jmortiz,44,Partido Demócrata Cristiano,DC,6,44
880,Clemira Pacheco Rivas,Pacheco,female,cpacheco,45,Partido Socialista,PS,6,45
883,Denise Pascal Allende,Pascal,female,dpascal,31,Partido Socialista,PS,6,31
885,José Pérez Arriagada,Pérez,male,jperez,47,Partido Radical Social Demócrata,PRSD,6,47
887,Carlos Recondo Lavanderos,Recondo,male,crecondo,56,Unión Demócrata Independiente,UDI,6,56
888,Alberto Robles Pantoja,Robles,male,arobles,6,Partido Radical Social Demócrata,PRSD,6,6
889,Manuel Rojas Molina,Rojas,male,mrojas,4,Unión Demócrata Independiente,UDI,6,4
891,Karla Rubilar Barahona,Rubilar,female,krubilar,17,Renovación Nacional,RN,6,17
892,María Antonieta Saa Díaz,Saa,female,masaa,17,Partido Por la Democracia,PPD,6,17
893,Jorge Sabag Villalobos,Sabag,male,jsabag,42,Partido Demócrata Cristiano,DC,6,42
895,Felipe Salaberry Soto,Salaberry,male,fsalaberry,25,Unión Demócrata Independiente,UDI,6,25
897,Alejandra Sepúlveda Orbenes,Sepúlveda,female,asepulveda,34,Partido Regionalista Independiente,PRI,6,34
898,Gabriel Silber Romo,Silber,male,gsilber,16,Partido Demócrata Cristiano,DC,6,16
902,Jorge Tarud Daccarett,Tarud,male,jtarud,39,Partido Por la Democracia,PPD,6,39
905,Marisol Turres Figueroa,Turres,female,mturres,57,Unión Demócrata Independiente,UDI,6,57
906,Jorge Ulloa Aguillón,Ulloa,male,julloa,43,Unión Demócrata Independiente,UDI,6,43
907,Gonzalo Uriarte Herrera,Uriarte,male,guriarte,31,Unión Demócrata Independiente,UDI,6,31
908,Ignacio Urrutia Bonilla,Urrutia,male,iurrutia,40,Unión Demócrata Independiente,UDI,6,40
911,Patricio Vallespín López,Vallespín,male,pvallespin,57,Partido Demócrata Cristiano,DC,6,57
913,Mario Venegas Cárdenas,Venegas,male,mvenegas,48,Partido Demócrata Cristiano,DC,6,48
915,Germán Verdugo Soto,Verdugo,male,gverdugo,37,Renovación Nacional,RN,6,37
916,Ximena Vidal Lázaro,Vidal,female,xvidal,25,Partido Por la Democracia,PPD,6,25
917,Gastón Von Mühlenbrock Zamora,Von Mühlenbrock,male,gvonmuhlenbrock,54,Unión Demócrata Independiente,UDI,6,54
919,Felipe Ward Edwards,Ward,male,fw120,3,Unión Demócrata Independiente,UDI,6,3
920,Marcelo Schilling Rodríguez,Schilling,male,schilling,12,Partido Socialista,PS,6,12
922,Felipe Harboe Bascuñán,Harboe,male,fharboe,22,Partido Por la Democracia,PPD,6,22
923,Pedro Pablo Alvarez-Salamanca Ramírez,Alvarez-Salamanca,male,palvarez-salamanca,38,Unión Demócrata Independiente,UDI,6,38
924,Osvaldo Andrade Lara,Andrade,male,oandrade,29,Partido Socialista,PS,6,29
925,Pepe Auth Stewart,Auth,male,pepeauth,20,Partido Por la Democracia,PPD,6,20
926,Nino Baltolu Rasera,Baltolu,male,nbaltolu,1,Unión Demócrata Independiente,UDI,6,1
927,Pedro Browne Urrejola,Browne,male,pbrowne,28,Renovación Nacional,RN,6,28
928,Giovanni Calderón Bassi,Calderón,male,gcalderon,6,Unión Demócrata Independiente,UDI,6,6
929,Cristián Campos Jara,Campos,male,ccampos,43,Partido Por la Democracia,PPD,6,43
930,Lautaro Carmona Soto,Carmona,male,lcarmona,5,Partido Comunista,PC,6,5
931,Juan Luis Castro González,Castro,male,jlcastro,32,Partido Socialista,PS,6,32
932,Eduardo Cerda García,Cerda,male,ecerda,10,Partido Demócrata Cristiano,DC,6,10
933,Aldo Cornejo González,Cornejo,male,acornejo,13,Partido Demócrata Cristiano,DC,6,13
934,Fuad Chahin Valenzuela,Chahin,male,fchahin,49,Partido Demócrata Cristiano,DC,6,49
935,José Manuel Edwards Silva,Edwards,male,jmedwards,51,Renovación Nacional,RN,6,51
936,Cristina Girardi Lavín,Girardi,female,cgirardi,18,Partido Por la Democracia,PPD,6,18
937,Hugo Gutiérrez Gálvez,Gutiérrez,male,hgutierrez,2,Partido Comunista,PC,6,2
938,Romilio Gutiérrez Pino,Gutiérrez,male,rgutierrez,39,Unión Demócrata Independiente,UDI,6,39
939,Gustavo Hasbún Selume,Hasbún,male,ghasbun,26,Unión Demócrata Independiente,UDI,6,26
940,María José Hoffmann Opazo,Hoffmann,female,mjhoffmann,15,Unión Demócrata Independiente,UDI,6,15
941,Luis Lemus Aracena,Lemus,male,llemus,9,Partido Socialista,PS,6,9
942,Javier Macaya Danús,Macaya,male,jmacaya,34,Unión Demócrata Independiente,UDI,6,34
943,Miodrag Marinovic Solo de Zaldívar,Marinovic,male,mmarinovic,60,Independientes,IND,6,60
944,Andrea Molina Oliva,Molina,female,amolina,10,Unión Demócrata Independiente,UDI,6,10
945,Celso Morales Muñoz,Morales,male,cmorales,36,Unión Demócrata Independiente,UDI,6,36
946,Leopoldo Pérez Lahsen,Pérez,male,lperezl,29,Renovación Nacional,RN,6,29
947,Ricardo Rincón González,Rincón,male,rrincon,33,Partido Demócrata Cristiano,DC,6,33
948,Gaspar Rivas Sánchez,Rivas,male,grivas,11,Renovación Nacional,RN,6,11
949,Marcela Sabat Fernández,Sabat,female,msabat,21,Renovación Nacional,RN,6,21
950,René Saffirio Espinoza,Saffirio,male,rsaffirio,50,Partido Demócrata Cristiano,DC,6,50
951,David Sandoval Plaza,Sandoval,male,dsandoval,59,Unión Demócrata Independiente,UDI,6,59
952,Alejandro Santana Tirachini,Santana,male,asantana,58,Renovación Nacional,RN,6,58
953,Frank Sauerbaum Muñoz,Sauerbaum,male,fs,42,Renovación Nacional,RN,6,42
954,Ernesto Silva Méndez,Silva,male,esilva,23,Unión Demócrata Independiente,UDI,6,23
955,Arturo Squella Ovalle,Squella,male,asquella,12,Unión Demócrata Independiente,UDI,6,12
956,Guillermo Teillier Del Valle,Teillier,male,gteillier,28,Partido Comunista,PC,6,28
957,Víctor Torres Jeldes,Torres,male,vtorres,15,Partido Demócrata Cristiano,DC,6,15
958,Joaquín Tuma Zedan,Tuma,male,jtuma,51,Partido Por la Democracia,PPD,6,51
959,Enrique Van Rysselberghe Herrera,Van Rysselberghe,male,evr,44,Unión Demócrata Independiente,UDI,6,44
960,Orlando Vargas Pizarro,Vargas,male,ovargas,1,Partido Por la Democracia,PPD,6,1
961,Pedro Velásquez Seguel,Velásquez,male,pvelasquez,8,Independientes,IND,6,8
962,Carlos Vilches Guzmán,Vilches,male,cvilches,5,Unión Demócrata Independiente,UDI,6,5
963,Matías Walker Prieto,Walker,male,mwalker,8,Partido Demócrata Cristiano,DC,6,8
964,Mónica Zalaquett Said,Zalaquett,female,mzalaquett,20,Unión Demócrata Independiente,UDI,6,20
965,Cristian Letelier Aguilar,Letelier,male,cletelier,31,Independientes,IND,6,31
966,Joel Rosales Guzmán,Rosales,male,jrosales,47,Unión Demócrata Independiente,UDI,6,47
967,Issa Kort Garriga,Kort,male,ikort,32,Unión Demócrata Independiente,UDI,6,32
800,Enrique Accorsi Opazo,Accorsi,male,eaccorsi,24,Partido Por la Democracia,PPD,5,24
801,René Aedo Ormeño,Aedo,male,raedo,5,Renovación Nacional,RN,5,5
802,Sergio Aguiló Melo,Aguiló,male,saguilo,37,Partido Socialista,PS,5,37
803,René Alinco Bustos,Alinco,male,ralinco,59,Partido Por la Democracia,PPD,5,59
804,Isabel Allende Bussi,Allende,female,iallende,29,Partido Socialista,PS,5,29
805,Claudio Alvarado Andrade,Alvarado,male,alvarado,58,Unión Demócrata Independiente,UDI,5,58
806,Pedro Pablo Alvarez-Salamanca Büchi,Alvarez-Salamanca,male,alvarez,38,Renovación Nacional,RN,5,38
807,Rodrigo Álvarez Zenteno,Álvarez,male,ralvarez,60,Unión Demócrata Independiente,UDI,5,60
808,Pedro Araya Guerrero,Araya,male,paraya,4,Independientes,IND,5,4
809,Gonzalo Arenas Hödar,Arenas,male,garenas,48,Unión Demócrata Independiente,UDI,5,48
810,Gabriel Ascencio Mansilla,Ascencio,male,ascencio,58,Partido Demócrata Cristiano,DC,5,58
811,Ramón Barros Montero,Barros,male,jbarros,35,Unión Demócrata Independiente,UDI,5,35
812,Eugenio Bauer Jouanne,Bauer,male,ebauer,33,Unión Demócrata Independiente,UDI,5,33
813,Germán Becker Alvear,Becker,male,gbecker,50,Renovación Nacional,RN,5,50
814,Mario Bertolino Rendic,Bertolino,male,mbertoli,7,Renovación Nacional,RN,5,7
815,Sergio Bobadilla Muñoz,Bobadilla,male,sbobadilla,45,Unión Demócrata Independiente,UDI,5,45
816,Jorge Burgos Varela,Burgos,male,jburgos,21,Partido Demócrata Cristiano,DC,5,21
817,Juan Bustos Ramírez,Bustos,male,jbustos,12,Partido Socialista,PS,5,12
818,Alberto Cardemil Herrera,Cardemil,male,acardemil,22,Independientes,IND,5,22
819,Guillermo Ceroni Fuentes,Ceroni,male,gceroni,40,Partido Por la Democracia,PPD,5,40
820,Francisco Chahuán Chahuán,Chahuán,male,fchahuan,14,Renovación Nacional,RN,5,14
821,Sergio Correa De la Cerda,Correa,male,scorrea,36,Unión Demócrata Independiente,UDI,5,36
822,María Angélica Cristi Marfil,Cristi,female,macristi,24,Unión Demócrata Independiente,UDI,5,24
823,Marcela Cubillos Sigall,Cubillos,female,mcubillos,21,Unión Demócrata Independiente,UDI,5,21
824,Alfonso De Urresti Longton,De Urresti,male,adeurresti,53,Partido Socialista,PS,5,53
825,Roberto Delmastro Naso,Delmastro,male,rdelmast,53,Renovación Nacional,RN,5,53
826,Eduardo Díaz Del Río,Díaz,male,ediaz,51,Partido Regionalista Independiente,PRI,5,51
827,Marcelo Díaz Díaz,Díaz,male,mdiaz,7,Partido Socialista,PS,5,7
828,Julio Dittborn Cordua,Dittborn,male,jdittbor,23,Unión Demócrata Independiente,UDI,5,23
829,Gonzalo Duarte Leiva,Duarte,male,gduarte,26,Partido Demócrata Cristiano,DC,5,26
830,Andrés Egaña Respaldiza,Egaña,male,aegana,44,Unión Demócrata Independiente,UDI,5,44
831,Edmundo Eluchans Urenda,Eluchans,male,eeluchans,15,Unión Demócrata Independiente,UDI,5,15
832,Francisco Encina Moriamez,Encina,male,fencina,8,Partido Socialista,PS,5,8
833,Marco Enríquez-Ominami Gumucio,Enríquez-Ominami,male,menriquez-ominami,10,Independientes,IND,5,10
834,Maximiano Errázuriz Eguiguren,Errázuriz,male,merrazu,29,Independientes,IND,5,29
835,Alvaro Escobar Rufatt,Escobar,male,aescobar,20,Independientes,IND,5,20
836,Marcos Espinosa Monardes,Espinosa,male,mespinosa,3,Partido Radical Social Demócrata,PRSD,5,3
