id,name,district,picture,departement,gender,party,term,source
63,MBOULOU RAYMOND ZEPHIRIN,MPOUYA,http://www.assemblee-nationale.cg/upload_deputes/mboulou%20raymond.JPG,plateau,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=63#13
32,MBOUMA ALBERT,MOKEKO,http://www.assemblee-nationale.cg/upload_deputes/Mbouma%20A..jpg,sangha,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=32#13
107,MFOUTOU SIMON,MAYEYE,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,lekoumou,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=107#13
78,MIAKASSISSA DAMIEN,MOUNGALI2,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,brazzaville,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=78#13
13,MILANDOU CLAUDE ABRAHAM,LOANDJILI2,http://www.assemblee-nationale.cg/upload_deputes/Milandou%20Cl..jpg,Pointe-noire,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=13#13
23,MOKA ALAIN,IMPFONDO,http://www.assemblee-nationale.cg/upload_deputes/MOKA%20Alain.jpg,likouala,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=23#13
49,MOKOKO LEON RAPHAEL,MOSSAKA1,http://www.assemblee-nationale.cg/upload_deputes/MOKOKO%20Leon%20Rapha%C3%ABl.jpg,cuvette-centrale,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=49#13
77,MOUAGNI AIME HYDEVERT,MOUNGALI1,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,brazzaville,male,CPR,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=77#13
109,MOUDOUDOU PLACIDE,MADINGOU,http://www.assemblee-nationale.cg/upload_deputes/moudoudou.jpg,bouenza,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=109#13
41,MOUELE SERGE HUBERT,MBAMA,http://www.assemblee-nationale.cg/upload_deputes/Mouele%20Hubert.jpg,cuvette-ouest,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=41#13
104,MOUNGALLAT THIERRY LEZIN,SIBITI2,http://www.assemblee-nationale.cg/upload_deputes/thierry.jpg,niari,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=104#13
116,MUNARI NEE MABONDZO CLAUDINE,MOUYONDZI,http://www.assemblee-nationale.cg/upload_deputes/CLAUDINE.jpeg,bouenza,female,MUST,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=116#13
14,NDINGA ALEXIS,LUMUMBA1,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,Pointe-noire,male,Independent,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=14#13
31,NDINGA MAKANDA ACCEL ARNAUD,OUESSO,http://www.assemblee-nationale.cg/upload_deputes/NDINGA%20MAKANDA.jpg,sangha,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=31#13
35,NDOUANE DAMBERT RENE,SEMBE,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,sangha,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=35#13
46,NGOKANA DENIS AUGUSTE MARIE,BOUNDJI,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,"",male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=46#13
122,NGOLO Pierre,OUENZE,http://www.assemblee-nationale.cg/upload_deputes/NGOLO%20Pierre.JPG,brazzaville,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=122#13
119,NGOMA MBOUNGOU ULRICH,YAMBA,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,bouenza,male,MUST,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=119#13
108,NGOUBILI CHARLES DAVID,ZANAGA,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,lekoumou,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=108#13
58,NGOUELONDELE HUGUES,GAMBOMA1,http://www.assemblee-nationale.cg/upload_deputes/NGOUELONDELE%20Hugues.jpg,plateau,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=58#13
55,NGOUONIMBA JOSUE RODRIGUE,DJAMBALA,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,plateau,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=55#13
93,NGUIMBI PIERRE MICHEL,LOUVAKOU,http://www.assemblee-nationale.cg/upload_deputes/Pierre-Michel-Nguimbi.jpg,"",male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=93#13
90,NIANGA ELENGA ANDRE,ILE MBAMOU,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,brazzaville,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=90#13
8,NKODIA KYND GAETAN,TIE-TIE1,http://www.assemblee-nationale.cg/upload_deputes/Nkodia%20Kim.jpg,Pointe-noire,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=8#13
86,NSONDE JEAN MARIE,MFILOU2,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,brazzaville,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=86#13
101,NZENGUI MOMBO HANDEL LAURY,NYANGA,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,niari,male,Independent,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=101#13
40,OBIE THIERRY,KELLE,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,cuvette-ouest,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=40#13
37,ODZOCKI SERGE MICHEL,EWO1,http://www.assemblee-nationale.cg/upload_deputes/Odzoki.jpg,cuvette-ouest,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=37#13
60,OKOMBI SALISSA ANDRE,LEKANA,http://www.assemblee-nationale.cg/upload_deputes/okombi-salissa-andre-2009.png,"",male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=60#13
52,OKOULA ROGER EDOUARD,NTOKOU,http://www.assemblee-nationale.cg/upload_deputes/OKOULA%20Roger%20Edouard.jpg,cuvette-centrale,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=52#13
76,OLLINGO ONIANGUE JEAN CLAUDE,POTO-POTO3,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,brazzaville,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=76#13
44,ONDONGO GILBERT,OWANDO1,http://www.assemblee-nationale.cg/upload_deputes/Gilbert%20Ondongo.gif,cuvette-centrale,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=44#13
61,ONDZE NEE NGAMBOLO B.,MAKOTIMPOKO,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,plateau,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=61#13
42,OPIMBAT LEON ALFRED,Circonscription de,http://www.assemblee-nationale.cg/upload_deputes/OPIMBAT%20L%C3%A9on%20Alfred.jpg,cuvette-ouest,male,Independent,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=42#13
75,OPIMBAT CHARLOTTE,POTO-POTO2,http://www.assemblee-nationale.cg/upload_deputes/Opimbat%20charlotte.jpg,brazzaville,female,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=75#13
56,OSSEBI HENRI,ABALA,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,plateau,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=56#13
82,OSSIALA SYLVESTRE,TALANGAI3,http://www.assemblee-nationale.cg/upload_deputes/OSSIALA%20Sylvestre.jpg,brazzaville,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=82#13
102,OUOSSO EMILE,YAYA,http://www.assemblee-nationale.cg/upload_deputes/emile_OUOSSO.jpg,niari,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=102#13
43,OVAGA JEAN DANIEL,OKOYO,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,"",male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=43#13
45,OWASSA-YAUCKA ABEL JOEL,OWANDO2,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,cuvette-centrale,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=45#13
71,PANDOU ANICET WILFRID,MAKELEKELE4,http://www.assemblee-nationale.cg/upload_deputes/Pandou%20Anicet.jpg,brazzaville,male,Independent,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=71#13
24,SABAYE FERDINAND,BETOU,http://www.assemblee-nationale.cg/upload_deputes/Sabaye.jpg,likouala,male,Independent,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=24#13
53,SASSOU NGUESSO DENIS CHRISTEL,OYO,http://www.assemblee-nationale.cg/upload_deputes/DENIS_CHRISTEL.jpg,cuvette-centrale,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=53#13
21,SAYI HONORE,DOLISIE2,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,niari,male,UPADS,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=21#13
112,SIBALY JEAN,KINGOUE,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,bouenza,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=112#13
57,SOUSSA LOUIS,ALLEMBE,http://www.assemblee-nationale.cg/upload_deputes/Soussa%20Louis.jpg,plateau,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=57#13
11,TCHIGNOUMBA BOUMBA PAUL GILBERT,MVOU-MVOU2,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,Pointe-noire,male,Independent,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=11#13
4,TENGO LAURENT,MADINGO-KAYES,http://www.assemblee-nationale.cg/upload_deputes/Tengo.jpg,kouilou,male,MAR,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=4#13
10,THYSTHERE TCHICAYA JEAN MARC,Circonscription de,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,Pointe-noire,male,RDPS,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=10#13
88,TIELE-GAMBIA OLOU ANTOINETTE,DJIRI1,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,brazzaville,female,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=88#13
27,TONO MARIE LOUISE,EPENA1,http://www.assemblee-nationale.cg/upload_deputes/Tono%20F.%20L.jpg,likouala,female,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=27#13
99,TSALABIENDZE JOSEPH,MOSSENDJO,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,niari,male,Independent,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=99#13
113,TSATY MABIALA PASCAL,LOUDIMA,http://www.assemblee-nationale.cg/upload_deputes/Tsaty%20Mabiala.jpg,bouenza,male,UPADS,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=113#13
106,TSEKE MOUKILA JEAN,KOMONO,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,lekoumou,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=106#13
105,TSOUMOU MOUKASSA ADRIEN,BAMBAMA,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,lekoumou,male,UPADS,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=105#13
36,ZONIABA AYIMESSONE HENRI,SOUANKE,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,sangha,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=36#13
