id,wikidata
hoshangabad,Q3634240
hoshiarpur_(sc),Q5908015
howrah,Q3348243
hyderabad,Q3764307
idukki,Q3595503
indore,Q3634194
inner_manipur,Q6035471
jabalpur,Q6109952
jadavpur,Q12428678
jagatsinghpur_(sc),Q6122268
jahanabad,Q12428505
jaipur,Q6124117
jaipur_rural,Q6124137
jajpur_(sc),Q6124378
jalandhar_(sc),Q6126633
jalaun_(sc),Q6126683
jalgaon,Q6126754
jalna,Q6126930
jalore,Q6126953
jalpaiguri_(sc),Q3348198
jammu,Q6147990
jamnagar,Q6148068
jamshedpur,Q6148213
jamui_(sc),Q12428079
jangipur,Q6154054
janjgir-champa_(sc),Q6154769
jaunpur,Q6164852
jaynagar_(sc),Q6167862
jhalawar-baran,Q6190793
jhanjharpur,Q6190886
jhansi,Q3634171
jhargram_(st),Q6190927
jhunjhunu,Q6191216
jodhpur,Q6207835
jorhat,Q6278852
junagadh,Q6311592
kachchh_(sc),Q6344634
kadapa,Q3764405
kairana,Q12420818
kaiserganj,Q3634204
kakinada,Q3764050
kalahandi,Q6350138
kaliabor,Q1606642
kallakurichi,Q6353510
kalyan,Q3763943
kancheepuram_(sc),Q12418931
kandhamal,Q11679513
kangra,Q6362861
kanker_(st),Q12418918
kannauj,Q12418036
kanniyakumari,Q12418045
kannur,Q3595261
kanpur,Q11032972
kanthi,Q3351410
karakat,Q6368090
karauli-dholpur_(sc),Q6368815
karimganj_(sc),Q1606665
karimnagar,Q3764353
karnal,Q6372812
karur,Q3532480
kasaragod,Q3595257
katihar,Q3633289
kaushambi_(sc),Q6378946
kendrapara,Q6389017
keonjhar_(st),Q11059079
khadoor_sahib,Q6398926
khagaria,Q6398963
khajuraho,Q3634359
khammam,Q3764091
khandwa,Q3634216
khargone_(st),Q279102
kheda,Q6401180
kheri,Q13512175
khunti_(st),Q6403035
kishanganj,Q12419668
kodarma,Q6425227
kokrajhar_(st),Q1606670
kolar_(sc),Q6427060
kolhapur,Q13512172
kolkata_dakshin,Q3348171
kolkata_uttar,Q6427315
kollam,Q3595286
koppal,Q4348317
koraput_(st),Q6431426
korba,Q6431463
kota,Q6433781
kottayam,Q3595519
kozhikode,Q3595239
krishnagiri,Q3534043
krishnanagar,Q6437565
kurnool,Q3763840
kurukshetra,Q6447358
kushi_nagar,Q12420304
ladakh,Q4252512
lakhimpur,Q1609659
lakshadweep_(st),Q6479803
lalganj_(sc),Q6480280
latur_(sc),Q3764461
lohardaga_(st),Q6667970
lucknow,Q6697765
ludhiana,Q6698772
machhlishahr_(sc),Q6723526
machilipatnam,Q3765244
madha,Q6727220
madhepura,Q6727343
madhubani,Q3632704
madurai,Q3534013
mahabubabad_(st),Q6732720
mahabubnagar,Q3630208
maharajganj,Q6733274
mahasamund,Q12446106
mainpuri_(uttar_pradesh_)_mainpuri,Q6736725
malappuram,Q6741311
maldaha_dakshin,Q6742775
maldaha_uttar,Q6742776
malkajgiri,Q6743862
mandi,Q6748042
mandla_(st),Q3630763
mandsour,Q6748216
mandya,Q5187868
mangaldoi,Q1606654
mathura,Q3634234
mathurapur_(sc),Q6787367
maval,Q6794117
mavelikkara_(sc),Q3595483
mayiladuthurai,Q3534106
mayurbhanj_(st),Q6798125
medak,Q3764036
medinipur,Q6806969
meerut,Q12447565
mehsana,Q6733840
mirzapur,Q6874958
misrikh_(sc),Q6875956
mizoram_(st),Q1659299
mohanlalganj_(sc),Q3823603
moradabad,Q3635773
morena,Q3663904
mumbai-north,Q6935304
mumbai-north-central,Q6935308
mumbai-north-east,Q6935309
mumbai-north-west,Q6935311
mumbai-south,Q12446954
mumbai-south-central,Q6935325
munger,Q3633242
murshidabad,Q6939683
muzaffarnagar,Q3630669
muzaffarpur,Q3633305
mysore,Q5332086
nabarangpur_(st),Q6956755
nagaland,Q1659313
nagapattinam_(sc),Q3533967
nagarkurnool_(sc),Q3630009
nagaur,Q6958697
nagina_(sc),Q6958833
nagpur,Q3764455
nainital-udhamsingh_nagar,Q6959714
nalanda,Q6960794
nalgonda,Q3763969
namakkal,Q6961238
nanded,Q3764021
nandurbar_(st),Q6963393
nandyal,Q3764367
narasaraopet,Q3764443
narsapuram,Q3763879
nashik,Q6966848
navsari,Q6982569
nawada,Q3633321
nawgong,Q1606595
nellore,Q3764509
new_delhi,Q13118215
nilgiris_(sc),Q3534177
nizamabad,Q3764335
north_east_delhi,Q7055185
north_goa,Q12416142
north_west_delhi_(sc),Q7057245
ongole,Q3764026
osmanabad,Q2738086
outer_manipur_(st),Q7111989
palakkad,Q3595511
palamu_(sc),Q3632686
palghar_(st),Q7127479
pali,Q7127504
panchmahal,Q7130343
parbhani,Q3763828
paschim_champaran,Q7141801
pataliputra,Q7144222
patan,Q7144231
pathanamthitta,Q7144692
patiala,Q7144911
patna_sahib,Q7145114
peddapalle_(sc),Q3764496
perambalur,Q3534214
phulpur,Q7188338
pilibhit,Q7193997
pollachi,Q3534217
ponnani,Q3595235
porbandar,Q7229961
pratapgarh,Q7238619
puducherry,Q3532557
pune,Q7260097
puri,Q6528588
purnia,Q3633423
purulia,Q7261625
purvi_champaran,Q7261669
rae_bareli,Q7281907
raichur_(st),Q4172533
raigad,Q7283812
raiganj,Q12449852
raigarh_(st),Q7283824
raipur,Q12449885
rajahmundry,Q3764342
rajampet,Q3764476
rajgarh,Q3632253
rajkot,Q11222818
rajmahal_(st),Q7286307
rajnandgaon,Q7286332
rajsamand,Q7286417
ramanathapuram,Q3532492
rampur,Q7290061
ramtek_(sc),Q3764361
ranaghat_(sc),Q7290693
ranchi,Q7290802
ratnagiri-sindhudurg,Q12448769
raver,Q7296597
rewa,Q7319005
robertsganj_(sc),Q7352073
rohtak,Q7359839
sabarkantha,Q7395911
sagar,Q7399007
saharanpur,Q7399517
salem,Q3532569
salempur,Q11031937
samastipur_(sc),Q7408890
sambalpur,Q7255845
sambhal,Q7409031
sangli,Q7418045
sangrur,Q7418135
sant_kabir_nagar,Q7419095
saran,Q7423046
sasaram_(sc),Q3633377
satara,Q3763891
satna,Q12455246
secunderabad,Q3764327
serampore,Q7585738
shahdol_(st),Q12453868
shahjahanpur_(sc),Q7461799
sheohar,Q7494394
shillong_(st),Q7496680
shimla_(sc),Q7496887
shimoga,Q4876992
shirdi_(sc),Q3763762
shirur,Q7499000
shrawasti,Q7503442
sidhi,Q7508585
sikar,Q7513596
sikkim,Q1659321
silchar,Q1606626
singhbhum_(st),Q3632303
sirsa_(sc),Q7530618
sitamarhi,Q7531640
sitapur,Q3630783
sivaganga,Q3534136
siwan,Q7532526
solapur_(sc),Q3764439
sonipat,Q7561886
south_delhi,Q7567023
south_goa,Q7567370
srikakulam,Q3764487
srinagar,Q7586418
sriperumbudur,Q3534197
sultanpur,Q7636812
sundargarh_(st),Q7639274
supaul,Q12457988
surat,Q7645435
surendranagar,Q7645700
surguja_(st),Q255234
tamluk,Q3351485
tehri_garhwal,Q7694914
tenkasi_(sc),Q3532578
tezpur,Q1606703
thane,Q7710231
thanjavur,Q3534230
theni,Q7781368
thiruvananthapuram,Q7785502
thoothukkudi,Q3534206
thrissur,Q3595199
tikamgarh_(sc),Q7801879
tiruchirappalli,Q3532420
tirunelveli,Q3533981
tirupati_(sc),Q3764514
tiruppur,Q7809406
tiruvallur_(sc),Q7785493
tiruvannamalai,Q7809457
tonk-sawai_madhopur,Q7821522
tripura_east_(st),Q7843852
tripura_west,Q7843879
tumkur,Q5245318
tura_(st),Q7853631
udaipur_(st),Q7876885
udhampur,Q7877193
udupi_chikmagalur,Q7877355
ujiarpur,Q7878191
ujjain_(sc),Q3630725
uluberia,Q3348210
unnao,Q7897148
uttara_kannada,Q4756549
vadakara,Q3595264
vadodara,Q7908337
vaishali,Q7908854
valmiki_nagar,Q7912496
valsad_(st),Q7912607
varanasi,Q3630705
vellore,Q3534098
vidisha,Q7928100
vijayawada,Q3765236
viluppuram_(sc),Q3532551
virudhunagar,Q3534127
visakhapatnam,Q3763974
vizianagaram,Q7938017
wardha,Q3764479
wayanad,Q7975848
west_delhi,Q7984938
yavatmal-washim,Q8050386
zahirabad,Q8064692
