id,name,area,image,term,source,last_seen
kucherenko-yuriy-yurjevich,КУЧЕРЕНКО Юрий Юрьевич,2,http://vspmr.org/im.xp/052057048056053124049048048124049053048124049.jpg,6,http://vspmr.org/structure/deputies/kucherenko-yuriy-yurjevich/,
kulakli-valeriy-dmitrievich,КУЛАКЛИ Валерий Дмитриевич,4,http://vspmr.org/im.xp/049050051051124049048048124049051051.jpg,5,http://vspmr.org/structure/deputies/kulakli-valeriy-dmitrievich/,
kunitskiy-vasiliy-anatoljevich,КУНИЦКИЙ Василий Анатольевич,22,http://vspmr.org/im.xp/052057051048048124049048048124049053048124049.jpg,6,http://vspmr.org/structure/deputies/kunitskiy-vasiliy-anatoljevich/,
leontjev-oleg-sergeevich,ЛЕОНТЬЕВ Олег Сергеевич,9,http://vspmr.org/im.xp/049050051057124049048048124049051051.jpg,5,http://vspmr.org/structure/deputies/leontjev-oleg-sergeevich/,
leontjev-oleg-sergeevich,ЛЕОНТЬЕВ Олег Сергеевич,9,http://vspmr.org/im.xp/049054056053056124049048048124049053048124049.jpg,6,http://vspmr.org/structure/deputies/leontjev-oleg-sergeevich/,
levitskiy-vadim-fedorovich,ЛЕВИЦКИЙ Вадим Федорович,41,http://vspmr.org/im.xp/049050051055124049048048124049051051.jpg,5,http://vspmr.org/structure/deputies/levitskiy-vadim-fedorovich/,
levitskiy-vadim-fedorovich,ЛЕВИЦКИЙ Вадим Федорович,41,http://vspmr.org/im.xp/049054052050055124049048048124049053048124049.jpg,6,http://vspmr.org/structure/deputies/levitskiy-vadim-fedorovich/,
lipskiy-vadim-georgievich,ЛИПСКИЙ Вадим Георгиевич,33,http://vspmr.org/im.xp/049050052051124049048048124049051051.jpg,5,http://vspmr.org/structure/deputies/lipskiy-vadim-georgievich/,
lipskiy-vadim-georgievich,ЛИПСКИЙ Вадим Георгиевич,33,http://vspmr.org/im.xp/049050052051124049048048124049053048124049.jpg,6,http://vspmr.org/structure/deputies/lipskiy-vadim-georgievich/,
martinov-aleksandr-vladimirovich,МАРТЫНОВ Александр Владимирович,24,http://vspmr.org/im.xp/049054053048056124049048048124049053048124049.jpg,6,http://vspmr.org/structure/deputies/martinov-aleksandr-vladimirovich/,
matveychuk-valentin-nikolaevich,МАТВЕЙЧУК Валентин Николаевич,23,http://vspmr.org/im.xp/049054052052056124049048048124049053048124049.jpg,6,http://vspmr.org/structure/deputies/matveychuk-valentin-nikolaevich/,
mejinskiy-andrey-viktorovich,МЕЖИНСКИЙ Андрей Викторович,42,http://vspmr.org/im.xp/049056049055052124049048048124049053048124049.jpg,6,http://vspmr.org/structure/deputies/mejinskiy-andrey-viktorovich/,
moraru-vasiliy-nikolaevich,МОРАРУ Василий Николаевич,28,http://vspmr.org/im.xp/049050052056124049048048124049051051.jpg,5,http://vspmr.org/structure/deputies/moraru-vasiliy-nikolaevich/,
namashko-nikolay-petrovich,НАМАШКО Николай Петрович,10,http://vspmr.org/im.xp/049050053050124049048048124049051051.jpg,5,http://vspmr.org/structure/deputies/namashko-nikolay-petrovich/,
narubay-aleksey-mihaylovich,НАРУБАЙ Алексей Михайлович,20,http://vspmr.org/im.xp/049050053053124049048048124049051051.jpg,5,http://vspmr.org/structure/deputies/narubay-aleksey-mihaylovich/,
nedelkov-ivan-vasiljevich,НЕДЕЛКОВ Иван Васильевич,31,http://vspmr.org/im.xp/052057050055050124049048048124049053048124049.jpg,6,http://vspmr.org/structure/deputies/nedelkov-ivan-vasiljevich/,
ogirchuk-dmitriy-vasiljevich,ОГИРЧУК Дмитрий Васильевич,11,"",5,http://vspmr.org/structure/deputies/ogirchuk-dmitriy-vasiljevich/,
ogirchuk-dmitriy-vasiljevich,ОГИРЧУК Дмитрий Васильевич,11,http://vspmr.org/im.xp/049055051048048124049048048124049053048124049.jpg,6,http://vspmr.org/structure/deputies/ogirchuk-dmitriy-vasiljevich/,
onufrienko-anton-nikolaevich,ОНУФРИЕНКО Антон Николаевич,8,http://vspmr.org/im.xp/049055057048052124049048048124049053048124049.jpg,6,http://vspmr.org/structure/deputies/onufrienko-anton-nikolaevich/,
pagu-sergey-nikolaevich,ПАГУ Сергей Николаевич,22,http://vspmr.org/im.xp/050057050051124049048048124049051051.jpg,5,http://vspmr.org/structure/deputies/pagu-sergey-nikolaevich/,
pasat-petr-semenovich,ПАСАТ Петр Семенович,13,http://vspmr.org/im.xp/049050054052124049048048124049051051.jpg,5,http://vspmr.org/structure/deputies/pasat-petr-semenovich/,
pasat-petr-semenovich,ПАСАТ Петр Семенович,13,http://vspmr.org/im.xp/049050054052124049048048124049053048124049.jpg,6,http://vspmr.org/structure/deputies/pasat-petr-semenovich/,
pasyutin-vladimir-evgenjevich,ПАСЮТИН Владимир Евгеньевич,3,http://vspmr.org/im.xp/049050054055124049048048124049051051.jpg,5,http://vspmr.org/structure/deputies/pasyutin-vladimir-evgenjevich/,
pelin-vladimir-dmitrievich,ПЕЛИН Владимир Дмитриевич,10,http://vspmr.org/im.xp/049054052050053124049048048124049053048124049.jpg,6,http://vspmr.org/structure/deputies/pelin-vladimir-dmitrievich/,
petrik-oleg-anatoljevich,ПЕТРИК Олег Анатольевич,3,http://vspmr.org/im.xp/049054051057049124049048048124049053048124049.jpg,6,http://vspmr.org/structure/deputies/petrik-oleg-anatoljevich/,
pisarenko-sergey-andreevich,ПИСАРЕНКО Сергей Андреевич,23,http://vspmr.org/im.xp/049050055048124049048048124049051051.jpg,5,http://vspmr.org/structure/deputies/pisarenko-sergey-andreevich/,
pisarenko-sergey-andreevich,ПИСАРЕНКО Сергей Андреевич,6,http://vspmr.org/im.xp/049054052050052124049048048124049053048124049.jpg,6,http://vspmr.org/structure/deputies/pisarenko-sergey-andreevich/,
ponomarenko-valeriy-evgenjevich,ПОНОМАРЕНКО Валерий Евгеньевич,24,http://vspmr.org/im.xp/049050055051124049048048124049051051.jpg,5,http://vspmr.org/structure/deputies/ponomarenko-valeriy-evgenjevich/,
safonov-andrey-mihaylovich,САФОНОВ Андрей Михайлович,20,http://vspmr.org/im.xp/049054050054048124049048048124049053048124049.jpg,6,http://vspmr.org/structure/deputies/safonov-andrey-mihaylovich/,
scherba-aleksandr-sergeevich,ЩЕРБА Александр Сергеевич,29,http://vspmr.org/im.xp/052050049055057124049048048124049053048124049.jpg,6,http://vspmr.org/structure/deputies/scherba-aleksandr-sergeevich/,
semenov-sergey-nikolaevich,СЕМЕНОВ Сергей Николаевич,8,http://vspmr.org/im.xp/049052051056124049048048124049051051.jpg,5,http://vspmr.org/structure/deputies/semenov-sergey-nikolaevich/,
shinkaryuk-pavel-viktorovich,ШИНКАРЮК Павел Викторович,28,http://vspmr.org/im.xp/049054051053054124049048048124049053048124049.jpg,6,http://vspmr.org/structure/deputies/shinkaryuk-pavel-viktorovich/,
shkiljnyuk-porfiriy-vladimirovich,ШКИЛЬНЮК Порфирий Владимирович,16,http://vspmr.org/im.xp/049054052048052124049048048124049053048124049.jpg,6,http://vspmr.org/structure/deputies/shkiljnyuk-porfiriy-vladimirovich/,
sipchenko-andrey-viktorovich,СИПЧЕНКО Андрей Викторович,14,http://vspmr.org/im.xp/049050055054124049048048124049051051.jpg,5,http://vspmr.org/structure/deputies/sipchenko-andrey-viktorovich/,
sipchenko-andrey-viktorovich,СИПЧЕНКО Андрей Викторович,14,http://vspmr.org/im.xp/049050055054124049048048124049053048124049.jpg,6,http://vspmr.org/structure/deputies/sipchenko-andrey-viktorovich/,
soin-dmitriy-yurjevich,СОИН Дмитрий Юрьевич,38,http://vspmr.org/im.xp/049050055056124049048048124049051051.jpg,5,http://vspmr.org/structure/deputies/soin-dmitriy-yurjevich/,
sporish-yuriy-grigorjevich,СПОРИШ Юрий Григорьевич,2,http://vspmr.org/im.xp/049050056049124049048048124049051051.jpg,5,http://vspmr.org/structure/deputies/sporish-yuriy-grigorjevich/,
tidva-vladislav-sergeevich,ТИДВА Владислав Сергеевич,2,http://vspmr.org/im.xp/049055057048049124049048048124049053048124049.jpg,6,http://vspmr.org/structure/deputies/tidva-vladislav-sergeevich/,
tobuh-vyacheslav-vasiljevich,ТОБУХ Вячеслав Васильевич,42,http://vspmr.org/im.xp/049050057049124049048048124049051051.jpg,5,http://vspmr.org/structure/deputies/tobuh-vyacheslav-vasiljevich/,
treskova-klavdiya-mihaylovna,ТРЕСКОВА Клавдия Михайловна,18,http://vspmr.org/im.xp/049050057052124049048048124049051051.jpg,5,http://vspmr.org/structure/deputies/treskova-klavdiya-mihaylovna/,
turanskaya-tatjyana-mihaylovna,ТУРАНСКАЯ Татьяна Михайловна,22,http://vspmr.org/im.xp/049054052053053124049048048124049053048124049.jpg,6,http://vspmr.org/structure/deputies/turanskaya-tatjyana-mihaylovna/,
tyuryaeva-ilona-petrovna,ТЮРЯЕВА Илона Петровна,36,http://vspmr.org/im.xp/049050057055124049048048124049051051.jpg,5,http://vspmr.org/structure/deputies/tyuryaeva-ilona-petrovna/,
tyuryaeva-ilona-petrovna,ТЮРЯЕВА Илона Петровна,36,http://vspmr.org/im.xp/049054051057048124049048048124049053048124049.jpg,6,http://vspmr.org/structure/deputies/tyuryaeva-ilona-petrovna/,
vasilatiy-oleg-valerjevich,ВАСИЛАТИЙ Олег Валерьевич,27,http://vspmr.org/im.xp/054057050124049048048124049051051.jpg,5,http://vspmr.org/structure/deputies/vasilatiy-oleg-valerjevich/,
vasilatiy-oleg-valerjevich,ВАСИЛАТИЙ Олег Валерьевич,27,http://vspmr.org/im.xp/054057050124049048048124049053048124049.jpg,6,http://vspmr.org/structure/deputies/vasilatiy-oleg-valerjevich/,
vasiljev-iljya-ivanovich,ВАСИЛЬЕВ Илья Иванович,38,http://vspmr.org/im.xp/049054050053057124049048048124049053048124049.jpg,6,http://vspmr.org/structure/deputies/vasiljev-iljya-ivanovich/,
vasiljev-sergey-anatoljevich,ВАСИЛЬЕВ Сергей Анатольевич,24,http://vspmr.org/im.xp/053049049055053124049048048124049053048124049.jpg,6,http://vspmr.org/structure/deputies/vasiljev-sergey-anatoljevich/,
vlasov-vasiliy-ivanovich,ВЛАСОВ Василий Иванович,17,http://vspmr.org/im.xp/052056050055048124049048048124049053048124049.jpg,6,http://vspmr.org/structure/deputies/vlasov-vasiliy-ivanovich/,
yarich-igorj-teodorovich,ЯРЫЧ Игорь Теодорович,30,http://vspmr.org/im.xp/049051055055124049048048124049051051.jpg,5,http://vspmr.org/structure/deputies/yarich-igorj-teodorovich/,
yarich-igorj-teodorovich,ЯРЫЧ Игорь Теодорович,30,http://vspmr.org/im.xp/049051055055124049048048124049053048124049.jpg,6,http://vspmr.org/structure/deputies/yarich-igorj-teodorovich/,
zinovenko-vitaliy-nikolaevich,ЗИНОВЕНКО Виталий Николаевич,6,http://vspmr.org/im.xp/049050050048124049048048124049051051.jpg,5,http://vspmr.org/structure/deputies/zinovenko-vitaliy-nikolaevich/,
