id,name,sort_name,party,constituency,area,term,wikiname,source,notes,end_date,start_date,death_date
gisela_manderla,Gisela Manderla,"Manderla, Gisela!",CDU,"",Nordrhein-Westfalen,18,Gisela Manderla,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
caren_marks,Caren Marks,"Marks, Caren!",SPD,"",Niedersachsen,18,Caren Marks,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
matern_von_marschall,Matern von Marschall,"Marschall, Matern Von!",CDU,Freiburg,Baden-Württemberg,18,Matern von Marschall,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
hans-georg_von_der_marwitz,Hans-Georg von der Marwitz,"Marwitz, Hans-Georg von der!",CDU,Märkisch-Oderland – Barnim II,Brandenburg,18,Hans-Georg von der Marwitz,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
katja_mast,Katja Mast,"Mast, Katja!",SPD,"",Baden-Württemberg,18,Katja Mast,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
andreas_mattfeldt,Andreas Mattfeldt,"Mattfeldt, Andreas!",CDU,Osterholz – Verden,Niedersachsen,18,Andreas Mattfeldt,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
hilde_mattheis,Hilde Mattheis,"Mattheis, Hilde!",SPD,"",Baden-Württemberg,18,Hilde Mattheis,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
stephan_mayer,Stephan Mayer,"Mayer, Stephan!",CSU,Altötting,Bayern,18,Stephan Mayer,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
reiner_meier,Reiner Meier,"Meier, Reiner!",CSU,"",Bayern,18,Reiner Meier,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
michael_meister,Michael Meister,"Meister, Michael!",CDU,Bergstraße,Hessen,18,Michael Meister,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
peter_meiwald,Peter Meiwald,"Meiwald, Peter!",GRÜNE,"",Niedersachsen,18,Peter Meiwald,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
birgit_menz_(politikerin),Birgit Menz,"Menz, Birgit!",DIE LINKE,"",Bremen,18,Birgit Menz (Politikerin),https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),eingetreten am 16. März 2015 für Agnes Alpers[15][16],,2015-03-16,
angela_merkel,Angela Merkel,"Merkel, Angela!",CDU,Vorpommern-Rügen – Vorpommern-Greifswald I,Mecklenburg-Vorpommern,18,Angela Merkel,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
jan_metzler,Jan Metzler,"Metzler, Jan!",CDU,Worms,Rheinland-Pfalz,18,Jan Metzler,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
maria_michalk,Maria Michalk,"Michalk, Maria!",CDU,Bautzen I,Sachsen,18,Maria Michalk,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
hans_michelbach,Hans Michelbach,"Michelbach, Hans!",CSU,Coburg,Bayern,18,Hans Michelbach,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
mathias_middelberg,Mathias Middelberg,"Middelberg, Mathias!",CDU,Stadt Osnabrück,Niedersachsen,18,Mathias Middelberg,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
matthias_miersch,Matthias Miersch,"Miersch, Matthias!",SPD,Hannover-Land II,Niedersachsen,18,Matthias Miersch,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
irene_mihalic,Irene Mihalic,"Mihalic, Irene!",GRÜNE,"",Nordrhein-Westfalen,18,Irene Mihalic,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
klaus_mindrup,Klaus Mindrup,"Mindrup, Klaus!",SPD,"",Berlin,18,Klaus Mindrup,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
philipp_mißfelder,Philipp Mißfelder,"Missfelder, Philipp!",CDU,"",Nordrhein-Westfalen,18,Philipp Mißfelder,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),verstorben am 13. Juli 2015[17],2015-07-13,,2015-07-13
susanne_mittag,Susanne Mittag,"Mittag, Susanne!",SPD,"",Niedersachsen,18,Susanne Mittag,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
cornelia_möhring,Cornelia Möhring,"Mohring, Cornelia!",DIE LINKE,"",Schleswig-Holstein,18,Cornelia Möhring,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
dietrich_monstadt,Dietrich Monstadt,"Monstadt, Dietrich!",CDU,Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I,Mecklenburg-Vorpommern,18,Dietrich Monstadt,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
karsten_möring,Karsten Möring,"Moring, Karsten!",CDU,"",Nordrhein-Westfalen,18,Karsten Möring,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
marlene_mortler,Marlene Mortler,"Mortler, Marlene!",CSU,Roth,Bayern,18,Marlene Mortler,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
volker_mosblech,Volker Mosblech,"Mosblech, Volker!",CDU,"",Nordrhein-Westfalen,18,Volker Mosblech,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),eingetreten am 20. Juli 2015 für Philipp Mißfelder[18],,2015-07-20,
elisabeth_charlotte_motschmann,Elisabeth Charlotte Motschmann,"Motschmann, Elisabeth!",CDU,"",Bremen,18,Elisabeth Charlotte Motschmann,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
niema_movassat,Niema Movassat,"Movassat, Niema!",DIE LINKE,"",Nordrhein-Westfalen,18,Niema Movassat,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
bettina_müller_(politikerin),Bettina Müller,"Muller, Bettina!",SPD,"",Hessen,18,Bettina Müller (Politikerin),https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
carsten_müller,Carsten Müller,"Muller, Carsten!",CDU,"",Niedersachsen,18,Carsten Müller,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
detlef_müller_(mdb),Detlef Müller,"Muller, Detlef!",SPD,"",Sachsen,18,Detlef Müller (MdB),https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),eingetreten am 19. Dezember 2014 für Wolfgang Tiefensee[19],,2014-12-19,
gerd_müller_(csu),Gerd Müller,"Muller, Gerd!",CSU,Oberallgäu,Bayern,18,Gerd Müller (CSU),https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
norbert_müller_(politiker),Norbert Müller,"Muller, Norbert!",DIE LINKE,"",Brandenburg,18,Norbert Müller (Politiker),https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),eingetreten am 7. November 2014 für Diana Golze[20],,2014-11-07,
stefan_müller_(csu),Stefan Müller,"Muller, Stefan!",CSU,Erlangen,Bayern,18,Stefan Müller (CSU),https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
beate_müller-gemmeke,Beate Müller-Gemmeke,"Mullergemmeke, Beate!",GRÜNE,"",Baden-Württemberg,18,Beate Müller-Gemmeke,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
michelle_müntefering,Michelle Müntefering,"Muntefering, Michelle!",SPD,Herne – Bochum II,Nordrhein-Westfalen,18,Michelle Müntefering,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
philipp_murmann,Philipp Murmann,"Murmann, Philipp!",CDU,Plön – Neumünster,Schleswig-Holstein,18,Philipp Murmann,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
Özcan_mutlu,Özcan Mutlu,"Mutlu, Ozcan!",GRÜNE,"",Berlin,18,Özcan Mutlu,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
rolf_mützenich,Rolf Mützenich,"Mutzenich, Rolf!",SPD,Köln III,Nordrhein-Westfalen,18,Rolf Mützenich,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
andrea_nahles,Andrea Nahles,"Nahles, Andrea!",SPD,"",Rheinland-Pfalz,18,Andrea Nahles,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
alexander_neu,Alexander Neu,"Neu, Alexander!",DIE LINKE,"",Nordrhein-Westfalen,18,Alexander Neu,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
andreas_nick_(politiker),Andreas Nick,"Nick, Andreas!",CDU,Montabaur,Rheinland-Pfalz,18,Andreas Nick (Politiker),https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
dietmar_nietan,Dietmar Nietan,"Nietan, Dietmar!",SPD,"",Nordrhein-Westfalen,18,Dietmar Nietan,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
ulli_nissen,Ulli Nissen,"Nissen, Ulli!",SPD,"",Hessen,18,Ulli Nissen,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
michaela_noll,Michaela Noll,"Noll, Michaela!",CDU,Mettmann I,Nordrhein-Westfalen,18,Michaela Noll,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
thomas_nord,Thomas Nord,"Nord, Thomas!",DIE LINKE,"",Brandenburg,18,Thomas Nord,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
konstantin_von_notz,Konstantin von Notz,"Notz von, Konstantin!",GRÜNE,"",Schleswig-Holstein,18,Konstantin von Notz,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
omid_nouripour,Omid Nouripour,"Nouripour, Omid!",GRÜNE,"",Hessen,18,Omid Nouripour,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
helmut_nowak,Helmut Nowak,"Nowak, Helmut!",CDU,"",Nordrhein-Westfalen,18,Helmut Nowak,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
georg_nüßlein,Georg Nüßlein,"Nusslein, Georg!",CSU,Neu-Ulm,Bayern,18,Georg Nüßlein,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
julia_obermeier,Julia Obermeier,"Obermeier, Julia!",CSU,"",Bayern,18,Julia Obermeier,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
wilfried_oellers,Wilfried Oellers,"Oellers, Wilfried!",CDU,Heinsberg,Nordrhein-Westfalen,18,Wilfried Oellers,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
thomas_oppermann_(politiker),Thomas Oppermann,"Oppermann, Thomas!",SPD,Göttingen,Niedersachsen,18,Thomas Oppermann (Politiker),https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
florian_oßner,Florian Oßner,"Ossner, Florian!",CSU,Landshut,Bayern,18,Florian Oßner,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
friedrich_ostendorff,Friedrich Ostendorff,"Ostendorff, Friedrich!",GRÜNE,"",Nordrhein-Westfalen,18,Friedrich Ostendorff,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
tim_ostermann,Tim Ostermann,"Ostermann, Tim!",CDU,"",Nordrhein-Westfalen,18,Tim Ostermann,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
henning_otte,Henning Otte,"Otte, Henning!",CDU,Celle – Uelzen,Niedersachsen,18,Henning Otte,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
cem_Özdemir,Cem Özdemir,"Ozdemir, Cem!",GRÜNE,"",Baden-Württemberg,18,Cem Özdemir,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
mahmut_Özdemir,Mahmut Özdemir,"Ozdemir, Mahmut!",SPD,Duisburg II,Nordrhein-Westfalen,18,Mahmut Özdemir,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
aydan_Özoğuz,Aydan Özoğuz,"Ozoguz, Aydan!",SPD,Hamburg-Wandsbek,Hamburg,18,Aydan Özoğuz,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
ingrid_pahlmann,Ingrid Pahlmann,"Pahlmann, Ingrid!",CDU,"",Niedersachsen,18,Ingrid Pahlmann,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
sylvia_pantel,Sylvia Pantel,"Pantel, Sylvia!",CDU,Düsseldorf II,Nordrhein-Westfalen,18,Sylvia Pantel,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
markus_paschke,Markus Paschke,"Paschke, Markus!",SPD,"",Niedersachsen,18,Markus Paschke,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
martin_patzelt,Martin Patzelt,"Patzelt, Martin!",CDU,Frankfurt (Oder) – Oder-Spree,Brandenburg,18,Martin Patzelt,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
martin_pätzold,Martin Pätzold,"Patzold, Martin!",CDU,"",Berlin,18,Martin Pätzold,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
petra_pau,Petra Pau,"Pau, Petra!",DIE LINKE,Berlin-Marzahn – Hellersdorf,Berlin,18,Petra Pau,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
elisabeth_paus,Elisabeth Paus,"Paus, Elisabeth!",GRÜNE,"",Berlin,18,Elisabeth Paus,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
christian_petry,Christian Petry,"Petry, Christian!",SPD,"",Saarland,18,Christian Petry,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),eingetreten am 2. Januar 2014 für Reinhold Jost[21],,2014-01-02,
harald_petzold,Harald Petzold,"Petzold, Harald!",DIE LINKE,"",Brandenburg,18,Harald Petzold,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
ulrich_petzold,Ulrich Petzold,"Petzold, Ulrich!",CDU,Dessau – Wittenberg,Sachsen-Anhalt,18,Ulrich Petzold,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
joachim_pfeiffer,Joachim Pfeiffer,"Pfeiffer, Joachim!",CDU,Waiblingen,Baden-Württemberg,18,Joachim Pfeiffer,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
sibylle_pfeiffer,Sibylle Pfeiffer,"Pfeiffer, Sibylle!",CDU,Lahn-Dill,Hessen,18,Sibylle Pfeiffer,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
jeannine_pflugradt,Jeannine Pflugradt,"Pflugradt, Jeannine!",SPD,"",Mecklenburg-Vorpommern,18,Jeannine Pflugradt,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
detlev_pilger,Detlev Pilger,"Pilger, Detlev!",SPD,"",Rheinland-Pfalz,18,Detlev Pilger,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
richard_pitterle,Richard Pitterle,"Pitterle, Richard!",DIE LINKE,"",Baden-Württemberg,18,Richard Pitterle,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
ronald_pofalla,Ronald Pofalla,"Pofalla, Ronald!",CDU,Kleve,Nordrhein-Westfalen,18,Ronald Pofalla,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),ausgeschieden am 31. Dezember 2014[22],2014-12-31,,
eckhard_pols,Eckhard Pols,"Pols, Eckhard!",CDU,Lüchow-Dannenberg – Lüneburg,Niedersachsen,18,Eckhard Pols,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
sabine_poschmann,Sabine Poschmann,"Poschmann, Sabine!",SPD,Dortmund II,Nordrhein-Westfalen,18,Sabine Poschmann,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
joachim_poß,Joachim Poß,"Poss, Joachim!",SPD,Gelsenkirchen,Nordrhein-Westfalen,18,Joachim Poß,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
achim_post,Achim Post,"Post, Achim!",SPD,"",Nordrhein-Westfalen,18,Achim Post,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
florian_post,Florian Post,"Post, Florian!",SPD,"",Bayern,18,Florian Post,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
brigitte_pothmer,Brigitte Pothmer,"Pothmer, Brigitte!",GRÜNE,"",Niedersachsen,18,Brigitte Pothmer,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
wilhelm_priesmeier,Wilhelm Priesmeier,"Priesmeier, Wilhelm!",SPD,Goslar – Northeim – Osterode,Niedersachsen,18,Wilhelm Priesmeier,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
florian_pronold,Florian Pronold,"Pronold, Florian!",SPD,"",Bayern,18,Florian Pronold,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
sascha_raabe,Sascha Raabe,"Raabe, Sascha!",SPD,"",Hessen,18,Sascha Raabe,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
simone_raatz,Simone Raatz,"Raatz, Simone!",SPD,"",Sachsen,18,Simone Raatz,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
martin_rabanus,Martin Rabanus,"Rabanus, Martin!",SPD,"",Hessen,18,Martin Rabanus,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
thomas_rachel,Thomas Rachel,"Rachel, Thomas!",CDU,Düren,Nordrhein-Westfalen,18,Thomas Rachel,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
kerstin_radomski,Kerstin Radomski,"Radomski, Kerstin!",CDU,"",Nordrhein-Westfalen,18,Kerstin Radomski,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
alexander_radwan,Alexander Radwan,"Radwan, Alexander!",CSU,Starnberg,Bayern,18,Alexander Radwan,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
alois_georg_josef_rainer,Alois Georg Josef Rainer,"Rainer, Alois Georg Josef!",CSU,Straubing,Bayern,18,Alois Georg Josef Rainer,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
peter_ramsauer,Peter Ramsauer,"Ramsauer, Peter!",CSU,Traunstein,Bayern,18,Peter Ramsauer,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
mechthild_rawert,Mechthild Rawert,"Rawert, Mechthild!",SPD,"",Berlin,18,Mechthild Rawert,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
stefan_rebmann,Stefan Rebmann,"Rebmann, Stefan!",SPD,"",Baden-Württemberg,18,Stefan Rebmann,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
eckhardt_rehberg,Eckhardt Rehberg,"Rehberg, Eckhardt!",CDU,Mecklenburgische Seenplatte II – Landkreis Rostock III,Mecklenburg-Vorpommern,18,Eckhardt Rehberg,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
katherina_reiche,Katherina Reiche,"Reiche, Katherina!",CDU,Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II,Brandenburg,18,Katherina Reiche,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),ausgeschieden am 4. September 2015[23],2015-09-04,,
gerold_reichenbach,Gerold Reichenbach,"Reichenbach, Gerold!",SPD,"",Hessen,18,Gerold Reichenbach,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
carola_reimann,Carola Reimann,"Reimann, Carola!",SPD,Braunschweig,Niedersachsen,18,Carola Reimann,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
martina_renner,Martina Renner,"Renner, Martina!",DIE LINKE,"",Thüringen,18,Martina Renner,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
daniela_de_ridder,Daniela De Ridder,"Ridder, Daniela De!",SPD,"",Niedersachsen,18,Daniela De Ridder,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
lothar_riebsamen,Lothar Riebsamen,"Riebsamen, Lothar!",CDU,Bodensee,Baden-Württemberg,18,Lothar Riebsamen,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
josef_rief_(politiker),Josef Rief,"Rief, Josef!",CDU,Biberach,Baden-Württemberg,18,Josef Rief (Politiker),https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
heinz_riesenhuber,Heinz Riesenhuber,"Riesenhuber, Heinz!",CDU,Main-Taunus,Hessen,18,Heinz Riesenhuber,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
andreas_rimkus_(politiker),Andreas Rimkus,"Rimkus, Andreas!",SPD,"",Nordrhein-Westfalen,18,Andreas Rimkus (Politiker),https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
sönke_rix,Sönke Rix,"Rix, Sonke!",SPD,"",Schleswig-Holstein,18,Sönke Rix,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
petra_rode-bosse,Petra Rode-Bosse,"Rodebosse, Petra!",SPD,"",Nordrhein-Westfalen,18,Petra Rode-Bosse,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),eingetreten am 21. Oktober 2015 für Dirk Becker,,2015-10-21,
dennis_rohde,Dennis Rohde,"Rohde, Dennis!",SPD,Oldenburg – Ammerland,Niedersachsen,18,Dennis Rohde,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
johannes_röring,Johannes Röring,"Roring, Johannes!",CDU,Borken II,Nordrhein-Westfalen,18,Johannes Röring,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
martin_rosemann,Martin Rosemann,"Rosemann, Martin!",SPD,"",Baden-Württemberg,18,Martin Rosemann,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
rené_röspel,René Röspel,"Rospel, René!",SPD,Hagen – Ennepe-Ruhr-Kreis I,Nordrhein-Westfalen,18,René Röspel,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
ernst_dieter_rossmann,Ernst Dieter Rossmann,"Rossmann, Ernst Dieter!",SPD,"",Schleswig-Holstein,18,Ernst Dieter Rossmann,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
tabea_rößner,Tabea Rößner,"Rossner, Tabea!",GRÜNE,"",Rheinland-Pfalz,18,Tabea Rößner,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
claudia_roth,Claudia Roth,"Roth, Claudia!",GRÜNE,"",Bayern,18,Claudia Roth,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
