id,name,sort_name,party,constituency,area,term,wikiname,source,notes,end_date,start_date,death_date
christian_flisek,Christian Flisek,"Flisek, Christian!",SPD,"",Bayern,18,Christian Flisek,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
klaus-peter_flosbach,Klaus-Peter Flosbach,"Flosbach, Klaus-Peter!",CDU,Oberbergischer Kreis,Nordrhein-Westfalen,18,Klaus-Peter Flosbach,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
gabriele_fograscher,Gabriele Fograscher,"Fograscher, Gabriele!",SPD,"",Bayern,18,Gabriele Fograscher,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
edgar_franke,Edgar Franke,"Franke, Edgar!",SPD,Schwalm-Eder,Hessen,18,Edgar Franke,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
ulrich_freese,Ulrich Freese,"Freese, Ulrich!",SPD,"",Brandenburg,18,Ulrich Freese,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
thorsten_frei,Thorsten Frei,"Frei, Thorsten!",CDU,Schwarzwald-Baar,Baden-Württemberg,18,Thorsten Frei,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
dagmar_freitag,Dagmar Freitag,"Freitag, Dagmar!",SPD,Märkischer Kreis II,Nordrhein-Westfalen,18,Dagmar Freitag,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
astrid_freudenstein,Astrid Freudenstein,"Freudenstein, Astrid!",CSU,"",Bayern,18,Astrid Freudenstein,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
hans-peter_friedrich,Hans-Peter Friedrich,"Friedrich, Hanspeter!",CSU,Hof,Bayern,18,Hans-Peter Friedrich,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
michael_frieser,Michael Frieser,"Frieser, Michael!",CSU,Nürnberg-Süd,Bayern,18,Michael Frieser,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
michael_fuchs_(koblenz),Michael Fuchs,"Fuchs, Michael!",CDU,Koblenz,Rheinland-Pfalz,18,Michael Fuchs (Koblenz),https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
hans-joachim_fuchtel,Hans-Joachim Fuchtel,"Fuchtel, Hans-Joachim!",CDU,Calw,Baden-Württemberg,18,Hans-Joachim Fuchtel,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
alexander_funk_(cdu),Alexander Funk,"Funk, Alexander!",CDU,Homburg,Saarland,18,Alexander Funk (CDU),https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
sigmar_gabriel,Sigmar Gabriel,"Gabriel, Sigmar!",SPD,Salzgitter – Wolfenbüttel,Niedersachsen,18,Sigmar Gabriel,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
ingo_gädechens,Ingo Gädechens,"Gadechens, Ingo!",CDU,Ostholstein – Stormarn-Nord,Schleswig-Holstein,18,Ingo Gädechens,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
thomas_gambke,Thomas Gambke,"Gambke, Thomas!",GRÜNE,"",Bayern,18,Thomas Gambke,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
matthias_gastel,Matthias Gastel,"Gastel, Matthias!",GRÜNE,"",Baden-Württemberg,18,Matthias Gastel,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
peter_gauweiler,Peter Gauweiler,"Gauweiler, Peter!",CSU,München-Süd,Bayern,18,Peter Gauweiler,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),Ausgeschieden mit Verzicht nach § 46 Abs. 1 Nr. 4 Bundeswahlgesetz am 31. März 2015,2015-03-31,,
thomas_gebhart,Thomas Gebhart,"Gebhart, Thomas!",CDU,Südpfalz,Rheinland-Pfalz,18,Thomas Gebhart,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
wolfgang_gehrcke,Wolfgang Gehrcke,"Gehrcke, Wolfgang!",DIE LINKE,"",Hessen,18,Wolfgang Gehrcke,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
kai_gehring_(politiker),Kai Gehring,"Gehring, Kai!",GRÜNE,"",Nordrhein-Westfalen,18,Kai Gehring (Politiker),https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
michael_gerdes,Michael Gerdes,"Gerdes, Michael!",SPD,Bottrop – Recklinghausen III,Nordrhein-Westfalen,18,Michael Gerdes,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
alois_gerig,Alois Gerig,"Gerig, Alois!",CDU,Odenwald – Tauber,Baden-Württemberg,18,Alois Gerig,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
martin_gerster,Martin Gerster,"Gerster, Martin!",SPD,"",Baden-Württemberg,18,Martin Gerster,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
eberhard_gienger,Eberhard Gienger,"Gienger, Eberhard!",CDU,Neckar-Zaber,Baden-Württemberg,18,Eberhard Gienger,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
cemile_giousouf,Cemile Giousouf,"Giousouf, Cemile!",CDU,"",Nordrhein-Westfalen,18,Cemile Giousouf,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
iris_gleicke,Iris Gleicke,"Gleicke, Iris!",SPD,"",Thüringen,18,Iris Gleicke,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
angelika_glöckner,Angelika Glöckner,Glockner!,SPD,"",Rheinland-Pfalz,18,Angelika Glöckner,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),eingetreten am 12. November 2014 für Sabine Bätzing-Lichtenthäler[9],,2014-11-12,
nicole_gohlke,Nicole Gohlke,"Gohlke, Nicole!",DIE LINKE,"",Bayern,18,Nicole Gohlke,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
diana_golze,Diana Golze,"Golze, Diana!",DIE LINKE,"",Brandenburg,18,Diana Golze,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),ausgeschieden am 6. November 2014[10],2014-11-06,,
josef_göppel,Josef Göppel,"Goppel, Josef!",CSU,Ansbach,Bayern,18,Josef Göppel,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
katrin_göring-eckardt,Katrin Göring-Eckardt,"Goringeckardt, Katrin!",GRÜNE,"",Thüringen,18,Katrin Göring-Eckardt,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
ulrike_gottschalck,Ulrike Gottschalck,"Gottschalck, Ulrike!",SPD,Kassel,Hessen,18,Ulrike Gottschalck,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
kerstin_griese,Kerstin Griese,"Griese, Kerstin!",SPD,"",Nordrhein-Westfalen,18,Kerstin Griese,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
reinhard_grindel,Reinhard Grindel,"Grindel, Reinhard!",CDU,Rotenburg I - Heidekreis,Niedersachsen,18,Reinhard Grindel,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
ursula_groden-kranich,Ursula Groden-Kranich,"Groden-Kranich, Ursula!",CDU,Mainz,Rheinland-Pfalz,18,Ursula Groden-Kranich,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
hermann_gröhe,Hermann Gröhe,"Grohe, Hermann!",CDU,Neuss I,Nordrhein-Westfalen,18,Hermann Gröhe,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
klaus-dieter_gröhler,Klaus-Dieter Gröhler,"Grohler, Klaus-Dieter!",CDU,Berlin-Charlottenburg – Wilmersdorf,Berlin,18,Klaus-Dieter Gröhler,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
gabriele_groneberg,Gabriele Groneberg,"Groneberg, Gabriele!",SPD,"",Niedersachsen,18,Gabriele Groneberg,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),eingetreten am 11. Februar 2014 für Sebastian Edathy[11],,2014-02-11,
michael_groß_(politiker),Michael Groß,"Gross, Michael!",SPD,Recklinghausen II,Nordrhein-Westfalen,18,Michael Groß (Politiker),https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
michael_grosse-brömer,Michael Grosse-Brömer,"Grossebromer, Michael!",CDU,Harburg,Niedersachsen,18,Michael Grosse-Brömer,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
astrid_grotelüschen,Astrid Grotelüschen,"Groteluschen, Astrid!",CDU,Delmenhorst – Wesermarsch – Oldenburg-Land,Niedersachsen,18,Astrid Grotelüschen,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
annette_groth,Annette Groth,"Groth, Annette!",DIE LINKE,"",Baden-Württemberg,18,Annette Groth,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
uli_grötsch,Uli Grötsch,"Grotsch, Uli!",SPD,"",Bayern,18,Uli Grötsch,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
markus_grübel,Markus Grübel,"Grubel, Markus!",CDU,Esslingen,Baden-Württemberg,18,Markus Grübel,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
manfred_grund,Manfred Grund,"Grund, Manfred!",CDU,Eichsfeld – Nordhausen – Unstrut-Hainich-Kreis I,Thüringen,18,Manfred Grund,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
oliver_grundmann,Oliver Grundmann,"Grundmann, Oliver!",CDU,Stade I – Rotenburg II,Niedersachsen,18,Oliver Grundmann,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
monika_grütters,Monika Grütters,"Grutters, Monika!",CDU,"",Berlin,18,Monika Grütters,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
herlind_gundelach,Herlind Gundelach,"Gundelach, Herlind!",CDU,"",Hamburg,18,Herlind Gundelach,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
wolfgang_gunkel_(politiker),Wolfgang Gunkel,"Gunkel, Wolfgang!",SPD,"",Sachsen,18,Wolfgang Gunkel (Politiker),https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
fritz_güntzler,Fritz Güntzler,"Guntzler, Fritz!",CDU,"",Niedersachsen,18,Fritz Güntzler,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
olav_gutting,Olav Gutting,"Gutting, Olav!",CDU,Bruchsal – Schwetzingen,Baden-Württemberg,18,Olav Gutting,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
gregor_gysi,Gregor Gysi,"Gysi, Gregor!",DIE LINKE,Berlin-Treptow – Köpenick,Berlin,18,Gregor Gysi,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
christian_haase_(politiker),Christian Haase,"Haase, Christian!",CDU,Höxter–Lippe II,Nordrhein-Westfalen,18,Christian Haase (Politiker),https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
bettina_hagedorn,Bettina Hagedorn,"Hagedorn, Bettina!",SPD,"",Schleswig-Holstein,18,Bettina Hagedorn,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
rita_hagl-kehl,Rita Hagl-Kehl,"Hagl-Kehl, Rita!",SPD,"",Bayern,18,Rita Hagl-Kehl,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
andré_hahn_(politiker),André Hahn,"Hahn, André!",DIE LINKE,"",Sachsen,18,André Hahn (Politiker),https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
florian_hahn,Florian Hahn,"Hahn, Florian!",CSU,München-Land,Bayern,18,Florian Hahn,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
anja_hajduk,Anja Hajduk,"Hajduk, Anja!",GRÜNE,"",Hamburg,18,Anja Hajduk,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
metin_hakverdi,Metin Hakverdi,"Hakverdi, Metin!",SPD,Hamburg-Bergedorf – Harburg,Hamburg,18,Metin Hakverdi,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
ulrich_hampel,Ulrich Hampel,"Hampel, Ulrich!",SPD,"",Nordrhein-Westfalen,18,Ulrich Hampel,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
heike_hänsel,Heike Hänsel,"Hansel, Heike!",DIE LINKE,"",Baden-Württemberg,18,Heike Hänsel,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
stephan_harbarth,Stephan Harbarth,"Harbarth, Stephan!",CDU,Rhein-Neckar,Baden-Württemberg,18,Stephan Harbarth,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
jürgen_hardt,Jürgen Hardt,"Hardt, Jürgen!",CDU,Solingen – Remscheid – Wuppertal II,Nordrhein-Westfalen,18,Jürgen Hardt,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
michael_hartmann_(politiker),Michael Hartmann,"Hartmann, Michael!",SPD,"",Rheinland-Pfalz,18,Michael Hartmann (Politiker),https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
sebastian_hartmann_(politiker),Sebastian Hartmann,"Hartmann, Sebastian!",SPD,"",Nordrhein-Westfalen,18,Sebastian Hartmann (Politiker),https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
gerda_hasselfeldt,Gerda Hasselfeldt,"Hasselfeldt, Gerda!",CSU,Fürstenfeldbruck,Bayern,18,Gerda Hasselfeldt,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
britta_haßelmann,Britta Haßelmann,"Hasselmann, Britta!",GRÜNE,"",Nordrhein-Westfalen,18,Britta Haßelmann,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
matthias_hauer,Matthias Hauer,"Hauer, Matthias!",CDU,Essen III,Nordrhein-Westfalen,18,Matthias Hauer,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
mark_hauptmann,Mark Hauptmann,"Hauptmann, Mark!",CDU,Suhl – Schmalkalden-Meiningen – Hildburghausen,Thüringen,18,Mark Hauptmann,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
stefan_heck,Stefan Heck,"Heck, Stefan!",CDU,"",Hessen,18,Stefan Heck,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
dirk_heidenblut,Dirk Heidenblut,"Heidenblut, Dirk!",SPD,Essen II,Nordrhein-Westfalen,18,Dirk Heidenblut,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
matthias_heider,Matthias Heider,"Heider, Matthias!",CDU,Olpe – Märkischer Kreis I,Nordrhein-Westfalen,18,Matthias Heider,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
helmut_heiderich,Helmut Heiderich,"Heiderich, Helmut!",CDU,"",Hessen,18,Helmut Heiderich,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
hubertus_heil,Hubertus Heil,"Heil, Hubertus!",SPD,Gifhorn – Peine,Niedersachsen,18,Hubertus Heil,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
mechthild_heil,Mechthild Heil,"Heil, Mechthild!",CDU,Ahrweiler,Rheinland-Pfalz,18,Mechthild Heil,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
rosemarie_hein,Rosemarie Hein,"Hein, Rosemarie!",DIE LINKE,"",Sachsen-Anhalt,18,Rosemarie Hein,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
frank_heinrich,Frank Heinrich,"Heinrich, Frank!",CDU,Chemnitz,Sachsen,18,Frank Heinrich,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
gabriela_heinrich,Gabriela Heinrich,"Heinrich, Gabriela!",SPD,"",Bayern,18,Gabriela Heinrich,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
marcus_held,Marcus Held,"Held, Marcus !",SPD,"",Rheinland-Pfalz,18,Marcus Held,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
mark_andré_helfrich,Mark André Helfrich,"Helfrich, Mark Andre!",CDU,Steinburg – Dithmarschen Süd,Schleswig-Holstein,18,Mark André Helfrich,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
uda_heller,Uda Heller,"Heller, Uda!",CDU,Mansfeld,Sachsen-Anhalt,18,Uda Heller,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
wolfgang_hellmich,Wolfgang Hellmich,"Hellmich, Wolfgang!",SPD,"",Nordrhein-Westfalen,18,Wolfgang Hellmich,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
jörg_hellmuth,Jörg Hellmuth,"Hellmuth, Jörg!",CDU,Altmark,Sachsen-Anhalt,18,Jörg Hellmuth,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
barbara_hendricks_(politikerin),Barbara Hendricks,"Hendricks, Barbara!",SPD,"",Nordrhein-Westfalen,18,Barbara Hendricks (Politikerin),https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
rudolf_henke,Rudolf Henke,"Henke, Rudolf!",CDU,Aachen I,Nordrhein-Westfalen,18,Rudolf Henke,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
heidtrud_henn,Heidtrud Henn,"Henn, Heidtrud!",SPD,"",Saarland,18,Heidtrud Henn,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
michael_hennrich,Michael Hennrich,"Hennrich, Michael!",CDU,Nürtingen,Baden-Württemberg,18,Michael Hennrich,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
gustav_herzog,Gustav Herzog,"Herzog, Gustav!",SPD,Kaiserslautern,Rheinland-Pfalz,18,Gustav Herzog,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
ansgar_heveling,Ansgar Heveling,"Heveling, Ansgar!",CDU,Krefeld I – Neuss II,Nordrhein-Westfalen,18,Ansgar Heveling,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
gabriele_hiller-ohm,Gabriele Hiller-Ohm,"Hillerohm, Gabriele!",SPD,Lübeck,Schleswig-Holstein,18,Gabriele Hiller-Ohm,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
peter_hintze,Peter Hintze,"Hintze, Peter!",CDU,"",Nordrhein-Westfalen,18,Peter Hintze,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
peter_hinz,Peter Hinz,"Hinz, Peter!",CDU,"",Baden-Württemberg,18,Peter Hinz,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),nahm sein Mandat nicht an,,,
petra_hinz,Petra Hinz,"Hinz, Petra!",SPD,"",Nordrhein-Westfalen,18,Petra Hinz,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
priska_hinz,Priska Hinz,"Hinz, Priska!",GRÜNE,"",Hessen,18,Priska Hinz,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),ausgeschieden am 24. Januar 2014[12],2014-01-24,,
christian_hirte,Christian Hirte,"Hirte, Christian!",CDU,Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis II,Thüringen,18,Christian Hirte,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
heribert_hirte,Heribert Hirte,"Hirte, Heribert!",CDU,Köln II,Nordrhein-Westfalen,18,Heribert Hirte,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
thomas_hitschler,Thomas Hitschler,"Hitschler, Thomas!",SPD,"",Rheinland-Pfalz,18,Thomas Hitschler,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
robert_hochbaum,Robert Hochbaum,"Hochbaum, Robert!",CDU,Vogtlandkreis,Sachsen,18,Robert Hochbaum,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
alexander_hoffmann_(politiker),Alexander Hoffmann,"Hoffmann, Alexander!",CSU,Main-Spessart,Bayern,18,Alexander Hoffmann (Politiker),https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
thorsten_hoffmann,Thorsten Hoffmann,"Hoffmann, Thorsten!",CDU,"",Nordrhein-Westfalen,18,Thorsten Hoffmann,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),eingetreten am 1. Januar 2015 für Ronald Pofalla[13],,2015-01-01,
anton_hofreiter,Anton Hofreiter,"Hofreiter, Anton!",GRÜNE,"",Bayern,18,Anton Hofreiter,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
inge_höger,Inge Höger,"Hoger, Inge!",DIE LINKE,"",Nordrhein-Westfalen,18,Inge Höger,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
eva_högl,Eva Högl,"Hogl, Eva!",SPD,Berlin-Mitte,Berlin,18,Eva Högl,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
bärbel_höhn,Bärbel Höhn,"Hohn, Barbel!",GRÜNE,"",Nordrhein-Westfalen,18,Bärbel Höhn,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
karl_holmeier,Karl Holmeier,"Holmeier, Karl!",CSU,Schwandorf,Bayern,18,Karl Holmeier,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
franz-josef_holzenkamp,Franz-Josef Holzenkamp,"Holzenkamp, Franz-Josef!",CDU,Cloppenburg – Vechta,Niedersachsen,18,Franz-Josef Holzenkamp,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
