id,identifier__gnd,type,iso_code,identifier__freebase,identifier__fips,identifier__geonames,website,identifier__tgn,identifier__bnf,start_date,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__wa,name__pl,name__ko,name__fr,name__es,name__ace,name__ms,name__hu,name__it,name__gl,name__et,name__de,name__id,name__ja,name__sq,name__el,name__vi,name__en,name__pnb,name__sv,name__nl,name__pt,name__eo,name__tg_latn,name__sk,name__ru,name__sr_el,name__sr_ec,name__tr,name__ro,name__ca,name__mk,name__fi,name__uk,name__la,name__war,name__nn,name__cs,name__bg,name__hr,name__lt,name__da,name__an,name__tg,name__zh,name__sr,name__nb,name__ka,name__mn,name__eu,name__fa,name__sh,name__gd,name__lad,name__ur,name__be,name__he,name__nan,name__ceb,name__te,name__th,name__sco,name__ar,name__hi,name__ta,name__mr,name__bn,name__si,name__gu,name__kn,name__lv,name__bar,name__gsw,coat_of_arms,identifier__britannica,identifier__viaf,name__ast,name__az,name__sl,name__rup,name__se,identifier__lcauth,name__vec,name__yi,name__oc,name__kaa,identifier__openstreetmap,name__en_ca,name__en_gb,name__pt_br,name__myv,name__crh_latn,name__be_tarask,name__tt,name__lb,name__mt,flag,identifier__dmoz,identifier__quora,name__szl,name__bs,name__mi,name__lij,name__sw,name__am,name__ia,name__ga,name__my,name__ckb,name__frp,name__sah,name__tet,name__roa_tara,name__kv,name__ne,name__rm,name__lmo,name__nap,name__csb,name__pms,name__udm,name__arz,name__frr,name__yo,name__ie,name__hif,name__ps,name__ml,name__hsb,name__ht,name__ku,name__ext,name__fo,name__cy,name__rmy,name__sgs,name__os,name__gv,name__bo,name__jv,name__qu,name__vo,name__af,name__br,name__na,name__is,name__ee,name__diq,name__kl,name__stq,name__io,name__ln,name__tl,name__kk,name__ug,name__li,name__scn,name__nov,name__hy,name__cv,name__fy,name__co,name__vep,name__dsb,name__vro,name__tpi,name__pa,name__so,name__uz,name__mg,name__wo,name__ce,name__mhr,name__yue,name__cu,name__ky,name__tw,name__gag,name__mo,name__cdo,name__sc,name__lrc,name__tk,name__ady,name__hak,name__kk_cyrl,name__tg_cyrl,name__ay,name__crh,name__pap,name__av,name__lzh,name__xmf,name__azb,name__olo,name__ba,name__st,name__gn,name__mzn,name__wuu,name__bcl,name__hyw,name__zh_mo,name__zh_my,name__tt_latn,name__de_ch,name__min,name__tt_cyrl,name__ang,name__nrm
Q181513,,județ,RO-BN,/m/01nqjf,RO06,684647,http://www.portalbn.ro/Pagini/default.aspx,1000345,15872952w,1968,比斯特里察-讷瑟乌德县,比斯特里察-訥瑟烏德縣,比斯特里察-訥瑟烏德縣,比斯特里察-讷瑟乌德县,比斯特里察-讷瑟乌德县,比斯特里察-訥瑟烏德縣,Bistrița-Năsăud,Okręg Bistrița-Năsăud,비스트리차너서우드주,Bistrița-Năsăud,Bistrița-Năsăud,Propinsi Bistrița-Năsăud,Wilayah Bistrița-Năsăud,Beszterce-Naszód megye,distretto di Bistrița-Năsăud,Condado de Bistrița-Năsăud,Bistrița-Năsăudi maakond,Kreis Bistrița-Năsăud,Provinsi Bistrița-Năsăud,ビストリツァ＝ナサウド県,Qarku Bistrița-Năsăud,Μπιστρίτα-Νασόντ,Bistrița-Năsăud,Bistrița-Năsăud County,بستریتسا نیسیؤد کاؤنٹی,Bistrița-Năsăud,Bistrița-Năsăud,Bistrița-Năsăud,Distrikto Bistrița-Năsăud,Vilojati Bistritsa-Nasaud,Bistrița-Năsăud,Бистрица-Нэсэуд,Bistrica-Nasaud,Бистрица-Насауд,Bistrița-Năsăud ili,Bistrița-Năsăud,Província de Bistrița-Năsăud,Бистрица-Насауд,Bistrița-Năsăud,Бистриця-Несеуд,Bistrița-Năsăud,Kondado han Bistrița-Năsăud,Bistrița-Năsăud fylke,Bistrița-Năsăud,Бистрица-Нъсъуд,Bistrița-Năsăud,Bistricos-Neseudo apskritis,Bistrița-Năsăud,Provincia de Bistrița-Năsăud,Вилояти Бистритса-Насауд,比斯特里察-訥瑟烏德縣,Бистрица-Насауд,Bistrița-Năsăud,ბისტრიცა-ნესეუდის ჟუდეცი,Бистрица-Насауд аймаг,Bistrița-Năsăud konderria,شهرستان بیستریتسا-نسئود,Bistrița-Năsăud,,Bistrița-Năsăud,بیستریتسا-ناسائود کاؤنٹی,,ביסטריצה-נסאוד,Bistrița-Năsăud Koān,Județul Bistrița-Năsăud,బిస్ట్రిటా -నాసౌద్ కౌంటీ,เทศมณฑลบิสตริตซา-เนอเซออุด,,مقاطعة بيستريتا-ناسود,बिस्ट्रिटा-नसाऊद काउंटी,பிஸ்டரிடா -நாசாவுட் கவுண்டி,बिस्त्रिया-नसाउड काउंटी,বিস্ত্রিৎসা-নাসাউদ কাউন্টি,බිස්ට්‍ර්ටා-නාසාඋඩ් ප්‍රාන්තය,બિસ્ત્રિટા-નસૌદ કાઉન્ટી,ಬಿಸ್ಟ್ರಿಟಾ-ನಾಸೌಡ್ ಕೌಂಟಿ,Bistricas-Neseudas žudecs,,,https://upload.wikimedia.org/wikipedia/commons/3/33/Stema_Bistrita-Nasaud.svg,place/Bistrita-Nasaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q182614,,județ,RO-BV,/m/01nqkc,RO09,683843,http://www.judbrasov.ro,1000351,,,布拉索夫县,布拉索夫縣,布拉索夫縣,布拉索夫县,布拉索夫县,布拉索夫縣,Brașov,Okręg Braszów,브라쇼브주,Brașov,Brașov,Propinsi Brașov,Wilayah Brașov,Brassó megye,distretto di Brașov,Condado de Brașov,Brașovi maakond,Kreis Brașov,Provinsi Brașov,ブラショフ県,Qarku Brașov,Επαρχία Μπράσοβ,Brașov,Brașov County,براشوو کاؤنٹی,Brașov,District Brașov,Brașov,Distrikto Brașov,Vilojati Brașov,Brașov,Брашов,Brašov,Брашов,Brașov ili,Brașov,Província de Brașov,Брашов,Brașov,Брашов,Brașov,Kondado han Brașov,Brașov fylke,Brašov,Брашов,Brașov,Brašovo apskritis,Brașov,Provincia de Brașov,Вилояти Брашов,布拉索夫縣,Брашов,Brașov,ბრაშოვის ჟუდეცი,Брашов аймаг,,شهرستان براشوو,Brașov,,Brașov,براشوو کاؤنٹی,,,Brașov Koān,Județul Brașov,బ్రాసోవ్ కౌంటీ,เทศมณฑลบราชอฟ,Brașov Coonty,مقاطعة براسوف,ब्रसोव काउंटी,ப்ரஸ்ஒவ்   கவுண்டி,ब्रॅसोव्ह काउंटी,ব্রাসোভ কাউন্টি,බ්‍රසෝව් ප්‍රාන්තය,બ્રાસોવ કાઉન્ટી,ಬ್ರಾಸೊವ್ ಕೌಂಟಿ,Brasovas apgabals,,,https://upload.wikimedia.org/wikipedia/commons/0/0e/Brasov_county_coat_of_arms.png,place/Brasov-county-Romania,,,,,,,,,,Județ de Brașov,Brasov wa'layatı,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q182624,,județ,RO-CJ,/m/01nqm4,RO13,681291,http://www.prefecturacluj.ro/,,,,克鲁日县,克魯日縣,克魯日縣,克鲁日县,克鲁日县,克魯日縣,Cluj,Okręg Kluż,클루지주,Cluj,Cluj,Propinsi Cluj,Wilayah Cluj,Kolozs megye,distretto di Cluj,Condado de Cluj,Cluji maakond,Kreis Cluj,Provinsi Cluj,クルジュ県,,Κλούτζ,Hạt Cluj,Cluj County,کلوج کاؤنٹی,Cluj,District Cluj,Cluj,Distrikto Cluj,Vilojati Kluƶ,Cluj,Клуж,Kluž,Клуж,Cluj,Cluj,Província de Cluj,Клуж,Cluj,Клуж,Claudiopolis,Kondado han Cluj,Cluj fylke,Kluž,Клуж,Cluj,Klužo apskritis,Cluj,Provincia de Cluj,Вилояти Клуж,克魯日縣,Клуж,Cluj,კლუჟის ჟუდეცი,Клуж аймаг,Cluj konderria,شهرستان کلوژ,Cluj,Cluj,,کلوژ کاؤنٹی,жудзец Клуж,מחוז קלוז',Cluj Koān,Județul Cluj,క్లజ్ కౌంటీ,เทศมณฑลกลุฌ,Cluj Coonty,مقاطعة كلوج,क्लुए काउंटी,கிலுஜ் கவுண்டி,क्लुज काउंटी,ক্লুজ কাউন্টি,ක්ලජ් ප්‍රාන්තය,ક્લુજ કાઉન્ટી,ಕ್ಲೂಜ್ ಕೌಂಟಿ,Klužas žudecs,,,https://upload.wikimedia.org/wikipedia/commons/1/1a/Actual_Cluj_county_CoA.png,place/Cluj,,,,,,Cluj guovlu,,,,Comtat de Cluj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cluj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q182778,,județ,RO-VN,/m/01nqpw,RO40,662447,http://www.prefecturavrancea.ro/,1000476,,,弗朗恰县,弗朗恰縣,弗朗恰縣,弗朗恰县,弗朗恰县,弗朗恰縣,Vrancea,Okręg Vrancea,브란체아주,Vrancea,Vrancea,Propinsi Vrancea,Wilayah Vrancea,Vrancea megye,distretto di Vrancea,Vrancea,Vrancea maakond,Kreis Vrancea,Provinsi Vrancea,ヴランチャ県,,Βράντσεα,Vrancea,Vrancea County,ورانچا کاؤنٹی,Vrancea,District Vrancea,Vrancea,Distrikto Vrancea,Vilojati Vrancea,Vrancea,Вранча,Vranča,Вранча,Vrancea ili,Vrancea,Província de Vrancea,,Vrancea,Вранча,Vrancea,Kondado han Vrancea,Vrancea fylke,Vrancea,Вранча,Vrancea,Vrančos apskritis,Vrancea,Provincia de Vrancea,Вилояти Вранчеа,弗朗恰縣,Вранча,Vrancea,ვრანჩის ჟუდეცი,Вранча аймаг,Vrancea,شهرستان ورانچا,Vrancea,,Vrancea,ورانچا کاؤنٹی,Вранча,,Vrancea Koān,Vrancea,వ్రాన్సియా కౌంటీ,เทศมณฑลวรันชา,Vrancea Coonty,إقليم فرنتشيا,व्रान्सी काउंटी,விரன்ஸா  கவுண்டி,व्रान्सा काउंटी,ভ্রান্সিয়া কাউন্টি,ව්රන්සියා ප්‍රාන්තය,વ્રાન્સિયા કાઉન્ટી,ವ್ರಾನ್ಸ ಕೌಂಟಿ,Vrančas žudecs,,,https://upload.wikimedia.org/wikipedia/commons/3/32/Stema_Vrancea.svg,place/Vrancea,,,,,Județul Vrancea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q182888,,județ,RO-IS,/m/01nqxh,RO23,675809,http://www.prefecturaiasi.ro/,1000392,,,雅西县,雅西縣,雅西縣,雅西县,雅西县,雅西縣,Iași,Okręg Jassy,이아시주,Iași,Iași,Propinsi Iași,Wilayah Iași,Iași megye,distretto di Iași,Condado de Iași,Iași maakond,Kreis Iași,Provinsi Iași,ヤシ県,,Ιασί,Hạt Iasi,Iași County,ایاشی کاؤنٹی,Iași,District Iași,Iași,Distrikto Iași,Vilojati Jaș,Iași,Яссы,Jaši,Јаши,Yaș ili,Iași,Província de Iași,Јаш,Iași,Ясси,Iassium,Kondado han Iași,Iași fylke,Jasy,Яш,Iași,Jasų apskritis,Iași,Provincia de Iași,Вилояти Яш,雅西縣,Јаши,Iași,იასის ჟუდეცი,Яаш аймаг,,شهرستان ایاشی,Iași,,,یاشی کاؤنٹی,жудзец Ясы,מחוז יאשי,Iași Koān,Județul Iași,అయాసీ కౌంటీ,เทศมณฑลยัช,,إقليم ياش,इयासी काउंटी,லிச்சி கவுண்டி,इसासी काउंटी,ইয়াসি কাউন্টি,ඉයාසි ප්‍රාන්තය,ઇઆસી કાઉન્ટી,ಇಯಾಸಿ ಕೌಂಟಿ,Jasu žudecs,,,https://upload.wikimedia.org/wikipedia/commons/c/c6/Actual_Iasi_county_CoA.svg,place/Iasi-county-Romania,,,,,Județul Iași,Iași guovlu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zhudetso Yashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q184797,,județ,RO-SB,/m/01nqwm,RO33,667267,http://www.prefecturasibiu.ro/,1000443,11962289q,1925,锡比乌县,錫比烏縣,錫比烏縣,锡比乌县,锡比乌县,錫比烏縣,Sibiu,Okręg Sybin,시비우주,Sibiu,Sibiu,Propinsi Sibiu,Wilayah Sibiu,Szeben megye,distretto di Sibiu,Condado de Sibiu,Sibiu maakond,Kreis Sibiu,Provinsi Sibiu,シビウ県,,Σίμπιου,Hạt Sibiu,Sibiu County,سیبیؤ کاؤنٹی,Sibiu,District Sibiu,Sibiu,Distrikto Sibiu,Vilojati Sibiju,Sibiu,Сибиу,Sibinj,Сибињ,Sibiu ili,Sibiu,Província de Sibiu,Сибиу,Sibiu,Сібіу,Cibinium,Kondado han Sibiu,Sibiu fylke,Sibiu,Сибиу,Sibiu,Sibiu apskritis,Sibiu,Provincia de Sibiu,Вилояти Сибию,錫比烏縣,Сибињ,Sibiu,სიბიუს ჟუდეცი,Сибиу аймаг,Sibiu,شهرستان سیبیو,Sibiu,,,سیبیو کاؤنٹی,жудзец Сібіу,מחוז סיביו,Sibiu Koān,Județul Sibiu,సిబియు కౌంటీ,เทศมณฑลซีบิว,,مقاطعة سيبيو,सिबिउ काउंटी,சிபியு கவுண்டி,सिबियु काउंटी,সিবিউ কাউন্টি,සිබියු ප්‍රාන්තය,સિબિયુ કાઉન્ટી,ಸಿಬಿಯು ಕೌಂಟಿ,Sibiu žudecs,Kreis Hermannstadt,,https://upload.wikimedia.org/wikipedia/commons/2/28/Sibiu_county_coat_of_arms.png,place/Sibiu-county-Romania,,,,,,Sibiu guovlu,,,,Comtat de Sibiu,,,,,,,,,,Bezierk Sibiu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q185309,,județ,RO-BZ,/m/01nqkt,RO11,683121,http://www.cjbuzau.ro,1000353,,,布泽乌县,布澤烏縣,布澤烏縣,布泽乌县,布泽乌县,布澤烏縣,Buzău,Okręg Buzău,부저우주,Buzău,Buzău,Propinsi Buzău,Wilayah Buzău,Buzău megye,distretto di Buzău,Condado de Buzău,Buzău maakond,Kreis Buzău,Provinsi Buzău,ブザウ県,,Μπουζάου,Hạt Buzau,Buzău County,بوزاؤ کاؤنٹی,Buzău,District Buzău,Buzău,Distrikto Buzău,Vilojati Buzau,Buzău,Бузэу,Buzau,Бузау,Buzău ili,Buzău,Província de Buzău,Бузау,Buzău,Бузеу,Buzău,Kondado han Buzău,Buzău fylke,Buzău,Бузъу,Buzău,Buzeu apskritis,Buzău,Provincia de Buzău,Вилояти Бузау,布澤烏縣,Бузау,Buzău,ბუზეუს ჟუდეცი,Бузау аймаг,Buzau,شهرستان بوزائو,Buzău,,,بوزاو کاؤنٹی,,,Buzău Koān,Județul Buzău,బుజావ్ కౌంటీ,เทศมณฑลบูเซิว,,إقليم بوزاو,बुज़ू काउंटी,புசாஉ கவுண்டி,बुझू काउंटी,বুজাউ কাউন্টি,බුසෞ ප්‍රාන්තය,બુઝુ કાઉન્ટી,ಬುಜೌ ಕೌಂಟಿಯು,Buzeu žudecs,,,https://upload.wikimedia.org/wikipedia/commons/4/49/Actual_Buzau_county_CoA.png,place/Buzau-county-Romania,,,,,,Buzău guovlu,,,,,,2355511,Buzău County,Buzău County,Buzău,Бузэу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q185586,,județ,RO-TM,/m/01nqrm,RO36,665091,http://www.cjtimis.ro/,,,,蒂米什县,蒂米什縣,蒂米什縣,蒂米什县,蒂米什县,蒂米什縣,Timiș,Okręg Temesz,티미슈주,Timiș,Timiș,Propinsi Timiș,Wilayah Timiș,Temes megye,distretto di Timiș,Condado de Timiș,Timiși maakond,Kreis Timiș,Provinsi Timiș,ティミシュ県,Qarku Timiș,Τίμις,Hạt Timis,Timiș County,تیمش کاؤنٹی,Timiș,District Timiș,Timiș,distrikto Timiș,Vilojati Timiș,Timiș,Тимиш,Timiš,Тимиш,Timiș ili,Timiș,Província de Timiș,Тимиш,Timiș,Тіміш,Timiș,Kondado han Timiș,Timiș fylke,Timiș,Тимиш,Timiș,Timišo apskritis,Timiș,Provincia de Timiș,Вилояти Тимиш,蒂米什縣,Тимиш,Timiș,ტიმიშის ჟუდეცი,Тимиш аймаг,,شهرستان تیمیش,Timiș,,Timiș,تیمیش کاؤنٹی,Тыміш,טימיש (מחוז),Timiș Koān,Județul Timiș,టిమిస్ కౌంటీ,เทศมณฑลตีมิช,,مقاطعة تيميش,टिमिस काउंटी,டிமிஸ் கவுண்டி,तिमिस काउंटी,টিমিস কাউন্টি,ටිමිස් ප්‍රාන්තය,ટિમીશ કાઉન્ટી,ಟಿಮಿಸ್ ಕೌಂಟಿ,Timišas žudecs,,,https://upload.wikimedia.org/wikipedia/commons/0/06/ROU_Timis_County_CoA_2.png,place/Timis,,,,,,Timiș guovlu,,,,,,,,,,,,Тыміш,,,,,,Timiș-County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Timiș,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Timiş,,,,,
Q186838,4608752-7,județ,RO-VL,/m/01nqq9,RO39,662892,http://www.prefecturavalcea.ro/,1000463,,,沃尔恰县,沃爾恰縣,沃爾恰縣,沃尔恰县,沃尔恰县,沃爾恰縣,Vâlcea,Okręg Vâlcea,블체아주,Vâlcea,Vâlcea,Propinsi Vâlcea,Wilayah Vâlcea,Vâlcea megye,distretto di Vâlcea,Condado de Vâlcea,Vâlcea maakond,Kreis Vâlcea,Provinsi Vâlcea,ヴルチャ県,,Βάλτσεα,Hạt Vâlcea,Vâlcea County,ویلچا کاؤنٹی,Vâlcea,District Vâlcea,Vâlcea,Distrikto Vâlcea,Vilojati Valcea,Vâlcea,Вылча,Valča,Валча,Vâlcea ili,Vâlcea,Província de Vâlcea,,Vâlcea,Вилча,Vâlcea,Kondado han Vâlcea,Vâlcea fylke,Vâlcea,Вълча,Vâlcea,Vilčos apskritis,Vâlcea,Provincia de Vâlcea,Вилояти Валчеа,沃爾恰縣,Валча,Vâlcea,ვილჩის ჟუდეცი,Вылча аймаг,,شهرستان ولوچا,Vâlcea,,Vâlcea,ویلچا کاؤنٹی,жудзец Вылча,מחוז ולצ'ה,Vâlcea Koān,Județul Vâlcea,వాల్సియా కౌంటీ,เทศมณฑลวึลชา,Vâlcea Coonty,مقاطعة فالسيا,वैल्सिया काउंटी,வால்சா  கவுண்டி,व्लासीआ काउंटी,ভ্যালসিয়া,වල්සියා ප්‍රාන්තය,વલ્સીઆ કાઉન્ટી,ವಲ್ಸಿಯಾ ಕೌಂಟಿ,Vilčas žudecs,,,https://upload.wikimedia.org/wikipedia/commons/c/ca/Stema_Valcea.svg,place/Valcea,136066625,,,,,Vâlcea guovlu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q187925,,județ,RO-CS,/m/0grf2,RO12,682714,http://www.cjcs.ro/,,,,卡拉什-塞维林县,卡拉什-塞維林縣,卡拉什-塞維林縣,卡拉什-塞维林县,卡拉什-塞维林县,卡拉什-塞維林縣,Caraș-Severin,Okręg Caraș-Severin,카라슈세베린주,Caraș-Severin,Caraș-Severin,Propinsi Caraș-Severin,Wilayah Caraș-Severin,Krassó-Szörény megye,distretto di Caraș-Severin,Condado de Caraș-Severin,Caraș-Severini maakond,Kreis Caraș-Severin,Provinsi Caraș-Severin,カラシュ＝セヴェリン県,,Καράς-Σεβερίν,Hạt Caras-Severin,Caraș-Severin County,اتلا کاراش کاؤنٹی,Caraș-Severin,Caraș-Severin,Caraș-Severin,Distrikto Caraș-Severin,Vilojati Karaș-Severin,Krašovsko-Severinská župa,Караш-Северин,Karaš-Severin,Караш-Северин,Caraș-Severin ili,Caraș-Severin,Província de Caraș-Severin,Караш-Северин,Caraș-Severin,Караш-Северін,Caraș-Severin,Kondado han Caraș-Severin,Caraș-Severin fylke,Caraș-Severin,Караш-Северин,Karaš-severinska županija,Karašo-Severino apskritis,Caraș-Severin,Provincia de Caraș-Severin,Вилояти Караш-Северин,卡拉什-塞維林縣,Караш-Северин,Caraș-Severin,კარაშ-სევერინის ჟუდეცი,Караш-Северин аймаг,,شهرستان کاراش-سورین,Caraș-Severin,,Caraș-Severin,کاراش-سیویرین کاؤنٹی,жудзец Караш-Северын,,Caraș-Severin Koān,Județul Caraș-Severin,కారస్-సెవరిన్ కౌంటీ,เทศมณฑลการัช-เซเวริน,Caraș-Severin Coonty,مقاطعة كاراس-سيفيرين,करास-सेवेरिन काउंटी,காரா-சேவேரின்  கவுண்டி,कार्सा-सेव्हरिन काउंटी,কারাস-সেভারিন কাউন্টি,කරාස් -සේවෙරින් ප්‍රාන්තය,કરસ-સેવેરીન કાઉન્ટી,ಕಾರಾಸ್-ಸೆವೆರಿನ್ ಕೌಂಟಿ,Karašas-Severinas žudecs,,,https://upload.wikimedia.org/wikipedia/commons/b/b1/Actual_Caras-Severin_county_CoA.png,place/Caras-Severin,,,,,,Caraș-Severin guovlu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q188503,,județ,RO-BR,/m/01nql7,RO08,683901,http://www.cjbraila.ro/,1000350,,,布勒伊拉县,布勒伊拉縣,布勒伊拉縣,布勒伊拉县,布勒伊拉县,布勒伊拉縣,Brăila,Okręg Braiła,브러일라주,Brăila,Brăila,Propinsi Brăila,Wilayah Brăila,Brăila megye,distretto di Brăila,Condado de Brăila,Brăila maakond,Kreis Brăila,Provinsi Brăila,ブライラ県,Qarku Brăila,Βραΐλα,Hạt Brăila,Braila,بریلا کاؤنٹی,Brăila,District Brăila,Brăila,Distrikto Brăila,Vilojati Braīla,Brăila,Брэила,Braila,Браила,Brăila ili,Brăila,Província de Brăila,Браила,Brăila,Бреїла,Brăila,Kondado han Brăila,Brăila fylke,Brăila,Браила,Brăila,Breilos apskritis,Brăila,Provincia de Brăila,Вилояти Браӣла,布勒伊拉縣,Браила,Brăila,ბრეილის ჟუდეცი,Браила аймаг,,شهرستان برئیلا,Brăila,,,برئیلا کاؤنٹی,жудзец Брэіла,,Brăila Koān,Județul Brăila,బ్రెయిలా కౌంటీ,เทศมณฑลเบรออีลา,,مقاطعة برايلا,ब्रायला काउंटी,பிரைளா கவுண்டி,ब्राझील काउंटी,ব্রাইলা কাউন্টি,බ්‍රයිලා ප්‍රාන්තය,બ્રેલા કાઉન્ટી,ಬ್ರೈಲ್ ಕೌಂಟಿ,Breilas žudecs,,,https://upload.wikimedia.org/wikipedia/commons/5/57/Stema_judetului_Braila.svg,place/Braila-county-Romania,,,,,,Brăila guovlu,,,,,,2355512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q188505,,județ,RO-CT,/m/01nqmn,RO14,680962,http://www.cjc.ro,1000359,131914108,,康斯坦察县,康斯坦察縣,康斯坦察縣,康斯坦察县,康斯坦察县,康斯坦察縣,Constanța,Okręg Konstanca,콘스탄차주,Constanța,Constanța,Propinsi Constanța,Wilayah Constanța,Constanța megye,distretto di Costanza,Condado de Constanța,Constanța maakond,Kreis Constanța,Provinsi Constanța,コンスタンツァ県,,Κονστάντα,Constanta,Constanța County,کونستانتسا کاؤنٹی,Constanța,District Constanța,Constança,Distrikto Constanța,Vilojati Konstantsa,Constanța,Констанца,Konstanca,Констанца,Köstence ili,Constanța,Província de Constanța,Констанца,Constanța,Констанца,Constantia,Kondado han Constanța,Constanța fylke,Constanța,Кюстенджа,Constanța,Konstancos apskritis,Constanța,Provincia de Constanța,Вилояти Константса,康斯坦察縣,Констанца,Constanța,კონსტანცის ჟუდეცი,Констанца аймаг,,شهرستان کونستانسا,Constanța,,Constanța,کونستانتسا کاؤنٹی,Канстанца,,Constanța Koān,Constanța,కాన్‌స్టాంటా కౌంటీ,เทศมณฑลกอนสตันต์ซา,,إقليم كونستانتسا,कॉस्टैंटा काउंटी,கான்ஸ்டான்டை  கவுண்டி,कॉन्स्टन्टा काउंटी,কনস্ট্যান্টা কাউন্টি,කොන්ස්ටන්ටා ප්‍රාන්තය,કોન્સ્ટાન્ટા કાઉન્ટી,ಕಾನ್ಸ್ಟಾನ್ಟಾ ಕೌಂಟಿ,Konstancas žudecs,,,https://upload.wikimedia.org/wikipedia/commons/8/8c/Interbelic_Constanta_County_CoA.png,place/Constanta-county-Romania,,,,,Județul Constanța,,,,,,,,,,,,Köstence nahiyesi,Канстанца (жудзец),Күстәнҗә өязе,Distrikt Constanța,Distrett ta' Constanța,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
