id,name,faction,area,area_id,term,source,sort_name,image,birth_date,email,start_date,end_date
108,Dolha Nechita-Stelian,PNL,BISTRIŢA-NĂSĂUD,6,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=108&cam=2&leg=2012&idl=2,Nechita-Stelian DOLHA,http://www.cdep.ro/parlamentari/l2012/Dolha_Nechita_Stelian.jpg,1970-04-19,"",,
109,Dolineaschi Andrei,PSD,BOTOŞANI,7,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=109&cam=2&leg=2012&idl=2,Andrei DOLINEASCHI,http://www.cdep.ro/parlamentari/l2012/Dolineaschi_Andrei.jpg,1975-06-21,"",,
11,Anghel Gabriela-Lola,PNL,PRAHOVA,31,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=11&cam=2&leg=2012&idl=2,Gabriela-Lola ANGHEL,http://www.cdep.ro/parlamentari/l2012/Anghel_Gabriela_Lola.jpg,1973-04-16,"",,
110,Donţu Mihai-Aurel,PNL,BRAŞOV,8,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=110&cam=2&leg=2012&idl=2,Mihai-Aurel DONŢU,http://www.cdep.ro/parlamentari/l2012/Dontu_Mihai_Aurel.jpg,1973-03-12,"",,2016-07-07
111,Dragnea Nicolae-Liviu,PSD,TELEORMAN,36,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=111&cam=2&leg=2012&idl=2,Nicolae-Liviu DRAGNEA,http://www.cdep.ro/parlamentari/l2012/Dragnea_Liviu_Nicolae.jpg,1962-10-28,"",,2016-12-19
112,Dragomir Gheorghe,PNL,CONSTANŢA,14,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=112&cam=2&leg=2012&idl=2,Gheorghe DRAGOMIR,http://www.cdep.ro/parlamentari/l2012/Dragomir_Gheorghe.jpg,1963-01-12,"",,
113,Dragomir Maria,PNL,CĂLĂRAŞI,12,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=113&cam=2&leg=2012&idl=2,Maria DRAGOMIR,http://www.cdep.ro/parlamentari/l2012/Dragomir_Maria.jpg,1957-09-02,"",,
114,Dragomir Viorel Marian,PSD,BRĂILA,9,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=114&cam=2&leg=2012&idl=2,Viorel Marian DRAGOMIR,http://www.cdep.ro/parlamentari/l2012/Dragomir_Viorel_Marian.jpg,1975-06-16,"",,2016-06-23
115,Drăghici Mircea-Gheorghe,PSD,ARGEŞ,3,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=115&cam=2&leg=2012&idl=2,Mircea-Gheorghe DRĂGHICI,http://www.cdep.ro/parlamentari/l2012/Draghici_Mircea_Gheorghe.jpg,1966-04-08,"",,
116,Drăghici Sonia-Maria,PSD,BIHOR,5,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=116&cam=2&leg=2012&idl=2,Sonia-Maria DRĂGHICI,http://www.cdep.ro/parlamentari/l2012/Draghici_Sonia_Maria.jpg,"","",,2016-07-28
117,Drăguşanu Vasile-Cătălin,PNL,NEAMŢ,29,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=117&cam=2&leg=2012&idl=2,Vasile-Cătălin DRĂGUŞANU,http://www.cdep.ro/parlamentari/l2012/Dragusanu_Vasile_Catalin.jpg,1979-06-05,"",,
118,Dumbrăvanu Paul,PNL,PRAHOVA,31,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=118&cam=2&leg=2012&idl=2,Paul DUMBRĂVANU,http://www.cdep.ro/parlamentari/l2012/Dumbravanu_Paul.jpg,1979-10-02,"",,
119,Dumitrache Ileana Cristina,PSD,CONSTANŢA,14,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=119&cam=2&leg=2012&idl=2,Ileana Cristina DUMITRACHE,http://www.cdep.ro/parlamentari/l2012/Dumitrache_Ileana_Cristina.jpg,1982-12-01,"",,
12,Antal István,UDMR,HARGHITA,21,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=12&cam=2&leg=2012&idl=2,ANTAL István,http://www.cdep.ro/parlamentari/l2012/Antal_Istvan.jpg,1948-06-23,"",,
120,Dumitru Georgică,ALDE,DÂMBOVIŢA,16,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=120&cam=2&leg=2012&idl=2,Georgică DUMITRU,http://www.cdep.ro/parlamentari/l2012/Dumitru_Georgica.jpg,1964-03-31,"",,
121,Dumitru Ioana-Jenica,PSD,ARGEŞ,3,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=121&cam=2&leg=2012&idl=2,Ioana-Jenica DUMITRU,http://www.cdep.ro/parlamentari/l2012/Dumitru_Ioana_Jenica.jpg,1970-08-01,"",,2016-07-01
122,Dumitru Ovidiu-Ioan,PNL,BUCUREŞTI,42,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=122&cam=2&leg=2012&idl=2,Ovidiu-Ioan DUMITRU,http://www.cdep.ro/parlamentari/l2012/Dumitru_Ovidiu_Ioan.jpg,1980-10-29,"",,
123,Duşa Mircea,PSD,HARGHITA,21,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=123&cam=2&leg=2012&idl=2,Mircea DUŞA,http://www.cdep.ro/parlamentari/l2012/Dusa_Mircea.jpg,1955-04-01,"",,
124,Emacu Gheorghe,UNPR,IAŞI,24,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=124&cam=2&leg=2012&idl=2,Gheorghe EMACU,http://www.cdep.ro/parlamentari/l2012/Emacu_Gheorghe.jpg,1958-10-13,"",,
125,Enache Marian,non-attached,NEAMŢ,29,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=125&cam=2&leg=2012&idl=2,Marian ENACHE,http://www.cdep.ro/parlamentari/l2012/Enache_Marian.jpg,1954-05-05,"",,2016-07-12
126,Enea Constantin-Cosmin,PSD,DOLJ,17,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=126&cam=2&leg=2012&idl=2,Constantin-Cosmin ENEA,http://www.cdep.ro/parlamentari/l2012/Enea_Constantin_Cosmin.jpg,1979-10-14,"",,2016-12-05
127,Eparu Ion,non-attached,PRAHOVA,31,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=127&cam=2&leg=2012&idl=2,Ion EPARU,http://www.cdep.ro/parlamentari/l2012/Eparu_Ion.jpg,1952-06-06,"",,
128,Erdei Dolóczki István,UDMR,SATU-MARE,32,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=128&cam=2&leg=2012&idl=2,ERDEI DOLÓCZKI István,http://www.cdep.ro/parlamentari/l2012/Erdei_Doloczi_Istvan.jpg,1955-05-01,"",,
129,Fejér László-Ődőn,UDMR,COVASNA,15,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=129&cam=2&leg=2012&idl=2,FEJÉR László-Ődőn,http://www.cdep.ro/parlamentari/l2012/Fejer_Laszlo_Odon.jpg,1961-11-11,"",,
13,Anton Marin,PNL,GIURGIU,19,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=13&cam=2&leg=2012&idl=2,Marin ANTON,http://www.cdep.ro/parlamentari/l2012/Anton_Marin.jpg,1960-05-08,"",,
130,Fenechiu Cătălin-Daniel,PNL,BUCUREŞTI,42,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=130&cam=2&leg=2012&idl=2,Cătălin-Daniel FENECHIU,http://www.cdep.ro/parlamentari/l2012/Fenechiu_Catalin_Daniel.jpg,1969-11-20,"",,
131,Fenechiu Relu,PNL,IAŞI,24,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=131&cam=2&leg=2012&idl=2,Relu FENECHIU,http://www.cdep.ro/parlamentari/l2012/Fenechiu_Relu.jpg,1965-07-03,"",,2014-01-30
132,Firczak Gheorghe,Minoritati,,"",2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=132&cam=2&leg=2012&idl=2,Gheorghe FIRCZAK,http://www.cdep.ro/parlamentari/l2012/Firczak_Gheorghe.jpg,1955-06-10,"",,
133,Florea Damian,ALDE,BUCUREŞTI,42,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=133&cam=2&leg=2012&idl=2,Damian FLOREA,http://www.cdep.ro/parlamentari/l2012/Florea_Damian.jpg,1965-07-12,"",,
134,Florea Daniel,PSD,CĂLĂRAŞI,12,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=134&cam=2&leg=2012&idl=2,Daniel FLOREA,http://www.cdep.ro/parlamentari/l2012/Florea_Daniel.jpg,1972-09-19,"",,2016-06-27
135,Fonta Nuţu,UNPR,MARAMUREŞ,26,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=135&cam=2&leg=2012&idl=2,Nuţu FONTA,http://www.cdep.ro/parlamentari/l2012/Fonta_Nutu.jpg,1963-08-27,"",,
136,Frăticiu Gheorghe,non-attached,SIBIU,34,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=136&cam=2&leg=2012&idl=2,Gheorghe FRĂTICIU,http://www.cdep.ro/parlamentari/l2012/Fraticiu_Gheorghe.jpg,1958-12-06,"",,
137,Galan Constantin,PNL,SUCEAVA,35,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=137&cam=2&leg=2012&idl=2,Constantin GALAN,http://www.cdep.ro/parlamentari/l2012/Galan_Constantin.jpg,1956-12-17,"",,
138,Ganţ Ovidiu Victor,Minoritati,,"",2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=138&cam=2&leg=2012&idl=2,Ovidiu Victor GANŢ,http://www.cdep.ro/parlamentari/l2012/Gant_Ovidiu_Victor.jpg,1966-08-18,"",,
139,Gavrilescu Graţiela Leocadia,ALDE,PRAHOVA,31,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=139&cam=2&leg=2012&idl=2,Graţiela Leocadia GAVRILESCU,http://www.cdep.ro/parlamentari/l2012/Gavrilescu_Gratiela_Leocadia.jpg,1966-06-24,"",,
14,Anuşca Roxana-Florentina,PNL,BOTOŞANI,7,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=14&cam=2&leg=2012&idl=2,Roxana-Florentina ANUŞCA,http://www.cdep.ro/parlamentari/l2012/Anusca_Roxana.jpg,1976-04-14,"",,
140,Găină Mihăiţă,PSD,IALOMIŢA,23,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=140&cam=2&leg=2012&idl=2,Mihăiţă GĂINĂ,http://www.cdep.ro/parlamentari/l2012/Gaina_Mihaita.jpg,1961-09-17,"",,
141,Geantă Florian Daniel,PSD,BUCUREŞTI,42,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=141&cam=2&leg=2012&idl=2,Florian Daniel GEANTĂ,http://www.cdep.ro/parlamentari/l2012/Geanta_Florian_Daniel.jpg,1969-08-24,"",,
142,Gerea Andrei Dominic,ALDE,ARGEŞ,3,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=142&cam=2&leg=2012&idl=2,Andrei Dominic GEREA,http://www.cdep.ro/parlamentari/l2012/Gerea_Andrei_Dominic.jpg,1968-09-08,"",,
143,Gheorghe Florin,PSD,CONSTANŢA,14,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=143&cam=2&leg=2012&idl=2,Florin GHEORGHE,http://www.cdep.ro/parlamentari/l2012/Gheorghe_Florin.jpg,1978-12-15,"",,
144,Gheorghe Tinel,PNL,IALOMIŢA,23,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=144&cam=2&leg=2012&idl=2,Tinel GHEORGHE,http://www.cdep.ro/parlamentari/l2012/Gheorghe_Tinel.jpg,1964-01-22,"",,
145,Ghera Giureci-Slobodan,Minoritati,,"",2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=145&cam=2&leg=2012&idl=2,Giureci-Slobodan GHERA,http://www.cdep.ro/parlamentari/l2012/Ghera_Giureci_Slobodan.jpg,1979-04-15,"",,
146,Ghiţă Sebastian-Aurelian,PSD,PRAHOVA,31,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=146&cam=2&leg=2012&idl=2,Sebastian-Aurelian GHIŢĂ,http://www.cdep.ro/parlamentari/l2012/Ghita_Sebastian.jpg,1978-11-10,"",,
147,Ghiveciu Marian,PSD,BUZĂU,10,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=147&cam=2&leg=2012&idl=2,Marian GHIVECIU,http://www.cdep.ro/parlamentari/l2012/Ghiveciu_Marian.jpg,1969-04-15,"",,2015-09-29
148,Gireadă Dumitru-Verginel,PNL,BOTOŞANI,7,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=148&cam=2&leg=2012&idl=2,Dumitru-Verginel GIREADĂ,http://www.cdep.ro/parlamentari/l2012/Gireada_Dumitru_Verginel.jpg,1968-10-03,"",,
149,Giurescu Dinu,ALDE,BUCUREŞTI,42,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=149&cam=2&leg=2012&idl=2,Dinu GIURESCU,http://www.cdep.ro/parlamentari/l2012/Giurescu_Dinu.jpg,1927-02-15,"",,2014-05-12
15,Ardeleanu Sanda-Maria,PNL,SUCEAVA,35,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=15&cam=2&leg=2012&idl=2,Sanda-Maria ARDELEANU,http://www.cdep.ro/parlamentari/l2012/Ardeleanu_Sanda_Maria.jpg,1954-08-10,"",,
150,Gliga Vasile Ghiorghe,PSD,MUREŞ,28,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=150&cam=2&leg=2012&idl=2,Vasile Ghiorghe GLIGA,http://www.cdep.ro/parlamentari/l2012/Gliga_Vasile_Ghiorghe.jpg,1959-04-03,"",,
151,Gorghiu Alina-Ştefania,PNL,BUCUREŞTI,42,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=151&cam=2&leg=2012&idl=2,Alina-Ştefania GORGHIU,http://www.cdep.ro/parlamentari/l2012/Gorghiu_Alina_Stefania.jpg,1978-09-16,"",,
152,Grama Horia,PSD,COVASNA,15,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=152&cam=2&leg=2012&idl=2,Horia GRAMA,http://www.cdep.ro/parlamentari/l2012/Grama_Horia.jpg,1962-02-28,"",,
153,Grapini Maria,ALDE,TIMIŞ,37,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=153&cam=2&leg=2012&idl=2,Maria GRAPINI,http://www.cdep.ro/parlamentari/l2012/Grapini_Maria.jpg,1954-11-07,"",,2014-03-25
154,Grecea Maria,PNL,BRAŞOV,8,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=154&cam=2&leg=2012&idl=2,Maria GRECEA,http://www.cdep.ro/parlamentari/l2012/Grecea_Maria.jpg,1974-02-27,"",,
155,Grindeanu Sorin Mihai,PSD,TIMIŞ,37,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=155&cam=2&leg=2012&idl=2,Sorin Mihai GRINDEANU,http://www.cdep.ro/parlamentari/l2012/Grindeanu_Sorin_Mihai.jpg,1973-12-05,"",,2016-06-29
156,Grosaru Mircea,"",,"",2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=156&cam=2&leg=2012&idl=2,Mircea GROSARU,http://www.cdep.ro/parlamentari/l2012/Grosaru_Mircea.jpg,"","",2014-02-03,
157,Gudu Vasile,PNL,TULCEA,38,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=157&cam=2&leg=2012&idl=2,Vasile GUDU,http://www.cdep.ro/parlamentari/l2012/Gudu_Vasile.jpg,1954-03-04,"",,
158,Gunia Dragoş-Ionel,PNL,PRAHOVA,31,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=158&cam=2&leg=2012&idl=2,Dragoş-Ionel GUNIA,http://www.cdep.ro/parlamentari/l2012/Gunia_Dragos_Ionel.jpg,1977-07-19,"",,
159,Guran Virgil,PNL,PRAHOVA,31,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=159&cam=2&leg=2012&idl=2,Virgil GURAN,http://www.cdep.ro/parlamentari/l2012/Guran_Virgil.jpg,1965-05-12,"",,
16,Arsene Ionel,PSD,NEAMŢ,29,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=16&cam=2&leg=2012&idl=2,Ionel ARSENE,http://www.cdep.ro/parlamentari/l2012/Arsene_Ionel.jpg,1972-09-11,"",,2016-07-11
160,Gurzău Adrian,UNPR,CLUJ,13,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=160&cam=2&leg=2012&idl=2,Adrian GURZĂU,http://www.cdep.ro/parlamentari/l2012/Gurzau_Adrian.jpg,1977-04-20,"",,
161,Gust Băloşin Florentin,non-attached,DOLJ,17,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=161&cam=2&leg=2012&idl=2,Florentin GUST BĂLOŞIN,http://www.cdep.ro/parlamentari/l2012/Gust_Balosin.jpg,1979-04-15,"",,
162,Gvozdenovici Slavomir,Minoritati,,"",2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=162&cam=2&leg=2012&idl=2,Slavomir GVOZDENOVICI,http://www.cdep.ro/parlamentari/l2012/Gvozdenovici_Slavomir.jpg,1953-03-10,"",,
163,Harbuz Liviu,non-attached,NEAMŢ,29,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=163&cam=2&leg=2012&idl=2,Liviu HARBUZ,http://www.cdep.ro/parlamentari/l2012/Harbuz_Liviu.jpg,1962-06-18,"",,
164,Hărău Eleonora-Carmen,PNL,HUNEDOARA,22,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=164&cam=2&leg=2012&idl=2,Eleonora-Carmen HĂRĂU,http://www.cdep.ro/parlamentari/l2012/Harau_Eleonora_Carmen.jpg,1960-11-04,"",,
165,Hellvig Eduard Raul,PNL,ILFOV,25,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=165&cam=2&leg=2012&idl=2,Eduard Raul HELLVIG,http://www.cdep.ro/parlamentari/l2012/Hellvig_Eduard_Raul.jpg,1974-10-27,"",,2013-09-03
166,Holban Titi,PSD,BUZĂU,10,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=166&cam=2&leg=2012&idl=2,Titi HOLBAN,http://www.cdep.ro/parlamentari/l2012/Holban_Titi.jpg,1964-11-10,"",,
167,Horga Vasile,PNL,DÂMBOVIŢA,16,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=167&cam=2&leg=2012&idl=2,Vasile HORGA,http://www.cdep.ro/parlamentari/l2012/Horga_Vasile.jpg,1954-03-03,"",,
168,Hrebenciuc Viorel,PSD,BACĂU,4,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=168&cam=2&leg=2012&idl=2,Viorel HREBENCIUC,http://www.cdep.ro/parlamentari/l2012/Hrebenciuc_Viorel.jpg,1953-08-07,"",,2014-10-21
169,Hulea Ioan,UNPR,BIHOR,5,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=169&cam=2&leg=2012&idl=2,Ioan HULEA,http://www.cdep.ro/parlamentari/l2012/Hulea_Ioan.jpg,1957-08-13,"",,
17,Avram Constantin,ALDE,BACĂU,4,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=17&cam=2&leg=2012&idl=2,Constantin AVRAM,http://www.cdep.ro/parlamentari/l2012/Avram_Constantin.jpg,1954-06-10,"",,
170,Iacob Ridzi Monica Maria,PSD,HUNEDOARA,22,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=170&cam=2&leg=2012&idl=2,Monica Maria IACOB RIDZI,http://www.cdep.ro/parlamentari/l2012/Iacob_Ridzi_Monica.jpg,1977-06-30,"",,2015-02-16
171,Iacoban Sorin-Avram,PSD,IAŞI,24,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=171&cam=2&leg=2012&idl=2,Sorin-Avram IACOBAN,http://www.cdep.ro/parlamentari/l2012/Iacoban_Sorin_Avram.jpg,1969-10-15,"",,
172,Ialomiţianu Gheorghe,PNL,BRAŞOV,8,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=172&cam=2&leg=2012&idl=2,Gheorghe IALOMIŢIANU,http://www.cdep.ro/parlamentari/l2012/Ialomitianu_Gheorghe.jpg,1959-09-14,"",,
173,Iancu Iulian,PSD,BACĂU,4,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=173&cam=2&leg=2012&idl=2,Iulian IANCU,http://www.cdep.ro/parlamentari/l2012/Iancu_Iulian.jpg,1960-10-06,"",,
174,Iane Daniel,PNL,DOLJ,17,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=174&cam=2&leg=2012&idl=2,Daniel IANE,http://www.cdep.ro/parlamentari/l2012/Iane_Daniel.jpg,1967-06-20,"",,
175,Iane Ovidiu-Cristian,PSD,SUCEAVA,35,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=175&cam=2&leg=2012&idl=2,Ovidiu-Cristian IANE,http://www.cdep.ro/parlamentari/l2012/Iane_Ovidiu_Cristian.jpg,1970-10-12,"",,
176,Ibram Iusein,Minoritati,,"",2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=176&cam=2&leg=2012&idl=2,Iusein IBRAM,http://www.cdep.ro/parlamentari/l2012/Ibram_Iusein.jpg,1953-07-06,"",,
177,Ignat Miron,Minoritati,,"",2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=177&cam=2&leg=2012&idl=2,Miron IGNAT,http://www.cdep.ro/parlamentari/l2012/Ignat_Miron.jpg,1941-08-24,"",,
178,Iliuţă Vasile,PNL,CĂLĂRAŞI,12,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=178&cam=2&leg=2012&idl=2,Vasile ILIUŢĂ,http://www.cdep.ro/parlamentari/l2012/Iliuta_Vasile.jpg,1968-05-04,"",,2016-07-09
179,Intotero Natalia-Elena,PSD,HUNEDOARA,22,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=179&cam=2&leg=2012&idl=2,Natalia-Elena INTOTERO,http://www.cdep.ro/parlamentari/l2012/Intotero_Natalia_Elena.jpg,1976-01-14,"",,
18,Avram Marian,PSD,TULCEA,38,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=18&cam=2&leg=2012&idl=2,Marian AVRAM,http://www.cdep.ro/parlamentari/l2012/Avram_Marian.jpg,1967-08-14,"",,
180,Ionescu Aurelian,ALDE,IALOMIŢA,23,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=180&cam=2&leg=2012&idl=2,Aurelian IONESCU,http://www.cdep.ro/parlamentari/l2012/Ionescu_Aurelian.jpg,1977-10-17,"",,
181,Ionescu George,PNL,PRAHOVA,31,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=181&cam=2&leg=2012&idl=2,George IONESCU,http://www.cdep.ro/parlamentari/l2012/Ionescu_George.jpg,1968-03-31,"",,
182,Iordache Florin,PSD,OLT,30,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=182&cam=2&leg=2012&idl=2,Florin IORDACHE,http://www.cdep.ro/parlamentari/l2012/Iordache_Florin.jpg,1960-12-14,"",,
183,Irimie Vicenţiu-Mircea,ALDE,CLUJ,13,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=183&cam=2&leg=2012&idl=2,Vicenţiu-Mircea IRIMIE,http://www.cdep.ro/parlamentari/l2012/Irimie_Vicentiu_Mircea.jpg,1967-06-21,"",,
184,Iriza Scarlat,ALDE,GORJ,20,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=184&cam=2&leg=2012&idl=2,Scarlat IRIZA,http://www.cdep.ro/parlamentari/l2012/Iriza_Scarlat.jpg,1955-09-03,"",,
185,Ispir Raluca-Cristina,PNL,BUCUREŞTI,42,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=185&cam=2&leg=2012&idl=2,Raluca-Cristina ISPIR,http://www.cdep.ro/parlamentari/l2012/Ispir_Raluca_Cristina.jpg,1978-12-22,"",,
186,Itu Cornel,PSD,CLUJ,13,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=186&cam=2&leg=2012&idl=2,Cornel ITU,http://www.cdep.ro/parlamentari/l2012/Itu_Cornel.jpg,1955-10-17,"",,
187,Kelemen Atilla-Béla-László,UDMR,MUREŞ,28,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=187&cam=2&leg=2012&idl=2,KELEMEN Atilla-Béla-László,http://www.cdep.ro/parlamentari/l2012/Kelemen_Attila_Bella_Laszlo.jpg,1948-05-04,"",,
188,Kelemen Hunor,UDMR,HARGHITA,21,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=188&cam=2&leg=2012&idl=2,KELEMEN Hunor,http://www.cdep.ro/parlamentari/l2012/Kelemen_Hunor.jpg,1967-10-18,"",,
