id,name,province_en,province,area,party,website,source,blog,facebook,role,other-role
ALB-001,عزیز اکبریان,Alborz,البرز,کرج,جبهه متحد - جبهه ایستادگی,http://www.akbariyan.com/,,,,نایب رئیس اول کمیسیون صنایع و معادن,
ALB-002,محمدجواد کولیوند,Alborz,البرز,کرج,جبهه متحد – جبهه ایستادگی,http://www.mj-kolivand.com/,,,,نایب رئیس اول کمیسیون شوراها و امور داخلی کشور,
ALB-003,مفید کیائی نژاد,Alborz,البرز,ساوجبلاغ / طالقان,جبهه متحد – جبهه پایداری,http://kiaeenejhad.blogfa.com/,,,,عضو کمیسیون فرهنگی,
ARD-001,یونس اسدی,Ardabil,اردبیل,مشکین شهر,اصلاح طلب,http://asadi-y.ir,,,,عضو کمیسیون کشاورزی، آب و منابع طبیعی,
ARD-002,مصطفی افضلی فرد,Ardabil,اردبیل,اردبيل، نير و نمين,جبهه پایداری - جبهه متحد,http://mostafa-afzalifard.ir/,,,,سخنگو کمیسیون اصل نودم قانون اساسی مجلس,
ARD-003,حبیب برومند داشقاپو,Ardabil,اردبیل,پارس‌آباد و بيله‌سوار,مستقل,http://brumand.ir/fa/index.php?Page=frontpage,,,,عضو کمیسیون کشاورزی، آب و منابع طبیعی,
ARD-004,کمال الدین پیرموذن,Ardabil,اردبیل,اردبيل، نير و نمين,اصلاح طلب ,http://kamalpirmoazzen.persianblog.ir/,,,,عضو کمیسیون صنایع و معادن,
ARD-005,جلیل جعفری بنه خلخال,Ardabil,اردبیل,ﺧﻠﺨﺎل وﻛﻮﺛﺮ,مستقل,http://www.dr-jafari.com/,,,,عضو کمیسیون انرژی,
ARD-006,منصور حقیقت پور,Ardabil,اردبیل,اردبيل، نير و نمين,جبهه متحد - جبهه پایداری- جبهه ایستادگی,http://haghighatpour.org/start/,,,,نایب رئیس دوم کمیسیون امنیت ملی و سیاست خارجی,عضو کمیسیون تحقیق
ARD-007,میرقسمت موسوی اصل,Ardabil,اردبیل,گرمی,جبهه متحد - جبهه ایستادگی,http://mosaviasl.ir/,,,,عضو کمیسیون آموزش و تحقیقات,
BUS-001,موسی احمدی ,‌Bushehr,بوشهر,دیر،کنگان و جم    ,جبهه متحد - جبهه پایداری,http://atieyeh.ir/,,,,دبیر دوم کمیسیون انرژی,عضو کمیسیون اصل نودم قانون اساسی مجلس
BUS-002,سیدمحمدمهدی پورفاطمی   ,‌Bushehr,بوشهر,دشتی و تنگستان      ,اصلاح طلب,http://www.porfatemi.ir/ ,,,https://www.facebook.com/porfatemi,عضو کمیسیون اجتماعی,
BUS-003,عبدالکریم جمیری     ,‌Bushehr,بوشهر,بوشهر ديلم و گناوه ,جبهه متحد – جبهه پایداری  ,http://www.jamiri.ir/,,,,عضو کمیسیون انرژی,
BUS-004,سیدمهدی موسوی نژاد   ,‌Bushehr,بوشهر,دشتستان    ,جبهه متحد - جبهه پایداری ,http://www.taklif.ir/,,,,عضو کمیسیون انرژی,
CMB-001,مجيد جليل‌سرقلعه,Chaharmahal Bakhtiari,چهارمحال و بختیاری,لردگان,مستقل,,,,,عضو کمیسیون عمران,عضو کمیسیون تحقیق
CMB-002,سیدسعید زمانیان دهکردی,Chaharmahal Bakhtiari,چهارمحال و بختیاری,شهرکرد,جبهه متحد,http://www.zamanian.net,,,,عضو کمیسیون برنامه و بودجه و محاسبات,
CMB-003,حمید رضا عزیزی فارسانی,Chaharmahal Bakhtiari,چهارمحال و بختیاری,اردل  / فارسان / کوهرنگ,مستقل,http://drazizif.ir,,,,عضو کمیسیون بهداشت و درمان,
CMB-003,امیرعباس سلطانی,Chaharmahal Bakhtiari,چهارمحال و بختیاری,بروجن,مستقل,http://www.soltani-majles9.com,,,,عضو کمیسیون انرژی,
E-AZ-001,شهروز افخمی,East Azerbaijan,آذربایجان شرقی,ملکان,جبهه متحد - جبهه پایداری,,,,,عضو کمیسیون اجتماعی,
E-AZ-002,محمد باقری,East Azerbaijan,آذربایجان شرقی,بناب,مستقل,http://www.rezabonabi.ir/,,,,عضو کمیسیون اقتصادی,
E-AZ-003,مهناز بهمنی,East Azerbaijan,آذربایجان شرقی,سراب، مهربان,مستقل,http://mahnazbahmani.com/,,,,عضو کمیسیون اقتصادی,
E-AZ-004,مسعود پزشکیان,East Azerbaijan,آذربایجان شرقی,آذر شهر، اسکو، تبریز,اصلاح طلب و صدای ملت,http://www.drpezeshkian.ir/,,,,عضو کمیسیون بهداشت و درمان,
E-AZ-005,محمدحسن نژاد,East Azerbaijan,آذربایجان شرقی,مرند و جلفا,مستقل,http://drhasannejad.blog.ir/,,,,عضو کمیسیون اقتصادی,
E-AZ-006,سیدبهلول حسینی,East Azerbaijan,آذربایجان شرقی,میانه,اصلاح طلب,http://www.sbhosseini.com/,,,,عضو کمیسیون عمران,
E-AZ-007,الله وردی دهقانی,East Azerbaijan,آذربایجان شرقی,ورزﻗﺎن,جبهه متحد - جبهه پایداری,http://www.dehghane.ir/,http://rc.majlis.ir/fa/parliament_member/show/811903,,,دبیر اول کمیسیون صنایع و معادن,
E-AZ-008,مهدی دواتگری,East Azerbaijan,آذربایجان شرقی,ﻣﺮاﻏﻪ وﻋﺠﺐ ﺷﻴﺮ,جبهه متحد ,http://alumaragheh.ir/post/davatgari.aspx?lang=fa,,,,عضو کمیسیون امنیت ملی و سیاست خارجی,عضو کمیسیون تحقیق
E-AZ-009,رضا رحمانی,East Azerbaijan,آذربایجان شرقی, آذر شهر، اسکو، تبریز,مستقل,http://rezarahmani.org/,,,,رئیس کمیسیون صنایع و معادن,
E-AZ-010,محمد اسماعیل سعیدی,East Azerbaijan,آذربایجان شرقی,آذر شهر، اسکو، تبریز,جبهه متحد - جبهه پایداری,http://m-saeedi.ir/,,,,دبیر اول کمیسیون اجتماعی,
E-AZ-011,غلامحسین شیری علی آباد,East Azerbaijan,آذربایجان شرقی,ﻫﺸﺘﺮود و ﭼﺎراوﻳﻤﺎق,جبهه متحد - جبهه پایداری,http://www.shiriweb.com/,,,,عضو کمیسیون اقتصادی,
E-AZ-012,علی علیلو,East Azerbaijan,آذربایجان شرقی,شبستر,جبهه متحد - جبهه پایداری, http://www.alilou.ir/,,,,عضو کمیسیون صنایع و معادن,عضو کمیسیون اصل نودم قانون اساسی مجلس
E-AZ-013,ارسلان فتحی پور,East Azerbaijan,آذربایجان شرقی,ﻛﻠﻴﺒﺮوﺑﺨﺶ ﻫﻮراﻧﺪ,مستقل,http://www.fathipor.com/home.php,,,,رئیس کمیسیون اقتصادی,عضو کمیسیون تحقیق
E-AZ-014,محمدحسین فرهنگی,East Azerbaijan,آذربایجان شرقی,آذر شهر، اسکو، تبریز,جبهه متحد - جبهه پایداری,http://dr-farhangi.com/,,,,عضو کمیسیون عمران,
E-AZ-015,عباس فلاحی باباجان,East Azerbaijan,آذربایجان شرقی,اهر، هریس,جبهه متحد - جبهه پایداری,http://abbasfallah.ir/,,,,عضو کمیسیون عمران,عضو کمیسیون تحقیق
E-AZ-016,میرهادی قره سید رومیانی,East Azerbaijan,آذربایجان شرقی,آذر شهر، اسکو، تبریز,جبهه پایداری ,http://gharaseyyed.ir/,,,,دبیر اول کمیسیون قضایی و حقوقی,
E-AZ-017,محمدعلی مددی,East Azerbaijan,آذربایجان شرقی,میانه,مستقل,http://drmadadi.ir/,,http://mohamadmadadi.blogfa.com/,,عضو کمیسیون اقتصادی,
E-AZ-018,علی رضا منادی سفیدان,East Azerbaijan,آذربایجان شرقی,آذر شهر، اسکو، تبریز,صدای ملت,http://drmonadi.com/,,,,عضو کمیسیون آموزش و تحقیقات,
E-AZ-019, غلام رضا نوری قزلجه,East Azerbaijan,آذربایجان شرقی, بستان آباد,مستقل,http://www.gh-noori.ir/,,,,نایب رئیس دوم کمیسیون کشاورزی، آب و منابع طبیعی,
FAR-001,نبی الله احمدی,Fars,فارس,داراب و زرین دشت,جبهه متحد – جبهه پایداری ,http://drn-ahmadi.com,,,,عضو کمیسیون عمران,
FAR-002, داریوش اسماعیلی,Fars,فارس,خرامه سروستان وکوار,مستقل  ,http://dresmaeily.ir,,,,عضو کمیسیون صنایع و معادن,
FAR-003, محمدمهدی برومندی,Fars,فارس,مرودشت، ارسنجان و پاسارگاد,اصلاح طلب,http://mehdiboroumandi.ir,,,,سخنگو کمیسیون کشاورزی، آب و منابع طبیعی,
FAR-004,جمشید جعفر پور,Fars,فارس,خنج، لارستان، گراش,جبهه متحد- جبهه پایداری- جبهه ایستادگی ,http://drjafarpour.com,,,,عضو کمیسیون فرهنگی,عضو کمیسیون اصل نودم قانون اساسی مجلس
FAR-005,سیداحمدرضا «علی اصغر» دستغیب,Fars,فارس,شیراز,مستقل,http://www.drdastgheib.com,,,,نایب رئیس اول کمیسیون امنیت ملی و سیاست خارجی,نایب رئیس دوم کمیسیون تدوین آیین‌نامه داخلی مجلس
FAR-006,محمد حسن دوگانی آغچغلو,Fars,فارس,فسا,جبهه ایستادگی,http://www.drdogani.com,,,,عضو کمیسیون برنامه و بودجه و محاسبات,
FAR-007, سیدحسین ذوالانوار,Fars,فارس,شیراز,جبهه متحد- جبهه پایداری,http://zolanvar.blogfa.com,,,,عضو کمیسیون انرژی,
FAR-008, محمدرضا رضایی کوچی,Fars,فارس,جهرم,جبهه متحد- جبهه پایداری,http://dr-rezaee.ir,,,,عضو کمیسیون عمران,
FAR-009,رحیم زارع,Fars,فارس,آباده، بوانات و خرم‌بيد,جبهه متحد – جبهه ایستادگی ,http://rahimzare.ir,,,,سخنگو کمیسیون اقتصادی,
FAR-010,محمد سقایی,Fars,فارس,استهبان و نی ریز,جبهه متحد – صدای ملت     ,,,,,دبیر اول کمیسیون برنامه و بودجه و محاسبات,عضو کمیسیون تحقیق
FAR-011,نوذر شفیعی,Fars,فارس,ممسنی,مستقل,,,,,عضو کمیسیون امنیت ملی و سیاست خارجی,
FAR-012,ضرغام صادقی,Fars,فارس,شیراز,جبهه متحد – جبهه پایداری,http://drzsadeghi.com,,,,عضو کمیسیون اجتماعی,عضو کمیسیون اصل نودم قانون اساسی مجلس
FAR-013, الیاس طاهری,Fars,فارس,اقلید,جبهه متحد – جبهه ایستادگی ,http://elyas-taheri.ir,,,,عضو کمیسیون صنایع و معادن,
FAR-014,نادر فریدونی,Fars,فارس,فيروزآباد، قير و كارزين و فراشبند,مستقل,http://fereydooni-majles.com,,,,عضو کمیسیون انرژی,
FAR-015,جعفر قادری,Fars,فارس,شیراز,جبهه متحد ,http://drjghaderi.ir,,,,عضو کمیسیون برنامه و بودجه و محاسبات,
FAR-016,شاهین محمدصادقی,Fars,فارس,کازرون,جبهه متحد,http://www.shams9.ir,,,,عضو کمیسیون بهداشت و درمان,
FAR-017,سید موسی موسوی,Fars,فارس,لامرد و مهر,جبهه متحد – جبهه پایداری,http://dr-moosavi.ir,,,,دبیر اول کمیسیون انرژی,
FAR-018,سید عنایت‌الله هاشمی,Fars,فارس, سپیدان و اردكان,جبهه متحد,http://hashemiardakani.ir,,,,عضو کمیسیون تحقیق,عضو کمیسیون صنایع و معادن
GIL-001,مهرداد بائوج لاهوتی,Gilan,گیلان,لنگرود,جبهه ایستادگی – اصلاح طلب,http://mlahouti.ir,,,,عضو کمیسیون تدوین آیین‌نامه داخلی مجلس,عضو کمیسیون عمران
GIL-002,حسن تأمینی لیچایی,Gilan,گیلان,رشت,اصلاح طلب ,http://dr-tamini.ir/fa,,,,عضو کمیسیون بهداشت و درمان,عضو کمیسیون اصل نودم قانون اساسی مجلس
GIL-003,غلامعلی جعفرزاده ایمن آبادی,Gilan,گیلان,رشت,ستقل,http://www.shahedeshomal.ir,,,,عضو کمیسیون برنامه و بودجه و محاسبات,
GIL-004,عطاالله حکیمی,Gilan,گیلان,رودبار,جبهه ایستادگی,,,,,عضو کمیسیون اقتصادی,
GIL-005,حسن خسته بند,Gilan,گیلان,بندر انزلی,مستقل ,http://www.khasteband.ir,,,,عضو کمیسیون عمران,
GIL-006,حمیدرضا خصوصی ثانی,Gilan,گیلان,صومعه سرا,جبهه متحد – جبهه ایستادگی,,,,,عضو کمیسیون اقتصادی,
GIL-007,محمد مهدی رهبری املشی,Gilan,گیلان, املش / رودسر,اصلاح طلب ,http://rahbariamlashi.blogfa.com,,,,عضو کمیسیون تدوین آیین‌نامه داخلی مجلس,عضو کمیسیون برنامه و بودجه و محاسبات
GIL-008,محمود شکری,Gilan,گیلان,طوالش/ رضوانشهر/ ماسال,جبهه متحد,http://mahmoudshekari.ir/,,,,عضو کمیسیون اقتصادی,
GIL-009,ناصرعاشوري قلعه رودخانی,Gilan,گیلان,فومن ، شفت,مستقل,http://www.ashori.ir,,,,عضو کمیسیون اقتصادی,دبیر دوم کمیسیون تدوین آیین‌نامه داخلی مجلس
GIL-010,محمد حسین قربانی,Gilan,گیلان,آستانه اشرفیه,جبهه متحد,http://www.dr-ghorbani.ir,,,,سخنگو کمیسیون بهداشت و درمان,
GIL-011,ایرج ندیمی,Gilan,گیلان,سیاهکل / لاهیجان,مستقل,http://www.irajnadimi.ir,,,,عضو کمیسیون اقتصادی,
GIL-012,صفر نعیمی رز ,Gilan,گیلان,آستارا,مستقل,http://safarnaeimi.com,,,,عضو کمیسیون امنیت ملی و سیاست خارجی,عضو کمیسیون تحقیق
GIL-013,جبار کوچکی‌نژاد ارم ساداتی,Gilan,گیلان,رشت,جبهه متحد – جبهه ایستادگی,,,,,نایب رئیس اول کمیسیون آموزش و تحقیقات,
GOL-001,عیسی امامی,Golestan,گلستان,گرگان و آق قلا,جبهه ایستادگی,http://sabayeaghghalla.ir,,,,عضو کمیسیون برنامه و بودجه و محاسبات,
GOL-002,عبدالکریم رجبی,Golestan,گلستان,مینودشت/ گالیکش/ کلاله/مراوه تپه,مستقل,http://abdolkarimrajabi.persianblog.ir,,,,عضو کمیسیون اقتصادی,
GOL-003,رضا صابری,Golestan,گلستان, آزادشهر / رامیان,جبهه ایستادگی,http://www.rezasabery.ir,,,,دبیر دوم کمیسیون آموزش و تحقیقات,
GOL-004,سید علی طاهری,Golestan,گلستان,گرگان و آق قلا,جبهه متحد – جبهه پایداری    ,http://www.alitahery.ir,,,,سخنگو کمیسیون فرهنگی,
GOL-005,سلیمان عباسی,Golestan,گلستان,گنبد کاووس,جبهه متحد – جبهه پایداری  ,http://www.soleimanabbasi.com,,,,عضو کمیسیون بهداشت و درمان,
GOL-006,محمد جواد نظری مهر,Golestan,گلستان, کردکوی/ بندر ترکمن/ بندرگز,جبهه متحد ,http://dmnazarimehr.blogfa.com,,,,دبیر دوم کمیسیون بهداشت و درمان,دبیر اول کمیسیون تحقیق
GOL-007,رحمت الله نوروزی,Golestan,گلستان,علی‌آباد کتول,جبهه متحد – جبهه پایداری – جبهه ایستادگی,http://rahmatnorozi.com,,,,عضو کمیسیون کشاورزی، آب و منابع طبیعی,
HAM-001,احمد آریایی نژاد,Hamedan,همدان,ملایر,جبهه پایداری,http://aryaeinezhad.ir/,,,,عضو کمیسیون بهداشت و درمان,
HAM-002,محمد علی پور مختار,Hamedan,همدان, بهار / کبودرآهنگ,مستقل,http://www.purmokhtar.ir/,,,,رئیس کمیسیون اصل نودم قانون اساسی مجلس,
HAM-003, علي‌نعمت چهاردولي,Hamedan,همدان,ملایر,مستقل,http://chahardoli.com/,,,,عضو کمیسیون عمران,
HAM-004,امیر خجسته,Hamedan,همدان,همدان / فامنین,جبهه متحد – جبهه ایستادگی,http://www.amirkhojasteh.ir/,,,,رئیس کمیسیون شوراها و امور داخلی کشور,
HAM-005,عطاالله سلطانی صبور,Hamedan,همدان,رزن,مستقل,,,,,عضو کمیسیون آموزش و تحقیقات,
HAM-006,مهدي سنايي,Hamedan,همدان,نهاوند,جبهه ایستادگی – اصلاح طلب,,,,,عضو کمیسیون امنیت ملی و سیاست خارجی,
HAM-007,بهروز نعمتی,Hamedan,همدان,اسدآباد,جبهه ایستادگی,http://www.behroznemati.ir/,,,,عضو کمیسیون صنایع و معادن,
HAM-008,ابراهیم کارخانه,Hamedan,همدان,همدان / فامنین,جبهه متحد – جبهه پایداری ,,,,,عضو کمیسیون انرژی,
HAM-009,محمد مهدی مفتح,Semnan,همدان,تویسرکان,N/A,,,,,عضو کمیسیون اجتماعی,
HOR-001,منصور آرامی,Hormozgan,هرمزگان, ابوموسی / بندرعباس / حاجی‌آباد / خمیر / قشم,جبهه ایستادگی,,,,,عضو کمیسیون عمران,عضو کمیسیون اصل نودم قانون اساسی مجلس
HOR-002,محمد آشوری تازیانی,Hormozgan,هرمزگان, ابوموسی / بندرعباس / حاجی‌آباد / خمیر / قشم,جبهه متحد – اصلاح طلب ,,,,,عضو کمیسیون امنیت ملی و سیاست خارجی,
HOR-003,احمد جباری,Hormozgan,هرمزگان,بستک / بندرلنگه / پارسیان,جبهه پایداری,,,,,عضو کمیسیون عمران,
HOR-004,سیدعبدالکریم هاشمی نخل ابراهیمی,Hormozgan,هرمزگان,جاسک / رودان / میناب/ سیریک / بشاگرد,جبهه متحد,http://hashemiseyed.ir/,,,,عضو کمیسیون برنامه و بودجه و محاسبات,
HOR-005,ابوالقاسم جراره,Hormozgan,هرمزگان, ابوموسی / بندرعباس / قشم,جبهه پایداری ,,,,,عضو کمیسیون صنایع و معادن,
ISF-001,ابوالفضل ابوترابی,Isfahan,اصفهان,نجف آﺑﺎد وﺗﻴﺮان و ﻛﺮون,مستقل,http://www.abotoraby.ir/,,,,دبیر دوم کمیسیون قضایی و حقوقی,عضو کمیسیون تحقیق
ISF-002,نیره اخوان بیطرف,Isfahan,اصفهان,اصفهان,مستقل,,,,,عضو کمیسیون قضایی و حقوقی,عضو کمیسیون تحقیق
ISF-003,محمدعلی اسفنانی,Isfahan,اصفهان,ﻓﺮﻳﺪن وﭼﺎدﮔﺎن وﻓﺮﻳﺪوﻧﺸﻬﺮ,مستقل,http://maasfanani.blog.ir/,,,,سخنگو کمیسیون قضایی و حقوقی,نایب رئیس دوم کمیسیون تحقیق
ISF-004,علی ایرانپور,Isfahan,اصفهان,مبارکه,مستقل,http://www.majles9.com/news.php?cat.1,,,,عضو کمیسیون کشاورزی، آب و منابع طبیعی,
ISF-005,احمد بخشایش اردستانی,Isfahan,اصفهان,اردستان,مستقل,,http://rc.majlis.ir/fa/parliament_member/show/812250,,,عضو کمیسیون امنیت ملی و سیاست خارجی,
ISF-006,حسینعلی حاجی دلیگانی,Isfahan,اصفهان,برخوار / شاهین شهر / میمه,جبهه متحد,http://www.hamasesazan.ir/,,,,عضو کمیسیون برنامه و بودجه و محاسبات,
ISF-007, عوض حیدرپور شهرضایی,Isfahan,اصفهان,شهرضا و دهاقان و منظريه و گلشن,جبهه متحد- جبهه ایستادگی - صدای ملت,http://www.heydarpoor.com/,http://heydarpoor.parliran.ir/index.aspx?siteid=125,,,عضو کمیسیون اصل نودم قانون اساسی مجلس,دبیر دوم کمیسیون تحقیق
ISF-008,احمد سالک کاشانی,Isfahan,اصفهان,اصفهان,جبهه پایداری - جبهه متحد,http://ahmadsalek.blogfa.com/,,http://ahmadsalek.blogfa.com/page/zendeginame.aspx,,رئیس کمیسیون فرهنگی,
ISF-009,محسن صرامی فروشانی,Isfahan,اصفهان,خمینی شهر,مستقل,http://www.mohsensarami.ir/,,,,عضو کمیسیون اقتصادی,عضو کمیسیون تدوین آیین‌نامه داخلی مجلس
ISF-010,سید حمید رضا طباطبایی‌ نائینی,Isfahan,اصفهان,نائين، خور و بيابانك,جبهه متحد,http://www.tabatabaeinaeini.ir,,,,نایب رئیس اول کمیسیون قضایی و حقوقی,
ISF-011,سکینه عمرانی,Isfahan,اصفهان,سمیرم,مستقل,,,,,عضو کمیسیون کشاورزی، آب و منابع طبیعی,
ISF-012,حمیدرضا فولادگر,Isfahan,اصفهان,اصفهان,جبهه پایداری - جبهه متحد,http://www.fooladgar.ir/,,,,عضو کمیسیون صنایع و معادن,
ISF-013,محمد فیروزی,Isfahan,اصفهان,نطنز و قمصر,مستقل,http://mfiroozi.ir/,,,,دبیر اول کمیسیون عمران,
ISF-014,عباس مقتدای خوراسگانی,Isfahan,اصفهان,اصفهان,جبهه پایداری ,http://www.moghtadaie.com/Main/Default.aspx?page=1,,,,عضو کمیسیون آموزش و تحقیقات,
ISF-015,عباسعلی منصوری آرانی,Isfahan,اصفهان, کاشان، آران و بیدگل,مستقل,http://www.abbasalimansouri.ir,,,,عضو کمیسیون امنیت ملی و سیاست خارجی,
ISF-016,مجید منصوری بیدکانی,Isfahan,اصفهان,ﻟﻨﺠﺎن,مستقل,http://www.majidmansouri.ir/,,http://majidmansouri.persianblog.ir/,,عضو کمیسیون صنایع و معادن,
ISF-017,سید ناصر موسوی لارگانی,Isfahan,اصفهان,ﻓﻼورﺟﺎن,جبهه پایداری - جبهه متحد,http://www.nmousavi.com/ ,http://n-moosawi.parliran.ir/,,,عضو کمیسیون اقتصادی,
ISF-018, سید محمدحسین میرمحمدی,Isfahan,اصفهان,خوانسار / گلپایگان,جبهه ایستادگی,http://golsar.info/,,,,عضو کمیسیون اصل نودم قانون اساسی مجلس,
ISF-019,حسن کامران دستجردی,Isfahan,اصفهان,اصفهان,مستقل,,,,,عضو کمیسیون امنیت ملی و سیاست خارجی,
ISF-020,روبرت بگلریان,Isfahan,اصفهان,ﻣﺴﻴﺤﻴﺎن ارﻣﻨﻲ ﺟﻨﻮب اﻳﺮان,مستقل,,,,,عضو کمیسیون انرژی,
KER-001,حسین آذین,Kerman,کرمان,رفسنجان و انار,مستقل,http://www.drazin.ir/,http://rc.majlis.ir/fa/parliament_member/show/813689,,,عضو کمیسیون اصل نودم قانون اساسی مجلس,
KER-002, حسین امیری خامکانی,Kerman,کرمان,زرﻧﺪ وﻛﻮﻫﺒﻨﺎن,اصلاح طلب,,http://amiri.parliran.ir/index.aspx?siteid=91&pageid=540,,,عضو کمیسیون انرژی,
KER-003,محمدرضا امیری کهنوج,Kerman,کرمان,رودبار جنوب / فاریاب / قلعه گنج / منوجان / کهنوج,جبهه متحد - جبهه پایداری,,http://rc.majlis.ir/fa/parliament_member/show/701773,,,عضو کمیسیون کشاورزی، آب و منابع طبیعی,عضو کمیسیون اصل نودم قانون اساسی مجلس
KER-004,محمدرضا پورابراهیمی داورانی,Kerman,کرمان,راور و کرمان,مستقل,http://mrpourebrahimi.blogfa.com/,http://rc.majlis.ir/fa/parliament_member/show/813642,,,نایب رئیس اول کمیسیون اقتصادی,عضو کمیسیون تدوین آیین‌نامه داخلی مجلس
KER-005,شهباز حسنپور بیگلری,Kerman,کرمان,ﺳﻴﺮﺟﺎن و ﺑﺮدﺳﻴﺮ,جبهه متحد- جبهه ایستادگی - اصلاح طلب,http://www.hasanpour.com/,,,,سخنگو کمیسیون تدوین آیین‌نامه داخلی مجلس,عضو کمیسیون برنامه و بودجه و محاسبات
KER-006,محمدمهدی زاهدی,Kerman,کرمان,راور و کرمان,جبهه متحد,,http://rc.majlis.ir/fa/parliament_member/show/813644,,,رئیس کمیسیون آموزش و تحقیقات,
KER-007,فرج اله عارفی,Kerman,کرمان,جیرفت وعنبرآباد,جبهه ایستادگی,,,,, نایب رئیس دوم کمیسیون اجتماعی,
KER-008,موسی غضنفرآبادی,Kerman,کرمان,بم،  ریگان (فهرج، و نرماشیر),جبهه متحد - جبهه پایداری,,http://rc.majlis.ir/fa/parliament_member/show/701885,,,عضو کمیسیون تدوین آیین‌نامه داخلی مجلس,عضو کمیسیون قضایی و حقوقی
KER-009,حسین فتاحی,Kerman,کرمان,ﺷﻬﺮ ﺑﺎﺑﻚ ,جبهه متحد - جبهه ایستادگی,http://www.hosseinfattahi.ir/,,,,عضو کمیسیون صنایع و معادن,
KER-010,علیرضا منظری توکلی,Kerman,کرمان,بافت (رابُر و اُرزوئیه),جبهه متحد,,,,,عضو کمیسیون آموزش و تحقیقات,
KHU-001,حبیب آقاجری,Khuzestan,خوزستان,ماهشهر ،امیدیه و هندیجان,جبهه پایداری و جبهه متحد ,http://www.hajhabib.ir,,,,عضو کمیسیون انرژی,
KHU-002,محمد سعید انصاری,Khuzestan,خوزستان,آبادان,جبهه متحد,,,,,عضو کمیسیون انرژی,
KHU-003,شمس الله بهمئی,Khuzestan,خوزستان,راﻣﻬﺮﻣﺰ و راﻣﺸﻴﺮ,مستقل,,,,,سخنگو کمیسیون انرژی,عضو کمیسیون تحقیق
KHU-004,عباس پاپی زاده بالنگان  ,Khuzestan,خوزستان,دزفول,مستقل,http://www.dezmajles.ir,,,,عضو کمیسیون کشاورزی، آب و منابع طبیعی,
KHU-005, عبدالله تمیمی,Khuzestan,خوزستان,شادگان,مستقل,http://www.abdollahtamimi.com,,,,عضو کمیسیون انرژی,
KHU-006,اسماعیل جلیلی,Khuzestan,خوزستان, مسجدسليمان، لالي، انديكا و هفتكل,مستقل,http://www.dr-jalili.com,,,,دبیر دوم کمیسیون برنامه و بودجه و محاسبات,
KHU-007,سید شریف حسینی,Khuzestan,خوزستان,اهواز,جبهه ایستادگی,,,,,عضو کمیسیون صنایع و معادن,
KHU-008, سیدعیسی دارایی,Khuzestan,خوزستان,اندیمشک,مستقل,,,,,عضو کمیسیون اصل نودم قانون اساسی مجلس,
KHU-009,حجت الله درویش پور,Khuzestan,خوزستان,اﻳﺬه و ﺑﺎﻏﻤﻠﻚ,جبهه ایستادگی,,,,,عضو کمیسیون آموزش و تحقیقات,
KHU-010, حسین دهدشتی,Khuzestan,خوزستان,آبادان,مستقل,http://dr-dehdashti.ir,,,,نایب رئیس دوم کمیسیون انرژی,
KHU-011,سید محمد سادات ابراهیمی,Khuzestan,خوزستان,شوشتر، گتوند  ,جبهه ایستادگی – اصلاح طلب,http://m-sadatebrahimi.parliran.ir,,,,دبیر دوم کمیسیون کشاورزی، آب و منابع طبیعی,
KHU-012,عبداله سامری  ,Khuzestan,خوزستان,خرمشهر ,مستقل,,,,,عضو کمیسیون کشاورزی، آب و منابع طبیعی,
KHU-013, جواد سعدون زاده,Khuzestan,خوزستان,آبادان,جبهه متحد,http://www.drsadounzadeh.com,,,,عضو کمیسیون انرژی,عضو کمیسیون تحقیق
KHU-014,ناصر سودانی   ,Khuzestan,خوزستان,اهواز,جبهه پایداری و جبهه متحد ,,,,,عضو کمیسیون انرژی,
KHU-015, محمدباقر شریعتی  ,Khuzestan,خوزستان,بهبهان,مستقل,http://m-shariati.com,,,,عضو کمیسیون کشاورزی، آب و منابع طبیعی,
KHU-016, ناصر صالحی     ,Khuzestan,خوزستان,دﺷﺖ آزادﮔﺎن و ﻫﻮﻳﺰه,جبهه ایستادگی ,http://salehinasab.ir,,,,نایب رئیس اول کمیسیون کشاورزی، آب و منابع طبیعی,
