id,iso_code,identifier__freebase,identifier__fips,identifier__geonames,identifier__viaf,identifier__gnd,website,type,identifier__bnf,identifier__tgn,identifier__openstreetmap,name__vec,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__eu,name__pl,name__ko,name__fr,name__es,name__mwl,name__ms,name__it,name__gl,name__id,name__de,name__ja,name__vi,name__pnb,name__nl,name__ar,name__sv,name__pt,name__ru,name__en,name__sr_el,name__sr_ec,name__ro,name__ca,name__fi,name__uk,name__la,name__war,name__cs,name__fa,name__bg,name__an,name__da,name__sr,name__zh,name__pt_br,name__nb,name__sco,name__qu,name__hu,name__ur,name__eo,name__be,name__nan,name__li,name__ceb,name__ast,name__br,name__lad,identifier__lcauth,name__hy,name__de_ch,name__en_ca,name__en_gb,name__th,name__te,name__hi,name__tr,name__ta,name__mr,name__bn,name__el,name__si,name__gu,name__kn,name__lt,name__lv,name__bar,name__ia,name__oc,name__be_tarask,name__he,name__mk,name__cy,name__xmf,name__ka,name__az,name__tl,flag,coat_of_arms,identifier__dmoz,identifier__quora,identifier__britannica,start_date,name__jv,name__af,name__lij,name__sw,name__et,name__sq,name__kw,name__is,name__su,name__stq,name__nn,name__io,name__hr,name__kk,name__frr,name__yo,name__sh,name__sk,name__ext,name__fy,name__co,name__mg,name__sl,name__os,name__vls,name__gsw,name__gag,name__uz,name__yi,name__ce,name__sc,name__tt,name__ky,name__ga,name__yue,name__ckb,name__kk_cyrl,name__mn,name__tg_cyrl,name__bs,name__tk,name__nds_nl,name__hak,name__zea,name__tg,name__am,name__hsb,name__wuu,name__fo,name__lb,name__gd,name__se,name__sah,name__scn,name__nov,name__zu,name__ie,name__csb,name__arz,name__mrj,name__ba,name__jam,name__my,name__diq,name__lfn
Q25263,PT-20,/m/014l9,PO23,3373385,155905425,4004066-5,http://www.azores.gov.pt/,autonomous region of Portugal,118621418,7003833,1629146,,,,亞速爾,,,亞速群島,Azoreak,Azory,아소르스 제도,Açores,Azores,Açores,Azores,Azzorre,Azores,Azores,Azoren,アゾレス諸島,Açores,ازور,Azoren,الأزور,Azorerna,Região Autónoma dos Açores,Азорские острова,Azores,,,Azore,Açores,Azorit,Азорські острови,Azores,Azores,Azory,آزور,Азорски острови,Azores,Azorerne,Азорска острва,亚速尔群岛,,Asorene,Azores,,Azori-szigetek,آزورس,Acoroj,Азорскія астравы,Açores,Azore,Azores,Azores,Azorez,,n50000028,Ազորյան կղզիներ,,,,อะโซร์ส,అజోరెస్,एज़ोरेस,Azorlar,அஸோர்ஸ்,असोरेस,অ্যাজোরেস,Αζόρες,ඇසෝර්ස්,એઝોર્સ,ಅಝೊರ್ಸ್,Azorai,Azoru salas,,Region autonome Azores,Açòres,Азорскія астравы,האיים האזוריים,Азори,Azores,აზორიშ კოკეფი,აზორის კუნძულები,Azor adaları,Azores,https://upload.wikimedia.org/wikipedia/commons/6/6c/Flag_of_the_Azores.svg,https://upload.wikimedia.org/wikipedia/commons/d/d5/Azr.png,World/Português/Regional/Europa/Portugal/Regiões_Autónomas/Açores/,Azores-Islands,place/Azores,1976,Azores,Asore,Isoe Azöe,Azori,Assoorid,Ishujt Azore,Ynysek Açores,Asóreyjar,Asores,Azoren,Asorane,Acori,Azori,Азор аралдары,Azoren,Àwọn Azore,Azori,Azory,Açoris,Azoaren,Azore,Asaoro,Azori,Азоры сакъадæхтæ,Azôorn,Azore,Azorlar,Azor orollari,אזארן,Азоран гӀайренаш,Azorras,Азор утраулары,Aзор аралдары,Na hAsóir,亞速爾,دوورگەکانی ئەزوور,Азор аралдары,Азорын арлууд,Озур,Azores,Azor adalary,Azoren,Açores,Azoôr'n,Ҷазираҳои Азор,አዞሬስ,Acory,亚速尔群岛,Azorurnar,Azoren,,,,,,,,,,,,,,,
Q26253,PT-30,/m/04_z1,PO10,2593105,,,http://www.madeira.gov.pt/,autonomous region of Portugal,,7003831,1629145,,,,,,,,Madeira,Madera,마데이라 제도,Madère,Madeira,Region Outónoma de la Madeira,Madeira,Madera,Rexión Autónoma da Madeira,Madeira,Autonome Region Madeira,マデイラ諸島,Madeira,مادیرا,Madeira,ماديرا,Madeira,Região Autónoma da Madeira,Мадейра,Madeira,,,Madeira,Madeira,Madeira,Мадейра,Insulae Materiae,Madeira,Madeira,مادیرا,Мадейра,Madeira,Madeira,Мадеира,馬德拉,Região Autónoma da Madeira,Madeira,Madeira,Madeira,Madeira-szigetek,مادیعیرا,Madejro,Мадэйра,Madeira,Madeira,Madeira,Madeira,Madeira,,,Մադեյրա,Autonome Region Madeira,Madeira,Madeira,มาเดรา,,मदेरा,Madeira Adaları,மதீரா,मादेईरा,,Μαδέρα,,,,Madeira,Madeira,Madeira,Madeira,Archipèla de Madèira,Мадэйра,מדיירה,Мадеира,Madeira,მადეირა,მადეირა,Madeyra,Madeira,https://upload.wikimedia.org/wikipedia/commons/a/a4/Flag_of_Madeira.svg,https://upload.wikimedia.org/wikipedia/commons/0/02/Coat_of_arms_of_Madeira.png,Regional/Europe/Portugal/Madeira/,,,1976,Madeira,Madeiraeilande,Madeira,Visiwa vya Madeira,Madeira,Ishujt Medeira,Madeira,Madeiraeyjar,Madeira,,Madeira,Madeira,Madeira,,Regiuun Madeira,Madeira,Madeira,Madeira,Madeira,Madeara,Madera,Madera,Madeira,Мадейрæ,,Madeira,Madeira adaları,,,,Madeira,Мадейра,Мадейра аралдар тобу,Maidéara,馬德拉,دوورگەکانی مادیرا,,,,Madeira,,Madeira,Madeira,Madeira,,ማደይራ,,马德拉,Madeira,,Madeira,Madeira,Мадейра,Madera,Madeira,IMadira,Madeira,Madéra,ماديرا,Мадейра,Мадейра,Madeira,မဒီးရကျွန်းများ,Madeira,Isolas Madera
Q273525,PT-18,/m/05xmj5,PO22,2732264,151292743,4472444-5,http://www.gov-civil-viseu.pt/,district of Portugal,12518521s,,3920285,,维塞乌区,維塞烏區,維塞烏區,维塞乌区,维塞乌区,維塞烏區,Viseu,Dystrykt Viseu,비제우현,Viseu,Distrito de Viseu,Çtrito de Biseu,Daerah Viseu,distretto di Viseu,Distrito de Viseu,Distrik Viseu,Distrikt Viseu,ヴィゼウ県,Viseu,ضلع ویسیؤ,Viseu,محافظة فيسيو,Viseu,Distrito de Viseu,Визеу,Viseu District,Vizeu,Визеу,Districtul Viseu,districte de Viseu,Viseun piiri,Візеу,Verurium,Viseu,,,Визеу,Destrito de Viseu,Viseu District,Визеу,維塞烏區,,Viseu,Viseu Destrict,Viseu distritu,Viseu,ویزیو ضلع,Distrikto Viseu,акруга Візеу,Viseu Koān,Viseu,Distrito de Viseu,Distritu de Viseu,Distrig Viseu,Viseu,n82081242,,,,,วีเซว,విసియూ జిల్లా,विसू जिला,Viseu District,விஸு  மாவட்டம்,विझू जिल्हा,ভিসেউ জেলা,Βισέου,විසෙයු දිස්ත්‍රික්කය,વિઝુ જિલ્લો,ವೈಸು ಜಿಲ್ಲೆ,Vizou apskritis,Viseu distrikts,Distrikt Viseu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q273529,PT-05,/m/04z0mx,PO06,2269513,147804520,7657360-6,http://www.gov-civil-castelobranco.pt/,district of Portugal,15070963p,,4104644,,布朗库堡区,布朗庫堡區,布朗庫堡區,布朗库堡区,布朗库堡区,布朗庫堡區,Castelo Branco,Dystrykt Castelo Branco,카스텔루브랑쿠현,Castelo Branco,Distrito de Castelo Branco,Çtrito de Castielho Branco,Daerah Castelo Branco,distretto di Castelo Branco,Distrito de Castelo Branco,Distrik Castelo Branco,Distrikt Castelo Branco,カステロ・ブランコ県,Castelo Branco,ضلع کاستیلو برانکو,Castelo Branco,محافظة كاستيلو برانكو,Castelo Branco,Distrito de Castelo Branco,Каштелу-Бранку,Castelo Branco District,Kastelo Branko,Кастело Бранко,Districtul Castelo Branco,districte de Castelo Branco,Castelo Brancon piiri,Каштелу-Бранку,Albicastrum,Castelo Branco,,,Кащелу Бранку,Destrito de Castelo Branco,Castelo Branco District,Кастело Бранко,布朗庫堡區,Distrito de Castelo Branco,Castelo Branco,,Castelo Branco distritu,Castelo Branco,کاشتیلو برانکو ضلع,distrikto Castelo Branco,акруга Каштэлу-Бранку,Castelo Branco Koān,Castelo Branco,Distrito de Castelo Branco,,Distrig Castelo Branco,Castelo Branco,n85003722,,Distrikt Castelo Branco,Castelo Branco District,Castelo Branco District,เขตเคสเตโล บรานโค,కాస్టెలో బ్రాంకో జిల్లా,कास्टेलो ब्रैंको जिला,Castello Branco District,காஸ்டெல்லோ  ப்ரான்க்கோ  மாவட்டம்,कॅस्टेलो ब्रॅंको जिल्हा,কাস্টেলো ব্রাঙ্কো জেলা,Καστέλο Μπράνκο,කැස්ටෙලෝ බ්‍රන්කෝ දිස්ත්‍රික්කය,કાસ્ટેલો બ્રાન્કો જિલ્લો,ಕ್ಯಾಸ್ಟೆಲೊ ಬ್ರಾಂಕೊ ಜಿಲ್ಲೆ,Kastelo Branko apskritis,Kaštelu Branku distrikts,Distrikt Castelo Branco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q273533,PT-09,/m/05xmcw,PO11,2738782,140735453,4468254-2,http://www.gov-civ-guarda.pt/,district of Portugal,119520351,,3905924,,瓜达区,瓜達區,瓜達區,瓜达区,瓜达区,瓜達區,Guarda,Dystrykt Guarda,구아르다현,Guarda,Distrito de Guarda,Çtrito de la Guarda,Daerah Guarda,distretto di Guarda,Distrito da Guarda,Distrik Guarda,Distrikt Guarda,グアルダ県,Guarda,ضلع گوآردا,Guarda,محافظة غواردا,Guarda,Distrito da Guarda,Гуарда,Guarda District,Gvarda,Гварда,Districtul Guarda,districte de Guarda,Guardan piiri,Гуарда,Custodia,Guarda,,,Гуарда,Destrito de Guarda,,Гварда,瓜達區,Distrito da Guarda,Guarda,,Guarda distritu,Guarda,گواردا ضلع,Distrikto Guarda,акруга Гуарда,Guarda Koān,Guarda,Distrito da Guarda,Distritu de Guarda,Distrig Guarda,Guarda,n82006081,,Distrikt Guarda,Guarda District,Guarda District,,,,,,,,,,,,,,Distrikt Guarda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q274109,PT-15,/m/017927,PO19,2262961,129002836,4491399-0,,district of Portugal,13577496j,,5143590,,塞图巴尔区,塞圖巴區,塞圖巴爾區,塞图巴尔区,塞图巴尔区,塞圖巴區,Setubal,Dystrykt Setúbal,세투발현,Setúbal,Setúbal,Çtrito de Setúbal,Daerah Setúbal,distretto di Setúbal,Setúbal,Distrik Setúbal,Distrikt Setúbal,セトゥーバル県,Setúbal,ضلع سیتوبال,Setúbal,محافظة سيتوبال,Setúbal,Distrito de Setúbal,Сетубал,Setúbal District,Setubal,Сетубал,Districtul Setúbal,Setúbal,Setúbalin piiri,Сетубальський округ,Caetobriga,Setúbal,,,Сетубал,Destrito de Setúbal,Setúbal District,Сетубал,塞圖巴爾區,,Setúbal,Setúbal Destrict,Setúbal distritu,Setúbal,سیتوبال ضلع,distrikto Setúbal,акруга Сетубал,Setúbal Koān,Setúbal,Distrito de Setúbal,Distritu de Setúbal,Distrig Setúbal,Setúbal,n80070834,,,,Setúbal District,เมืองเซตูเบล,సెటుబల్ జిల్లా,सेतुबल जिला,Setubal District,சேட்டுபால் மாவட்டம்,सेतुबल जिल्हा,সেতোবাল জেলা,Σετούμπαλ,සෙටුබල් දිස්ත්‍රික්කය,સેતુબલ જિલ્લો,ಸೆಟುಬಾಲ್ ಜಿಲ್ಲೆ,Setubalo apskritis,Setubalas distrikts,,,,Сэтубальскі раён,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q274118,PT-07,/m/04nthy,PO08,2268404,141910924,4085640-9,http://www.gov-civil-evora.gov.pt/,district of Portugal,12323990c,,5130767,,埃武拉区,埃武拉區,埃武拉區,埃武拉区,埃武拉区,埃武拉區,Evora,Dystrykt Évora,에보라현,Évora,Distrito de Évora,Çtrito de Ébora,Daerah Évora,distretto di Évora,Distrito de Évora,Distrik Évora,Distrikt Évora,エヴォラ県,Évora,ضلع ایوورا,Évora,محافظة إيفورا,Évora,Distrito de Évora,Эвора,Évora District,Evora,Евора,Districtul Évora,Districte d'Évora,Évoran piiri,Евора,Ebora,Évora,,ناحیه اوورا,Евура,Destrito d'Évora,Évora District,Евора,埃武拉區,Distrito de Évora,Évora,,,Évora,ایورا ضلع,distrikto Évora,акруга Эвара,Évora Koān,Évora,Distrito de Évora,,Distrig Évora,Évora,n82020619,,Distrikt Évora,Évora District,Évora District,แอวูรา,ఇవోరా జిల్లా,एवोरा जिला,évora District,ஏவோரா   மாவட்டம்,एव्होरा जिल्हा,এভোরা জেলা,Έβορα,එවොරා දිස්ත්‍රික්කය,ઇવોરા જિલ્લો,ಎವೊರಾ ಜಿಲ್ಲೆ,Evoros apskritis,Evoras distrikts,Distrikt Évora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q321455,PT-02,/m/04ntf4,PO03,2270984,146655021,7658895-6,http://www.gov-civil-beja.pt/,district of Portugal,12075549t,1000810,5134927,,贝雅区,貝雅區,貝雅區,贝雅区,贝雅区,貝雅區,Beja,Dystrykt Beja,베자현,Beja,Distrito de Beja,Çtrito de Beija,Daerah Beja,distretto di Beja,Distrito de Beja,Distrik Beja,Distrikt Beja,ベージャ県,Beja,ضلع بیجا,Beja,محافظة بيجا,Beja,Distrito de Beja,Бежа,Beja District,Beža,Бежа,Districtul Beja,districte de Beja,Bejan piiri,Бежа,Pax Iulia,Beja,,,Бежа,Destrito de Beja,Beja District,Бежа,貝雅區,Distrito de Beja,Beja,Beja Destrict,Beja distritu,Beja,بیجا ضلع,distrikto Beja,акруга Бежа,Beja Koān,Beja,Distrito de Beja,,Distrig Beja,Beja,n85302954,,Distrikt Beja,Beja District,Beja District,เบจา,బేజా జిల్లా,बेजा जिला,Beja District,பெஜா மாவட்டம்,बेजा जिल्हा,বেজা জেলা,Μπέτζα,බෙජා දිස්ත්‍රික්කය,બેજા જિલ્લો,ಬೇಜಾ ಜಿಲ್ಲೆ,Bežos apskritis,Bedžas distrikts,,,,,בז'ה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q322792,PT-13,/m/05xnnh,PO17,2735941,137219723,4383136-9,http://www.govcivilporto.gov.pt/,district of Portugal,,,3459013,,波尔图区,波爾圖區,波圖區,波尔图区,波尔图区,奧波多區,Porto,,포르투현,Porto,Distrito de Oporto,Çtrito de l Porto,Daerah Porto,distretto di Porto,Distrito do Porto,Distrik Porto,Distrikt Porto,ポルト県,Porto,ضلع پورتو,Porto,محافظة بورتو,Porto,Distrito do Porto,Порту,Porto District,Porto,Порто,Districtul Porto,districte de Porto,Porton piiri,Порту,Portus Cale,Porto,,,Порту,Destrito de Porto,,Порто,波爾圖區,Distrito do Porto,Porto,Porto Destrict,Porto distritu,,پورتو ضلع,distrikto Porto,акруга Порту,Porto Koān,Porto,Distrito do Porto,Distritu de Porto,Distrig Porto,Oporto,n81112475,,Distrikt Porto,Porto District,Porto District,,,,,,,,,,,,,,,,,,,Порто,Ardal Porto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q326203,PT-03,/m/05xnnz,PO04,2742031,124378399,4471748-9,http://www.gov-civil-braga.pt/,district of Portugal,119492770,,3738284,,布拉加区,布拉加區,布拉加區,布拉加区,布拉加区,布拉加區,Braga,Dystrykt Braga,브라가현,Braga,Distrito de Braga,Çtrito de Braga,Daerah Braga,distretto di Braga,Distrito de Braga,Distrik Braga,Distrikt Braga,ブラガ県,Braga,ضلع براگا,Braga,محافظة براغا,Braga,Distrito de Braga,Брага,Braga District,Braga,Брага,Districtul Braga,Districte de Braga,Bragan piiri,Бразький округ,,Braga,,,Брага,Destrito de Braga,Braga District,Брага,布拉加區,Distrito de Braga,Braga,,Braga distritu,Braga,براگا ضلع,distrikto Braga,акруга Брага,Braga Koān,Braga,Distrito de Braga,Distritu de Braga,Distrig Braga,Braga,n83228841,,Distrikt Braga,Braga District,Braga District,บรากา,బ్రాగా జిల్లా,ब्रागा जिला,Braga District,ப்ராக மாவட்டம்,ब्रागा जिल्हा,ব্রাগা জেলা,Μπράγκα,බ්‍රගා දිස්ත්‍රික්කය,બ્રેગા જિલ્લો,ಬ್ರಾಗಾ ಜಿಲ್ಲೆ,Bragos apskritis,Bragas distrikts,,,,,,,,ბრაგა,ბრაგა,Braqa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q326214,PT-16,/m/05xnrj,PO20,2732772,131423850,7655772-8,http://www.gov-civil-viana.pt/,district of Portugal,15059435t,,3898131,,维亚纳堡区,維亞納堡區,維亞納堡區,维亚纳堡区,维亚纳堡区,維亞納堡區,Viana do Castelo,Dystrykt Viana do Castelo,비아나두카스텔루현,Viana do Castelo,Distrito de Viana do Castelo,Çtrito de Biana de l Castielho,Daerah Viana do Castelo,distretto di Viana do Castelo,Distrito de Viana do Castelo,Distrik Viana do Castelo,Distrikt Viana do Castelo,ヴィアナ・ド・カステロ県,Viana do Castelo,ضلع ویانا دو کاستیلو,Viana do Castelo,محافظة فيانادو كاستيلو,Viana do Castelo,Distrito de Viana do Castelo,Виана-ду-Каштелу,Viana do Castelo District,Vijana do Kastelo,Вијана до Кастело,Districtul Viana do Castelo,Districte de Viana do Castelo,Viana do Castelon piiri,Віана-ду-Каштелу,,Viana do Castelo,,,Виана ду Кащелу,Destrito de Viana do Castelo,Viana do Castelo District,Вијана до Кастело,維亞納堡區,,Viana do Castelo,,Viana do Castelo distritu,Viana do Castelo,ویانا دو کاشتیلو ضلع,distrikto Viana do Castelo,,Viana do Castelo Koān,Viana do Castelo,Distrito de Viana do Castelo,Distritu de Viana do Castelo,Distrig Viana do Castelo,Viana do Castelo,n85313237,,,,,เวียนาดูกัชเตลู,వియానా డూ కాస్టెలో జిల్లా,वियाना डो कैस्टेलो जिला,Viano do Castelo District,வியான டூ  காஸ்டெல்லோ  மாவட்டம்,वियाना ना कास्टेलो जिल्हा,ভিয়ানা ডু কাস্টেলো জেলা,Βιάνα ντο Καστέλο,වියානා ඩො කැස්ටෙලෝ දිස්ත්‍රික්කය,વિયાના દો કાસ્ટેલો જિલ્લો,ವಿಯಾನಾ ಕ್ಯಾಸ್ಟೆಲೊ ಡಿಸ್ಟ್ರಿಕ್ಟ್,Vijanos de Kastelo apskritis,Viana du Kaštelu distrikts,,,Districte de Viana do Castelo,,,,,ვიანა-დუ-კაშტელუ,ვიანა-დუ-კაშტელუ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q373528,PT-04,/m/05xmm4,PO05,2742026,145460758,4462374-4,http://www.gov-civil-braganca.pt/,district of Portugal,11970334f,,3905929,,布拉干萨区,布拉干薩區,布拉干薩區,布拉干萨区,布拉干萨区,布拉干薩區,Bragantza,Dystrykt Bragança,브라간사현,Bragance,Distrito de Braganza,Çtrito de Bergáncia,Daerah Bragança,distretto di Braganza,Distrito de Braganza - Bragança,Distrik Bragança,Distrikt Bragança,ブラガンサ県,Bragança,ضلع براگانچا,Bragança,محافظة براغانزا,Bragança,Distrito de Bragança,Браганса,Bragança District,Bragansa,Браганса,Districtul Bragança,Districte de Bragança,Bragançan piiri,Браганський округ,Brigantia,Braganza,,,Браганса,Destrito de Bragança,,Браганса,布拉干薩區,Distrito de Bragança,Bragança,,Bragança distritu,Bragança,براگانسا ضلع,distrikto Bragança,акруга Браганса,Bragance Koān,Bragança,Distrito de Bragança,Distritu de Bergancia,Distrig Bragança,Braganza,n83236694,,Distrikt Bragança,Bragança District,Bragança District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q379372,PT-17,/m/05xmmm,PO21,2732437,244298137,4674948-2,http://www.gov-civil-vilareal.pt/,district of Portugal,,,3967823,,雷亚尔城区,雷亞爾城區,雷亞爾城區,雷亚尔城区,雷亚尔城区,雷亞爾城區,Vila Real,Dystrykt Vila Real,빌라헤알현,Vila Real,Distrito de Vila Real,Çtrito de Bila Rial,Daerah Vila Real,distretto di Vila Real,Distrito de Vila Real,Distrik Vila Real,Distrikt Vila Real,ヴィラ・レアル県,Vila Real,ضلع ولا ریئل,Vila Real,محافظة فيلا ريال,Vila Real,Distrito de Vila Real,Вила-Реал,Vila Real District,Vila Real,Вила Реал,Districtul Vila Real,districte de Vila Real,Vila Realin piiri,Віла-Реал,Villa Regia,Vila Real,,,Виля Реал,Destrito de Vila Real,,Вила Реал,雷亞爾城區,,Vila Real,,Vila Real distritu,,ویلا ریال ضلع,Distrikto Vila Real,акруга Віла-Рэал,Vila Real Koān,Vila Real,Distrito de Vila Real,Distritu de Vila Real,Distrig Vila Real,Vila Real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4058447,,,,,,,,autonomous region of Portugal,,,7487702,,,,,,,,,,,Archipel des Açores,Azores,,,,,,,アゾレス,,,,,,Açores,Азорские острова (автономный регион),Azores,,,,Açores,,,,,,,,,,,,,,,,,,Acoroj,,,,Azores,,,,,,,,,,,,,,,,,,,,,Azoru,,Archipelago Azores,,,,,,,,,Azores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4348932,,/m/026jl25,,,,,,district of Portugal,,,,,,,,,,,,,,,Distrito de Ponta Delgada,,,,,,,,,,,,,Distrito de Ponta Delgada,,Ponta Delgada,,,,,Ponta Delgadan piiri,,,,,,,,,,,,,,,,,,,,,Ponta Delgada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4412409,,,,,,,,district of Portugal,,,,,,,,,,,,distrito da horta,,,,,,,,,,,,,,,,Distrito da Horta,,Horta,,,,,Hortan piiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
