id,name,wikipedia__pl,term,party,source,area,area_id,start_date,end_date,replaced
damian-raczkowski,Damian Raczkowski,Damian Raczkowski,5,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo podlaskie 24,24-5,,,
elżbieta-radziszewska,Elżbieta Radziszewska,Elżbieta Radziszewska,5,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo łódzkie 10,10-5,,,
ireneusz-raś,Ireneusz Raś,Ireneusz Raś,5,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo małopolskie 13,13-5,,,
jan-rokita,Jan Rokita,Jan Rokita,5,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo małopolskie 13,13-5,,,
halina-rozpondek,Halina Rozpondek,Halina Rozpondek,5,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo śląskie 28,28-5,,,
jakub-rutnicki,Jakub Rutnicki,Jakub Rutnicki,5,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo wielkopolskie 38,38-5,,,
arkadiusz-rybicki,Arkadiusz Rybicki,Arkadiusz Rybicki,5,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo pomorskie 25,25-5,,,
sławomir-rybicki,Sławomir Rybicki,Sławomir Rybicki,5,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo warmińsko-mazurskie 35,35-5,,,
zbigniew-rynasiewicz,Zbigniew Rynasiewicz,Zbigniew Rynasiewicz,5,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo podkarpackie 23,23-5,,,
jan-rzymełka,Jan Rzymełka,Jan Rzymełka,5,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo śląskie 31,31-5,,,
wojciech-saługa,Wojciech Saługa,Wojciech Saługa,5,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo śląskie 32,32-5,,,
beata-sawicka,Beata Sawicka,Beata Sawicka,5,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo dolnośląskie 1,1-5,,,
grzegorz-schetyna,Grzegorz Schetyna,Grzegorz Schetyna,5,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo dolnośląskie 1,1-5,,,
henryk-siedlaczek,Henryk Siedlaczek,Henryk Siedlaczek,5,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo śląskie 30,30-5,,,
krystyna-skowrońska,Krystyna Skowrońska,Krystyna Skowrońska,5,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo podkarpackie 23,23-5,,,
joanna-skrzydlewska,Joanna Skrzydlewska,Joanna Skrzydlewska,5,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo łódzkie 9,9-5,,,
andrzej-smirnow,Andrzej Smirnow,Andrzej Smirnow,5,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo mazowieckie 20,20-5,,,
lidia-staroń,Lidia Staroń,Lidia Staroń,5,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo warmińsko-mazurskie 35,35-5,,,
michał-stuligrosz,Michał Stuligrosz,Michał Stuligrosz,5,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo wielkopolskie 39,39-5,,,
waldemar-szadny,Waldemar Szadny,Waldemar Szadny,5,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo lubuskie 8,8-5,,,
tomasz-szczypiński,Tomasz Szczypiński,Tomasz Szczypiński,5,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo małopolskie 13,13-5,,,
adam-szejnfeld,Adam Szejnfeld,Adam Szejnfeld,5,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo wielkopolskie 38,38-5,,,
jakub-szulc,Jakub Szulc,Jakub Szulc,5,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo dolnośląskie 2,2-5,,,
krystyna-szumilas,Krystyna Szumilas,Krystyna Szumilas,5,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo śląskie 29,29-5,,,
iwona-Śledzińska-katarasińska,Iwona Śledzińska-Katarasińska,Iwona Śledzińska-Katarasińska,5,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo łódzkie 9,9-5,,,
paweł-Śpiewak,Paweł Śpiewak,Paweł Śpiewak,5,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo mazowieckie 19,19-5,,,
maciej-Świątkowski,Maciej Świątkowski,Maciej Świątkowski,5,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo kujawsko-pomorskie 4,4-5,,,
jan-tomaka,Jan Tomaka,Jan Tomaka,5,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo podkarpackie 23,23-5,,,
tomasz-tomczykiewicz,Tomasz Tomczykiewicz,Tomasz Tomczykiewicz,5,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo śląskie 27,27-5,,,
donald-tusk,Donald Tusk,Donald Tusk,5,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo pomorskie 25,25-5,,,
robert-tyszkiewicz,Robert Tyszkiewicz,Robert Tyszkiewicz,5,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo podlaskie 24,24-5,,,
jarosław-urbaniak,Jarosław Urbaniak,Jarosław Urbaniak,5,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo wielkopolskie 36,36-5,,,
jarosław-wałęsa,Jarosław Wałęsa,Jarosław Wałęsa,5,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo pomorskie 25,25-5,,,
ewa-więckowska,Ewa Więckowska,Ewa Więckowska,5,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo śląskie 29,29-5,,,
wojciech-wilk,Wojciech Wilk,Wojciech Wilk,5,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo lubelskie 6,6-5,,,
ewa-wolak,Ewa Wolak,Ewa Wolak,5,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo dolnośląskie 3,3-5,,,
marek-wójcik,Marek Wójcik,Marek Wójcik,5,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo śląskie 31,31-5,,,
eugeniusz-wycisło,Eugeniusz Wycisło,Eugeniusz Wycisło,5,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo śląskie 30,30-5,,,
jan-wyrowiński,Jan Wyrowiński,Jan Wyrowiński,5,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo kujawsko-pomorskie 5,5-5,,,
jadwiga-zakrzewska,Jadwiga Zakrzewska,Jadwiga Zakrzewska,5,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo mazowieckie 20,20-5,,,
krzysztof-zaremba,Krzysztof Zaremba,Krzysztof Zaremba,5,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo zachodniopomorskie 41,41-5,,,
bogdan-zdrojewski,Bogdan Zdrojewski,Bogdan Zdrojewski,5,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo dolnośląskie 3,3-5,,,
anna-zielińska-głębocka,Anna Zielińska-Głębocka,Anna Zielińska-Głębocka,5,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo pomorskie 25,25-5,,,
wojciech-ziemniak,Wojciech Ziemniak,Wojciech Ziemniak,5,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo wielkopolskie 36,36-5,,,
stanisław-Żmijan,Stanisław Żmijan,Stanisław Żmijan,5,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo lubelskie 7,7-5,,,
anita-błochowiak,Anita Błochowiak,Anita Błochowiak,5,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo łódzkie 11,11-5,,,
kazimierz-chrzanowski,Kazimierz Chrzanowski,Kazimierz Chrzanowski,5,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo małopolskie 13,13-5,,,
grażyna-ciemniak,Grażyna Ciemniak,Grażyna Ciemniak,5,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo kujawsko-pomorskie 4,4-5,,,
eugeniusz-czykwin,Eugeniusz Czykwin,Eugeniusz Czykwin,5,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo podlaskie 24,24-5,,,
piotr-gadzinowski,Piotr Gadzinowski,Piotr Gadzinowski,5,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo mazowieckie 19,19-5,,,
tomasz-garbowski,Tomasz Garbowski,Tomasz Garbowski,5,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo opolskie 21,21-5,,,
witold-gintowt-dziewałtowski,Witold Gintowt-Dziewałtowski,Witold Gintowt-Dziewałtowski,5,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo warmińsko-mazurskie 34,34-5,,,
henryk-gołębiewski-(polityk),Henryk Gołębiewski,Henryk Gołębiewski (polityk),5,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo dolnośląskie 2,2-5,,,
tadeusz-iwiński,Tadeusz Iwiński,Tadeusz Iwiński,5,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo warmińsko-mazurskie 35,35-5,,,
ewa-maria-janik,Ewa Janik,Ewa Maria Janik,5,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo śląskie 28,28-5,,,
elżbieta-jankowska,Elżbieta Jankowska,Elżbieta Jankowska,5,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo łódzkie 9,9-5,,,
izabela-jaruga-nowacka,Izabela Jaruga-Nowacka,Izabela Jaruga-Nowacka,5,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo pomorskie 26,26-5,,,
sławomir-jeneralski,Sławomir Jeneralski,Sławomir Jeneralski,5,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo kujawsko-pomorskie 4,4-5,,,
wiesław-jędrusik,Wiesław Jędrusik,Wiesław Jędrusik,5,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo śląskie 32,32-5,,,
ryszard-kalisz,Ryszard Kalisz,Ryszard Kalisz,5,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo mazowieckie 19,19-5,,,
witold-klepacz,Witold Klepacz,Witold Klepacz,5,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo śląskie 32,32-5,,,
jan-kochanowski-(polityk),Jan Kochanowski,Jan Kochanowski (polityk),5,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo lubuskie 8,8-5,,,
janusz-krasoń,Janusz Krasoń,Janusz Krasoń,5,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo dolnośląskie 3,3-5,,,
grzegorz-kurczuk,Grzegorz Kurczuk,Grzegorz Kurczuk,5,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo lubelskie 6,6-5,,,
krystian-Łuczak,Krystian Łuczak,Krystian Łuczak,5,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo kujawsko-pomorskie 5,5-5,,,
krystyna-Łybacka,Krystyna Łybacka,Krystyna Łybacka,5,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo wielkopolskie 39,39-5,,,
wacław-martyniuk,Wacław Martyniuk,Wacław Martyniuk,5,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo śląskie 29,29-5,,,
henryk-milcarz,Henryk Milcarz,Henryk Milcarz,5,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo świętokrzyskie 33,33-5,,,
tadeusz-motowidło,Tadeusz Motowidło,Tadeusz Motowidło,5,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo śląskie 30,30-5,,,
grzegorz-napieralski,Grzegorz Napieralski,Grzegorz Napieralski,5,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo zachodniopomorskie 41,41-5,,,
wojciech-olejniczak,Wojciech Olejniczak,Wojciech Olejniczak,5,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo łódzkie 11,11-5,,,
małgorzata-ostrowska-(polityk),Małgorzata Ostrowska,Małgorzata Ostrowska (polityk),5,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo pomorskie 25,25-5,,,
artur-ostrowski,Artur Ostrowski,Artur Ostrowski,5,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo łódzkie 10,10-5,,,
sylwester-pawłowski,Sylwester Pawłowski,Sylwester Pawłowski,5,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo łódzkie 9,9-5,,,
jacek-piechota,Jacek Piechota,Jacek Piechota,5,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo zachodniopomorskie 41,41-5,,,
katarzyna-piekarska,Katarzyna Piekarska,Katarzyna Piekarska,5,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo mazowieckie 19,19-5,,,
stanisław-piosik,Stanisław Piosik,Stanisław Piosik,5,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo wielkopolskie 38,38-5,,,
wojciech-pomajda,Wojciech Pomajda,Wojciech Pomajda,5,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo podkarpackie 22,22-5,,,
stanisława-prządka,Stanisława Prządka,Stanisława Prządka,5,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo mazowieckie 18,18-5,,,
stanisław-rydzoń,Stanisław Rydzoń,Stanisław Rydzoń,5,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo małopolskie 12,12-5,,,
joanna-senyszyn,Joanna Senyszyn,Joanna Senyszyn,5,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo pomorskie 26,26-5,,,
szczepan-skomra,Szczepan Skomra,Szczepan Skomra,5,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo lubelskie 7,7-5,,,
stanisław-stec,Stanisław Stec,Stanisław Stec,5,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo wielkopolskie 38,38-5,,,
władysław-stępień,Władysław Stępień,Władysław Stępień,5,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo podkarpackie 23,23-5,,,
włodzimierz-stępień,Włodzimierz Stępień,Włodzimierz Stępień,5,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo świętokrzyskie 33,33-5,,,
marek-strzaliński,Marek Strzaliński,Marek Strzaliński,5,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo podlaskie 24,24-5,,,
wiesław-szczepański,Wiesław Szczepański,Wiesław Szczepański,5,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo wielkopolskie 36,36-5,,,
jerzy-szmajdziński,Jerzy Szmajdziński,Jerzy Szmajdziński,5,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo dolnośląskie 1,1-5,,,
jan-szwarc,Jan Szwarc,Jan Szwarc,5,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo śląskie 27,27-5,,,
jolanta-szymanek-deresz,Jolanta Szymanek-Deresz,Jolanta Szymanek-Deresz,5,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo mazowieckie 16,16-5,,,
michał-tober,Michał Tober,Michał Tober,5,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo mazowieckie 20,20-5,,,
tadeusz-tomaszewski-(poseł),Tadeusz Tomaszewski,Tadeusz Tomaszewski (poseł),5,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo wielkopolskie 37,37-5,,,
jerzy-wenderlich,Jerzy Wenderlich,Jerzy Wenderlich,5,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo kujawsko-pomorskie 5,5-5,,,
marek-wikiński,Marek Wikiński,Marek Wikiński,5,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo mazowieckie 17,17-5,,,
bogusław-wontor,Bogusław Wontor,Bogusław Wontor,5,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo lubuskie 8,8-5,,,
grzegorz-woźny,Grzegorz Woźny,Grzegorz Woźny,5,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo wielkopolskie 36,36-5,,,
stanisław-wziątek,Stanisław Wziątek,Stanisław Wziątek,5,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo zachodniopomorskie 40,40-5,,,
zbyszek-zaborowski,Zbyszek Zaborowski,Zbyszek Zaborowski,5,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo śląskie 31,31-5,,,
ryszard-zbrzyzny,Ryszard Zbrzyzny,Ryszard Zbrzyzny,5,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_V_kadencji,Województwo dolnośląskie 1,1-5,,,
