id,source,party_id,party,name,wikipedia__tr,area,term
bayram_Özçelik,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Bayram Özçelik,Bayram Özçelik,Burdur,22
bayramali_meral,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Bayramali Meral,Bayramali Meral,Ankara,22
bekir_bozdağ,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Bekir Bozdağ,Bekir Bozdağ,Yozgat,22
berhan_Şimşek,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Berhan Şimşek,Berhan Şimşek,İstanbul,22
beşir_atalay,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Beşir Atalay,Beşir Atalay,Ankara,22
bihlun_tamaylıgil,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Bihlun Tamaylıgil,Bihlun Tamaylıgil,İstanbul,22
binali_yıldırım,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Binali Yıldırım,Binali Yıldırım,İstanbul,22
birgen_keleş,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Birgen Keleş,Birgen Keleş,İstanbul,22
burhan_kuzu,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Burhan Kuzu,Burhan Kuzu,İstanbul,22
burhan_kılıç,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Burhan Kılıç,"",Antalya,22
bülent_arınç,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Bülent Arınç,Bülent Arınç,Manisa,22
bülent_baratalı,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Bülent Baratalı,"",İzmir,22
bülent_gedikli,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Bülent Gedikli,Bülent Gedikli,Ankara,22
bülent_hasan_tanla,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Bülent Hasan Tanla,Bülent Hasan Tanla,İstanbul,22
cahit_can,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Cahit Can,Cahit Can,Sinop,22
cavit_torun,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Cavit Torun,"",Diyarbakır,22
cemal_kaya,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Cemal Kaya,Cemal Kaya,Ağrı,22
cemal_uysal,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Cemal Uysal,"",Ordu,22
cemal_yılmaz_demir,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Cemal Yılmaz Demir,Cemal Yılmaz Demir,Samsun,22
cemil_Çiçek,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Cemil Çiçek,Cemil Çiçek,Ankara,22
cengiz_kaptanoğlu,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Cengiz Kaptanoğlu,"",İstanbul,22
cevdet_erdöl,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Cevdet Erdöl,Cevdet Erdöl,Trabzon,22
cevdet_selvi,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Cevdet Selvi,Cevdet Selvi,Eskişehir,22
cânân_aritman,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Cânân Aritman,Cânân Aritman,İzmir,22
cüneyit_karabıyık,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Cüneyit Karabıyık,Cüneyit Karabıyık,Van,22
dengir_mir_mehmet_fırat,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Dengir Mir Mehmet Fırat,Dengir Mir Mehmet Fırat,Mersin,22
deniz_baykal,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Deniz Baykal,Deniz Baykal,Antalya,22
durdu_mehmet_kastal,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Durdu Mehmet Kastal,Durdu Mehmet Kastal,Osmaniye,22
dursun_akdemir,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Dursun Akdemir,Dursun Akdemir,Iğdır,22
edip_safder_gaydalı,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Edip Safder Gaydalı,Edip Safder Gaydalı,Bitlis,22
egemen_bağış,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Egemen Bağış,Egemen Bağış,İstanbul,22
ekrem_erdem,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Ekrem Erdem,Ekrem Erdem,İstanbul,22
emin_koç,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Emin Koç,"",Yozgat,22
emin_Şirin,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Emin Şirin,"",İstanbul,22
engin_altay,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Engin Altay,Engin Altay,Sinop,22
enis_tütüncü,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Enis Tütüncü,Enis Tütüncü,Tekirdağ,22
ensar_Öğüt,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Ensar Öğüt,Ensar Öğüt,Ardahan,22
enver_yılmaz_(siyasetçi),https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Enver Yılmaz,Enver Yılmaz (siyasetçi),Ordu,22
enver_Öktem,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Enver Öktem,"",İzmir,22
erdal_karademir,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Erdal Karademir,"",İzmir,22
erdoğan_kaplan,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Erdoğan Kaplan,"",Tekirdağ,22
erdoğan_Özegen,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Erdoğan Özegen,Erdoğan Özegen,Niğde,22
erkan_mumcu,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Erkan Mumcu,Erkan Mumcu,Isparta,22
erol_aslan_cebeci,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Erol Aslan Cebeci,Erol Aslan Cebeci,Sakarya,22
erol_tınastepe,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Erol Tınastepe,Erol Tınastepe,Erzincan,22
ersin_arıoğlu,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Ersin Arıoğlu,"",İstanbul,22
ersoy_bulut,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Ersoy Bulut,"",Mersin,22
ersönmez_yarbay,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Ersönmez Yarbay,Ersönmez Yarbay,Ankara,22
ertuğrul_yalçınbayır,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Ertuğrul Yalçınbayır,Ertuğrul Yalçınbayır,Bursa,22
esat_canan,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,ind,Bağımsız,Esat Canan,Esat Canan,Hakkâri,22
