id,name,wikidata,wikipedia__tr,source,party_id,party,area,term
ali_fuat_eyüboğlu,Ali Fuat Eyüboğlu,Q6032972,Ali Fuat Eyüboğlu,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,MHP,Milliyetçi Hareket Partisi,Yozgat,15
ali_kurt,Ali Kurt,,,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Tokat,15
ali_kökbudak,Ali Kökbudak,,,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Konya,15
ali_naili_erdem,Ali Naili Erdem,Q6080252,Ali Naili Erdem,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,AP,Adalet Partisi,İzmir,15
ali_nejat_Ölçen,Ali Nejat Ölçen,Q6032650,Ali Nejat Ölçen,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,İstanbul,15
ali_recai_İskenderoğlu,Ali Recai İskenderoğlu,Q6026339,Ali Recai İskenderoğlu,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Diyarbakır,15
ali_sanlı,Ali Sanlı,,,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Burdur,15
ali_topuz,Ali Topuz,Q6061354,Ali Topuz,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,İstanbul,15
ali_yılmaz_(hatay_doğumlu),Ali Yılmaz,Q17430449,Ali Yılmaz (Hatay doğumlu),https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,AP,Adalet Partisi,Hatay,15
ali_zülfikaroğlu,Ali Zülfikaroğlu,,,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,DP70,Demokratik Parti,Maraş,15
ali_İhsan_balım,Ali İhsan Balım,Q17430451,Ali İhsan Balım,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,AP,Adalet Partisi,Isparta,15
ali_İhsan_ulubahşi,Ali İhsan Ulubahşi,Q17430452,Ali İhsan Ulubahşi,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,AP,Adalet Partisi,Afyonkarahisar,15
ali_Şevki_erek,Ali Şevki Erek,Q6062344,Ali Şevki Erek,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,AP,Adalet Partisi,Tokat,15
alp_doğan_Öztunç,Alp Doğan Öztunç,,,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,İstanbul,15
alparslan_türkeş,Alparslan Türkeş,Q735688,Alparslan Türkeş,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,MHP,Milliyetçi Hareket Partisi,Adana,15
arif_hüdai_oral,Arif Hüdai Oral,Q6052993,Arif Hüdai Oral,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Denizli,15
arif_kemal_Önder,Arif Kemal Önder,Q6020410,Arif Kemal Önder,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,İzmir,15
arif_tosyalıoğlu,Arif Tosyalıoğlu,Q17430469,Arif Tosyalıoğlu,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,AP,Adalet Partisi,Çankırı,15
ata_bodur,Ata Bodur,Q12808593,Ata Bodur,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,DP70,Demokratik Parti,Ordu,15
atilla_atila,Atilla Atila,,,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Elazığ,15
ayşe_aliye_köksal,Ayşe Aliye Köksal,,,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Eskişehir,15
azmi_yavuzalp,Azmi Yavuzalp,,,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Niğde,15
bahattin_karakoç_(diyarbakırlı),Bahattin Karakoç,Q12808713,Bahattin Karakoç (Diyarbakırlı),https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Diyarbakır,15
bahri_dağdaş,Bahri Dağdaş,Q6037302,Bahri Dağdaş,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,DP70,Demokratik Parti,Konya,15
battal_köksal,Battal Köksal,,,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,DP70,Demokratik Parti,Adana,15
behiç_tozkoparan,Behiç Tozkoparan,Q17045535,Behiç Tozkoparan,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,AP,Adalet Partisi,Aydın,15
bilal_taranoğlu,Bilal Taranoğlu,Q19610761,Bilal Taranoğlu,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,AP,Adalet Partisi,Ordu,15
bülent_ecevit,Bülent Ecevit,Q192634,Bülent Ecevit,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Zonguldak,15
cahit_angın,Cahit Angın,Q19610873,Cahit Angın,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Çorum,15
cahit_karakaş,Cahit Karakaş,Q1025777,Cahit Karakaş,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Zonguldak,15
cahit_kayra,Cahit Kayra,Q6092623,Cahit Kayra,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Ankara,15
celal_paydaş,Celal Paydaş,Q19610891,Celal Paydaş,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Urfa,15
celal_Ünver,Celal Ünver,,,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Malatya,15
cemal_cebeci,Cemal Cebeci,,,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,MSP,Millî Selamet Partisi,Kayseri,15
cemal_külahlı,Cemal Külahlı,Q6051227,Cemal Külahlı,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,AP,Adalet Partisi,Bursa,15
cemal_tercan,Cemal Tercan,Q19610898,Cemal Tercan,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,AP,Adalet Partisi,İzmir,15
cemil_erhan,Cemil Erhan,Q6031335,Cemil Erhan,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Ağrı,15
cemil_yavaş,Cemil Yavaş,,,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,AP,Adalet Partisi,İstanbul,15
cemil_Ünal,Cemil Ünal,,,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,AP,Adalet Partisi,Kars,15
cevat_atılgan,Cevat Atılgan,,,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,DP70,Demokratik Parti,Tokat,15
cevat_sayın,Cevat Sayın,Q19610912,Cevat Sayın,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Edirne,15
cevat_yalçın,Cevat Yalçın,Q17430583,Cevat Yalçın,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,AP,Adalet Partisi,Rize,15
cevat_Önder,Cevat Önder,Q6092772,Cevat Önder,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,DP70,Demokratik Parti,Ankara,15
cihat_bilgehan,Cihat Bilgehan,Q6088252,Cihat Bilgehan,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,AP,Adalet Partisi,Balıkesir,15
coşkun_karagözoğlu,Coşkun Karagözoğlu,Q19610932,Coşkun Karagözoğlu,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,İzmir,15
davut_aksu,Davut Aksu,,,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Kars,15
deniz_baykal,Deniz Baykal,Q381297,Deniz Baykal,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Antalya,15
doğan_araslı,Doğan Araslı,Q19611022,Doğan Araslı,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Kars,15
doğan_kitaplı,Doğan Kitaplı,Q6033597,Doğan Kitaplı,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,AP,Adalet Partisi,Samsun,15
ekrem_dikmen,Ekrem Dikmen,Q17448604,Ekrem Dikmen,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,DP70,Demokratik Parti,Trabzon,15
ekrem_kangal,Ekrem Kangal,Q17430618,Ekrem Kangal,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Sivas,15
ekrem_Şadi_erdem,Ekrem Şadi Erdem,Q6028253,Ekrem Şadi Erdem,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Artvin,15
emin_acar,Emin Acar,,,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,MSP,Millî Selamet Partisi,Bursa,15
emin_bilen_tümer,Emin Bilen Tümer,,,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Adana,15
engin_Ünsal,Engin Ünsal,,,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,İstanbul,15
enver_akova,Enver Akova,Q6027849,Enver Akova,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,AP,Adalet Partisi,Sivas,15
erol_tuncer_(siyasetçi),Erol Tuncer,Q12809453,Erol Tuncer (siyasetçi),https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Gümüşhane,15
erol_Çevikçe,Erol Çevikçe,Q1711187,Erol Çevikçe,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Adana,15
etem_eken,Etem Eken,Q19611161,Etem Eken,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Çorum,15
fahri_birer,Fahri Birer,,,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Samsun,15
fahri_Özçelik,Fahri Özçelik,Q26213588,Fahri Özçelik,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Antalya,15
faik_kırbaşlı,Faik Kırbaşlı,Q17430680,Faik Kırbaşlı,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,AP,Adalet Partisi,Burdur,15
faiz_sarlar,Faiz Sarlar,,,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,DP70,Demokratik Parti,Antalya,15
faruk_sükan,Faruk Sükan,Q6095098,Faruk Sükan,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,DP70,Demokratik Parti,Konya,15
fatma_gülhis_mankut,Fatma Gülhis Mankut,,,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,AP,Adalet Partisi,İstanbul,15
fehim_adak,Fehim Adak,Q6063159,Fehim Adak,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,MSP,Millî Selamet Partisi,Mardin,15
feriha_fatma_Öztürk,Feriha Fatma Öztürk,,,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Ankara,15
ferruh_bozbeyli,Ferruh Bozbeyli,Q478238,Ferruh Bozbeyli,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,DP70,Demokratik Parti,İstanbul,15
feyzullah_değerli,Feyzullah Değerli,Q6070115,Feyzullah Değerli,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,AP,Adalet Partisi,Tokat,15
fikri_pehlivanlı,Fikri Pehlivanlı,Q17430714,Fikri Pehlivanlı,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,AP,Adalet Partisi,Ankara,15
fuat_avcı,Fuat Avcı,Q17430724,Fuat Avcı,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,AP,Adalet Partisi,Denizli,15
fuat_uysal,Fuat Uysal,,,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Samsun,15
gündüz_sevilgen,Gündüz Sevilgen,,,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,MSP,Millî Selamet Partisi,Manisa,15
gıyasettin_karaca,Gıyasettin Karaca,Q6037643,Gıyasettin Karaca,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Erzurum,15
hakkı_gökçe,Hakkı Gökçe,Q17430753,Hakkı Gökçe,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Malatya,15
halil_ağar,Halil Ağar,Q6071592,Halil Ağar,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,AP,Adalet Partisi,Adıyaman,15
halil_başol,Halil Başol,Q6037211,Halil Başol,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,AP,Adalet Partisi,Tekirdağ,15
halil_dere,Halil Dere,,,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Muğla,15
halil_karaatlı,Halil Karaatlı,Q17467029,Halil Karaatlı,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,AP,Adalet Partisi,Bursa,15
halit_evliya,Halit Evliya,,,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,AP,Adalet Partisi,Maraş,15
halit_kahraman,Halit Kahraman,,,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,MSP,Millî Selamet Partisi,Diyarbakır,15
haluk_Ülman,Haluk Ülman,Q17045756,Haluk Ülman,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,İstanbul,15
harun_aytaç,Harun Aytaç,,,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,MSP,Millî Selamet Partisi,Bolu,15
hasan_aksay_(siyasetçi),Hasan Aksay,Q6038841,Hasan Aksay (siyasetçi),https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,MSP,Millî Selamet Partisi,İstanbul,15
hasan_basri_akgiray,Hasan Basri Akgiray,,,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,İstanbul,15
hasan_buz,Hasan Buz,,,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,MSP,Millî Selamet Partisi,Elazığ,15
hasan_bütüner,Hasan Bütüner,,,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Amasya,15
hasan_celalettin_ezman,Hasan Celalettin Ezman,Q15907619,Hasan Celalettin Ezman,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Bingöl,15
hasan_cerit,Hasan Cerit,Q17430774,Hasan Cerit,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Adana,15
hasan_değer_(diyarbakırlı),Hasan Değer,Q17430775,Hasan Değer (Diyarbakırlı),https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,DP70,Demokratik Parti,Diyarbakır,15
hasan_esat_işık,Hasan Esat Işık,Q6092855,Hasan Esat Işık,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Bursa,15
hasan_ferda_güley,Hasan Ferda Güley,Q6054971,Hasan Ferda Güley,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Ordu,15
hasan_korkmazcan,Hasan Korkmazcan,Q6038931,Hasan Korkmazcan,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,DP70,Demokratik Parti,Denizli,15
hasan_sever,Hasan Sever,,,https://tr.wikipedia.org/wiki/TBMM_15._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Çanakkale,15
