id,uuid,wikidata
taupo,96a591ef-04c4-4d7d-92f0-848fff65c843,Q7688833
taupō,96a591ef-04c4-4d7d-92f0-848fff65c843,Q7688833
tauranga,ffbe5da4-c70c-4afa-8162-ebd2e64ec3ef,Q16934070
te_atatū,8e724b84-5228-4381-9b77-1e149f31b67d,Q7690783
te_tai_hauāuru,aa2f8780-f7f2-436f-b47d-f6f967c13575,Q1725044
te_tai_tokerau,bf9bff17-76ed-4149-8589-5e928b6b8d67,Q2398210
te_tai_tonga,ae3f60e5-ab04-400b-963e-e0aad87ee3ea,Q7690987
tukituki,67be025f-883d-441b-9eaf-d5acdf0dc9e6,Q7851846
tāmaki,d6256792-4f9f-4438-a62e-0480707da286,Q7862516
tāmaki_makaurau,18205f90-378a-49b0-a494-6f8ea3dc6ec1,Q2465243
upper_harbour,d0c68050-9ecb-490a-8a25-7bbffbc076d0,Q17067595
waikato,5cff6d71-37d9-4321-953c-efc1cf5d5f1f,Q7959989
waimakariri,c764c587-5b19-4dae-b581-b3661cc004ff,Q7960087
wairarapa,191e9fe6-970e-4862-855b-a7ff2c64f6c1,Q7960306
waitakere,2f9bdac4-e3f0-4903-a8e9-d97f26385491,Q7960444
waitaki,0966ea25-9f60-4210-b129-e4519bffcbdd,Q7960460
waiāriki,ef71256e-0fb0-4037-a817-1794017a3b37,Q7959905
wellington_central,83f152a8-987f-4bdd-b2e2-d4512286e052,Q17067719
west_coast-tasman,72237637-7a40-4601-81af-a0e67f847b0f,Q7984755
whanganui,dcf114ca-e0a8-4ee5-9bd5-ae0c37243ca2,Q7990611
whangarei,e59297c7-eaec-4f81-bacf-9da158205efb,Q7990620
wigram,ec000afa-7cac-4dc8-960b-c3414adde0c6,Q7999699
ōhariu,765af207-9527-4469-8f9c-02c3b660ecf1,Q8081484
ōhāriu,765af207-9527-4469-8f9c-02c3b660ecf1,Q8081484
ōtaki,3dc644a5-71ae-413c-95b8-0b68c94f8bfc,Q8081748
