id,name,image,area,area_id,party,party_id,term,source,last_seen
47,VESTALIA SAMPEDRO ALEMÁN,http://www.asambleanacional.gob.ve/uploads/diputado/dip_9eae5745e508ea828480e9b64c02b9b71d49e280.jpg,Carabobo,6,PV,9,3,http://www.asambleanacional.gob.ve/diputado/id/47,
48,JOSÉ MANUEL GONZÁLEZ DE,http://www.asambleanacional.gob.ve/uploads/diputado/dip_87cb736b8b02779d3af59bd5d47ae7c43536b85e.jpg,Guarico,10,INDEPENDIENTE,4,3,http://www.asambleanacional.gob.ve/diputado/id/48,
49,JULIO CÉSAR REYES,http://www.asambleanacional.gob.ve/uploads/diputado/dip_f90a22b7323f461a61b742b900936a2d2cf41750.jpg,Barinas,21,GE,11,3,http://www.asambleanacional.gob.ve/diputado/id/49,
5,HÉCTOR JOSÉ AGÜERO,http://www.asambleanacional.gob.ve/uploads/diputado/dip_f7b281a1246e00b1bb1a80ae0ccac80ea3ffcda0.jpg,Carabobo,6,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/5,
50,ALFONSO JOSÉ MARQUINA DÍAZ,http://www.asambleanacional.gob.ve/uploads/diputado/dip_3d13c3505fce29b7c1b084051dce786cec504748.jpg,Miranda,8,PJ,5,3,http://www.asambleanacional.gob.ve/diputado/id/50,
51,ELÍAS MATTA WEHBE,http://www.asambleanacional.gob.ve/uploads/diputado/dip_26b6d8df3cd281288ac6e9f65e56777e02a33269.jpg,Zulia,15,UNT,6,3,http://www.asambleanacional.gob.ve/diputado/id/51,
52,JULIO ANDRÉS BORGES JUNYENT,http://www.asambleanacional.gob.ve/uploads/diputado/dip_90bcec60030b76b91e205b7219f3da119294c211.jpg,Miranda,8,PJ,5,3,http://www.asambleanacional.gob.ve/diputado/id/52,
53,FERNANDO SOTO ROJAS,http://www.asambleanacional.gob.ve/uploads/diputado/dip_c63a1d9aa9edee911faf296445db4dd7854b079c.jpg,Falcon,16,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/53,
54,JUAN PABLO GARCÍA CANALES,http://www.asambleanacional.gob.ve/uploads/diputado/dip_4b09fb0df6beab372e7a0cb8049c0c5d067fc6c2.jpg,Monagas,18,INDEPENDIENTE,4,3,http://www.asambleanacional.gob.ve/diputado/id/54,
55,ORÁNGEL JOSÉ LÓPEZ RODRÍGUEZ,http://www.asambleanacional.gob.ve/uploads/diputado/dip_097b5ac56cbe08ef9b21d01ba33fcd7a29f6c146.jpg,Monagas,18,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/55,
56,EDUARDO JOSÉ LIMA TORRES,http://www.asambleanacional.gob.ve/uploads/diputado/dip_aa77e44242d4272a9c1d5877cd95790de9ee3285.jpg,Barinas,21,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/56,
57,DIÓGENES RAMÓN ANDRADE REYES,http://www.asambleanacional.gob.ve/uploads/diputado/dip_f5adebb43233628ca304b8b691c90c2e05283363.jpg,Merida,14,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/57,
58,ENZO CAVALLO RUSSO,http://www.asambleanacional.gob.ve/uploads/diputado/dip_291345be114410a65a4db027b06d323fa0464773.jpg,Portuguesa,22,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/58,
59,RÓGER RAFAEL CORDERO LARA,http://www.asambleanacional.gob.ve/uploads/diputado/dip_546ad8dedbfd8ee8448f77c3e2beda332cfcaefe.jpg,Guarico,10,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/59,
6,JUAN CARLOS ALEMÁN PÉREZ,http://www.asambleanacional.gob.ve/uploads/diputado/dip_38f6cf6ac20c00b2f0d769fac5a115bc8492aa66.jpg,Distrito Capital,5,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/6,
60,RICHARD CRISTÓBAL ROSA,http://www.asambleanacional.gob.ve/uploads/diputado/dip_273f479c6a74a2053c24c9f10f96e9d16494e488.jpg,Bolivar,17,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/60,
61,ANTONIO BARRETO SIRA,http://www.asambleanacional.gob.ve/uploads/diputado/dip_976b1fadd7fed2529acc5a2413ae9f6b1ce78310.jpg,Anzoategui,13,AD,8,3,http://www.asambleanacional.gob.ve/diputado/id/61,
62,AMÉRIGO GIUSEPPE DE GRAZIA,http://www.asambleanacional.gob.ve/uploads/diputado/dip_b628493ceeafc5c71b87d7cd4f61b61bbb9176c1.jpg,Bolivar,17,LCR,10,3,http://www.asambleanacional.gob.ve/diputado/id/62,
63,ENRIQUE OCTAVIO MÁRQUEZ PÉREZ,http://www.asambleanacional.gob.ve/uploads/diputado/dip_c9ac37e6ca1d1b4f300efbdcbea14a3fce5a09d5.jpg,Zulia,15,UNT,6,3,http://www.asambleanacional.gob.ve/diputado/id/63,
64,WILLIAM RAMÓN FARIÑAS,http://www.asambleanacional.gob.ve/uploads/diputado/dip_e85733c8003e3f459b479d9cda9e8fd5cde296af.jpg,Nueva Esparta,12,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/64,
65,NÉSTOR FRANCISCO LEÓN HEREDIA,http://www.asambleanacional.gob.ve/uploads/diputado/dip_166fbd8447ea0089cfb3874605ca16c3585a3160.jpg,Yaracuy,19,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/65,
66,ADEL EL ZABAYAR SAMARA,http://www.asambleanacional.gob.ve/uploads/diputado/dip_1530b9cb5138e2f20ab35afe5cf7485090eede70.jpg,Bolivar,17,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/66,
68,LUIS ALFREDO GAMARGO,http://www.asambleanacional.gob.ve/uploads/diputado/dip_a73cac2883cb78974fe685155cea294804ea0112.jpg,Miranda,8,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/68,
7,HENRY JOSÉ HERNÁNDEZ RODRÍGUEZ,http://www.asambleanacional.gob.ve/uploads/diputado/dip_d3e5a7b65dd6f2b60d71f4333cdf667b9ac1f6a0.jpg,Delta Amacuro,4,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/7,
70,TOMÁS IGNACIO GUANIPA VILLALOBOS,http://www.asambleanacional.gob.ve/uploads/diputado/dip_1990b0ef458f2acaa359d5122395e9b14be39bc6.jpg,Zulia,15,PJ,5,3,http://www.asambleanacional.gob.ve/diputado/id/70,
71,TOBÍAS RAFAEL BOLÍVAR PARRA,http://www.asambleanacional.gob.ve/uploads/diputado/dip_44cb121b15771b2704849f4f81723d7ca552f79f.jpg,Nueva Esparta,12,AD,8,3,http://www.asambleanacional.gob.ve/diputado/id/71,
72,JULIO CÉSAR MONTOYA MEDERO,http://www.asambleanacional.gob.ve/uploads/diputado/dip_7008e56f666e25a7fdb72500d5bd0b05742988c2.jpg,Zulia,15,UNT,6,3,http://www.asambleanacional.gob.ve/diputado/id/72,
73,OSWALDO EMILIO VERA ROJAS,http://www.asambleanacional.gob.ve/uploads/diputado/dip_6462fb2b5df92d0cb49ebec68adb9e24ff17b803.jpg,Vargas,23,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/73,
74,CARLOS ALBERTO GAMARRA MANZABEL,http://www.asambleanacional.gob.ve/uploads/diputado/dip_71b58fc1c9b366d34ef5316659c154b7bbc86614.jpg,Yaracuy,19,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/74,
75,LOIDY ROSALÍN HERRERA ABREU,http://www.asambleanacional.gob.ve/uploads/diputado/dip_389d89a1cded3b68202f48e56be960ed048012a5.jpg,Cojedes,11,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/75,
76,HENRY VENTURA MORENO,http://www.asambleanacional.gob.ve/uploads/diputado/dip_1056a4ffa320bfba8b429a0a04e116851c4bb4d7.jpg,Falcon,16,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/76,
77,ROBERT JOSÉ SERRA AGUIRRE,http://www.asambleanacional.gob.ve/uploads/diputado/dip_d08167636499369b7aae2596d9324667f018db76.jpg,Distrito Capital,5,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/77,
78,JESÚS ENRIQUE DOMÍNGUEZ VALDERRAMA,http://www.asambleanacional.gob.ve/uploads/diputado/dip_6687ab9f79390cf14049065218cfb5e8e32e3561.jpg,Monagas,18,INDEPENDIENTE,4,3,http://www.asambleanacional.gob.ve/diputado/id/78,
8,ÉDGAR DE JESÚS LUCENA,http://www.asambleanacional.gob.ve/uploads/diputado/dip_6d5b6d0fd4c0b09f043360c10014bb42d71e5d88.jpg,Táchira,1,PCV,2,3,http://www.asambleanacional.gob.ve/diputado/id/8,
80,ZULAY VILBAR MARTÍNEZ FUENTES,http://www.asambleanacional.gob.ve/uploads/diputado/dip_189b1be4c8f3388d1418267a51fa0b23b6450d61.jpg,Barinas,21,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/80,
81,OSCAR RAMÓN FIGUERA GONZÁLEZ,http://www.asambleanacional.gob.ve/uploads/diputado/dip_03e3db4f15c5440ca44d5e6ea10bbb0793a9b439.jpg,Guarico,10,PCV,2,3,http://www.asambleanacional.gob.ve/diputado/id/81,
82,ORLANDO JOSÉ ÁVILA GUERRA,http://www.asambleanacional.gob.ve/uploads/diputado/dip_8fb0b05f1d00b687fdfbddf9ffa06d96a1b187b5.jpg,Nueva Esparta,12,UNT,6,3,http://www.asambleanacional.gob.ve/diputado/id/82,
83,BERNARDO GUERRA CÁRDENAS,http://www.asambleanacional.gob.ve/uploads/diputado/dip_aed50c3d37de80494636a39b8ed785703af2ac59.jpg,Vargas,23,AD,8,3,http://www.asambleanacional.gob.ve/diputado/id/83,
84,GABINO PAZ GUERRERO,http://www.asambleanacional.gob.ve/uploads/diputado/dip_20d4aeaaac46c09501daa3500e02ba5076211479.jpg,Táchira,1,COPEI,7,3,http://www.asambleanacional.gob.ve/diputado/id/84,
87,HERMES GREGORIO GARCÍA FONT,http://www.asambleanacional.gob.ve/uploads/diputado/dip_3058b82b75ea090fe9b9b6050f8fd081972d92ef.jpg,Sucre,9,PJ,5,3,http://www.asambleanacional.gob.ve/diputado/id/87,
88,ANDRÉS ELOY MÉNDEZ GONZÁLEZ,http://www.asambleanacional.gob.ve/uploads/diputado/dip_cd9f7daf2087556cfb718a411092649af65254e6.jpg,Falcon,16,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/88,
89,ALFREDO ENRIQUE OSORIO URDANETA,http://www.asambleanacional.gob.ve/uploads/diputado/dip_048ad71fbfeaa9508f5de82affe5e0d0a016a3f9.jpg,Zulia,15,UNT,6,3,http://www.asambleanacional.gob.ve/diputado/id/89,
9,ISMAEL CONCEPCIÓN GARCÍA,http://www.asambleanacional.gob.ve/uploads/diputado/dip_c1e978321d52fc09b85edded553f1c60379f2be3.jpg,Aragua,2,PJ,5,3,http://www.asambleanacional.gob.ve/diputado/id/9,
90,ASDRÚBAL ADRIÁN COLINA SOTO,http://www.asambleanacional.gob.ve/uploads/diputado/dip_1a05a055d11583427552f060ee0024b0c093c9f9.jpg,Carabobo,6,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/90,
91,ISABEL MARÍA LAMEDA HERRERA,http://www.asambleanacional.gob.ve/uploads/diputado/dip_5fd4d8bd9406bf958845993b8bd8f0096929ff19.jpg,Lara,7,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/91,
92,JUAN ÁNGEL SOTO ALONSO,http://www.asambleanacional.gob.ve/uploads/diputado/dip_d2672dd0c7d6e262baa35ab6737082431bb8fdbc.jpg,Miranda,8,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/92,
93,YORMAN ALEXANDER AULAR ROMERO,http://www.asambleanacional.gob.ve/uploads/diputado/dip_afe162efa90ef2bae5d6b5bfd4efe2f1f2e1e760.jpg,Yaracuy,19,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/93,
94,ALEXANDER JOSÉ TORREALBA PÉREZ,http://www.asambleanacional.gob.ve/uploads/diputado/dip_85129c4ad4f75258f1aa788a3c894ffef02e3361.jpg,Lara,7,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/94,
95,RICHARD JOSÉ BLANCO CABRERA,http://www.asambleanacional.gob.ve/uploads/diputado/dip_7435b4a3cb6494a2a71a4c0e2ef1000b8c78626a.jpg,Distrito Capital,5,ABP,13,3,http://www.asambleanacional.gob.ve/diputado/id/95,
96,ENRIQUE JOSÉ MENDOZA,http://www.asambleanacional.gob.ve/uploads/diputado/dip_a3df9fbf84a9b4c7806b8f5f00da77684e0d3e11.jpg,Miranda,8,COPEI,7,3,http://www.asambleanacional.gob.ve/diputado/id/96,
97,HIRAN ABIF GAVIRIA RINCÓN,http://www.asambleanacional.gob.ve/uploads/diputado/dip_544f7f6298efccba6b1bc949047e87388a3865de.jpg,Aragua,2,UNT,6,3,http://www.asambleanacional.gob.ve/diputado/id/97,
98,MANUEL JOSÉ BRICEÑO MÉNDEZ,http://www.asambleanacional.gob.ve/uploads/diputado/dip_db81fd98b9bb5c579f545cdb04fff78c592250e8.jpg,Trujillo,3,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/98,
99,CÉSAR ALEJANDRO GONZÁLEZ CASTELLANO,http://www.asambleanacional.gob.ve/uploads/diputado/dip_3a090f429b6868f0affc3fe0beb1076516154f0f.jpg,Portuguesa,22,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/99,
