id,type,name__en,name__mr,name__hi,name__or,name__ar,name__pa,name__ta,name__as,name__bn,name__nl,identifier__quora,name__mai,name__zh_hant,name__zh_cn,name__it,name__fr,name__zh,start_date,name__te,name__ur,end_date,name__zh_hans,name__pt,name__es,name__de,name__ru,name__ko,name__ja,name__gu,name__kn,replaces,name__sa,identifier__lcauth,name__fa,name__ml,identifier__viaf,name__ne,name__ms,name__en_ca,name__en_gb,name__ca,identifier__britannica,name__af,name__an,name__ast,name__bar,name__bm,name__br,name__co,name__cs,name__cy,name__da,name__de_at,name__de_ch,name__eo,name__et,name__eu,name__fi,name__frc,name__frp,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__hu,name__ia,name__id,name__ie,name__io,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lt,name__lv,name__mg,name__min,name__nap,name__nb,name__nds,name__nds_nl,name__nn,name__nrm,name__oc,name__pap,name__pcd,name__pl,name__pms,name__prg,name__pt_br,name__rgn,name__rm,name__ro,name__sc,name__scn,name__sco,name__sk,name__sr_el,name__sv,name__sw,name__tr,name__vec,name__vi,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,replaced_by,name__bho,identifier__geonames,identifier__bnf,identifier__gnd
Q7193997,Lok Sabha constituency,Pilibhit Lok Sabha constituency,पिलीभीत (लोकसभा मतदारसंघ),पीलीभीत लोक सभा निर्वाचन क्षेत्र,ପିଲିଭିତ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,ਪੀਲੀਭੀਤ ਲੋਕ ਸਭਾ ਹਲਕਾ,,,,Pilibhit,,,,,,Pilibhit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7229961,Lok Sabha constituency,Porbandar Lok Sabha constituency,पोरबंदर (लोकसभा मतदारसंघ),पोरबंदर लोक सभा निर्वाचन क्षेत्र,ପୋରବନ୍ଦର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,,,,,,,,,,,,పోరుబందర్ లోకసభ నియోజకవర్గం,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7238619,Lok Sabha constituency,Pratapgarh Lok Sabha constituency,प्रतापगढ (लोकसभा मतदारसंघ),प्रतापगढ़ लोक सभा निर्वाचन क्षेत्र,ପ୍ରତାପଗଡ଼ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,ਪ੍ਰਤਾਪਗੜ੍ਹ ਲੋਕ ਸਭਾ ਹਲਕਾ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7255284,Lok Sabha constituency,Berhampur Lok Sabha constituency,बेरहामपूर,बरहमपुर लोक सभा निर्वाचन क्षेत्र,ବ୍ରହ୍ମପୁର (ଲୋକସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ),,,,,,,,,,,,,,,,براہماپورہ لوک سبھاحلقہ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7255845,Lok Sabha constituency,Sambalpur Lok Sabha constituency,संबलपूर,सम्बलपुर लोक सभा निर्वाचन क्षेत्र,ସମ୍ବଲପୁର,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7260097,Lok Sabha constituency,Pune Lok Sabha constituency,पुणे (लोकसभा मतदारसंघ),पुणे लोक सभा निर्वाचन क्षेत्र,ପୁନେ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,புணே மக்களவைத் தொகுதி,,,Pune,,,,,,,,,,,,,,,,,,,,ಪುಣೆ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7261625,Lok Sabha constituency,Purulia Lok Sabha constituency,पुरुलिया (लोकसभा मतदारसंघ),पुरूलिया लोक सभा निर्वाचन क्षेत्र,ପୁରୂଲିଆ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,,পুরুলিয়া,,,,,,,,,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7261669,Lok Sabha constituency,Purvi Champaran Lok Sabha constituency,,पूर्वी चम्पारण लोक सभा निर्वाचन क्षेत्र,ପୂର୍ବୀ ଚମ୍ପାରଣ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,கிழக்கு சம்பாரண் மக்களவைத் தொகுதி,,পূর্বী চম্পারণ লোকসভা কেন্দ্র,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7283812,Lok Sabha constituency,Raigad Lok Sabha constituency,रायगड (लोकसभा मतदारसंघ),रायगड लोक सभा निर्वाचन क्षेत्र,ରାୟଗଡ଼ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,ராய்காட் மக்களவைத் தொகுதி,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7283824,Lok Sabha constituency,Raigarh Lok Sabha constituency,रायगढ (लोकसभा मतदारसंघ),रायगढ़ लोक सभा निर्वाचन क्षेत्र,ରାୟଗଡ଼ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233951409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7285770,Lok Sabha constituency,Rajapur Lok Sabha constituency,राजापूर (लोकसभा मतदारसंघ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,राजापूर (लोकसभा क्षेत्र),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7286307,Lok Sabha constituency,Rajmahal Lok Sabha constituency,राजमहल (लोकसभा मतदारसंघ),राजमहल लोक सभा निर्वाचन क्षेत्र,ରାଜମହଲ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,ராஜ்மஹல் மக்களவைத் தொகுதி,,,Rajmahal,,,,,,,,,,,,,,,,,,,,,,,,,,235653050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7286332,Lok Sabha constituency,Rajnandgaon Lok Sabha constituency,राजनांदगांव (लोकसभा मतदारसंघ),राजनन्दगांव लोक सभा निर्वाचन क्षेत्र,ରାଜନନ୍ଦଗାଁ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7286417,Lok Sabha constituency,Rajsamand Lok Sabha constituency,,राजसमन्द लोक सभा निर्वाचन क्षेत्र,ରାଜସମନ୍ଦ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,,,,,,,,,,,2008,,,,,,,,,,,,,,,,,,237521272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7290061,Lok Sabha constituency,Rampur Lok Sabha constituency,रामपूर (लोकसभा मतदारसंघ),रामपुर लोक सभा निर्वाचन क्षेत्र,ରାମପୁର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,ਰਾਮਪੁਰ ਲੋਕ ਸਭਾ ਹਲਕਾ,ராம்பூர் மக்களவைத் தொகுதி,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7290693,Lok Sabha constituency,Ranaghat Lok Sabha constituency,राणाघाट (लोकसभा मतदारसंघ),राणाघाट लोक सभा निर्वाचन क्षेत्र,ରାଣାଘାଟ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,,রাণাঘাট,,,,,,,,,2009,రాణాఘాట్,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7290802,Lok Sabha constituency,Ranchi Lok Sabha constituency,रांची (लोकसभा मतदारसंघ),राँची लोक सभा निर्वाचन क्षेत्र,ରାଞ୍ଚୀ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,ராஞ்சி மக்களவைத் தொகுதி,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150107835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7295816,Lok Sabha constituency,Ratlam Lok Sabha constituency,झाबुआ (लोकसभा मतदारसंघ),रतलाम लोक सभा निर्वाचन क्षेत्र,ରତଲାମ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7295846,Lok Sabha constituency,Ratnagiri Lok Sabha constituency,रत्नागिरी (लोकसभा मतदारसंघ),,,,,இரத்தினகிரி,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7296597,Lok Sabha constituency,Raver Lok Sabha constituency,रावेर (लोकसभा मतदारसंघ),रावेर लोक सभा निर्वाचन क्षेत्र,ରାବେର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,ராவேர் மக்களவைத் தொகுதி,,,Raver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7319005,Lok Sabha constituency,Rewa Lok Sabha constituency,,रीवा लोक सभा निर्वाचन क्षेत्र,ରୀବା ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7352073,Lok Sabha constituency,Robertsganj Lok Sabha constituency,रॉबर्ट्सगंज,रॉबर्ट्सगंज लोक सभा निर्वाचन क्षेत्र,ରବର୍ଟ୍ସଗଞ୍ଜ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,ਰਾਬਰਟਸਗੰਜ ਲੋਕ ਸਭਾ ਹਲਕਾ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,റോബർട്ട്സ്ഗഞ്ച്,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7359839,Lok Sabha constituency,Rohtak Lok Sabha constituency,रोहतक (लोकसभा मतदारसंघ),रोहतक लोक सभा निर्वाचन क्षेत्र,ରୋହତକ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239675127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7366699,Lok Sabha constituency,Ropar Lok Sabha constituency,रोपड (लोकसभा मतदारसंघ),,,,,,,,,,,,,,,,,,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7368639,Lok Sabha constituency,Rosera Lok Sabha constituency,रोसेरा (लोकसभा मतदारसंघ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7395911,Lok Sabha constituency,Sabarkantha Lok Sabha constituency,साबरकांठा (लोकसभा मतदारसंघ),साबरकंठा लोक सभा निर्वाचन क्षेत्र,ସାବରକଣ୍ଠ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,,,,,,,,,,,,సబర్కంటా లోకసభ నియోజకవర్గం,صابر کانتھا,,,,,,,,,,,,,,,,241843635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7399007,Lok Sabha constituency,Sagar Lok Sabha constituency,सागर (लोकसभा मतदारसंघ),सागर लोक सभा निर्वाचन क्षेत्र,ସାଗର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,,সাগর লোকসভা কেন্দ্র,,,,,,,,,,సాగర్,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7399517,Lok Sabha constituency,Saharanpur Lok Sabha constituency,सहारनपूर (लोकसभा मतदारसंघ),सहारनपुर लोक सभा निर्वाचन क्षेत्र,ସହାରାନପୁର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,ਸਹਾਰਨਪੁਰ ਲੋਕ ਸਭਾ ਹਲਕਾ,சகாரன்பூர் மக்களவைத் தொகுதி,,,,,,,,,,,,శహరన్‍పుర్,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7399529,Lok Sabha constituency,Saharsa Lok Sabha constituency,सहर्सा (लोकसभा मतदारसंघ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7399987,Lok Sabha constituency,Saidpur Lok Sabha constituency,सैदपूर (लोकसभा मतदारसंघ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7406292,Lok Sabha constituency,Salumber Lok Sabha constituency,सलुंबर (लोकसभा मतदारसंघ),,,,,,,,,,,,,,,,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7408890,Lok Sabha constituency,Samastipur Lok Sabha constituency,समस्तीपूर (लोकसभा मतदारसंघ),समस्तीपुर लोक सभा निर्वाचन क्षेत्र,ସମସ୍ତୀପୁର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,சமஸ்தீபூர் மக்களவைத் தொகுதி,,,,,,,,,,,,సమస్తిపుర్,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7409031,Lok Sabha constituency,Sambhal Lok Sabha constituency,संभल (लोकसभा मतदारसंघ),संभल लोक सभा निर्वाचन क्षेत्र,ସମ୍ଭଳ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,ਸੰਭਲ ਲੋਕ ਸਭਾ ਹਲਕਾ,சம்பல் மக்களவைத் தொகுதி,,,,,,,,,,,,సంబల్,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7418045,Lok Sabha constituency,Sangli Lok Sabha constituency,सांगली (लोकसभा मतदारसंघ),सांगली लोक सभा निर्वाचन क्षेत्र,ସାଙ୍ଗଲୀ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,சாங்கலி மக்களவைத் தொகுதி,,,,,,,,,,,,సాంగ్లీ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7418135,Lok Sabha constituency,Sangrur Lok Sabha constituency,संगरुर (लोकसभा मतदारसंघ),संगरूर लोक सभा निर्वाचन क्षेत्र,ସଂଗରୂର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,ਸੰਗਰੂਰ,,,,,,,,,,,桑格魯爾,,సంగ్రూర్,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7419095,Lok Sabha constituency,Sant Kabir Nagar Lok Sabha constituency,,सन्त कबीर नगर लोक सभा निर्वाचन क्षेत्र,ସନ୍ଥ କବୀର ନଗର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,ਸੰਤ ਕਬੀਰ ਨਗਰ ਲੋਕ ਸਭਾ ਹਲਕਾ,,,,Sant Kabir Nagar,,,,,,,,,సంత్ కబీర్ నగర్,,,,,,,,,,,,,,,,,247901404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7423046,Lok Sabha constituency,Saran Lok Sabha constituency,,सारण लोक सभा निर्वाचन क्षेत्र,ସାରଣ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,சாரண் மக்களவைத் தொகுதி,,,,,,,,,,,,సారన్,,,,,,,,,,,,,,,,,108144814433705482263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4509466-4
Q7423100,Lok Sabha constituency,Sarangarh Lok Sabha constituency,सरनगढ (लोकसभा मतदारसंघ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7451609,Lok Sabha constituency,Seoni Lok Sabha constituency,शिवनी (लोकसभा मतदारसंघ),,,,,,,,,,,,,,,,,,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7461410,Lok Sabha constituency,Shahabad Lok Sabha constituency,शाहबाद (लोकसभा मतदारसंघ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7461799,Lok Sabha constituency,Shahjahanpur Lok Sabha constituency,शाहजहानपूर (लोकसभा मतदारसंघ),शाहजहाँपुर लोक सभा निर्वाचन क्षेत्र,ଶାହଯାହାଁପୁର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,ਸ਼ਾਹਜਹਾਂਪੁਰ ਲੋਕ ਸਭਾ ਹਲਕਾ,,,,Shahjahanpur,,,,,,,,,శజహాన్‍పుర్,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7462507,Lok Sabha constituency,Shajapur Lok Sabha constituency,शाजापूर,शाजापुर लोक सभा निर्वाचन क्षेत्र,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7494394,Lok Sabha constituency,Sheohar Lok Sabha constituency,शिवहर (लोकसभा मतदारसंघ),शिवहर लोक सभा निर्वाचन क्षेत्र,ଶେଓହର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,சிவஹர் மக்களவைத் தொகுதி,,শিওহর লোকসভা কেন্দ্র,,,,,,,,,,శియోహర్,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7496680,Lok Sabha constituency,Shillong Lok Sabha constituency,शिलाँग (लोकसभा मतदारसंघ),शिलांग लोक सभा निर्वाचन क्षेत्र,ଶିଲଂ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,சில்லாங் மக்களவைத் தொகுதி,,,,,,,,,,,,శిల్లాంగ్,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7496887,Lok Sabha constituency,Shimla Lok Sabha constituency,शिमला (लोकसभा मतदारसंघ),शिमला लोक सभा निर्वाचन क्षेत्र,ଶିମ୍‌ଲା ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,சிம்லா,,,Shimla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7499000,Lok Sabha constituency,Shirur Lok Sabha constituency,शिरुर (लोकसभा मतदारसंघ),शिरूर लोक सभा निर्वाचन क्षेत्र,ଶିରୂର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,ஷிரூர் மக்களவைத் தொகுதி,,,,,,,,,,,,శిరూర్,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7503442,Lok Sabha constituency,Shrawasti Lok Sabha constituency,श्रावस्ती (लोकसभा मतदारसंघ),श्रावस्ती लोक सभा निर्वाचन क्षेत्र,ଶ୍ରାବସ୍ତୀ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,ਸ਼ਰਾਵਸਤੀ ਲੋਕ ਸਭਾ ਹਲਕਾ,,,,,,,,,,,,,శ్రావస్తి,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7508194,Lok Sabha constituency,Siddipet Lok Sabha constituency,सिद्दिपेट (लोकसभा मतदारसंघ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7508585,Lok Sabha constituency,Sidhi Lok Sabha constituency,सिधी (लोकसभा मतदारसंघ),सीधी लोक सभा निर्वाचन क्षेत्र,ସିଦ୍ଧି ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,,,,,,,,,,,,సిది,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7513596,Lok Sabha constituency,Sikar Lok Sabha constituency,सिकर (लोकसभा मतदारसंघ),सीकर लोक सभा निर्वाचन क्षेत्र,ସିକର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,,,Sikar,,,,,,,,,సికర్,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7530618,Lok Sabha constituency,Sirsa Lok Sabha constituency,सिरसा (लोकसभा मतदारसंघ),सिरसा लोक सभा निर्वाचन क्षेत्र,ସିରସା ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,,,,,,,,,,,,సిర్సా,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7531640,Lok Sabha constituency,Sitamarhi Lok Sabha constituency,सीतामढी (लोकसभा मतदारसंघ),सीतामढ़ी लोक सभा निर्वाचन क्षेत्र,ସୀତାମାଢ଼ୀ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,சீதாமஃ‌டீ மக்களவைத் தொகுதி,,সীতামঢ়ী লোকসভা কেন্দ্র,,,,,,,,,,సితామరి,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
