id,position,label,description,start_date,constituency,term,election,end_date,replaced_by,replaces
Q6712776,Q42509330,Member of the 15th Lok Sabha,"","",Kozhikode Lok Sabha Constituency,,,,,
Q6712776,Q56051771,Member of the 17th Lok Sabha,"","",Kozhikode Lok Sabha Constituency,17th Lok Sabha,,,,
Q6713205,Q42509248,Member of the 16th Lok Sabha,"","",Karur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Karur Lok Sabha constituency,,,
Q6713205,Q42509330,Member of the 15th Lok Sabha,"","",Karur Lok Sabha constituency,,,,,
Q6713205,Q42513698,Member of the 12th Lok Sabha,"","",Karur Lok Sabha constituency,,,,,
Q6744197,Q24525419,Member of the Karnataka Legislative Assembly,political position in India,"",,,,,,
Q6744197,Q42509248,Member of the 16th Lok Sabha,"","",Gulbarga Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Gulbarga Lok Sabha constituency,,,
Q6744197,Q42509330,Member of the 15th Lok Sabha,"",2009,Gulbarga Lok Sabha constituency,,,,,Iqbal Ahmed Saradgi
Q6751189,Q42509248,Member of the 16th Lok Sabha,"","",Ghazipur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Ghazipur Lok Sabha constituency,,,
Q6751189,Q42510875,Member of the 13th Lok Sabha,"","",Ghazipur Lok Sabha constituency,,,,,
Q6751189,Q42529900,Member of the 11th Lok Sabha,"","",Ghazipur Lok Sabha constituency,,,,,
Q6751197,Q42509248,Member of the 16th Lok Sabha,"","",North East Delhi Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in North East Delhi Lok Sabha constituency,,,
Q6751197,Q42509330,Member of the 15th Lok Sabha,"","",North East Delhi Lok Sabha constituency,,,,,
Q6751197,Q56051771,Member of the 17th Lok Sabha,"","",North East Delhi Lok Sabha constituency,17th Lok Sabha,,,,
Q6794023,Q42509248,Member of the 16th Lok Sabha,"",2014,Maldaha Uttar Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Maldaha Uttar Lok Sabha constituency,,,Mausam Noor
Q6794023,Q42509330,Member of the 15th Lok Sabha,"",2009-05-20,Maldaha Uttar Lok Sabha constituency,15th Lok Sabha,,2014,Mausam Noor,""
Q6809253,Q24457068,Member of the Bihar Legislative Assembly,political position in India,"",,,,,,
Q6809253,Q42509248,Member of the 16th Lok Sabha,"","",Khagaria Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Khagaria Lok Sabha constituency,,,
Q6809253,Q56051771,Member of the 17th Lok Sabha,"","",Khagaria Lok Sabha constituency,17th Lok Sabha,,,,
Q6809265,Q38882023,Chief Minister of Jammu and Kashmir,"",2016-04-04,,,,2018-06-19,,
Q6809265,Q42509248,Member of the 16th Lok Sabha,"",2014-05-26,Anantnag Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Anantnag Lok Sabha constituency,2018,,
Q6810535,Q42509248,Member of the 16th Lok Sabha,"","",Nellore Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Nellore Lok Sabha constituency,2018-06-20,,
Q6810535,Q42509330,Member of the 15th Lok Sabha,"","",Nellore Lok Sabha constituency,,,,,
Q6810535,Q42510526,Member of the 14th Lok Sabha,"","",Narasaraopet Lok Sabha constituency,,,,,
Q6810535,Q42529713,Member of the 9th Lok Sabha,"","",Ongole Lok Sabha constituency,,,,,
Q6891853,Q42509248,Member of the 16th Lok Sabha,"","",Kishanganj Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Kishanganj Lok Sabha constituency,,,
Q6891853,Q42509330,Member of the 15th Lok Sabha,"",2009,Kishanganj Lok Sabha constituency,,,,,Mohammed Taslimuddin
Q6893319,Q42509248,Member of the 16th Lok Sabha,"",2014,Raiganj Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Raiganj Lok Sabha constituency,,,Deepa Dasmunsi
Q6893319,Q42510526,Member of the 14th Lok Sabha,"",2004,Calcutta North East Lok Sabha constituency,14th Lok Sabha,,2009,"",Ajit Kumar Panja
Q6893377,Q42509248,Member of the 16th Lok Sabha,"","",Araria Lok Sabha constituency,,,2017-09-17,Sarfaraz Alam,
Q6893547,Q42509248,Member of the 16th Lok Sabha,"","",Rajkot Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Rajkot Lok Sabha constituency,,,
Q6893547,Q56051771,Member of the 17th Lok Sabha,"","",Rajkot Lok Sabha constituency,17th Lok Sabha,,,,
Q6937288,Q42509248,Member of the 16th Lok Sabha,"",2014,Rajahmundry Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Rajahmundry Lok Sabha constituency,,,
Q6944346,Q42509248,Member of the 16th Lok Sabha,"","",Baramulla Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Baramulla Lok Sabha constituency,,,
Q6960896,Q42509248,Member of the 16th Lok Sabha,"","",Dakshina Kannada Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Dakshina Kannada Lok Sabha constituency,,,
Q6960896,Q42509330,Member of the 15th Lok Sabha,"",2009,Dakshina Kannada Lok Sabha constituency,,,,,D. V. Sadananda Gowda
Q6960896,Q56051771,Member of the 17th Lok Sabha,"","",Dakshina Kannada Lok Sabha constituency,17th Lok Sabha,2019 Indian general election,,,
Q6963293,Q17324844,member of the Rajya Sabha,"","",,,,,,
Q6963293,Q42509248,Member of the 16th Lok Sabha,"","",Nagarkurnool Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Nagarkurnool Lok Sabha constituency,,,
Q6965313,Q42509248,Member of the 16th Lok Sabha,"","",Chittoor Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Chittoor Lok Sabha constituency,,,
Q6965313,Q42509330,Member of the 15th Lok Sabha,"","",Chittoor Lok Sabha constituency,,,,,
Q6965334,Q42509248,Member of the 16th Lok Sabha,"","",Amreli Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Amreli Lok Sabha constituency,,,
Q6965334,Q42509330,Member of the 15th Lok Sabha,"",2009,Amreli Lok Sabha constituency,,,,,Virjibhai Thummar
Q6965334,Q56051771,Member of the 17th Lok Sabha,"","",Amreli Lok Sabha constituency,17th Lok Sabha,,,,
Q6965799,Q16874648,Minister of Rural Development,"",2016-07-05,,,,,,
Q6965799,Q42509248,Member of the 16th Lok Sabha,"","",Gwalior Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Gwalior Lok Sabha constituency,,,
Q6965799,Q42509330,Member of the 15th Lok Sabha,"","",Morena Lok Sabha constituency,,,,,
Q6965799,Q56051771,Member of the 17th Lok Sabha,"","",Morena Lok Sabha constituency,17th Lok Sabha,,,,
Q6965799,Q6866250,Minister of Mines,Indian minister,2014-05-26,,,,2016-07-05,Piyush Goyal,Dinsha Patel
Q6980395,Q42509248,Member of the 16th Lok Sabha,"","",Dadra and Nagar Haveli Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Dadar & Nagar Haveli Lok Sabha constituency,,,
Q7034210,Q42509248,Member of the 16th Lok Sabha,"","",Ganganagar Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Ganganagar Lok Sabha constituency,,,
Q7034210,Q42510875,Member of the 13th Lok Sabha,"","",Ganganagar Lok Sabha constituency,,,,,
Q7034210,Q56051771,Member of the 17th Lok Sabha,"","",Ganganagar Lok Sabha constituency,17th Lok Sabha,,,,
Q7039087,Q24456735,Member of the Arunachal Pradesh Legislative Assembly,political position in India,"",,,,,,
Q7039087,Q42509248,Member of the 16th Lok Sabha,"","",Arunachal East Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Arunachal East Lok Sabha constituency,,,
Q7039087,Q42509330,Member of the 15th Lok Sabha,"",2009,Arunachal East Lok Sabha constituency,15th Lok Sabha,,,,Tapir Gao
Q7040570,Q42509248,Member of the 16th Lok Sabha,"","",Godda Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Godda Lok Sabha constituency,,,
Q7040570,Q42509330,Member of the 15th Lok Sabha,"","",Godda Lok Sabha constituency,,,,,
Q7040570,Q56051771,Member of the 17th Lok Sabha,"","",Godda Lok Sabha constituency,17th Lok Sabha,,,,
Q7089335,Q17599276,Member of the Rajasthan Legislative Assembly,political position in India,"",,,,,,
Q7089335,Q42509248,Member of the 16th Lok Sabha,"","",Kota Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Kota Lok Sabha constituency,,,
Q7089335,Q56051771,Member of the 17th Lok Sabha,"","",Kota Lok Sabha constituency,17th Lok Sabha,,,,
Q7089361,Q42509248,Member of the 16th Lok Sabha,"","",Siwan Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Siwan Lok Sabha constituency,,,
Q7089361,Q42509330,Member of the 15th Lok Sabha,"","",Siwan Lok Sabha constituency,,,,,
Q7117155,Q42509248,Member of the 16th Lok Sabha,"","",Bagalkot Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Bagalkot Lok Sabha constituency,,,
Q7117155,Q42509330,Member of the 15th Lok Sabha,"","",Bagalkot Lok Sabha constituency,,,,,
Q7117155,Q42510526,Member of the 14th Lok Sabha,"","",Bagalkot Lok Sabha constituency,,,,,
Q7117155,Q56051771,Member of the 17th Lok Sabha,"","",Bagalkot Lok Sabha constituency,17th Lok Sabha,,,,
Q7117373,Q19468152,Member of the Kerala Legislative Assembly,political position in India,"",,,,,,
Q7117373,Q42509248,Member of the 16th Lok Sabha,"","",Kannur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Kannur Lok Sabha constituency,,,
Q7117388,Q42509248,Member of the 16th Lok Sabha,"","",Kasaragod Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Kasaragod Lok Sabha constituency,,,
Q7117388,Q42509330,Member of the 15th Lok Sabha,"","",Kasaragod Lok Sabha constituency,,,,,
Q7117390,Q42509248,Member of the 16th Lok Sabha,"","",Tiruchirappalli Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Tiruchirappalli Lok Sabha constituency,,,
Q7117390,Q42509330,Member of the 15th Lok Sabha,"",2009,Tiruchirappalli Lok Sabha constituency,,,,,L. Ganesan
Q7117476,Q42509248,Member of the 16th Lok Sabha,"","",Namakkal Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Namakkal Lok Sabha constituency,,,
Q7117601,Q42509248,Member of the 16th Lok Sabha,"","",Thiruvallur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Tamil Nadu,,,
Q7117601,Q42509330,Member of the 15th Lok Sabha,"",2009,Thiruvallur Lok Sabha constituency,,,,,
Q7131282,Q42509248,Member of the 16th Lok Sabha,"","",Maharajganj Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Maharajganj Lok Sabha constituency,,,
Q7131282,Q42513698,Member of the 12th Lok Sabha,"","",Maharajganj Lok Sabha constituency,,,,,
Q7131282,Q42529900,Member of the 11th Lok Sabha,"","",Maharajganj Lok Sabha constituency,,,,,
Q7131282,Q56051771,Member of the 17th Lok Sabha,"","",Maharajganj Lok Sabha constituency,17th Lok Sabha,,,,
Q7133113,Q42509248,Member of the 16th Lok Sabha,"","",Madhepura Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Madhepura Lok Sabha constituency,,,
Q7133113,Q42510875,Member of the 13th Lok Sabha,"","",Purnia Lok Sabha constituency,,,,,
Q7136308,Q42509248,Member of the 16th Lok Sabha,"","",Alathur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Alathur Lok Sabha constituency,,,
Q7136308,Q42509330,Member of the 15th Lok Sabha,"",2009,Alathur Lok Sabha constituency,,,,,
Q7142068,Q42509248,Member of the 16th Lok Sabha,"","",Dhanbad Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Dhanbad Lok Sabha constituency,,,
Q7142068,Q42509330,Member of the 15th Lok Sabha,"","",Dhanbad Lok Sabha constituency,,,,,
Q7142068,Q56051771,Member of the 17th Lok Sabha,"","",Dhanbad Lok Sabha constituency,17th Lok Sabha,,,,
Q7194808,Q42509248,Member of the 16th Lok Sabha,"","",Puri Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Puri Lok Sabha constituency,,,
Q7194808,Q42509330,Member of the 15th Lok Sabha,"","",Puri Lok Sabha constituency,,,,,
Q7194808,Q42529900,Member of the 11th Lok Sabha,"","",Puri Lok Sabha constituency,,,,,
Q7194808,Q56051771,Member of the 17th Lok Sabha,"","",Puri Lok Sabha constituency,17th Lok Sabha,,,,
Q7227546,Q42509248,Member of the 16th Lok Sabha,"",2014-05-26,Kanyakumari Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Kanniyakumari Lok Sabha constituency,,,J. Helen Davidson
Q7227546,Q42510875,Member of the 13th Lok Sabha,"","",Nagercoil Lok Sabha constituency,,,,,
Q7228700,Q42509248,Member of the 16th Lok Sabha,"","",Mumbai North Central Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Mumbai North Central Lok Sabha constituency,,,
Q7228700,Q56051771,Member of the 17th Lok Sabha,"","",Mumbai North Central Lok Sabha constituency,17th Lok Sabha,,,,
Q7237240,Q42509248,Member of the 16th Lok Sabha,"","",Panchmahal Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Panchmahal Lok Sabha constituency,,,
Q7237240,Q42509330,Member of the 15th Lok Sabha,"",2009,Panchmahal Lok Sabha constituency,,,,,
Q7237724,Q42509248,Member of the 16th Lok Sabha,"","",Damoh Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Damoh Lok Sabha constituency,,,
Q7237724,Q42510875,Member of the 13th Lok Sabha,"","",Balaghat Lok Sabha constituency,,,,,
Q7237724,Q42529900,Member of the 11th Lok Sabha,"","",Seoni Lok Sabha constituency,,,,,
Q7237724,Q56051771,Member of the 17th Lok Sabha,"","",Damoh Lok Sabha constituency,17th Lok Sabha,,,,
Q7238224,Q42509248,Member of the 16th Lok Sabha,"","",Dharwad Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Dharwad Lok Sabha constituency,,,
Q7238224,Q42509330,Member of the 15th Lok Sabha,"","",Dharwad Lok Sabha constituency,15th Lok Sabha,,,,
Q7238224,Q42510526,Member of the 14th Lok Sabha,"",2009,Dharwad Lok Sabha constituency,14th Lok Sabha,,,,
Q7238224,Q56051771,Member of the 17th Lok Sabha,"","",Dharwad Lok Sabha constituency,17th Lok Sabha,,,,
Q7238462,Q42509248,Member of the 16th Lok Sabha,"","",Bhubaneswar Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Bhubaneswar Lok Sabha constituency,,,
Q7238462,Q42510875,Member of the 13th Lok Sabha,"","",Bhubaneswar Lok Sabha constituency,,,,,
Q7238462,Q42513698,Member of the 12th Lok Sabha,"","",Bhubaneswar Lok Sabha constituency,,,,,
Q7238462,Q61479293,Member of the Eleventh Odisha Legislative Assembly,"",1995-03-15,Khurda Vidhan Sabha constituency,Eleventh Odisha Legislative Assembly,1995 Odisha Legislative Assembly election,2000-02-29,,
Q7238462,Q61479298,Member of the Tenth Odisha Legislative Assembly,"",1990-03-03,,Tenth Odisha Legislative Assembly,1990 Odisha Legislative Assembly election,1995-03-15,,
Q7238462,Q61479306,Member of the Ninth Odisha Legislative Assembly,"",1985-03-09,Khurda Vidhan Sabha constituency,Ninth Odisha Legislative Assembly,1985 Odisha Legislative Assembly election,1990-03-03,,
Q7238462,Q61480440,Member of the Eighth Odisha Legislative Assembly,"",1980-06-09,Khurda Vidhan Sabha constituency,Eighth Odisha Legislative Assembly,1980 Odisha Legislative Assembly election,1985-03-09,,
Q7238626,Q13119774,Member of the Maharashtra Legislative Assembly,political position in India,"",,,,,,
Q7238626,Q42509248,Member of the 16th Lok Sabha,"","",Buldhana Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Buldhana Lok Sabha constituency,,,
Q7238626,Q42509330,Member of the 15th Lok Sabha,"",2009,Buldhana Lok Sabha constituency,,,,,Anandrao Vithoba Adsul
Q7238626,Q56051771,Member of the 17th Lok Sabha,"","",Buldhana Lok Sabha constituency,17th Lok Sabha,,,,
Q7240181,Q42509248,Member of the 16th Lok Sabha,"","",Anandpur Sahib Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Anandpur Sahib Lok Sabha constituency,,,
Q7240181,Q42513698,Member of the 12th Lok Sabha,"","",Patiala Lok Sabha constituency,,,,,
Q7240181,Q42529900,Member of the 11th Lok Sabha,"","",Patiala Lok Sabha constituency,,,,,
Q7273580,Q42509248,Member of the 16th Lok Sabha,"","",Chamarajanagar Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Chamarajanagar Lok Sabha constituency,,,
Q7273580,Q42509330,Member of the 15th Lok Sabha,"",2009,Chamarajanagar Lok Sabha constituency,,,,,M. Shivanna
Q7280187,Q42509248,Member of the 16th Lok Sabha,"","",Purvi Champaran Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Purvi Champaran Lok Sabha constituency,,,
Q7280187,Q42509330,Member of the 15th Lok Sabha,"","",Purvi Champaran Lok Sabha constituency,,,,,
Q7280187,Q42510875,Member of the 13th Lok Sabha,"","",Motihari Lok Sabha constituency,,,,,
Q7280187,Q42529900,Member of the 11th Lok Sabha,"","",Motihari Lok Sabha constituency,,,,,
Q7280187,Q56051771,Member of the 17th Lok Sabha,"","",Purvi Champaran Lok Sabha constituency,17th Lok Sabha,,,,
Q7285963,Q42509248,Member of the 16th Lok Sabha,"","",Nowgong Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Nowgong Lok Sabha constituency,,,
Q7285963,Q42509330,Member of the 15th Lok Sabha,"","",Nowgong Lok Sabha constituency,,,,,
Q7285963,Q42510875,Member of the 13th Lok Sabha,"","",Nowgong Lok Sabha constituency,,,,,
Q7285976,Q42509248,Member of the 16th Lok Sabha,"","",Meerut Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Meerut Lok Sabha constituency,,,
Q7285976,Q42509330,Member of the 15th Lok Sabha,"","",Meerut Lok Sabha constituency,15th Lok Sabha,,,,
Q7285976,Q56051771,Member of the 17th Lok Sabha,"","",Meerut Lok Sabha constituency,17th Lok Sabha,,,,
Q7286098,Q42509248,Member of the 16th Lok Sabha,"","",Sitapur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Sitapur Lok Sabha constituency,,,
Q7286098,Q42510875,Member of the 13th Lok Sabha,"","",Sitapur Lok Sabha constituency,,,,,
Q7286098,Q56051771,Member of the 17th Lok Sabha,"","",Sitapur Lok Sabha constituency,17th Lok Sabha,,,,
Q7286246,Q42509248,Member of the 16th Lok Sabha,"","",Hingoli Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Hingoli Lok Sabha constituency,,,
Q7286475,Q42509248,Member of the 16th Lok Sabha,"","",Hatkanangle Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Hatkanangle Lok Sabha constituency,,,
Q7286475,Q42509330,Member of the 15th Lok Sabha,"","",Hatkanangle Lok Sabha constituency,,,,,
Q7286629,Q42509248,Member of the 16th Lok Sabha,"","",Jabalpur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Jabalpur Lok Sabha constituency,,,
Q7286629,Q42509330,Member of the 15th Lok Sabha,"","",Jabalpur Lok Sabha constituency,,,,,
Q7286629,Q56051771,Member of the 17th Lok Sabha,"","",Jabalpur Lok Sabha constituency,17th Lok Sabha,,,,
Q7288447,Q42509248,Member of the 16th Lok Sabha,"","",Samastipur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Samastipur (sc) Lok Sabha constituency,,,
Q7288447,Q42510875,Member of the 13th Lok Sabha,"","",Rosera Lok Sabha constituency,,,,,
Q7288447,Q56051771,Member of the 17th Lok Sabha,"","",Samastipur Lok Sabha constituency,17th Lok Sabha,,,,
Q7288501,Q17324844,member of the Rajya Sabha,"","",,,,,,
Q7288501,Q42509248,Member of the 16th Lok Sabha,"","",Pataliputra Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Pataliputra Lok Sabha constituency,,,
Q7288501,Q42529900,Member of the 11th Lok Sabha,"","",Patna Lok Sabha constituency,,,,,
Q7288501,Q56051771,Member of the 17th Lok Sabha,"","",Pataliputra Lok Sabha constituency,17th Lok Sabha,,,,
Q7289353,Q42509248,Member of the 16th Lok Sabha,"","",Mangaldoi Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Mangaldoi Lok Sabha constituency,,,
Q7289353,Q42509330,Member of the 15th Lok Sabha,"","",Mangaldoi Lok Sabha constituency,,,,,
Q7289378,Q24529702,Member of the Madhya Pradesh Legislative Assembly,political position in India,"",,,,,,
Q7289378,Q42509248,Member of the 16th Lok Sabha,"","",Raipur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Raipur Lok Sabha constituency,,,
Q7289378,Q42509330,Member of the 15th Lok Sabha,"","",Raipur Lok Sabha constituency,15th Lok Sabha,,,,
Q7289378,Q42510875,Member of the 13th Lok Sabha,"","",Raipur Lok Sabha constituency,,,,,
Q7289378,Q42513698,Member of the 12th Lok Sabha,"","",Raipur Lok Sabha constituency,,,,,
Q7289378,Q42529900,Member of the 11th Lok Sabha,"","",Raipur Lok Sabha constituency,,,,,
Q7289386,Q42509248,Member of the 16th Lok Sabha,"","",Bijapur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Bijapur Lok Sabha constituency,,,
Q7289386,Q42509330,Member of the 15th Lok Sabha,"",2009,Bijapur Lok Sabha constituency,,,,,Basangouda Patil Yatnal
Q7289386,Q42510526,Member of the 14th Lok Sabha,"","",Chikodi Lok Sabha constituency,,,,,
Q7289386,Q42510875,Member of the 13th Lok Sabha,"","",Chikodi Lok Sabha constituency,,,,,
Q7289386,Q56051771,Member of the 17th Lok Sabha,"","",Bijapur Lok Sabha constituency,17th Lok Sabha,,,,
Q7293123,Q42509248,Member of the 16th Lok Sabha,"","",Supaul Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Supaul Lok Sabha constituency,,,
Q7293676,Q42509248,Member of the 16th Lok Sabha,"","",Gurgaon Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Gurgaon Lok Sabha constituency,,,
Q7293676,Q56051771,Member of the 17th Lok Sabha,"","",Gurgaon Lok Sabha constituency,17th Lok Sabha,,,,
Q7293713,Q42509248,Member of the 16th Lok Sabha,"","",Jalna Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Jalna Lok Sabha constituency,,,
Q7293713,Q42509330,Member of the 15th Lok Sabha,"","",Jalna Lok Sabha constituency,,,,,
Q7293713,Q42510875,Member of the 13th Lok Sabha,"","",Jalna Lok Sabha constituency,,,,,
Q7293713,Q56051771,Member of the 17th Lok Sabha,"","",Jalna Lok Sabha constituency,17th Lok Sabha,,,,
Q7295830,Q42509248,Member of the 16th Lok Sabha,"",2014,Hooghly Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Hooghly Lok Sabha constituency,,,Ratna De
Q7295830,Q42509330,Member of the 15th Lok Sabha,"",2009,Hooghly Lok Sabha constituency,15th Lok Sabha,,2014,Ratna De,Rupchand Pal
Q7296734,Q42509248,Member of the 16th Lok Sabha,"","",Giridih Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Giridih Lok Sabha constituency,,,
Q7296734,Q42509330,Member of the 15th Lok Sabha,"","",Giridih Lok Sabha constituency,,,,,
Q7296734,Q42510875,Member of the 13th Lok Sabha,"","",Giridih Lok Sabha constituency,,,,,
Q7296806,Q42509248,Member of the 16th Lok Sabha,"","",Ludhiana Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Ludhiana Lok Sabha constituency,,,
Q7296806,Q42509330,Member of the 15th Lok Sabha,"","",Anandpur Sahib Lok Sabha constituency,,,,,
Q7296806,Q56051771,Member of the 17th Lok Sabha,"","",Ludhiana Lok Sabha constituency,17th Lok Sabha,,,,
Q7387756,Q42509248,Member of the 16th Lok Sabha,"","",Nandyal Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Nandyal Lok Sabha constituency,2019-04-30,,
Q7387756,Q42509330,Member of the 15th Lok Sabha,"","",Nandyal Lok Sabha constituency,,,,,
Q7387756,Q42510526,Member of the 14th Lok Sabha,"","",Nandyal Lok Sabha constituency,,,,,
Q7416296,Q42509248,Member of the 16th Lok Sabha,"",2014,Medinipur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Medinipur Lok Sabha constituency,,,Prabodh Panda
Q7418438,Q42509248,Member of the 16th Lok Sabha,"","",Paschim Champaran Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Paschim Champaran Lok Sabha constituency,,,
Q7418438,Q42509330,Member of the 15th Lok Sabha,"","",Paschim Champaran Lok Sabha constituency,,,,,
Q7418438,Q56051771,Member of the 17th Lok Sabha,"","",Paschim Champaran Lok Sabha constituency,17th Lok Sabha,,,,
Q7418477,Q13119774,Member of the Maharashtra Legislative Assembly,political position in India,"",,,,,,
Q7418477,Q42509248,Member of the 16th Lok Sabha,"","",Akola Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Akola Lok Sabha constituency,,,
Q7418477,Q42509330,Member of the 15th Lok Sabha,"","",Akola Lok Sabha constituency,,,,,
Q7418477,Q56051771,Member of the 17th Lok Sabha,"","",Akola Lok Sabha constituency,17th Lok Sabha,,,,
Q7420653,Q42509248,Member of the 16th Lok Sabha,"","",Bareilly Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Bareilly Lok Sabha constituency,,,
Q7420653,Q42510875,Member of the 13th Lok Sabha,"","",Bareilly Lok Sabha constituency,,,,,
Q7420653,Q42513698,Member of the 12th Lok Sabha,"","",Bareilly Lok Sabha constituency,,,,,
Q7420653,Q42529900,Member of the 11th Lok Sabha,"","",Bareilly Lok Sabha constituency,,,,,
Q7420653,Q56051771,Member of the 17th Lok Sabha,"","",Bareilly Lok Sabha constituency,17th Lok Sabha,,,,
Q7420653,Q6866396,Minister of Textiles,"",2014-05-26,,,,2016-07-07,Smriti Irani,Kavuru Samba Siva Rao
Q7420763,Q17599276,Member of the Rajasthan Legislative Assembly,political position in India,"",,,,,,
Q7420763,Q42509248,Member of the 16th Lok Sabha,"","",Ajmer Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Ajmer Lok Sabha constituency,2017-08-09,Raghu Sharma,
Q7423486,Q21191662,Member of the Assam Legislative Assembly,political position in India,"",,,,,,
Q7423486,Q42509248,Member of the 16th Lok Sabha,"","",Lakhimpur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Lakhimpur Lok Sabha constituency,2016-05-23,Pradan Baruah,
Q7423486,Q55018631,Chief Minister of Assam,chief minister of a state in India,2016-05-24,,,,,,Tarun Gogoi
Q7425857,Q42509248,Member of the 16th Lok Sabha,"",2014,Birbhum Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Birbhum Lok Sabha constituency,,,Satabdi Roy
Q7425857,Q42509330,Member of the 15th Lok Sabha,"",2009,Birbhum Lok Sabha constituency,15th Lok Sabha,,2014,Satabdi Roy,Ram Chandra Dome
Q7425857,Q56051771,Member of the 17th Lok Sabha,"","",Birbhum Lok Sabha constituency,17th Lok Sabha,,,,
Q7427196,Q19007052,Member of the West Bengal Legislative Assembly,political position in India,"",,,,,,
Q7427196,Q42509248,Member of the 16th Lok Sabha,"",2014,Dum Dum Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Dum Dum Lok Sabha constituency,,,Saugata Roy
Q7427196,Q42509330,Member of the 15th Lok Sabha,"",2009,Dum Dum Lok Sabha constituency,15th Lok Sabha,,2014,Saugata Roy,Amitava Nandy
Q7427196,Q42529228,Member of the 6th Lok Sabha,"",1977,Barrackpore Lok Sabha constituency,6th Lok Sabha,,1980,Mohammad Ismail,Mohammad Ismail
Q7427196,Q56051771,Member of the 17th Lok Sabha,"","",Dum Dum Lok Sabha constituency,17th Lok Sabha,,,,
