id,position,label,description,start_date,constituency,term,election,end_date,replaced_by,replaces
Q16901235,Q42509248,Member of the 16th Lok Sabha,"",2014-05-18,Cooch Behar Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Cooch Behar Lok Sabha constituency,2016-08-17,Parthapratim Roy,Nripendra Nath Roy
Q16901265,Q42509248,Member of the 16th Lok Sabha,"","",Jalandhar Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Jalandhar Lok Sabha constituency,,,
Q16901265,Q56051771,Member of the 17th Lok Sabha,"","",Jalandhar Lok Sabha constituency,17th Lok Sabha,,,,
Q16901266,Q42509248,Member of the 16th Lok Sabha,"","",Purnia Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Purnia Lok Sabha constituency,,,
Q16901266,Q56051771,Member of the 17th Lok Sabha,"","",Purnia Lok Sabha constituency,17th Lok Sabha,,,,
Q16901268,Q42509248,Member of the 16th Lok Sabha,"",2019,Bishnupur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Bishnupur Lok Sabha constituency,,,Susmita Bauri
Q16901268,Q56051771,Member of the 17th Lok Sabha,"","",Bishnupur Lok Sabha constituency,17th Lok Sabha,,,,
Q16901271,Q42509248,Member of the 16th Lok Sabha,"",2014-05-26,Bhagalpur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Bhagalpur Lok Sabha constituency,,,Syed Shahnawaz Hussain
Q16901274,Q42509248,Member of the 16th Lok Sabha,"",2014,Barpeta Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Barpeta Lok Sabha constituency,,,Ismail Hussain
Q16901282,Q42509248,Member of the 16th Lok Sabha,"",2014,Bardhaman Purba Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Bardhaman Purba Lok Sabha constituency,,,Anup Kumar Saha
Q16901282,Q56051771,Member of the 17th Lok Sabha,"","",Bardhaman Purba Lok Sabha constituency,17th Lok Sabha,,,,
Q16901283,Q42509248,Member of the 16th Lok Sabha,"","",Chatra Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Chatra Lok Sabha constituency,,,
Q16901283,Q56051771,Member of the 17th Lok Sabha,"","",Chatra Lok Sabha constituency,17th Lok Sabha,,,,
Q16901284,Q42509248,Member of the 16th Lok Sabha,"","",Silchar Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Silchar Lok Sabha constituency,,,
Q16901285,Q42509248,Member of the 16th Lok Sabha,"","",Durg Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Durg Lok Sabha constituency,,,
Q16901287,Q42509248,Member of the 16th Lok Sabha,"","",Srinagar Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Srinagar Lok Sabha constituency,2016-11-17,Farooq Abdullah,
Q16901291,Q42509248,Member of the 16th Lok Sabha,"","",Kakinada Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Kakinada Lok Sabha constituency,,,
Q16901297,Q42509248,Member of the 16th Lok Sabha,"",2014,Jhargram Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Jhargram Lok Sabha constituency,,,Pulin Bihari Baske
Q16901302,Q42509248,Member of the 16th Lok Sabha,"","",Tirupati Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Tirupati Lok Sabha constituency,2018-06-20,,
Q16901304,Q42509248,Member of the 16th Lok Sabha,"","",Bardoli Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Bardoli Lok Sabha constituency,,,
Q16901304,Q56051771,Member of the 17th Lok Sabha,"","",Bardoli Lok Sabha constituency,17th Lok Sabha,,,,
Q16901307,Q42509248,Member of the 16th Lok Sabha,"","",Rajmahal Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Rajmahal Lok Sabha constituency,,,
Q16901307,Q56051771,Member of the 17th Lok Sabha,"","",Rajmahal Lok Sabha constituency,17th Lok Sabha,,,,
Q16901308,Q42509248,Member of the 16th Lok Sabha,"","",Hoshiarpur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Hoshiarpur Lok Sabha constituency,,,
Q16901316,Q42509248,Member of the 16th Lok Sabha,"","",Kadapa Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Kadapa Lok Sabha constituency,2018-06-20,,
Q16901316,Q56051771,Member of the 17th Lok Sabha,"","",Kadapa Lok Sabha constituency,17th Lok Sabha,,,,
Q16901823,Q24546266,Member of the Odisha Legislative Assembly,political position in India,"",,,,,,
Q16901823,Q42509248,Member of the 16th Lok Sabha,"","",Sambalpur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Sambalpur Lok Sabha constituency,,,
Q16901823,Q61479168,Member of the Thirteenth Odisha Legislative Assembly,"",2004-05-15,,Thirteenth Odisha Legislative Assembly,"Odisha Legislative Assembly election, 2004",2009-05-19,,
Q16901823,Q61479266,Member of the Twelfth Odisha Legislative Assembly,"",2000-02-29,Athmallik Vidhan Sabha constituency,Twelfth Odisha Legislative Assembly,2000 Odisha Legislative Assembly election,2004-02-06,,
Q16901823,Q61479298,Member of the Tenth Odisha Legislative Assembly,"",1990-03-03,,Tenth Odisha Legislative Assembly,1990 Odisha Legislative Assembly election,1995-03-15,,
Q16902072,Q42509248,Member of the 16th Lok Sabha,"","",Kheri Lok Sabha Constituency,16th Lok Sabha,2014 Indian general election in Kheri Lok Sabha constituency,,,
Q16902072,Q56051771,Member of the 17th Lok Sabha,"","",Kheri Lok Sabha Constituency,17th Lok Sabha,,,,
Q16902075,Q42509248,Member of the 16th Lok Sabha,"","",Firozabad Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Firozabad Lok Sabha constituency,,,
Q16902081,Q42509248,Member of the 16th Lok Sabha,"",2014-05-26,Bhopal Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Bhopal Lok Sabha constituency,,,Kailash Chandra Joshi
Q16902085,Q42509248,Member of the 16th Lok Sabha,"","",Udaipur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Udaipur Lok Sabha constituency,,,
Q16902085,Q56051771,Member of the 17th Lok Sabha,"","",Udaipur Lok Sabha constituency,17th Lok Sabha,,,,
Q16902088,Q42509248,Member of the 16th Lok Sabha,"","",Etawah Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Etawah Lok Sabha constituency,,,
Q16902090,Q42509248,Member of the 16th Lok Sabha,"","",Chitradurga Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Chitradurga Lok Sabha constituency,,,
Q16902091,Q42509248,Member of the 16th Lok Sabha,"",2014-05-26,Murshidabad Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Murshidabad Lok Sabha constituency,,,Abdul Mannan Hossain
Q16902094,Q42509248,Member of the 16th Lok Sabha,"","",Bhind Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Bhind Lok Sabha constituency,,,
Q16902095,Q42509248,Member of the 16th Lok Sabha,"","",Bidar Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Bidar Lok Sabha constituency,,,
Q16902095,Q56051771,Member of the 17th Lok Sabha,"","",Bidar Lok Sabha constituency,17th Lok Sabha,2019 Indian general election,,,
Q16902096,Q42509248,Member of the 16th Lok Sabha,"","",Banda Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Banda Lok Sabha constituency,,,
Q16902098,Q42509248,Member of the 16th Lok Sabha,"","",Ballia Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Ballia Lok Sabha constituency,,,
Q16902103,Q42509248,Member of the 16th Lok Sabha,"","",Robertsganj Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Robertsganj Lok Sabha constituency,,,
Q16902105,Q42509248,Member of the 16th Lok Sabha,"","",Nagaur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Nagaur Lok Sabha constituency,,,
Q16902106,Q42509248,Member of the 16th Lok Sabha,"","",Ujjain Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Ujjain Lok Sabha constituency,,,
Q16902145,Q42509248,Member of the 16th Lok Sabha,"","",Ambedkar Nagar Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Ambedkar Nagar Lok Sabha constituency,,,
Q16902149,Q42509248,Member of the 16th Lok Sabha,"","",Basti Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Basti Lok Sabha constituency,,,
Q16902149,Q56051771,Member of the 17th Lok Sabha,"","",Basti Lok Sabha constituency,17th Lok Sabha,,,,
Q16902156,Q42509248,Member of the 16th Lok Sabha,"","",Rewa Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Rewa Lok Sabha constituency,,,
Q16902156,Q56051771,Member of the 17th Lok Sabha,"","",Rewa Lok Sabha constituency,17th Lok Sabha,,,,
Q16902163,Q42509248,Member of the 16th Lok Sabha,"","",Tripura East Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Tripura East Lok Sabha constituency,,,Baju Ban Riyan
Q16902172,Q42509248,Member of the 16th Lok Sabha,"","",Koppal Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Koppal Lok Sabha constituency,,,
Q16902172,Q56051771,Member of the 17th Lok Sabha,"","",Koppal Lok Sabha constituency,17th Lok Sabha,,,,
Q16902174,Q42509248,Member of the 16th Lok Sabha,"","",Aonla Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Aonla Lok Sabha constituency,,,
Q16902174,Q56051771,Member of the 17th Lok Sabha,"","",Aonla Lok Sabha constituency,17th Lok Sabha,,,,
Q16902176,Q42509248,Member of the 16th Lok Sabha,"","",Mohanlalganj Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Mohanlalganj Lok Sabha constituency,,,
Q16902176,Q56051771,Member of the 17th Lok Sabha,"","",Mohanlalganj Lok Sabha constituency,17th Lok Sabha,,,,
Q16902180,Q42509248,Member of the 16th Lok Sabha,"","",Phulpur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Phulpur Lok Sabha constituency,2017-09-21,Nagendra Pratap Singh Patel,
Q16902184,Q42509248,Member of the 16th Lok Sabha,"","",Jaunpur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Jaunpur Lok Sabha constituency,,,
Q16902191,Q42509248,Member of the 16th Lok Sabha,"","",Faizabad Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Faizabad Lok Sabha constituency,,,
Q16902191,Q56051771,Member of the 17th Lok Sabha,"","",Faizabad Lok Sabha constituency,17th Lok Sabha,,,,
Q16902193,Q24529702,Member of the Madhya Pradesh Legislative Assembly,political position in India,"",,,,,,
Q16902193,Q42509248,Member of the 16th Lok Sabha,"","",Sagar Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Sagar Lok Sabha constituency,,,
Q16902198,Q42509248,Member of the 16th Lok Sabha,"","",Chandauli Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Chandauli Lok Sabha constituency,,,
Q16902198,Q56051771,Member of the 17th Lok Sabha,"","",Chandauli Lok Sabha constituency,17th Lok Sabha,,,,
Q16902203,Q42509248,Member of the 16th Lok Sabha,"","",Dewas Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Dewas Lok Sabha constituency,,,
Q16902204,Q42509248,Member of the 16th Lok Sabha,"","",Banswara Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Banswara Lok Sabha constituency,,,
Q16902207,Q42509248,Member of the 16th Lok Sabha,"","",Shrawasti Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Shrawasti Lok Sabha constituency,,,
Q16902208,Q42509248,Member of the 16th Lok Sabha,"",2014,Purulia Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Purulia Lok Sabha constituency,,,Narahari Mahato
Q16902209,Q42509248,Member of the 16th Lok Sabha,"","",Farrukhabad Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Farrukhabad Lok Sabha constituency,,,
Q16902209,Q56051771,Member of the 17th Lok Sabha,"","",Farrukhabad Lok Sabha constituency,17th Lok Sabha,,,,
Q16902221,Q42509248,Member of the 16th Lok Sabha,"",2014,Pali Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Pali Lok Sabha constituency,,,Badri Ram Jakhar
Q16902221,Q56051771,Member of the 17th Lok Sabha,"","",Pali Lok Sabha constituency,17th Lok Sabha,,,,
Q16902231,Q42509248,Member of the 16th Lok Sabha,"",2014,Jaynagar Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Joynagar Lok Sabha constituency,,,Tarun Mandal
Q16902231,Q56051771,Member of the 17th Lok Sabha,"","",Jaynagar Lok Sabha constituency,17th Lok Sabha,,,,
Q16902233,Q42509248,Member of the 16th Lok Sabha,"","",Hamirpur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Hamirpur Lok Sabha constituency,,,
Q16902233,Q56051771,Member of the 17th Lok Sabha,"","",Hamirpur Lok Sabha constituency,17th Lok Sabha,,,,
Q16902238,Q42509248,Member of the 16th Lok Sabha,"","",Churu Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Churu Lok Sabha constituency,,,
Q16902238,Q56051771,Member of the 17th Lok Sabha,"","",Churu Lok Sabha constituency,17th Lok Sabha,,,,
Q16902240,Q42509248,Member of the 16th Lok Sabha,"","",Hathras Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Hathras Lok Sabha constituency,,,
Q16902242,Q42509248,Member of the 16th Lok Sabha,"","",Kushi Nagar Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Kushi Nagar Lok Sabha constituency,,,
Q16902244,Q42509248,Member of the 16th Lok Sabha,"","",Machhlishahr Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Machhlishahr Lok Sabha constituency,,,
Q16902248,Q42509248,Member of the 16th Lok Sabha,"","",Jaipur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Jaipur Lok Sabha constituency,,,
Q16902248,Q56051771,Member of the 17th Lok Sabha,"","",Jaipur Lok Sabha constituency,17th Lok Sabha,,,,
Q16902250,Q42509248,Member of the 16th Lok Sabha,"","",Salempur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Salempur Lok Sabha constituency,,,
Q16902250,Q56051771,Member of the 17th Lok Sabha,"","",Salempur Lok Sabha constituency,17th Lok Sabha,,,,
Q16902260,Q24546266,Member of the Odisha Legislative Assembly,political position in India,"",,,,,,
Q16902260,Q42509248,Member of the 16th Lok Sabha,"","",Mayurbhanj Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Mayurbhanj Lok Sabha constituency,,,
Q16902260,Q61479102,Member of the Fourteenth Odisha Legislative Assembly,"",2009-05-19,Saraskana Vidhan Sabha constituency,Fourteenth Odisha Legislative Assembly,2009 Odisha Legislative Assembly election,2014-05-18,,
Q16902260,Q61480440,Member of the Eighth Odisha Legislative Assembly,"",1980-06-09,Bahalda Vidhan Sabha Constituency,Eighth Odisha Legislative Assembly,1980 Odisha Legislative Assembly election,1985-03-09,,
Q16907470,Q42509248,Member of the 16th Lok Sabha,"","",Nandurbar Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Nandurbar Lok Sabha constituency,,,
Q16907470,Q56051771,Member of the 17th Lok Sabha,"","",Nandurbar Lok Sabha constituency,17th Lok Sabha,,,,
Q16908874,Q42509248,Member of the 16th Lok Sabha,"","",Solapur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Solapur Lok Sabha constituency,,,
Q16908900,Q42509248,Member of the 16th Lok Sabha,"",2014-05-26,Raver Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Raver Lok Sabha constituency,,,Haribhau Jawale
Q16908900,Q56051771,Member of the 17th Lok Sabha,"","",Raver Lok Sabha constituency,17th Lok Sabha,,,,
Q16908996,Q42509248,Member of the 16th Lok Sabha,"",2014,Aska Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Aska Lok Sabha constituency,2019,,
Q16908996,Q61479168,Member of the Thirteenth Odisha Legislative Assembly,"",2004-05-15,,Thirteenth Odisha Legislative Assembly,"Odisha Legislative Assembly election, 2004",2009-05-19,,
Q16910056,Q42509248,Member of the 16th Lok Sabha,"","",Muzaffarnagar Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Muzaffarnagar Lok Sabha constituency,,,
Q16910056,Q56051771,Member of the 17th Lok Sabha,"","",Muzaffarnagar Lok Sabha constituency,17th Lok Sabha,,,,
Q16910065,Q24559639,Member of the Tripura Legislative Assembly,political position in India,"",,,,,,
Q16910065,Q42509248,Member of the 16th Lok Sabha,"","",Tripura West Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Tripura West Lok Sabha constituency,,,
Q16910102,Q42509248,Member of the 16th Lok Sabha,"","",Aligarh Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Aligarh Lok Sabha constituency,,,
Q16910102,Q56051771,Member of the 17th Lok Sabha,"","",Aligarh Lok Sabha constituency,17th Lok Sabha,,,,
Q16910110,Q42509248,Member of the 16th Lok Sabha,"","",Mandsaur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Mandsour Lok Sabha constituency,,,
Q16910110,Q56051771,Member of the 17th Lok Sabha,"","",Mandsaur Lok Sabha constituency,17th Lok Sabha,,,,
Q16910124,Q42509248,Member of the 16th Lok Sabha,"","",Thoothukudi Lok Sabha Constituency in Tamil Nadu,16th Lok Sabha,2014 Indian general election in Thoothukkudi Lok Sabha constituency,,,
Q16910135,Q42509248,Member of the 16th Lok Sabha,"","",Unnao Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Unnao Lok Sabha constituency,,,
Q16910135,Q56051771,Member of the 17th Lok Sabha,"","",Unnao Lok Sabha constituency,17th Lok Sabha,,,,
Q16910137,Q42509248,Member of the 16th Lok Sabha,"",2014-05-26,Ranaghat Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Ranaghat Lok Sabha constituency,,,Sucharu Ranjan Haldar
Q16910150,Q42509248,Member of the 16th Lok Sabha,"","",Rajgarh Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Rajgarh Lok Sabha constituency,,,
Q16910150,Q56051771,Member of the 17th Lok Sabha,"","",Rajgarh Lok Sabha constituency,17th Lok Sabha,,,,
Q16910158,Q42509248,Member of the 16th Lok Sabha,"","",Khargone Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Khargone Lok Sabha constituency,,,
Q16910193,Q42509248,Member of the 16th Lok Sabha,"","",Jagatsinghpur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Jagatsinghpur Lok Sabha constituency,,,
Q16910303,Q42509248,Member of the 16th Lok Sabha,"",2014-05-26,Bargarh Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Bargarh Lok Sabha constituency,,,Sanjay Bhoi
Q16910446,Q42509248,Member of the 16th Lok Sabha,"",2014-05-26,Balasore Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Balasore Lok Sabha constituency,,,Srikant Kumar Jena
Q16910481,Q42509248,Member of the 16th Lok Sabha,"",2014-05,Jajpur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Jajpur Lok Sabha constituency,,,Mohan Jena
Q16910499,Q42509248,Member of the 16th Lok Sabha,"",2014-05,Keonjhar Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Keonjhar Lok Sabha constituency,,,Yashbant Narayan Singh Laguri
Q16913677,Q24558764,Member of the Tamil Nadu Legislative Assembly,political position in India,"",,,,,,
Q16913677,Q42509248,Member of the 16th Lok Sabha,"",2014-05-26,Arakkonam Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Arakkonam Lok Sabha constituency,,,S. Jagathrakshakan
Q16914021,Q42509248,Member of the 16th Lok Sabha,"","",Zahirabad Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Zahirabad Lok Sabha constituency,,,
Q16914021,Q56051771,Member of the 17th Lok Sabha,"","",Zahirabad Lok Sabha constituency,17th Lok Sabha,,,,
Q16914023,Q42509248,Member of the 16th Lok Sabha,"","",Maval Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Maval Lok Sabha constituency,,,
Q16914023,Q56051771,Member of the 17th Lok Sabha,"","",Maval Lok Sabha constituency,17th Lok Sabha,,,,
Q16914030,Q42509248,Member of the 16th Lok Sabha,"","",Chittorgarh Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Chittorgarh Lok Sabha constituency,,,
Q16914030,Q56051771,Member of the 17th Lok Sabha,"","",Chittorgarh Lok Sabha constituency,17th Lok Sabha,,,,
Q16914039,Q42509248,Member of the 16th Lok Sabha,"","",Osmanabad Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Osmanabad Lok Sabha constituency,,,
Q16914046,Q42509248,Member of the 16th Lok Sabha,"","",Nashik Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Nashik Lok Sabha constituency,,,
Q16914046,Q56051771,Member of the 17th Lok Sabha,"","",Nashik Lok Sabha constituency,17th Lok Sabha,,,,
Q16914095,Q13119774,Member of the Maharashtra Legislative Assembly,political position in India,"",,,,,,
Q16914095,Q42509248,Member of the 16th Lok Sabha,"","",Shirdi Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Shirdi Lok Sabha constituency,,,
Q16914095,Q56051771,Member of the 17th Lok Sabha,"","",Shirdi Lok Sabha constituency,17th Lok Sabha,,,,
Q16914118,Q42509248,Member of the 16th Lok Sabha,"",2014,Sikar Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Sikar Lok Sabha constituency,,,Mahadeo Singh Khandela
Q16914118,Q56051771,Member of the 17th Lok Sabha,"","",Sikar Lok Sabha constituency,17th Lok Sabha,,,,
Q16914124,Q42509248,Member of the 16th Lok Sabha,"",2014-05-26,Jodhpur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Jodhpur Lok Sabha constituency,,,Chandresh Kumari
Q16914124,Q56051771,Member of the 17th Lok Sabha,"","",Jodhpur Lok Sabha constituency,17th Lok Sabha,,,,
Q16914125,Q42509248,Member of the 16th Lok Sabha,"","",Kalyan Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Kalyan Lok Sabha constituency,,,
Q16914125,Q56051771,Member of the 17th Lok Sabha,"","",Kalyan Lok Sabha constituency,17th Lok Sabha,,,,
Q16914132,Q42509248,Member of the 16th Lok Sabha,"","",Ramtek Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Ramtek Lok Sabha constituency,,,
Q16914132,Q56051771,Member of the 17th Lok Sabha,"","",Ramtek Lok Sabha constituency,17th Lok Sabha,,,,
Q16929574,Q24558764,Member of the Tamil Nadu Legislative Assembly,political position in India,"",,,,,,
Q16929574,Q42509248,Member of the 16th Lok Sabha,"",2014-05-26,Arani Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Arani Lok Sabha constituency,,,M. Krishnasamy
Q16929588,Q42509248,Member of the 16th Lok Sabha,"","",Vellore Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Vellore Lok Sabha constituency,,,
Q16929702,Q42509248,Member of the 16th Lok Sabha,"","",Eluru Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Eluru Lok Sabha constituency,,,
Q16929702,Q42513698,Member of the 12th Lok Sabha,"","",Eluru Lok Sabha constituency,,,,,
Q16929721,Q42509248,Member of the 16th Lok Sabha,"","",Lakshadweep Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Lakshadweep Lok Sabha constituency,,,
Q16929721,Q56051771,Member of the 17th Lok Sabha,"","",Lakshadweep Lok Sabha constituency,17th Lok Sabha,,,,
Q16929744,Q42509248,Member of the 16th Lok Sabha,"","",Theni Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Theni Lok Sabha constituency,,,
Q16929753,Q42509248,Member of the 16th Lok Sabha,"",2014,Sirsa Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Sirsa Lok Sabha constituency,,,
Q16929761,Q42509248,Member of the 16th Lok Sabha,"","",Tiruppur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Tiruppur Lok Sabha constituency,,,
Q16929762,Q42509248,Member of the 16th Lok Sabha,"","",Sivaganga Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Sivaganga Lok Sabha constituency,,,
Q16929780,Q42509248,Member of the 16th Lok Sabha,"","",Tiruvannamalai Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Tiruvannamalai Lok Sabha constituency,,,
Q16929782,Q42509248,Member of the 16th Lok Sabha,"","",Tenkasi Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Tenkasi Lok Sabha constituency,,,
Q16937355,Q42509248,Member of the 16th Lok Sabha,"","",Cuddalore Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Cuddalore Lok Sabha constituency,,,
Q16937356,Q42509248,Member of the 16th Lok Sabha,"","",Krishnagiri Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Krishnagiri Lok Sabha constituency,,,
Q16937360,Q24558764,Member of the Tamil Nadu Legislative Assembly,political position in India,"",,,,,,
Q16937360,Q42509248,Member of the 16th Lok Sabha,"","",Chidambaram Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Chidambaram Lok Sabha constituency,,,
Q16937363,Q42509248,Member of the 16th Lok Sabha,"","",Dindigul Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Dindigul Lok Sabha constituency,,,
Q16937372,Q42509248,Member of the 16th Lok Sabha,"","",Nilgiris Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Nilgiris Lok Sabha constituency,,,
Q16937403,Q42509248,Member of the 16th Lok Sabha,"","",Pollachi Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Pollachi Lok Sabha constituency,,,
Q16937405,Q42509248,Member of the 16th Lok Sabha,"","",Kancheepuram Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Kancheepuram Lok Sabha constituency,,,
Q16937416,Q42509248,Member of the 16th Lok Sabha,"","",Coimbatore Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Coimbatore Lok Sabha constituency,,,
Q16937418,Q42509248,Member of the 16th Lok Sabha,"","",Salem Lok Sabha constituency,16th Lok Sabha,2014 Indian General Election in Salem Lok Sabha Constituency,,,
Q16937423,Q42509248,Member of the 16th Lok Sabha,"","",Erode Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Erode Lok Sabha constituency,,,
Q16975137,Q42509248,Member of the 16th Lok Sabha,"","",Ramanathapuram Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Ramanathapuram Lok Sabha constituency,,,
Q16979825,Q42509248,Member of the 16th Lok Sabha,"",2014,Sreerampur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Srerampur Lok Sabha constituency,,,Kalyan Banerjee
Q16979825,Q42509330,Member of the 15th Lok Sabha,"",2009,Sreerampur Lok Sabha constituency,15th Lok Sabha,,2014,Kalyan Banerjee,Santasri Chatterjee
Q16979825,Q56051771,Member of the 17th Lok Sabha,"","",Sreerampur Lok Sabha constituency,17th Lok Sabha,,,,
Q16979837,Q24558764,Member of the Tamil Nadu Legislative Assembly,political position in India,"",,,,,,
Q16979837,Q42509248,Member of the 16th Lok Sabha,"","",Mayiladuturai Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Mayiladuthurai Lok Sabha constituency,,,
Q16979896,Q42509248,Member of the 16th Lok Sabha,"","",Kallakurichi Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Kallakurichi Lok Sabha constituency,,,
Q16979931,Q42509248,Member of the 16th Lok Sabha,"","",Nagapattinam Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Nagapattinam Lok Sabha constituency,,,
Q16979932,Q42509248,Member of the 16th Lok Sabha,"","",Madurai Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Madurai Lok Sabha constituency,,,
Q16980056,Q42509248,Member of the 16th Lok Sabha,"","",Perambalur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Perambalur Lok Sabha constituency,,,
