id,name,birth_date,gender,area,source,term,image
To-Van-Tam,Tô Văn Tám,1963-10-10,male,Kon Tum,http://dbqh.na.gov.vn/daibieu/33/2223/To-Van-Tam.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2223.jpg
Le-Thi-Tam,Lê Thị Tám,1964-08-10,female,Nghệ An,http://dbqh.na.gov.vn/daibieu/40/2169/Le-Thi-Tam.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2169.jpg
Nguyen-Thi-Quyet-Tam,Nguyễn Thị Quyết Tâm,1958-12-20,female,TP Hồ Chí Minh,http://dbqh.na.gov.vn/daibieu/29/2551/Nguyen-Thi-Quyet-Tam.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2551.jpg
%C4%90ang-Thanh-Tam,Đặng Thành Tâm,1964-04-15,male,TP Hồ Chí Minh,http://dbqh.na.gov.vn/daibieu/29/2843/%C4%90ang-Thanh-Tam.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2843.jpg
%C4%90o-Thi-Huyen-Tam,Đỗ Thị Huyền Tâm,1966-10-17,female,Bắc Ninh,http://dbqh.na.gov.vn/daibieu/7/3015/%C4%90o-Thi-Huyen-Tam.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/3015.jpg
Nguyen-Thanh-Tam,Nguyễn Thành Tâm,1974-11-20,male,Tây Ninh,http://dbqh.na.gov.vn/daibieu/52/2710/Nguyen-Thanh-Tam.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2710.jpg
Tran-Khac-Tam,Trần Khắc Tâm,1972-10-08,male,Sóc Trăng,http://dbqh.na.gov.vn/daibieu/51/2632/Tran-Khac-Tam.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2632.jpg
Le-Van-Tan,Lê Văn Tân,1957-02-16,male,Hà Nam,http://dbqh.na.gov.vn/daibieu/24/2265/Le-Van-Tan.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2265.jpg
Pham-Van-Tan,Phạm Văn Tấn,1957-08-28,male,Nghệ An,http://dbqh.na.gov.vn/daibieu/40/2170/Pham-Van-Tan.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2170.jpg
Pham-Minh-Tan,Phạm Minh Tấn,1963-05-09,male,Đắc Lắk,http://dbqh.na.gov.vn/daibieu/17/2455/Pham-Minh-Tan.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2455.jpg
Tran-Van-Tan,Trần Văn Tấn,1959-12-15,male,Tiền Giang,http://dbqh.na.gov.vn/daibieu/57/2991/Tran-Van-Tan.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2991.jpg
Tran-Ngoc-Tang,Trần Ngọc Tăng,1948-12-15,male,Hà Tĩnh,http://dbqh.na.gov.vn/daibieu/26/2048/Tran-Ngoc-Tang.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2048.jpg
Trinh-Ngoc-Thach,Trịnh Ngọc Thạch,1957-09-14,male,TP Hà Nội,http://dbqh.na.gov.vn/daibieu/23/1977/Trinh-Ngoc-Thach.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/1977.jpg
Trinh-%C4%90inh-Thach,Trịnh Đình Thạch,1965-09-10,male,Quảng Ngãi,http://dbqh.na.gov.vn/daibieu/47/2243/Trinh-%C4%90inh-Thach.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2243.jpg
Hoa-thuong-Thach-Huon,Hòa thượng Thạch Huôn (Hòa thượng Thạch Hôl),1944-10-04,male,Sóc Trăng,http://dbqh.na.gov.vn/daibieu/51/2608/Hoa-thuong-Thach-Huon.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2608.jpg
Touneh-Drong-Minh-Tham,Touneh Drong Minh Thắm,1986-10-26,female,Lâm Đồng,http://dbqh.na.gov.vn/daibieu/34/2207/Touneh-Drong-Minh-Tham.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2207.jpg
Hoang-%C4%90uc-Tham,Hoàng Đức Thắm,1957-08-15,male,Quảng Trị,http://dbqh.na.gov.vn/daibieu/49/2346/Hoang-%C4%90uc-Tham.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2346.jpg
Tran-Hong-Tham,Trần Hồng Thắm,1975-11-17,female,TP Cần Thơ,http://dbqh.na.gov.vn/daibieu/14/2435/Tran-Hong-Tham.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2435.jpg
Pham-Xuan-Thang,Phạm Xuân Thăng,1966-06-01,male,Hải Dương,http://dbqh.na.gov.vn/daibieu/27/3022/Pham-Xuan-Thang.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/3022.jpg
%C4%90inh-La-Thang,Đinh La Thăng,1960-09-10,male,Thanh Hoá,http://dbqh.na.gov.vn/daibieu/56/2642/%C4%90inh-La-Thang.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2642.jpg
Pham-Tat-Thang,Phạm Tất Thắng,1970-09-09,male,Vĩnh Long,http://dbqh.na.gov.vn/daibieu/60/1976/Pham-Tat-Thang.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/1976.jpg
Nguyen-Thi-Tuyet-Thanh,Nguyễn Thị Tuyết Thanh,1978-11-15,female,Quảng Nam,http://dbqh.na.gov.vn/daibieu/46/2668/Nguyen-Thi-Tuyet-Thanh.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2668.jpg
Nguyen-Van-Thanh,Nguyễn Văn Thanh,1956-08-26,male,TP Hà Nội,http://dbqh.na.gov.vn/daibieu/23/2093/Nguyen-Van-Thanh.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2093.jpg
Phung-Quang-Thanh,Phùng Quang Thanh,1949-02-02,male,Hưng Yên,http://dbqh.na.gov.vn/daibieu/21/2078/Phung-Quang-Thanh.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2078.jpg
Nguyen-Ba-Thanh,Nguyễn Bá Thanh,1953-04-08,male,TP Đà Nẵng,http://dbqh.na.gov.vn/daibieu/16/2348/Nguyen-Ba-Thanh.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2348.jpg
Nguyen-%C4%90uc-Thanh,Nguyễn Đức Thanh,1962-07-03,male,Ninh Thuận,http://dbqh.na.gov.vn/daibieu/42/2770/Nguyen-%C4%90uc-Thanh.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2770.jpg
Nguyen-Thi-Thanh,Nguyễn Thị Thanh,1967-02-10,female,Ninh Bình,http://dbqh.na.gov.vn/daibieu/41/2357/Nguyen-Thi-Thanh.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2357.jpg
Nguyen-Thi-Ngoc-Thanh,Nguyễn Thị Ngọc Thanh,1960-08-02,female,TP Hà Nội,http://dbqh.na.gov.vn/daibieu/23/2786/Nguyen-Thi-Ngoc-Thanh.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2786.jpg
Le-Phuoc-Thanh,Lê Phước Thanh,1956-10-10,male,Quảng Nam,http://dbqh.na.gov.vn/daibieu/46/2672/Le-Phuoc-Thanh.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2672.jpg
Phuong-Thi-Thanh,Phương Thị Thanh,1967-03-21,female,Bắc Kạn,http://dbqh.na.gov.vn/daibieu/81/2959/Phuong-Thi-Thanh.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2959.jpg
Huynh-Thanh,Huỳnh Thành,1957-01-20,male,Gia Lai,http://dbqh.na.gov.vn/daibieu/20/2605/Huynh-Thanh.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2605.jpg
Luong-Van-Thanh,Lương Văn Thành,1960-06-24,male,TP Hải Phòng,http://dbqh.na.gov.vn/daibieu/28/2379/Luong-Van-Thanh.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2379.jpg
Nguyen-Lam-Thanh,Nguyễn Lâm Thành,1964-07-07,male,Lạng Sơn,http://dbqh.na.gov.vn/daibieu/36/1970/Nguyen-Lam-Thanh.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/1970.jpg
Nguyen-Thi-Huong-Thao,Nguyễn Thị Hương Thảo,1984-01-23,female,Hải Dương,http://dbqh.na.gov.vn/daibieu/27/3019/Nguyen-Thi-Huong-Thao.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/3019.jpg
Nguyen-Thanh-Thao,Nguyễn Thanh Thảo,1974-07-12,female,Đồng Tháp,http://dbqh.na.gov.vn/daibieu/19/2310/Nguyen-Thanh-Thao.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2310.jpg
%C4%90inh-Xuan-Thao,Đinh Xuân Thảo,1954-03-15,male,TP Hà Nội,http://dbqh.na.gov.vn/daibieu/23/2011/%C4%90inh-Xuan-Thao.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2011.jpg
%C4%90ao-Trong-Thi,Đào Trọng Thi,1951-03-23,male,TP Hà Nội,http://dbqh.na.gov.vn/daibieu/23/1987/%C4%90ao-Trong-Thi.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/1987.jpg
Nguyen-Ngoc-Thien,Nguyễn Ngọc Thiện,1959-03-27,male,Thừa Thiên - Huế,http://dbqh.na.gov.vn/daibieu/79/2215/Nguyen-Ngoc-Thien.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2215.jpg
Huynh-Minh-Thien,Huỳnh Minh Thiện,1958-12-27,male,TP Hồ Chí Minh,http://dbqh.na.gov.vn/daibieu/29/2652/Huynh-Minh-Thien.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2652.jpg
%C4%90ang-Thi-Ngoc-Thinh,Đặng Thị Ngọc Thịnh,1959-12-25,female,Vĩnh Long,http://dbqh.na.gov.vn/daibieu/60/2744/%C4%90ang-Thi-Ngoc-Thinh.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2744.jpg
Nguyen-Van-Thinh,Nguyễn Văn Thịnh,1957-08-10,male,Hưng Yên,http://dbqh.na.gov.vn/daibieu/21/2360/Nguyen-Van-Thinh.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2360.jpg
Vo-Thi-Hong-Thoai,Võ Thị Hồng Thoại,1958-11-26,female,Bạc Liêu,http://dbqh.na.gov.vn/daibieu/83/2306/Vo-Thi-Hong-Thoai.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2306.jpg
La-Ngoc-Thoang,La Ngọc Thoáng,1957-06-23,male,Cao Bằng,http://dbqh.na.gov.vn/daibieu/15/2278/La-Ngoc-Thoang.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2278.jpg
Ha-Huy-Thong,Hà Huy Thông,1957-06-12,male,Thừa Thiên - Huế,http://dbqh.na.gov.vn/daibieu/79/1973/Ha-Huy-Thong.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/1973.jpg
Le-Minh-Thong,Lê Minh Thông,1957-12-26,male,Thanh Hoá,http://dbqh.na.gov.vn/daibieu/56/1993/Le-Minh-Thong.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/1993.jpg
Y-Thong,Y Thông,1966-11-11,male,Phú Yên,http://dbqh.na.gov.vn/daibieu/44/2024/Y-Thong.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2024.jpg
Duong-Van-Thong,Dương Văn Thống,1961-12-07,male,Yên Bái,http://dbqh.na.gov.vn/daibieu/62/2711/Duong-Van-Thong.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2711.jpg
Bui-Xuan-Thong,Bùi Xuân Thống,1976-04-17,male,Đồng Nai,http://dbqh.na.gov.vn/daibieu/18/2486/Bui-Xuan-Thong.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2486.jpg
Tran-Minh-Thong,Trần Minh Thống,1958-02-20,male,Kiên Giang,http://dbqh.na.gov.vn/daibieu/32/2720/Tran-Minh-Thong.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2720.jpg
Nguyen-Trung-Thu,Nguyễn Trung Thu,1958-11-30,male,Long An,http://dbqh.na.gov.vn/daibieu/38/2289/Nguyen-Trung-Thu.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2289.jpg
Tran-%C4%90inh-Thu,Trần Đình Thu,1959-08-19,male,Gia Lai,http://dbqh.na.gov.vn/daibieu/20/2615/Tran-%C4%90inh-Thu.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2615.jpg
Bui-%C4%90uc-Thu,Bùi Đức Thụ,1958-03-08,male,Lai Châu,http://dbqh.na.gov.vn/daibieu/37/1974/Bui-%C4%90uc-Thu.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/1974.jpg
Vo-Ngoc-Thu,Võ Ngọc Thứ,1961-08-28,female,Kiên Giang,http://dbqh.na.gov.vn/daibieu/32/2725/Vo-Ngoc-Thu.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2725.jpg
Nguyen-Huu-Thuan,Nguyễn Hữu Thuận (Thuận Hữu),1958-09-12,male,Bà Rịa - Vũng Tàu,http://dbqh.na.gov.vn/daibieu/3/1982/Nguyen-Huu-Thuan.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/1982.jpg
Tran-Ngoc-Thuan,Trần Ngọc Thuận,1960-11-26,male,Bình Phước,http://dbqh.na.gov.vn/daibieu/10/2821/Tran-Ngoc-Thuan.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2821.jpg
Nie-Thuat,Niê Thuật,1956-05-08,male,Đắc Lắk,http://dbqh.na.gov.vn/daibieu/17/2459/Nie-Thuat.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2459.jpg
Pham-Tri-Thuc,Phạm Trí Thức,1959-08-02,male,Thanh Hoá,http://dbqh.na.gov.vn/daibieu/56/2023/Pham-Tri-Thuc.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2023.jpg
Vu-Chi-Thuc,Vũ Chí Thực,1956-10-25,male,Quảng Ninh,http://dbqh.na.gov.vn/daibieu/48/2276/Vu-Chi-Thuc.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2276.jpg
Nguyen-Phi-Thuong,Nguyễn Phi Thường,1971-05-07,male,TP Hà Nội,http://dbqh.na.gov.vn/daibieu/23/2825/Nguyen-Phi-Thuong.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2825.jpg
Pham-Xuan-Thuong,Phạm Xuân Thường,1956-05-16,male,Thái Bình,http://dbqh.na.gov.vn/daibieu/53/2412/Pham-Xuan-Thuong.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2412.jpg
Hoang-Van-Thuong,Hoàng Văn Thượng,1948-07-24,male,Cao Bằng,http://dbqh.na.gov.vn/daibieu/15/2285/Hoang-Van-Thuong.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2285.jpg
Tran-Thi-Dieu-Thuy,Trần Thị Diệu Thúy (Trần Thị Diệu Thuý),1977-03-08,female,TP Hồ Chí Minh,http://dbqh.na.gov.vn/daibieu/29/2610/Tran-Thi-Dieu-Thuy.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2610.jpg
Nguyen-Thi-Kim-Thuy,Nguyễn Thị Kim Thúy,1967-09-11,female,TP Đà Nẵng,http://dbqh.na.gov.vn/daibieu/16/2350/Nguyen-Thi-Kim-Thuy.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2350.jpg
Ma-Thi-Thuy,Ma Thị Thúy,1978-10-03,female,Tuyên Quang,http://dbqh.na.gov.vn/daibieu/59/2137/Ma-Thi-Thuy.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2137.jpg
Nguyen-Xuan-Thuy,Nguyễn Xuân Thủy,1985-03-19,male,Phú Thọ,http://dbqh.na.gov.vn/daibieu/43/2478/Nguyen-Xuan-Thuy.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2478.jpg
Ho-Thi-Thuy,Hồ Thị Thủy,1962-10-30,female,Vĩnh Phúc,http://dbqh.na.gov.vn/daibieu/61/3038/Ho-Thi-Thuy.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/3038.jpg
Bach-Thi-Huong-Thuy,Bạch Thị Hương Thủy,1976-08-29,female,Hoà Bình,http://dbqh.na.gov.vn/daibieu/30/2925/Bach-Thi-Huong-Thuy.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2925.jpg
Nguyen-Thanh-Thuy,Nguyễn Thanh Thụy,1962-07-09,female,Bình Định,http://dbqh.na.gov.vn/daibieu/8/2741/Nguyen-Thanh-Thuy.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2741.jpg
Nguyen-Ba-Thuyen,Nguyễn Bá Thuyền,1955-02-03,male,Lâm Đồng,http://dbqh.na.gov.vn/daibieu/34/2214/Nguyen-Ba-Thuyen.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2214.jpg
Huynh-Van-Ti,Huỳnh Văn Tí,1956-10-12,male,Bình Thuận,http://dbqh.na.gov.vn/daibieu/11/2735/Huynh-Van-Ti.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2735.jpg
Nguyen-Van-Tien,Nguyễn Văn Tiên,1955-10-20,male,Tiền Giang,http://dbqh.na.gov.vn/daibieu/57/2105/Nguyen-Van-Tien.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2105.jpg
Le-Nhu-Tien,Lê Như Tiến,1954-08-04,male,Quảng Trị,http://dbqh.na.gov.vn/daibieu/49/1940/Le-Nhu-Tien.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/1940.jpg
Nguyen-Manh-Tien,Nguyễn Mạnh Tiến,1966-05-21,male,Tây Ninh,http://dbqh.na.gov.vn/daibieu/52/2076/Nguyen-Manh-Tien.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2076.jpg
Nguyen-Thi-Kim-Tien,Nguyễn Thị Kim Tiến,1959-08-01,female,TP Hồ Chí Minh,http://dbqh.na.gov.vn/daibieu/29/2104/Nguyen-Thi-Kim-Tien.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2104.jpg
Nguyen-%C4%90ang-Tien,Nguyễn Đăng Tiến,1955-07-20,male,Bắc Giang,http://dbqh.na.gov.vn/daibieu/5/1948/Nguyen-%C4%90ang-Tien.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/1948.jpg
Ngo-Minh-Tien,Ngô Minh Tiến,1962-10-07,male,Bắc Giang,http://dbqh.na.gov.vn/daibieu/5/2318/Ngo-Minh-Tien.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2318.jpg
Phung-%C4%90uc-Tien,Phùng Đức Tiến,1964-10-24,male,Hà Nam,http://dbqh.na.gov.vn/daibieu/24/1979/Phung-%C4%90uc-Tien.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/1979.jpg
Vu-Cong-Tien,Vũ Công Tiến,1956-09-02,male,Lâm Đồng,http://dbqh.na.gov.vn/daibieu/34/2216/Vu-Cong-Tien.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2216.jpg
Huynh-Van-Tiep,Huỳnh Văn Tiếp,1954-12-15,male,TP Cần Thơ,http://dbqh.na.gov.vn/daibieu/14/2441/Huynh-Van-Tiep.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2441.jpg
Mai-Huu-Tin,Mai Hữu Tín,1969-08-27,male,Bình Dương,http://dbqh.na.gov.vn/daibieu/9/2564/Mai-Huu-Tin.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2564.jpg
Nguyen-Van-Tinh,Nguyễn Văn Tính,1961-03-15,male,Hậu Giang,http://dbqh.na.gov.vn/daibieu/84/2597/Nguyen-Van-Tinh.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2597.jpg
Huynh-Van-Tinh,Huỳnh Văn Tính,1954-06-01,male,Tiền Giang,http://dbqh.na.gov.vn/daibieu/57/2993/Huynh-Van-Tinh.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2993.jpg
Bui-Van-Tinh,Bùi Văn Tỉnh,1958-05-12,male,Hoà Bình,http://dbqh.na.gov.vn/daibieu/30/2927/Bui-Van-Tinh.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2927.jpg
Le-Hong-Tinh,Lê Hồng Tịnh,1961-06-12,male,Hậu Giang,http://dbqh.na.gov.vn/daibieu/84/1999/Le-Hong-Tinh.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/1999.jpg
Phan-%C4%90inh-Trac,Phan Đình Trạc,1958-08-25,male,Nghệ An,http://dbqh.na.gov.vn/daibieu/40/2174/Phan-%C4%90inh-Trac.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2174.jpg
Truong-Thi-Thu-Trang,Trương Thị Thu Trang,1984-09-15,female,Tiền Giang,http://dbqh.na.gov.vn/daibieu/57/2995/Truong-Thi-Thu-Trang.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2995.jpg
%C4%90oan-Nguyen-Thuy-Trang,Đoàn Nguyễn Thùy Trang,1972-08-12,female,TP Hồ Chí Minh,http://dbqh.na.gov.vn/daibieu/29/2676/%C4%90oan-Nguyen-Thuy-Trang.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2676.jpg
Le-Minh-Trong,Lê Minh Trọng,1955-03-14,male,Tây Ninh,http://dbqh.na.gov.vn/daibieu/52/2708/Le-Minh-Trong.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2708.jpg
Nguyen-Phu-Trong,Nguyễn Phú Trọng,1944-04-14,male,TP Hà Nội,http://dbqh.na.gov.vn/daibieu/23/2091/Nguyen-Phu-Trong.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2091.jpg
%C4%90ao-Viet-Trung,Đào Việt Trung,1959-05-19,male,Đồng Tháp,http://dbqh.na.gov.vn/daibieu/19/2056/%C4%90ao-Viet-Trung.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2056.jpg
Mai-The-Trung,Mai Thế Trung,1954-09-27,male,Bình Dương,http://dbqh.na.gov.vn/daibieu/9/2568/Mai-The-Trung.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2568.jpg
Pham-Thi-Trung,Phạm Thị Trung,1978-05-03,female,Kon Tum,http://dbqh.na.gov.vn/daibieu/33/2224/Pham-Thi-Trung.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2224.jpg
Nguyen-Trong-Truong,Nguyễn Trọng Trường,1975-06-30,male,Bắc Ninh,http://dbqh.na.gov.vn/daibieu/7/3017/Nguyen-Trong-Truong.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/3017.jpg
Nguyen-Xuan-Truong,Nguyễn Xuân Trường,1959-08-24,male,TP Hải Phòng,http://dbqh.na.gov.vn/daibieu/28/2390/Nguyen-Xuan-Truong.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2390.jpg
Nguyen-The-Truong,Nguyễn Thế Trường,1960-04-01,male,Vĩnh Phúc,http://dbqh.na.gov.vn/daibieu/61/3027/Nguyen-The-Truong.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/3027.jpg
Be-Xuan-Truong,Bế Xuân Trường,1957-12-19,male,Bắc Kạn,http://dbqh.na.gov.vn/daibieu/81/2098/Be-Xuan-Truong.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2098.jpg
Vu-Xuan-Truong,Vũ Xuân Trường,1954-09-24,male,Nam Định,http://dbqh.na.gov.vn/daibieu/39/2979/Vu-Xuan-Truong.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2979.jpg
Le-Viet-Truong,Lê Việt Trường,1955-08-15,male,An Giang,http://dbqh.na.gov.vn/daibieu/2/1939/Le-Viet-Truong.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/1939.jpg
Tran-Van-Tu,Trần Văn Tư,1958-09-15,male,Đồng Nai,http://dbqh.na.gov.vn/daibieu/18/2483/Tran-Van-Tu.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2483.jpg
Le-Tuan-Tu,Lê Tuấn Tứ,1958-09-09,male,Khánh Hoà,http://dbqh.na.gov.vn/daibieu/31/2512/Le-Tuan-Tu.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2512.jpg
Nguyen-Tan-Tuan,Nguyễn Tấn Tuân,1964-06-01,male,Khánh Hoà,http://dbqh.na.gov.vn/daibieu/31/2509/Nguyen-Tan-Tuan.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2509.jpg
Tran-Quoc-Tuan,Trần Quốc Tuấn,1970-02-08,male,Trà Vinh,http://dbqh.na.gov.vn/daibieu/58/2168/Tran-Quoc-Tuan.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2168.jpg
Tran-Duong-Tuan,Trần Dương Tuấn,1961-05-08,male,Bến Tre,http://dbqh.na.gov.vn/daibieu/12/2802/Tran-Duong-Tuan.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2802.jpg
Tran-Huu-Tuat,Trần Hữu Tuất,1956-08-25,male,Nghệ An,http://dbqh.na.gov.vn/daibieu/40/2097/Tran-Huu-Tuat.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2097.jpg
Hoang-Thanh-Tung,Hoàng Thanh Tùng,1966-12-25,male,Sóc Trăng,http://dbqh.na.gov.vn/daibieu/51/1947/Hoang-Thanh-Tung.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/1947.jpg
%C4%90ang-Ngoc-Tung,Đặng Ngọc Tùng,1952-08-28,male,Đồng Nai,http://dbqh.na.gov.vn/daibieu/18/2075/%C4%90ang-Ngoc-Tung.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2075.jpg
Nguyen-Thanh-Tung,Nguyễn Thanh Tùng,1960-06-15,male,Bình Định,http://dbqh.na.gov.vn/daibieu/8/2743/Nguyen-Thanh-Tung.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2743.jpg
Phan-Van-Tuong,Phan Văn Tường,1960-07-02,male,Thái Nguyên,http://dbqh.na.gov.vn/daibieu/54/1989/Phan-Van-Tuong.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/1989.jpg
Nguyen-The-Tuy,Nguyễn Thế Tuy,1956-12-11,male,Lạng Sơn,http://dbqh.na.gov.vn/daibieu/36/3036/Nguyen-The-Tuy.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/3036.jpg
Tran-Van-Tuy,Trần Văn Túy,1957-07-20,male,Bắc Ninh,http://dbqh.na.gov.vn/daibieu/7/3021/Tran-Van-Tuy.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/3021.jpg
%C4%90o-Kim-Tuyen,Đỗ Kim Tuyến,1958-01-19,male,TP Hà Nội,http://dbqh.na.gov.vn/daibieu/23/2033/%C4%90o-Kim-Tuyen.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2033.jpg
Mai-Thi-Anh-Tuyet,Mai Thị Ánh Tuyết,1960-12-01,female,An Giang,http://dbqh.na.gov.vn/daibieu/2/2467/Mai-Thi-Anh-Tuyet.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2467.jpg
Nguyen-Van-Tuyet,Nguyễn Văn Tuyết,1960-11-25,male,Bà Rịa - Vũng Tàu,http://dbqh.na.gov.vn/daibieu/3/2115/Nguyen-Van-Tuyet.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2115.jpg
Nguyen-Xuan-Ty,Nguyễn Xuân Tỷ,1957-10-15,male,Bến Tre,http://dbqh.na.gov.vn/daibieu/12/2100/Nguyen-Xuan-Ty.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2100.jpg
%C4%90o-Ba-Ty,Đỗ Bá Tỵ,1954-12-01,male,Điện Biên,http://dbqh.na.gov.vn/daibieu/64/2092/%C4%90o-Ba-Ty.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2092.jpg
