id,flag,coat_of_arms,identifier__freebase,type,identifier__gnd,start_date,end_date,name__pt,name__et,name__de,name__fr,name__ko,name__he,name__es,name__sr_el,name__sr_ec,name__hr,name__it,name__nl,name__nb,name__en,name__sr,name__cs,name__zh,iso_code,website,identifier__dmoz,identifier__fips,identifier__geonames,replaces,name__eo,name__af,name__ar,name__ast,name__be,name__bg,name__bpy,name__br,name__ca,name__cy,name__da,name__el,name__eu,name__fa,name__fi,name__ga,name__gl,name__gn,name__hi,name__hu,name__ia,name__id,name__io,name__is,name__ja,name__ka,name__kw,name__la,name__lb,name__lt,name__lv,name__mg,name__mk,name__mr,name__ms,name__nn,name__oc,name__os,name__pap,name__pl,name__pms,name__pnb,name__qu,name__ro,name__ru,name__sco,name__sh,name__sk,name__sv,name__sw,name__tet,name__tg,name__th,name__tr,name__uk,name__vi,name__vo,name__war,name__yi,name__yo,name__pt_br,name__eml,name__be_tarask,name__uz,name__nan,name__ta,name__ur,name__gsw,name__hy,name__ceb,name__vec,name__cbk_zam,name__az,name__ay,identifier__bnf,name__en_ca,name__en_gb,name__ang,name__co,name__mwl,name__so,name__sq,name__zh_cn,name__zh_hans,name__zh_hant,name__nds,name__yue,name__mn,name__ku,name__nah,name__vep,name__ne,name__an,name__scn,name__kk,identifier__tgn,name__dz,name__bs,name__sm,name__arz,name__de_ch,name__pa,name__li,name__lmo,name__tl,name__ml,name__bn,name__na,name__sl,name__za,name__bar,name__lad,name__xmf,name__zh_hk,name__zh_sg,name__zh_tw,name__te,name__si
Q40130,https://upload.wikimedia.org/wikipedia/commons/0/0c/Bandeira_do_Amapá.svg,https://upload.wikimedia.org/wikipedia/commons/6/63/Brasão_do_Amapá.svg,/m/01hdj9,states of Brazil,,1988-10-05,,Amapá,Amapá osariik,Amapá,Amapá,아마파 주,אמאפה,Amapá,,,Amapá,Amapá,Amapá,Amapá,Amapá,Амапа,Amapá,阿马帕,BR-AP,http://www.amapa.gov.br/,Regional/South_America/Brazil/States/Amapá/,BR03,3407762,Amapá Territory,Amapao,Amapá,أمابا,Amapá,Штат Амапа,Амапа,আমাপা,Amapá,Estat d'Amapá,Amapá,Amapá,Αμαπά,Amapá,آماپا,Amapá,Amapá,Amapá,Amapa,अमापा,Amapá,Amapá,Amapá,Amapá,,アマパー州,ამაპა,Amapá,Amapa,,Amapa,Amapa,Amapá,Амапа,अमापा,Amapá,Amapá,Amapá,,,Amapá,Amapá,اماپا,Amapá suyu,Amapá,Амапа,Amapá,Amapá,Amapá,Amapá,Amapá,Amapá,Амапа,รัฐอามาปา,Amapá,Амапа,Amapá,Amapá,Amapá,,Amapá,Amapá,Amapá,Амапа,,Amapá,ஆமப்பா,اماپا,,Ամապա,Amapá (estado),,,Amapa,Amapa Istadu,11978557k,Amapá,Amapá,,,,,Amapá,,,,,阿馬帕州,,,Amapá,,,,,Амапа,,,Amapá,,,,,Amapá,,,,আমাপা,,,,,,,,,,అమాపా,අමපා
Q40430,https://upload.wikimedia.org/wikipedia/commons/2/28/Bandeira_da_Bahia.svg,https://upload.wikimedia.org/wikipedia/commons/1/12/Brasão_do_estado_da_Bahia.svg,/m/01c8c6,states of Brazil,4004254-6,1889,,Bahia,Bahia osariik,Bahia,Bahia,바이아 주,באהיה,Estado de Bahía,,,Bahia,Bahia,Bahia,Bahia,Bahia,Баија,Bahia,巴伊亚,BR-BA,http://www.ba.gov.br/,Regional/South_America/Brazil/States/Bahia/,BR05,3471168,Bahia Province,Bahio,Bahia,باهيا,Bahía,Штат Баія,Баия,বাহিয়া,Bahia,Estat de Bahia,Bahia,Bahia,Μπαΐα,Bahiako estatua,باهیا,Bahia,Bahia,Bahia,Bahia,बाहिया,Bahia,Bahia,Bahia,Bahia,Bahia,バイーア州,ბაია,Bahia,Bahia,,Bahija,Baija,Bahia,Баија,बाईया,Bahia,Bahia,Bahia,Баия,,Bahia,Bahia,باہیا,Bahia suyu,Bahia,Баия,Bahia,Bahia,Bahia,Bahia,Bahia,Bahia,Баия,รัฐบาเอีย,Bahia,Баїя,Bahia,Bahia,Bahia,,Bahia,Bahia,Bahia,Баія,Baiya,Bahia,பாகையா,باہیا,,Իտամարաժու,Bahia (estado),Bahia,Bahía,Baiya,Bahia Istadu,,Bahia,Bahia,,,Baía,,,,,,,,,,Bahia,,,,,Баия,,,Bahia,,,,ਬਾਹੀਆ,,,Bahia,,বাহিয়া,,,,,,,,,,బాహియా,බහියා
Q40780,https://upload.wikimedia.org/wikipedia/commons/4/4c/Bandeira_do_Acre.svg,https://upload.wikimedia.org/wikipedia/commons/5/52/Brasão_do_Acre.svg,/m/01hdgz,states of Brazil,,1962-06-15,,Acre,Acre osariik,Acre,Acre,아크리 주,אקרי,Estado de Acre,,,Acre,Acre,Acre,Acre,Acre,Акре,Acre,阿克里州,BR-AC,http://www.ac.gov.br,Regional/South_America/Brazil/States/Acre/,BR01,3665474,Acre Territory,Akro,Acre,أكري,Acre,Штат Акры,Акри,আক্রে,Acre,Estat d'Acre,Acre,Acre,Άκρε,Acre,اکری,Acre,Acre,Acre,Akre,आक्री,Acre,Acre,Acre,Acre,Acre,アクレ州,აკრი,Acre,Acre,,Akrė,Akri,Acre,Акре,आक्रे,Acre,Acre i Brasil,Acre,,,Acre,Acre,اکیر,Aqri suyu,Acre,Акри,Acre,Acre,Acre,Acre,Acre,Acre,Акри,รัฐอากรี,Acre,Акрі,Acre,Acre,Acre,,Acre,Acre,Acre,Акры,Akri,Acre,ஆக்ரி,اکری,,,,,,Akri,Acre Istadu,,Acre,Acre,,,,,Acre,,,,,,,,Acre,,,,,,,,Acre,,,,,Acre,,,അക്രേ,একর,,,,,,,,,,ఏకర్,අක්රේ
Q40885,https://upload.wikimedia.org/wikipedia/commons/8/88/Bandeira_de_Alagoas.svg,https://upload.wikimedia.org/wikipedia/commons/5/5c/Brasão_do_Estado_de_Alagoas.svg,/m/015zxx,states of Brazil,,1889,,Alagoas,Alagoase osariik,Alagoas,Alagoas,알라고아스 주,אלגואס,Alagoas,,,Alagoas,Alagoas,Alagoas,Alagoas,Alagoas,Алагоас,Alagoas,阿拉戈斯州,BR-AL,http://www.governo.al.gov.br/,,BR02,3408096,Alagoas Province,Alagoaso,Alagoas,ألاغواس,Alagoas,Штат Алагоас,Алагоас,আলাগৱাস,Alagoas,Alagoas,Alagoas,Alagoas,Αλαγκόας,Alagoas,آلاگواس,Alagoas,Alagoas,Alagoas,Alagoas,अलागोआस,Alagoas,Alagoas,Alagoas,Alagoas,Alagoas,アラゴアス州,ალაგოასი,Alagoas,Alacunae,,Alagoasas,Alagoasa,Alagoas,Алагоас,आलागोआस,Alagoas,Alagoas,Alagoas,,,Alagoas,Alagoas,الاگواس,Alagoas suyu,Alagoas,Алагоас,Alagoas,Alagoas,Alagoas,Alagoas,Alagoas,Alagoas,Алагоас,รัฐอาลาโกอัส,Alagoas,Алагоас,Alagoas,Alagoas,Alagoas,,Alagoas,Alagoas,Alagoas,Алагоас,Alagoas,Alagoas,அலகொலாஸ்,الاگواس,,Ալագոաս,Alagoas,,,Alaqoas,Alagoas Istadu,11969954p,Alagoas,Alagoas,,,,,Alagoas,,,,,,,,Alagoas,,अलागोआस,,,Алагоас,,,Alagoas,,,,,,,,,আলাগোয়াস,,,,,,,,,,ఆలాగోవాస్,අලගොආස්
Q40942,https://upload.wikimedia.org/wikipedia/commons/5/59/Bandeira_de_Pernambuco.svg,https://upload.wikimedia.org/wikipedia/commons/0/04/Brasão_do_estado_de_Pernambuco.svg,/m/01hdpp,states of Brazil,4045212-8,1889,,Pernambuco,Pernambuco osariik,Pernambuco,Pernambouc,페르남부쿠 주,פרנמבוקו,Pernambuco,,,Pernambuco,Pernambuco,Pernambuco,Pernambuco,Pernambuco,Пернамбуко,Pernambuco,伯南布哥,BR-PE,http://www.pe.gov.br/,Regional/South_America/Brazil/States/Pernambuco/,BR30,3392268,Pernambuco Province,Pernambuko,Pernambuco,بيرنامبوكو,Pernambuco,штат Пернамбуку,Пернамбуко,পেরনামবুকো,Pernambuco,Pernambuco,Pernambuco,Pernambuco,Περναμπούκο,Pernambuco,پرنامبوکو,Pernambuco,Pernambuco,Pernambuco,Pernambuco,पेरनाम्बुको,Pernambuco,Pernambuco,Pernambuco,Pernambuco,Pernambuco,ペルナンブーコ州,პერნამბუკუ,Pernambuco,Pernambuci praefectura,Pernambuco,Pernambukas,Pernambuku,Pernambuco,Пернамбуко,पर्नांबुको,Pernambuco,Pernambuco,Pernambuco,,,Pernambuco,Pernamboch,پرنامبوکو,Pernambuco suyu,Pernambuco,Пернамбуку,Pernambuco,Pernambuco,Pernambuco,Pernambuco,Pernambuco,Pernambuco,Пернамбуку,รัฐเปร์นัมบูกู,Pernambuco,Пернамбуку,Pernambuco,Pernambuco,Pernambuco,,Pernambuco,Pernambuco,Pernambuco,Пэрнамбуку,Pernambuku,Pernambuco,பெர்னம்புகோ,پرنامبوکو,,,Pernambuco (estado sa Brasil),Pernambuco,,Pernambuku,Pernambuco Istadu‎,119981060,,,,,,,Pernambuco,,,,,,,,,,,Pernambuco,,Пернамбуку,,,Pernambuco,,,,,,,,,পেরনাবুকু,Pernambuco,"Pernambuco, Brazilija",,,,,,,,పెర్నాంబుకో,පර්නම්බුකෝ
Q41115,https://upload.wikimedia.org/wikipedia/commons/1/1a/Bandeira_de_Santa_Catarina.svg,https://upload.wikimedia.org/wikipedia/commons/6/65/Brasão_de_Santa_Catarina.svg,/m/01l_jz,states of Brazil,,1889,,Santa Catarina,Santa Catarina osariik,Santa Catarina,Santa Catarina,산타카타리나 주,סנטה קטרינה,Santa Catarina,,,Santa Catarina,Santa Catarina,Santa Catarina,Santa Catarina,Santa Catarina,Санта Катарина,Santa Catarina,圣卡塔琳娜州,BR-SC,http://www.sc.gov.br/,Regional/South_America/Brazil/States/Santa_Catarina/,BR26,3450387,Santa Catarina Province,Sankta Katarino,Santa Catarina,سانتا كاتارينا,Santa Catarina,штат Санта-Катарына,Санта Катарина,সান্টা কাটারিনা,Santa Catarina,Estat de Santa Catarina,Santa Catarina,Santa Catarina,Σάντα Καταρίνα,Santa Catarina,سانتا کاتارینا,Santa Catarina,Santa Catarina,Santa Catarina,Santa Catarina,सांता कातारीना,Santa Catarina,Santa Catarina,Santa Catarina,Santa Catarina,Santa Catarina,サンタカタリーナ州,სანტა-კატარინა,Santa Catarina,Sancta Catharina,,Santa Katarina,Santakatarina,Santa Catarina,Санта Катарина,सांता कातारिना,Santa Catarina,Santa Catarina,Santa Catarina,Сантæ-Катаринæ,,Santa Catarina,Santa Catarina,سانتا کتارینا,Santa Catarina suyu,Santa Catarina,Санта-Катарина,Santa Catarina,Santa Catarina,Santa Catarina,Santa Catarina,Santa Catarina,Santa Catarina,Санта Катарина,รัฐซานตากาตารีนา,Santa Catarina,Санта-Катаріна,Santa Catarina,Santa Catarina,Santa Catarina,,Santa Catarina,Santa Catarina,Santa Catarina,Санта-Катарына,Santa-Katarina,Santa Catarina,சாண்டா  கதறினா,سانتا کاتارینا,,Սանտա Կատարինա,Santa Catarina (estado),Santa Catarina,Santa Catarina,Santa-Katarina,Santa Catarina Istadu,,Santa Catarina,Santa Catarina,,,,,,,,,,,,,,,,,,Санта Катарина,,,Santa Catarina,,,,,,,,,স্যান্টা ক্যাটারিনা,,,,,,,,,,సాంటా కాటరీనా,සැන්ටා කැතරිනා
Q41428,https://upload.wikimedia.org/wikipedia/commons/7/73/Bandeira_do_estado_do_Rio_de_Janeiro.svg,https://upload.wikimedia.org/wikipedia/commons/5/5b/Brasão_do_estado_do_Rio_de_Janeiro.svg,/m/01hd4s,states of Brazil,4117025-8,1889,,Rio de Janeiro,Rio de Janeiro osariik,Rio de Janeiro,État de Rio de Janeiro,리우데자네이루 주,ריו דה ז'ניירו,Estado de Río de Janeiro,,,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,Рио де Жанеиро,Rio de Janeiro,里約熱內盧州,BR-RJ,http://www.rj.gov.br/,Regional/South_America/Brazil/States/Rio_de_Janeiro/,BR21,3451189,Rio de Janeiro Province,Rio-de-Ĵanejrio,Rio de Janeiro,ريو دي جانيرو,Río de Janeiro,Штат Рыа-дэ-Жанэйра,Рио де Жанейро,,Rio de Janeiro,Estat de Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,Ρίο ντε Τζανέιρο,Rio de Janeiroko estatua,ایالت ریو د ژانیرو,Rio de Janeiro,Rio de Janeiro,Estado de Río de Xaneiro,Rio de Janeiro,,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,,リオデジャネイロ州,რიო-დე-ჟანეიროს შტატი,Rio de Janeiro,Flumen Ianuarii,,Rio de Žaneiras,Riodežaneiro,Rio de Janeiro,Рио де Жанеиро,रियो दि जानेरो,Rio de Janeiro,Delstaten Rio de Janeiro,Rio de Janeiro,Рио-де-Жанейро,,Rio de Janeiro,Rio de Janeiro,ریو دی جنیرو,Rio de Janeiro suyu,Rio de Janeiro,Рио-де-Жанейро,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,Riu de Janeiru,Рио де Жанейро,รัฐรีโอเดจาเนโร,Rio de Janeiro,Ріо-де-Жанейро,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,,Ìpínlẹ̀ Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,,Rio-de-Janeyro,Rio de Janeiro,இரியோ டி செனீரோ,ریو دے جینیرو,,Ռիո դե Ժանեյրո,Rio de Janeiro (estado),Rio de Janeiro,Río de Janeiro,Rio-de-Janeyro,Rio de Janeiro Istadu,11941123v,,,,,,,,,里约热内卢州,里約熱內盧州,,里約熱內盧州,,Rio de Janeiro,,,,Estato de Rio de Janeiro,,,,,,,,,,,,,,,,,Rio de Janeiro,Rio de Janeiro,,,,,,,
Q41587,https://upload.wikimedia.org/wikipedia/commons/b/be/Flag_of_Goiás.svg,https://upload.wikimedia.org/wikipedia/commons/b/bf/Brasão_de_Goiás.svg,/m/012yz_,states of Brazil,,1889,,Goiás,Goiási osariik,Goiás,Goiás,고이아스 주,גויאס,Estado de Goiás,,,Goiás,Goiás,Goiás,Goiás,Goiás,Гојас,Goiás,戈亚斯,BR-GO,http://www.goias.gov.br/,Regional/South_America/Brazil/States/Goias/,BR29,3462372,Goiás Province,Gojaso,Goiás,غوياس,Goiás,Штат Гаяс,Гояс,গোয়াস,Goiás,Estat de Goiás,Goiás,Goiás,Γκοϊάς,Goiás,گوییاس,Goiás,Goiás,Goiás,Goiás,गोइयास,Goiás,Goiás,Goiás,Goiás,,ゴイアス州,გოიასი,Goiás,Goyas,,Gojasas,Gojasa,Goiás,Гојаш,गोयाएस,Goiás,,Goiás,,,Goiás,Goiàs,گویاس,Goiás suyu,Goiás,Гояс,Goiás,Goiás,Goiás,Goiás,Goiás,Goiás,Гояс,รัฐโกยาส,Goiás,Гояс,Goiás,Goiás,Goiás,,Goiás,Goiás,Goiás,Гаяс,Goyas,Goiás,கோய்அஸ்,گوئیاس,,Գոյաս,Goiás (estado),,,Qoyas,Goias Istadu,11960194j,Goiás,Goiás,,Goiás,,,,,,,,,,,,,,Goiás,,,,གོ་ཡཟི་,,,,Goiás,,,,,,গৌয়াস,,,,,,,,,,గోయాస్,ගොයාස්
Q42362,https://upload.wikimedia.org/wikipedia/commons/4/45/Bandeira_do_Maranhão.svg,https://upload.wikimedia.org/wikipedia/commons/a/ab/Brasão_do_Maranhão.svg,/m/01hd3y,states of Brazil,,1889,,Maranhão,Maranhão osariik,Maranhão,Maranhão,마라냥 주,מרניאו,Maranhão,,,Maranhão,Maranhão,Maranhão,Maranhão,Maranhão,Марањао,Maranhão,马拉尼昂州,BR-MA,http://www.ma.gov.br/,Regional/South_America/Brazil/States/Maranhão/,BR13,3395443,Maranhão Province,Maranjo,Maranhão,مارانهاو,Maranhão,Штат Мараньян,Мараняо,মারানহো,Maranhão,Estat de Maranhão,Maranhão,Maranhão,Μαρανιάο,Maranhão,مارانیائو,Maranhão,Maranhão,Marañón - Maranhão,Maranhão,मरान्हाओ,Maranhão,Maranhão,Maranhão,Maranhão,,マラニョン州,მარანიანი,Maranhão,Maragnanum,,Maranjanas,Maraņauna,Maranhão,Марањао,मरान्याव,Maranhão,Maranhão,Maranhão,,,Maranhão,Maranhão,مارانہاؤ,Maranhão suyu,Maranhão,Мараньян,Maranhão,Maranhão,Maranhão,Maranhão,Maranhão,Maranhão,Маранян,รัฐมารันเยา,Maranhão,Мараньян,Maranhão,Maranhão,Maranhão,,Maranhão,Maranhão,Maranhão,Мараньнян,Maranyan,Maranhão,மாரஞ்ஞோ,مارانہاؤ,,Մարանյան,Maranhão (estado),Maranhao,,Maranyan,Maranhão Istadu,,Maranhão,Maranhão,,,,,,,,,,,,,,,,,,Мараньян,,,Maranhão,,,,,,,,,মহানহো,,,,,,,,,,మరాన్హో,මරන්හාඕ
Q42508,https://upload.wikimedia.org/wikipedia/commons/9/98/Bandeira_de_Roraima.svg,https://upload.wikimedia.org/wikipedia/commons/e/ed/Brasão_de_Roraima.svg,/m/01tq_j,states of Brazil,,1988-10-05,,Roraima,Roraima osariik,Roraima,Roraima,호라이마 주,רוריימה,Roraima,,,Roraima,Roraima,Roraima,Roraima,Roraima,Рораима,Roraima,羅賴馬州,BR-RR,http://www.portal.rr.gov.br/,Regional/South_America/Brazil/States/Roraima/,BR25,3662560,Roraima Territory,Rorajmo,Roraima,رورايما,Roraima,Штат Рарайма,Рорайма,রোরাইমা,Roraima,Roraima,Roraima,Roraima,Ροράιμα,Roraima,رورایما,Roraima,Roraima,Roraima,Roraima,रोरैमा,Roraima,Roraima,Roraima,Roraima,Roraima,ロライマ州,რორაიმა,Roraima,Roraima,,Roraima,Roraima,Roraima,Рораима,रोराईमा,Roraima,Roraima,Roraima,,,Roraima,Roraima,رورائیما,Roraima suyu,Roraima,Рорайма,Roraima,Roraima,Roraima,Roraima,Roraima,Roraima,Рорайма,รัฐโรไรมา,Roraima,Рорайма,Roraima,Roraima,Roraima,,Roraima,Roraima,Roraima,,Rorayma,Roraima,றோரைமா,رورائیما,,,Roraima (estado sa Brasil),,,Rorayma,Roraima Istadu,11942530g,Roraima,Roraima,,,,,,,罗赖马州,,,,,,,,,,,,,,Roraima,,,,,,,,,রোরাইমা প্রদেশ,,,,,,,,,,రోరేమా,රෝරයිමා
Q42722,https://upload.wikimedia.org/wikipedia/commons/3/33/Bandeira_do_Piauí.svg,https://upload.wikimedia.org/wikipedia/commons/a/ad/Brasão_do_Piauí.svg,/m/01hdqj,states of Brazil,,1889,,Piauí,Piauí osariik,Piauí,Piauí,피아우이 주,פיאאוי,Piauí,,,Piauí,Piauí,Piauí,Piauí,Piauí,Пјауи,Piauí,皮奧伊州,BR-PI,http://www.piaui.pi.gov.br/,Regional/South_America/Brazil/States/Piaui/,BR20,3392213,Piauí Province,Piaŭio,Piauí,بياوي,Piauí,Штат Піауі,Пиауи,পিয়াউই,Piauí,Piauí,Piauí,Piauí,Πιοΐ,Piauí,پیاوی,Piauí,Piauí,Piauí,Piaui,पियाउई,Piauí,Piauí,Piauí,Piauí,Piauí,ピアウイ州,პიაუი,Piauí,Piauhy,,Piaujis,Pjaui,Piauí,Пјауи,पिआवी,Piauí,Piauí,Piauí,,,Piauí,Piauì,پیاوئی,Piauí suyu,Piauí,Пиауи,Piauí,Piauí,Piauí,Piauí,Piauí,Piauí,Пиауи,รัฐปีเอาอี,Piauí,Піауї,Piauí,Piauí,Piauí,,Piauí,Piauí,Piauí,Піяўі,Piaui,Piauí,பிஒய்,پیاوی,,Պիաուի,Piauí,,,Piaui,Piauí Istadu,11951530f,,,,,,,,,皮奥伊州,,,,,,Piauí,,,,,Пиауи,,,Piauí,,,,,,,,,পিয়াউই,,,,,,,,,,పియావా,පියෞයි
Q42824,https://upload.wikimedia.org/wikipedia/commons/0/0b/Bandeira_de_Mato_Grosso.svg,https://upload.wikimedia.org/wikipedia/commons/0/04/Brasão_de_Mato_Grosso.png,/m/01hdly,states of Brazil,,1889,,Mato Grosso,Mato Grosso osariik,Mato Grosso,Mato Grosso,마투그로수 주,מאטו גרוסו,Mato Grosso,,,Mato Grosso,Mato Grosso,Mato Grosso,Mato Grosso,Mato Grosso,Мато Гросо,Mato Grosso,马托格罗索州,BR-MT,http://www.mt.gov.br/,Regional/South_America/Brazil/States/Mato_Grosso/,BR14,3457419,Mato Grosso Province,Mato-Groso,Mato Grosso,ماتو غروسو,Mato Grosso,Штат Мату-Гросу,Мато Гросо,মাটো গ্রসো,Mato Grosso,Mato Grosso,Mato Grosso,Mato Grosso,Μάτου Γκρόσου,Mato Grosso,ماتو گروسو,Mato Grosso,Mato Grosso,Mato Groso - Mato Grosso,Mato Grosso,मातो ग्रोसो,Mato Grosso,Mato Grosso,Mato Grosso,Mato Grosso,,マットグロッソ州,მატუ-გროსუ,Mato Grosso,Silva Crassa,,Mato Grosas,Matugrosu,Mato Grosso,Мато Грошо,मातो ग्रोसो,Mato Grosso,Mato Grosso,Mato Grosso,,,Mato Grosso,Mato Gròss,ماتو گروسو,Mato Grosso suyu,Mato Grosso,Мату-Гросу,Mato Grosso,Mato Grosso,Mato Grosso,Mato Grosso,Mato Grosso,Mato Grosso,Мату Гросу,รัฐมาตูโกรสซู,Mato Grosso,Мату-Гросу,Mato Grosso,Mato Grosso,Mato Grosso,,Mato Grosso,Mato Grosso,Mato Grosso,Мату-Гросу,Matu-Grosu,Mato Grosso,மடோ குரோசோ,ماتو گروسو,,Մատու Գրոսու,Mato Grosso (estado),Mato Grosso,,Matu-Qrosu,Mato Grosso Istadu,,,,,,,,,,,,,,,,,,,,,Мату-Гроссу,,,Mato Grosso,,,,,,,,,মাতো গ্রসো,,,,,,,,,,మాటో గ్రోసో,මටෝ ග්රෝසෝ
Q43233,https://upload.wikimedia.org/wikipedia/commons/4/43/Bandeira_do_Espírito_Santo.svg,https://upload.wikimedia.org/wikipedia/commons/a/a0/Brasão_do_Espírito_Santo.svg,/m/021tyb,states of Brazil,,1889,,Espírito Santo,Espírito Santo osariik,Espírito Santo,Espírito Santo,이스피리투산투 주,אספיריטו סאנטו,Estado de Espírito Santo,,,Espírito Santo,Espírito Santo,Espírito Santo,Espírito Santo,Espírito Santo,Еспирито Санто,Espírito Santo,圣埃斯皮里图州,BR-ES,http://www.es.gov.br,Regional/South_America/Brazil/States/Espirito_Santo/,BR08,3463930,Espírito Santo Province,Espirito-Santo,Espírito Santo,إسبيريتو سانتو,Espírito Santo,Штат Эспірыту-Санту,Еспирито Санто,কাপিক্সাবা,Espírito Santo,Estat d'Espírito Santo,Espírito Santo,Espírito Santo,Εσπιρίτο Σάντο,Espírito Santo,اسپیریتو سانتو,Espírito Santo,Espírito Santo,Espírito Santo,Espírito Santo,एस्पिरितो सान्तो,Espírito Santo,Espírito Santo,Espírito Santo,Espírito Santo,,エスピリトサント州,ესპირიტუ-სანტუ,Espírito Santo,Civitas Spiritus Sancti,,Espirito Santas,Espiritu Santu,,Еспирито Санто,एस्पिरितो सांतो,Espírito Santo,Espírito Santo,Espírito Santo,Эспириту-Санту,,Espírito Santo,Espìrito Santo,اسپریتو سانتو,Ch'uya Ispiritu suyu,Espírito Santo,Эспириту-Санту,Espírito Santo,Espírito Santo,Espírito Santo,Espírito Santo,Espírito Santo,Espírito Santo,Эспириту Санту,รัฐเอสปีรีตูซานตู,Espírito Santo,Еспіріту-Санту,Espírito Santo,Espírito Santo,Espírito Santo,,Espírito Santo,Espírito Santo,Espírito Santo,,Espiritu-Santu,Espírito Santo,ஏசுபிரிட்டோ  சந்தோ,اسپیریتو سانتو,,,Espírito Santo (estado),,,Espiritu-Santu,Espírito Santo Istadu,,,,,,,,,,,聖埃斯皮里圖州,,,,,,,,,,,,,Espírito Santo,,,,,,,,,এস্পিরিতো স্যান্টো,,,,,,,,,,ఎస్పిరిటో సాంటో,එස්පිරිටෝ සැන්ටෝ
Q43235,https://upload.wikimedia.org/wikipedia/commons/f/fa/Bandeira_de_Rondônia.svg,https://upload.wikimedia.org/wikipedia/commons/f/f1/Brasão_de_Rondônia.svg,/m/01hds7,states of Brazil,,1982-01-04,,Rondônia,Rondônia osariik,Rondônia,Rondônia,혼도니아 주,רונדוניה,Rondonia,,,Rondônia,Rondônia,Rondônia,Rondônia,Rondônia,Рондонија,Rondônia,朗多尼亚州,BR-RO,http://www.rondonia.ro.gov.br/,Regional/South_America/Brazil/States/Rondonia/,BR24,3924825,Rondônia Territory,Rondonio,Rondônia,روندونيا,Rondônia,Штат Рандонія,Рондония,রনডনিয়া,Rondônia,Rondônia,Rondônia,Rondônia,Ροντόνια,Rondônia,روندونیا,Rondônia,Rondônia,Rondonia - Rondônia,Rondônia,रोन्डोनिया,Rondônia,Rondônia,Rondônia,Rondonia,,ロンドニア州,რონდონია,Rondônia,Rondonia,,Rondonija,Rondonija,Rondônia,Рондонија,रोन्द्योनिया,Rondônia,Rondônia,Rondônia,,,Rondônia,Rondònia,روندونیا,Rondônia suyu,Rondônia,Рондония,Rondônia,Rondônia,Rondônia,Rondônia,Rondônia,Rondônia,Рондония,รัฐรอนโดเนีย,Rondônia,Рондонія,Rondônia,Rondônia,Rondônia,,Rondônia,Rondônia,Rondônia,Рандонія,Rondoniya,Rondônia,ரொண்டோனியா,روندونیا,,,Rondônia,,,Rondoniya,Rondonia Istadu,11978560g,,,,,,,,,,,,,,,,,,,,,1001944,རོན་དོ་ནིཡ་,,,,,,,,,,রন্ডোনিয়া,,,,,,,,,,రాండోనియా,රැන්ඩෝනියා
