id,party,name,sort_name,honorific_prefix,faction,start_date,birth_date,source,twitter,facebook,website,term,honorific_suffix
943,Socialist Party of Serbia,DANICA BUKVIC,DANICA Dr BUKVIC,Dr,Socialist Party of Serbia,2016-06-03,1951,http://www.parlament.gov.rs/DANICA_BUKVIC.943.488.html,,,,11,""
901,"",SLAVISA BULATOVIC,SLAVISA BULATOVIC,"",Serbian Progressive Party,2016-06-03,1975,http://www.parlament.gov.rs/SLAVISA_BULATOVIC.901.488.html,,,,11,""
989,"",GORAN MA CABRADI,GORAN MA CABRADI,"",League of Social Democrats of Vojvodina – Green Party,2016-06-03,1968,http://www.parlament.gov.rs/GORAN_CABRADI.989.488.html,,,,11,""
963,"",ALEKSANDRA CABRAJA,ALEKSANDRA CABRAJA,"",Enough Is Enough,2016-06-03,1965,http://www.parlament.gov.rs/ALEKSANDRA_CABRAJA.963.488.html,,,,11,""
516,"",NENAD CANAK,NENAD CANAK,"",League of Social Democrats of Vojvodina – Green Party,2016-06-03,1959,http://www.parlament.gov.rs/NENAD_CANAK.516.488.html,,,,11,""
921,"",ANA CIRIC,ANA CIRIC,"",Socialists’ Movement - People’s Peasant Party - United Peasant Party,2016-06-03,1988,http://www.parlament.gov.rs/ANA_CIRIC.921.488.html,,,,11,""
853,"",GORAN CIRIC,GORAN CIRIC,"",Democratic Party,2016-06-03,1960,http://www.parlament.gov.rs/GORAN_CIRIC.853.488.html,,,,11,""
911,"",RADOSLAV COKIC,RADOSLAV COKIC,"",Serbian Progressive Party,2016-06-03,1958,http://www.parlament.gov.rs/RADOSLAV_COKIC.911.488.html,,,,11,""
496,"",MOMO COLAKOVIC,MOMO COLAKOVIC,"",Party of United Pensioners of Serbia,2016-06-03,1940,http://www.parlament.gov.rs/MOMO_COLAKOVIC.496.488.html,,,,11,""
149,"",GORDANA COMIC,GORDANA COMIC,"",Democratic Party,2016-06-03,1958,http://www.parlament.gov.rs/GORDANA_COMIC.149.488.html,http://www.twitter.com/gordanacom,http://www.facebook.com/profile.php?id=1002511807,,11,""
836,"",MILENA CORILIC,MILENA CORILIC,"",Party of United Pensioners of Serbia,2016-06-03,1944,http://www.parlament.gov.rs/MILENA_CORILIC.836.488.html,,,,11,""
497,Serbian Renewal Movement,ALEKSANDAR COTRIC,ALEKSANDAR COTRIC,"",Serbian Progressive Party,2016-06-03,1966,http://www.parlament.gov.rs/ALEKSANDAR_COTRIC.497.488.html,,http://facebook.com/aleksandar.cotric.1,,11,""
37,"",IVICA DACIC,IVICA DACIC,"",Socialist Party of Serbia,2016-06-03,1966,http://www.parlament.gov.rs/IVICA_DACIC.37.488.html,,,,11,""
948,"",MILjAN DAMJANOVIC,MILjAN DAMJANOVIC,"",Serbian Radical Party,2016-06-03,1984,http://www.parlament.gov.rs/MILjAN_DAMJANOVIC.948.488.html,,,,11,""
904,"",TIJANA DAVIDOVAC,TIJANA DAVIDOVAC,"",Serbian Progressive Party,2016-06-03,1986,http://www.parlament.gov.rs/TIJANA_DAVIDOVAC.904.488.html,,,,11,""
303,"",BOZIDAR DELIC,BOZIDAR DELIC,"",Serbian Radical Party,2016-06-03,1956,http://www.parlament.gov.rs/BOZIDAR_DELIC.303.488.html,,,,11,""
935,Serbian Progressive Party,ZVONIMIR DjOKIC,ZVONIMIR DjOKIC,"",Serbian Progressive Party,2016-06-03,1960,http://www.parlament.gov.rs/ZVONIMIR_DjOKIC.935.488.html,http://twitter.com/ZvonkoDjokic,http://facebook.com/zvonimir.djokic,,11,""
757,"",VLADIMIR DJUKANOVIC,VLADIMIR DJUKANOVIC,"",Serbian Progressive Party,2016-06-03,1979,http://www.parlament.gov.rs/VLADIMIR_DJUKANOVIC.757.488.html,,http://www.facebook.com/vladimir.djukanovic.5,,11,""
431,"",SLAVICA DJUKIC DEJANOVIC,SLAVICA Prof. Dr DJUKIC DEJANOVIC,Prof Dr,Socialist Party of Serbia,2016-06-03,1951,http://www.parlament.gov.rs/SLAVICA_DJUKIC+DEJANOVIC+.431.488.html,,,,11,""
964,"",VLADIMIR DjURIC,VLADIMIR DjURIC,"",Enough Is Enough,2016-06-03,1970,http://www.parlament.gov.rs/VLADIMIR_DjURIC.964.488.html,,,,11,""
398,"",MARKO DJURISIC,MARKO DJURISIC,"","Social Democratic Party, People’s Movement of Serbia",2016-06-03,1968,http://www.parlament.gov.rs/MARKO_DJURISIC.398.488.html,,,,11,""
604,"",ALEKSANDRA DJUROVIC,ALEKSANDRA DJUROVIC,"",Serbian Progressive Party,2016-06-03,1976,http://www.parlament.gov.rs/ALEKSANDRA_DJUROVIC.604.488.html,,,,11,""
896,"",ZORAN DRAGISIC,ZORAN Prof. Dr DRAGISIC,Prof Dr,Serbian Progressive Party,2016-06-03,1967,http://www.parlament.gov.rs/ZORAN_DRAGISIC.896.488.html,,,,11,""
619,Serbian Progressive Party,MILOVAN DRECUN,MILOVAN DRECUN,"",Serbian Progressive Party,2016-06-03,1957,http://www.parlament.gov.rs/MILOVAN_DRECUN+.619.488.html,,,,11,""
987,"",JAHJA FEHRATOVIC,JAHJA FEHRATOVIC,"","",2016-06-03,1982,http://www.parlament.gov.rs/JAHJA_FEHRATOVIC.987.488.html,,,,11,""
923,"",SRBISLAV FILIPOVIC,SRBISLAV FILIPOVIC,"",Serbian Progressive Party,2016-06-03,1984,http://www.parlament.gov.rs/SRBISLAV_FILIPOVIC.923.488.html,,,,11,""
595,"",DUBRAVKA FILIPOVSKI,DUBRAVKA FILIPOVSKI,"",New Serbia,2016-06-03,1967,http://www.parlament.gov.rs/DUBRAVKA_FILIPOVSKI.595.488.html,,,,11,""
490,Alliance Of Vojvodina Hungarians,ÁRPÁD FREMOND,ÁRPÁD FREMOND,"",Alliance of Vojvodina Hungarians - Party of Democratic Action,2016-06-03,1981,http://www.parlament.gov.rs/%C3%81RP%C3%81D_FREMOND.490.488.html,,,,11,""
704,"",GORICA GAJIC,GORICA GAJIC,"",Democratic Party of Serbia,2016-06-03,1958,http://www.parlament.gov.rs/GORICA_GAJIC.704.488.html,,,,11,""
930,"",MARKO GAVRILOVIC,MARKO GAVRILOVIC,"",Serbian Progressive Party,2016-06-03,1978,http://www.parlament.gov.rs/MARKO_GAVRILOVIC.930.488.html,,,,11,""
668,"",BAJRO GEGIC,BAJRO GEGIC,"",Liberal Democratic Party - SDA Sandzak,2016-08-11,1954,http://www.parlament.gov.rs/BAJRO_GEGIC.668.488.html,,,,11,""
658,"",MAJA GOJKOVIC,MAJA GOJKOVIC,"",Serbian Progressive Party,2016-06-03,1963,http://www.parlament.gov.rs/MAJA_GOJKOVIC.658.488.html,,,,11,""
428,Serbian Renewal Movement,ZIKA GOJKOVIC,ZIKA GOJKOVIC,"",Serbian Progressive Party,2016-06-03,1972,http://www.parlament.gov.rs/ZIKA_GOJKOVIC.428.488.html,,,,11,""
926,"",BORKA GRUBOR,BORKA GRUBOR,"",Serbian Progressive Party,2016-06-03,1960,http://www.parlament.gov.rs/BORKA_GRUBOR.926.488.html,,,,11,""
296,"",MLADEN GRUJIC,MLADEN GRUJIC,"",New Serbia,2016-06-03,1966,http://www.parlament.gov.rs/MLADEN_GRUJIC.296.488.html,,,,11,""
988,"",FATMIR HASANI,FATMIR HASANI,"",Alliance of Vojvodina Hungarians - Party of Democratic Action,2016-06-03,1957,http://www.parlament.gov.rs/FATMIR_HASANI.988.488.html,,,,11,""
703,"",ENIS IMAMOVIC,ENIS IMAMOVIC,"",Liberal Democratic Party - SDA Sandzak,2016-06-03,1984,http://www.parlament.gov.rs/ENIS_IMAMOVIC.703.488.html,http://twitter.com/EnisImamovic,http://facebook.com/enis.imamovic,,11,""
910,"",RADOVAN JANCIC,RADOVAN JANCIC,"",Serbian Progressive Party,2016-06-03,1958,http://www.parlament.gov.rs/RADOVAN_JANCIC.910.488.html,,,,11,""
929,"",KRSTO JANjUSEVIC,KRSTO JANjUSEVIC,"",Serbian Progressive Party,2016-06-03,1981,http://www.parlament.gov.rs/KRSTO_JANjUSEVIC.929.488.html,,,,11,""
981,"",MARIJA JANjUSEVIC,MARIJA JANjUSEVIC,"",Dveri,2016-06-03,1971,http://www.parlament.gov.rs/MARIJA_JANjUSEVIC.981.488.html,,,,11,""
962,"",RATKO JANKOV,RATKO Dr JANKOV,Dr,Enough Is Enough,2016-06-03,1945,http://www.parlament.gov.rs/RATKO_JANKOV.962.488.html,,,,11,""
991,"",STANISLAVA JANOSEVIC,STANISLAVA JANOSEVIC,"",Serbian Progressive Party,2016-08-11,1986,http://www.parlament.gov.rs/STANISLAVA_JANOSEVIC.991.488.html,,,,11,""
336,"",ALEKSANDRA MA JERKOV,ALEKSANDRA MA JERKOV,"",Democratic Party,2016-06-03,1982,http://www.parlament.gov.rs/ALEKSANDRA_JERKOV.336.488.html,,,,11,""
971,"",GORAN JESIC,GORAN JESIC,"",Democratic Party,2016-06-03,1974,http://www.parlament.gov.rs/GORAN_JESIC.971.488.html,,,,11,""
841,United Serbia,MARIJA JEVDJIC,MARIJA JEVDJIC,"",United Serbia,2016-06-03,1981,http://www.parlament.gov.rs/MARIJA_JEVDJIC.841.488.html,,,,11,""
802,"",JOVICA JEVTIC,JOVICA JEVTIC,"",Serbian Progressive Party,2016-06-03,1975,http://www.parlament.gov.rs/JOVICA_JEVTIC.802.488.html,,,,11,""
707,"",MILANKA JEVTOVIC VUKOJICIC,MILANKA JEVTOVIC VUKOJICIC,"",Serbian Progressive Party,2016-06-03,1960,http://www.parlament.gov.rs/MILANKA_JEVTOVIC+VUKOJICIC.707.488.html,,,,11,""
61,"",PETAR JOJIC,PETAR JOJIC,"",Serbian Radical Party,2016-06-03,1938,http://www.parlament.gov.rs/PETAR_JOJIC.61.488.html,,,,11,""
898,"",MIHAILO JOKIC,MIHAILO JOKIC,"",Serbian Progressive Party,2016-06-03,1948,http://www.parlament.gov.rs/MIHAILO_JOKIC.898.488.html,,,,11,""
792,"",NIKOLA JOLOVIC,NIKOLA JOLOVIC,"",Serbian Progressive Party,2016-06-03,1977,http://www.parlament.gov.rs/NIKOLA_JOLOVIC.792.488.html,,,,11,""
913,"",BRANIMIR JOVANOVIC,BRANIMIR JOVANOVIC,"",Social Democratic Party of Serbia,2016-06-03,1979,http://www.parlament.gov.rs/BRANIMIR_JOVANOVIC.913.488.html,,,,11,""
242,"",CEDOMIR JOVANOVIC,CEDOMIR JOVANOVIC,"",Liberal Democratic Party - SDA Sandzak,2016-06-03,1971,http://www.parlament.gov.rs/CEDOMIR_JOVANOVIC.242.488.html,,,,11,""
438,"",DRAGAN JOVANOVIC,DRAGAN JOVANOVIC,"",New Serbia,2016-06-03,1972,http://www.parlament.gov.rs/DRAGAN+_JOVANOVIC.438.488.html,,,,11,""
894,"",JADRANKA MA JOVANOVIC,JADRANKA MA JOVANOVIC,"",Serbian Progressive Party,2016-06-03,1958,http://www.parlament.gov.rs/JADRANKA_JOVANOVIC.894.488.html,,,,11,""
992,"",JOVAN JOVANOVIC,JOVAN JOVANOVIC,"",Enough Is Enough,2016-08-11,1970,http://www.parlament.gov.rs/JOVAN_JOVANOVIC.992.488.html,,,,11,""
938,"",NATASA JOVANOVIC,NATASA JOVANOVIC,"",Serbian Progressive Party,2016-06-03,1967,http://www.parlament.gov.rs/NATASA_JOVANOVIC.938.488.html,,,,11,""
59,"",NATASA JOVANOVIC,NATASA JOVANOVIC,"",Serbian Radical Party,2016-06-03,1966,http://www.parlament.gov.rs/NATASA_JOVANOVIC.59.488.html,,,,11,""
440,Serbian Renewal Movement,ALEKSANDAR JUGOVIC,ALEKSANDAR JUGOVIC,"",Serbian Progressive Party,2016-06-03,1975,http://www.parlament.gov.rs/ALEKSANDAR_JUGOVIC.440.488.html,,,,11,""
903,Social Democratic Party of Serbia,JASMINA KARANAC,JASMINA KARANAC,"",Social Democratic Party of Serbia,2016-06-03,1967,http://www.parlament.gov.rs/JASMINA_KARANAC.903.488.html,,,,11,""
609,"",DRAGOMIR KARIC,DRAGOMIR KARIC,"",Serbian Progressive Party,2016-06-03,1949,http://www.parlament.gov.rs/DRAGOMIR_KARIC+.609.488.html,http://www.twitter.com/dragomirkaric,http://www.facebook.com/dragomir.karic,,11,""
572,"",IVAN KARIC,IVAN KARIC,"",Socialist Party of Serbia,2016-06-03,1975,http://www.parlament.gov.rs/IVAN_KARIC.572.488.html,http://www.twitter.com/ZeleniPoslanik,http://www.facebook.com/ivan.karic.773,,11,""
591,"",MILANKA KARIC,MILANKA KARIC,"",Serbian Progressive Party,2016-06-03,1957,http://www.parlament.gov.rs/MILANKA_KARIC.591.488.html,http://www.twitter.com/milankakaric,http://www.facebook.com/milanka.karic,,11,""
920,Serbian Progressive Party,BLAZA KNEZEVIC,BLAZA KNEZEVIC,"",Serbian Progressive Party,2016-06-03,1968,http://www.parlament.gov.rs/BLAZA_KNEZEVIC.920.488.html,,,,11,""
200,"",GORAN KNEZEVIC,GORAN KNEZEVIC,"",Serbian Progressive Party,2016-06-03,1957,http://www.parlament.gov.rs/GORAN_KNEZEVIC.200.488.html,,,,11,""
684,"",MILAN KNEZEVIC,MILAN Prof. Dr KNEZEVIC,Prof Dr,Serbian Progressive Party,2016-06-03,1952,http://www.parlament.gov.rs/MILAN_KNEZEVIC+.684.488.html,,,,11,""
897,"",DjORDjE KOMLENSKI,DjORDjE KOMLENSKI,"",Socialists’ Movement - People’s Peasant Party - United Peasant Party,2016-06-03,1965,http://www.parlament.gov.rs/DjORDjE_KOMLENSKI.897.488.html,,,,11,""
909,"",STANIJA KOMPIROVIC,STANIJA KOMPIROVIC,"",Serbian Progressive Party,2016-06-03,1968,http://www.parlament.gov.rs/STANIJA_KOMPIROVIC.909.488.html,,,,11,""
358,"",NENAD KONSTANTINOVIC,NENAD KONSTANTINOVIC,"","Social Democratic Party, People’s Movement of Serbia",2016-06-03,1973,http://www.parlament.gov.rs/NENAD_KONSTANTINOVIC.358.488.html,,,,11,""
69,"",ZARKO KORAC,ZARKO Dr KORAC,Dr,Liberal Democratic Party - SDA Sandzak,2016-06-03,1947,http://www.parlament.gov.rs/ZARKO_KORAC+.69.488.html,,,,11,""
638,United Serbia,DJORDJE KOSANIC,DJORDJE KOSANIC,"",United Serbia,2016-06-03,1967,http://www.parlament.gov.rs/DJORDJE_KOSANIC.638.488.html,,,,11,""
928,"",DRAGANA KOSTIC,DRAGANA KOSTIC,"",Serbian Progressive Party,2016-06-03,1971,http://www.parlament.gov.rs/DRAGANA_KOSTIC.928.488.html,,,,11,""
983,"",IVAN MA KOSTIC,IVAN MA KOSTIC,"",Dveri,2016-06-03,1975,http://www.parlament.gov.rs/IVAN_KOSTIC.983.488.html,,,,11,""
736,Serbian Progressive Party,RADMILO KOSTIC,RADMILO KOSTIC,"",Serbian Progressive Party,2016-06-03,1971,http://www.parlament.gov.rs/RADMILO_KOSTIC.736.488.html,,,,11,""
723,"",BORISAV KOVACEVIC,BORISAV KOVACEVIC,"",Party of United Pensioners of Serbia,2016-06-03,1943,http://www.parlament.gov.rs/BORISAV_KOVACEVIC.723.488.html,,,,11,""
760,"",GORAN KOVACEVIC,GORAN KOVACEVIC,"",Serbian Progressive Party,2016-06-03,1970,http://www.parlament.gov.rs/GORAN_KOVACEVIC.760.488.html,,,,11,""
409,Alliance Of Vojvodina Hungarians,ELVIRA KOVÁCS,ELVIRA KOVÁCS,"",Alliance of Vojvodina Hungarians - Party of Democratic Action,2016-06-03,1982,http://www.parlament.gov.rs/ELVIRA_KOV%C3%81CS.409.488.html,,http://facebook.com/elvira.kovacs.313,,11,""
72,Serbian Radical Party,ZORAN KRASIC,ZORAN KRASIC,"",Serbian Radical Party,2016-06-03,1956,http://www.parlament.gov.rs/ZORAN_KRASIC.72.488.html,http://twitter.com/ZoranKrasic,http://facebook.com/zoran.krasic.79,,11,""
915,"",MILOVAN KRIVOKAPIC,MILOVAN KRIVOKAPIC,"",Serbian Progressive Party,2016-06-03,1949,http://www.parlament.gov.rs/MILOVAN_KRIVOKAPIC.915.488.html,,,,11,""
631,"",MILAN KRKOBABIC,MILAN KRKOBABIC,"",Party of United Pensioners of Serbia,2016-06-03,1952,http://www.parlament.gov.rs/MILAN_KRKOBABIC.631.488.html,,,,11,""
762,"",MIRKO KRLIC,MIRKO KRLIC,"",Serbian Progressive Party,2016-06-03,1955,http://www.parlament.gov.rs/MIRKO_KRLIC.762.488.html,,,,11,""
807,"",LjIBUSKA LAKATOS,LjIBUSKA LAKATOS,"",Serbian Progressive Party,2016-06-03,1972,http://www.parlament.gov.rs/LjIBUSKA_LAKATOS.807.488.html,,,,11,""
780,"",DARKO LAKETIC,DARKO MD - PhD LAKETIC,"",Serbian Progressive Party,2016-06-03,1975,http://www.parlament.gov.rs/DARKO_LAKETIC.780.488.html,,,,11,PhD
446,"",MILAN LAPCEVIC,MILAN LAPCEVIC,"",Democratic Party of Serbia,2016-06-03,1969,http://www.parlament.gov.rs/MILAN_LAPCEVIC.446.488.html,,,,11,""
890,"",MIROSLAV LAZANSKI,MIROSLAV LAZANSKI,"",Serbian Progressive Party,2016-06-03,1950,http://www.parlament.gov.rs/MIROSLAV_LAZANSKI.890.488.html,,,,11,""
850,"",NADA LAZIC,NADA LAZIC,"",League of Social Democrats of Vojvodina – Green Party,2016-06-03,1950,http://www.parlament.gov.rs/NADA_LAZIC.850.488.html,,,,11,""
596,"",MIODRAG LINTA,MIODRAG LINTA,"",Serbian Progressive Party,2016-06-03,1969,http://www.parlament.gov.rs/MIODRAG_LINTA.596.488.html,,,,11,""
368,"",TOMISLAV LjUBENOVIC,TOMISLAV LjUBENOVIC,"",Serbian Radical Party,2016-06-03,1951,http://www.parlament.gov.rs/TOMISLAV_LjUBENOVIC.368.488.html,,,,11,""
970,"",TATJANA MACURA,TATJANA MACURA,"",Enough Is Enough,2016-06-03,1981,http://www.parlament.gov.rs/TATJANA_MACURA.970.488.html,,,,11,""
924,"",MAJA MACUZIC,MAJA MACUZIC,"",Serbian Progressive Party,2016-06-03,1977,http://www.parlament.gov.rs/MAJA_MACUZIC.924.488.html,,,,11,""
939,"",ALEKSANDRA MAJKIC,ALEKSANDRA MAJKIC,"",Serbian Progressive Party,2016-06-03,1979,http://www.parlament.gov.rs/ALEKSANDRA_MAJKIC.939.488.html,,,,11,""
774,"",ALEKSANDRA MALETIC,ALEKSANDRA MALETIC,"",Serbian Progressive Party,2016-06-03,1982,http://www.parlament.gov.rs/ALEKSANDRA_MALETIC.774.488.html,,,,11,""
771,"",LjILjANA MALUSIC,LjILjANA MALUSIC,"",Serbian Progressive Party,2016-06-03,1958,http://www.parlament.gov.rs/LjILjANA_MALUSIC.771.488.html,,,,11,""
950,"",MOMCILO MANDIC,MOMCILO MANDIC,"",Serbian Radical Party,2016-06-03,1954,http://www.parlament.gov.rs/MOMCILO_MANDIC.950.488.html,,,,11,""
905,"",IVAN MANOJLOVIC,IVAN MANOJLOVIC,"",Serbian Progressive Party,2016-06-03,1975,http://www.parlament.gov.rs/IVAN_MANOJLOVIC.905.488.html,,,,11,""
834,"",MARJANA MARAS,MARJANA MARAS,"",Socialist Party of Serbia,2016-06-03,1970,http://www.parlament.gov.rs/MARJANA_MARAS.834.488.html,,,,11,""
571,"",VLADIMIR MARINKOVIC,VLADIMIR Prof. Dr MARINKOVIC,Prof Dr,Social Democratic Party of Serbia,2016-06-03,1976,http://www.parlament.gov.rs/VLADIMIR_MARINKOVIC+.571.488.html,http://www.twitter.com/vmarinkovic99,,,11,""
378,"",VESNA MARJANOVIC,VESNA MARJANOVIC,"",Democratic Party,2016-06-03,1969,http://www.parlament.gov.rs/VESNA_MARJANOVIC+.378.488.html,,,,11,""
79,"",MIROSLAV MARKICEVIC,MIROSLAV MARKICEVIC,"",New Serbia,2016-06-03,1958,http://www.parlament.gov.rs/MIROSLAV_MARKICEVIC.79.488.html,,,,11,""
806,Serbian Progressive Party,ALEKSANDAR MARKOVIC,ALEKSANDAR MARKOVIC,"",Serbian Progressive Party,2016-06-03,1981,http://www.parlament.gov.rs/ALEKSANDAR_MARKOVIC.806.488.html,http://twitter.com/aleksmark81,,,11,""
451,United Serbia,DRAGAN MARKOVIC,DRAGAN MARKOVIC,"",United Serbia,2016-06-03,1960,http://www.parlament.gov.rs/DRAGAN+_MARKOVIC.451.488.html,,,,11,""
611,"",VESNA MARKOVIC,VESNA MARKOVIC,"",Serbian Progressive Party,2016-06-03,1974,http://www.parlament.gov.rs/VESNA_MARKOVIC.611.488.html,,,,11,""
386,Serbian Progressive Party,ALEKSANDAR MARTINOVIC,ALEKSANDAR Dr MARTINOVIC,Dr,Serbian Progressive Party,2016-06-03,1976,http://www.parlament.gov.rs/ALEKSANDAR_MARTINOVIC+.386.488.html,,,,11,""
754,"",VEROLjUB MATIC,VEROLjUB MATIC,"",Serbian Progressive Party,2016-06-03,1953,http://www.parlament.gov.rs/VEROLjUB_MATIC.754.488.html,,,,11,""
