id,name,party,faction,sort_name,honorific_prefix,start_date,birth_date,source,twitter,facebook,website,term
431,SLAVICA DJUKIC DEJANOVIC,Socialist Party of Serbia,Socialist Party of Serbia,SLAVICA Prof. Dr DJUKIC DEJANOVIC,Prof Dr,2014-04-16,1951,http://www.parlament.gov.rs/SLAVICA_DJUKIC+DEJANOVIC+.431.488.html,,,,10
822,MILAN DJURICA,Serbian Progressive Party,Serbian Progressive Party,MILAN DJURICA,"",2014-04-16,1967,http://www.parlament.gov.rs/MILAN_DJURICA.822.488.html,,,,10
398,MARKO DJURISIC,Social Democratic Party,"Boris Tadic – Social Democratic Party, Together for Serbia",MARKO DJURISIC,"",2014-04-16,1968,http://www.parlament.gov.rs/MARKO_DJURISIC.398.488.html,,,,10
787,ZIVAN DJURISIC,Serbian Progressive Party,Serbian Progressive Party,ZIVAN DJURISIC,"",2014-04-16,1947,http://www.parlament.gov.rs/ZIVAN_DJURISIC.787.488.html,,,,10
604,ALEKSANDRA DJUROVIC,Serbian Progressive Party,Serbian Progressive Party,ALEKSANDRA DJUROVIC,"",2014-04-16,1976,http://www.parlament.gov.rs/ALEKSANDRA_DJUROVIC.604.488.html,,,,10
756,BRANKO DJUROVIC,Social Democratic Party of Serbia,Social Democratic Party of Serbia,BRANKO prof. Dr DJUROVIC,Prof Dr,2014-04-16,1957,http://www.parlament.gov.rs/BRANKO_DJUROVIC.756.488.html,,,,10
635,MIRJANA DRAGAS,Socialist Party of Serbia,Socialist Party of Serbia,MIRJANA DRAGAS,"",2014-05-10,1950,http://www.parlament.gov.rs/MIRJANA+_DRAGAS.635.488.html,,,,10
748,SRDJAN DRAGOJEVIC,Socialist Party of Serbia,Socialist Party of Serbia,SRDJAN DRAGOJEVIC,"",2014-04-16,1963,http://www.parlament.gov.rs/SRDJAN_DRAGOJEVIC.748.488.html,,,,10
619,MILOVAN DRECUN,Serbian Progressive Party,Serbian Progressive Party,MILOVAN DRECUN,"",2014-04-16,1957,http://www.parlament.gov.rs/MILOVAN_DRECUN+.619.488.html,,,,10
885,ANA FILIPOVIC,Serbian Progressive Party,Serbian Progressive Party,ANA FILIPOVIC,"",2014-11-08,1980,http://www.parlament.gov.rs/ANA_FILIPOVIC.885.488.html,,,,10
595,DUBRAVKA FILIPOVSKI,New Serbia,New Serbia,DUBRAVKA FILIPOVSKI,"",2014-04-16,1967,http://www.parlament.gov.rs/DUBRAVKA_FILIPOVSKI.595.488.html,,,,10
490,ÁRPÁD FREMOND,Alliance Of Vojvodina Hungarians,Alliance of Vojvodina Hungarians,ÁRPÁD FREMOND,"",2014-04-16,1981,http://www.parlament.gov.rs/%C3%81RP%C3%81D_FREMOND.490.488.html,,http://www.facebook.com/arpad.fremond,,10
719,NINOSLAV GIRIC,Serbian Progressive Party,Serbian Progressive Party,NINOSLAV Dr GIRIC,Dr,2014-04-16,1955,http://www.parlament.gov.rs/NINOSLAV_GIRIC.719.488.html,,,,10
658,MAJA GOJKOVIC,"",Serbian Progressive Party,MAJA GOJKOVIC,"",2014-04-16,1963,http://www.parlament.gov.rs/MAJA_GOJKOVIC.658.488.html,,,,10
428,ZIKA GOJKOVIC,Serbian Renewal Movement,Serbian Renewal Movement – Demo-Christian Party of Serbia,ZIKA GOJKOVIC,"",2014-04-16,1972,http://www.parlament.gov.rs/ZIKA_GOJKOVIC.428.488.html,,http://www.facebook.com/gojkoviczika,,10
296,MLADEN GRUJIC,New Serbia,New Serbia,MLADEN GRUJIC,"",2014-04-16,1966,http://www.parlament.gov.rs/MLADEN_GRUJIC.296.488.html,,,,10
764,SLOBODAN GVOZDENOVIC,Serbian Progressive Party,Serbian Progressive Party,SLOBODAN Dr GVOZDENOVIC,Dr,2014-04-16,1965,http://www.parlament.gov.rs/SLOBODAN_GVOZDENOVIC.764.488.html,,,,10
259,RIZA HALIMI,Party for Democratic Action,SDA Sandzak – Party of Democratic Action,RIZA HALIMI,"",2014-04-16,1947,http://www.parlament.gov.rs/RIZA_HALIMI.259.488.html,,,,10
257,BILjANA HASANOVIC KORAC,"","Boris Tadic – Social Democratic Party, Together for Serbia",BILjANA HASANOVIC KORAC,"",2014-04-16,1955,http://www.parlament.gov.rs/BILjANA_HASANOVIC++KORAC.257.488.html,,,,10
567,SLOBODAN HOMEN,"","Boris Tadic – Social Democratic Party, Together for Serbia",SLOBODAN HOMEN,"",2014-06-05,1972,http://www.parlament.gov.rs/SLOBODAN_HOMEN.567.488.html,,,,10
621,BILJANA ILIC STOSIC,Serbian Progressive Party,Serbian Progressive Party,BILJANA ILIC STOSIC,"",2014-04-16,1964,http://www.parlament.gov.rs/BILJANA_ILIC++STOSIC.621.488.html,,,,10
703,ENIS IMAMOVIC,Party of Democratic Action of Sandzak,SDA Sandzak – Party of Democratic Action,ENIS IMAMOVIC,"",2014-04-16,1984,http://www.parlament.gov.rs/ENIS_IMAMOVIC.703.488.html,http://twitter.com/EnisImamovic,http://facebook.com/enis.imamovic,,10
763,OBRAD ISAILOVIC,Serbian Progressive Party,Serbian Progressive Party,OBRAD Dr ISAILOVIC,Dr,2014-04-16,1950,http://www.parlament.gov.rs/OBRAD_ISAILOVIC.763.488.html,,,,10
881,BRANKA JANKOVIC,Serbian Progressive Party,Serbian Progressive Party,BRANKA JANKOVIC,"",2014-10-03,1964,http://www.parlament.gov.rs/BRANKA_JANKOVIC.881.488.html,,,,10
878,DUSAN JANKOVIC,Serbian Progressive Party,Serbian Progressive Party,DUSAN JANKOVIC,"",2014-06-27,1954,http://www.parlament.gov.rs/DUSAN_JANKOVIC.878.488.html,,,,10
336,ALEKSANDRA MA JERKOV,Democratic Party,Democratic Party,ALEKSANDRA MA JERKOV,"",2014-04-26,1982,http://www.parlament.gov.rs/ALEKSANDRA_JERKOV.336.488.html,,,,10
841,MARIJA JEVDJIĆ,United Serbia,United Serbia,MARIJA JEVDJIĆ,"",2014-04-16,1981,http://www.parlament.gov.rs/MARIJA_JEVDJI%C4%86.841.488.html,,,,10
869,IVICA JEVTIC,Serbian Progressive Party,Serbian Progressive Party,IVICA JEVTIC,"",2014-05-10,1960,http://www.parlament.gov.rs/IVICA_JEVTIC.869.488.html,,,,10
802,JOVICA JEVTIC,Serbian Progressive Party,Serbian Progressive Party,JOVICA JEVTIC,"",2014-04-16,1975,http://www.parlament.gov.rs/JOVICA_JEVTIC.802.488.html,,,,10
707,MILANKA JEVTOVIC VUKOJICIC,Serbian Progressive Party,Serbian Progressive Party,MILANKA JEVTOVIC VUKOJICIC,"",2014-04-16,1960,http://www.parlament.gov.rs/MILANKA_JEVTOVIC+VUKOJICIC.707.488.html,,,,10
792,NIKOLA JOLOVIC,Serbian Progressive Party,Serbian Progressive Party,NIKOLA JOLOVIC,"",2014-04-16,1977,http://www.parlament.gov.rs/NIKOLA_JOLOVIC.792.488.html,,,,10
438,DRAGAN JOVANOVIC,New Serbia,New Serbia,DRAGAN JOVANOVIC,"",2014-04-16,1972,http://www.parlament.gov.rs/DRAGAN+_JOVANOVIC.438.488.html,,,,10
340,IVAN JOVANOVIC,Democratic Party,"",IVAN JOVANOVIC,"",2014-10-27,1977,http://www.parlament.gov.rs/IVAN_JOVANOVIC.340.488.html,http://www.twitter.com/IvoJovanovic,http://www.facebook.com/ds.ivanjovanovic,,10
856,JOVANA JOVANOVIC,Democratic Party,Democratic Party,JOVANA JOVANOVIC,"",2014-04-16,1988,http://www.parlament.gov.rs/JOVANA_JOVANOVIC.856.488.html,http://www.twitter.com/jjovanoviceva,http://www.facebook.com/jovana.j88,,10
651,NEDJO JOVANOVIC,Socialist Party of Serbia,Socialist Party of Serbia,NEDJO JOVANOVIC,"",2014-05-10,1962,http://www.parlament.gov.rs/NEDJO_JOVANOVIC.651.488.html,,,,10
60,RADOSLAV JOVIC,Serbian Progressive Party,Serbian Progressive Party,RADOSLAV Dr JOVIC,Dr,2014-04-16,1957,http://www.parlament.gov.rs/RADOSLAV_JOVIC+.60.488.html,,,,10
755,ALEKSANDAR JOVICIC,Serbian Progressive Party,Serbian Progressive Party,ALEKSANDAR JOVICIC,"",2014-04-16,1987,http://www.parlament.gov.rs/ALEKSANDAR_JOVICIC.755.488.html,,,,10
823,ZORAN JOZIC,Serbian Progressive Party,Serbian Progressive Party,ZORAN JOZIC,"",2014-04-16,1969,http://www.parlament.gov.rs/ZORAN_JOZIC.823.488.html,,http://www.facebook.com/zoran.jozic.94,,10
440,ALEKSANDAR JUGOVIC,Serbian Renewal Movement,Serbian Renewal Movement – Demo-Christian Party of Serbia,ALEKSANDAR JUGOVIC,"",2014-04-16,1975,http://www.parlament.gov.rs/ALEKSANDAR_JUGOVIC.440.488.html,,,,10
863,SAIP KAMBERI,Party for Democratic Action,SDA Sandzak – Party of Democratic Action,SAIP KAMBERI,"",2014-04-16,1964,http://www.parlament.gov.rs/SAIP_KAMBERI.863.488.html,,,,10
441,BRANKA KARAVIDIC,"","Boris Tadic – Social Democratic Party, Together for Serbia",BRANKA KARAVIDIC,"",2014-04-16,1958,http://www.parlament.gov.rs/BRANKA_KARAVIDIC.441.488.html,,,,10
609,DRAGOMIR KARIC,Power of Serbia Movement - BK,Serbian Progressive Party,DRAGOMIR KARIC,"",2014-04-16,1949,http://www.parlament.gov.rs/DRAGOMIR_KARIC+.609.488.html,http://www.twitter.com/dragomirkaric,http://www.facebook.com/dragomir.karic,,10
572,IVAN KARIC,Greens of Serbia,Socialist Party of Serbia,IVAN KARIC,"",2014-04-16,1975,http://www.parlament.gov.rs/IVAN_KARIC.572.488.html,http://www.twitter.com/ZeleniPoslanik,http://www.facebook.com/ivan.karic.773,,10
591,MILANKA KARIC,Power of Serbia Movement - BK,Serbian Progressive Party,MILANKA KARIC,"",2014-04-16,1957,http://www.parlament.gov.rs/MILANKA_KARIC.591.488.html,http://www.twitter.com/milankakaric,http://www.facebook.com/milanka.karic,,10
684,MILAN KNEZEVIC,Serbian Progressive Party,Serbian Progressive Party,MILAN Prof. Dr KNEZEVIC,Prof Dr,2014-04-16,1952,http://www.parlament.gov.rs/MILAN_KNEZEVIC+.684.488.html,,,,10
638,DJORDJE KOSANIC,United Serbia,United Serbia,DJORDJE KOSANIC,"",2014-04-16,1967,http://www.parlament.gov.rs/DJORDJE_KOSANIC.638.488.html,,,,10
786,LjILjANA KOSORIC,Serbian Renewal Movement,Serbian Renewal Movement – Demo-Christian Party of Serbia,LjILjANA KOSORIC,"",2014-04-16,1957,http://www.parlament.gov.rs/LjILjANA_KOSORIC.786.488.html,,,,10
736,RADMILO KOSTIC,Serbian Progressive Party,Serbian Progressive Party,RADMILO KOSTIC,"",2014-04-16,1971,http://www.parlament.gov.rs/RADMILO_KOSTIC.736.488.html,,,,10
443,BOJAN KOSTRES,"",League of Social Democrats of Vojvodina,BOJAN KOSTRES,"",2014-04-16,1974,http://www.parlament.gov.rs/BOJAN_KOSTRES.443.488.html,,,,10
723,BORISAV KOVACEVIC,Party Of United Pensioners Of Serbia,Party of United Pensioners of Serbia,BORISAV KOVACEVIC,"",2014-04-16,1943,http://www.parlament.gov.rs/BORISAV_KOVACEVIC.723.488.html,,,,10
803,DEJAN KOVACEVIC,Serbian Progressive Party,Serbian Progressive Party,DEJAN KOVACEVIC,"",2014-04-16,1979,http://www.parlament.gov.rs/DEJAN_KOVACEVIC.803.488.html,,,,10
760,GORAN KOVACEVIC,Serbian Progressive Party,Serbian Progressive Party,GORAN KOVACEVIC,"",2014-04-16,1970,http://www.parlament.gov.rs/GORAN_KOVACEVIC.760.488.html,,,,10
709,MILAN KOVACEVIC,Serbian Progressive Party,Serbian Progressive Party,MILAN KOVACEVIC,"",2014-04-16,1962,http://www.parlament.gov.rs/MILAN_KOVACEVIC.709.488.html,,,,10
409,ELVIRA KOVÁCS,Alliance Of Vojvodina Hungarians,Alliance of Vojvodina Hungarians,ELVIRA KOVÁCS,"",2014-04-16,1982,http://www.parlament.gov.rs/ELVIRA_KOV%C3%81CS.409.488.html,,,,10
631,MILAN KRKOBABIC,Party Of United Pensioners Of Serbia,Party of United Pensioners of Serbia,MILAN KRKOBABIC,"",2014-04-16,1952,http://www.parlament.gov.rs/MILAN_KRKOBABIC.631.488.html,,,,10
762,MIRKO KRLIC,Serbian Progressive Party,Serbian Progressive Party,MIRKO KRLIC,"",2014-04-16,1955,http://www.parlament.gov.rs/MIRKO_KRLIC.762.488.html,,,,10
835,SRDJAN KRUZEVIC,United Serbia,United Serbia,SRDJAN KRUZEVIC,"",2014-04-16,1977,http://www.parlament.gov.rs/SRDJAN_KRUZEVIC.835.488.html,,,,10
807,LjIBUSKA LAKATOS,Serbian Progressive Party,Serbian Progressive Party,LjIBUSKA LAKATOS,"",2014-04-16,1972,http://www.parlament.gov.rs/LjIBUSKA_LAKATOS.807.488.html,,,,10
780,DARKO MD - PhD LAKETIC,Serbian Progressive Party,Serbian Progressive Party,DARKO MD - PhD LAKETIC,"",2014-04-16,1975,http://www.parlament.gov.rs/DARKO_LAKETIC.780.488.html,,,,10
838,MILAN LATKOVIC,Socialist Party of Serbia,Socialist Party of Serbia,MILAN Dr LATKOVIC,Dr,2014-04-16,1949,http://www.parlament.gov.rs/MILAN_LATKOVIC.838.488.html,,http://www.facebook.com/milan.latkovic.10,,10
850,NADA LAZIC,Social Democratic League of Vojvodina,League of Social Democrats of Vojvodina,NADA LAZIC,"",2014-04-16,1950,http://www.parlament.gov.rs/NADA_LAZIC.850.488.html,,,,10
596,MIODRAG LINTA,"",Serbian Progressive Party,MIODRAG LINTA,"",2014-04-16,1969,http://www.parlament.gov.rs/MIODRAG_LINTA.596.488.html,http://www.twitter.com/MiodragLinta,,,10
813,MLADEN LUKIC,Serbian Progressive Party,Serbian Progressive Party,MLADEN LUKIC,"",2014-04-16,1977,http://www.parlament.gov.rs/MLADEN_LUKIC.813.488.html,,,,10
830,VIOLETA LUTOVAC,Serbian Progressive Party,Serbian Progressive Party,VIOLETA LUTOVAC,"",2014-04-16,1986,http://www.parlament.gov.rs/VIOLETA_LUTOVAC.830.488.html,,http://www.facebook.com/lutovac,,10
687,SASA MAKSIMOVIC,Serbian Progressive Party,Serbian Progressive Party,SASA MAKSIMOVIC,"",2014-04-16,1976,http://www.parlament.gov.rs/SASA_MAKSIMOVIC.687.488.html,,,,10
845,SINISA MAKSIMOVIC,Socialist Party of Serbia,Socialist Party of Serbia,SINISA MAKSIMOVIC,"",2014-04-16,1959,http://www.parlament.gov.rs/SINISA_MAKSIMOVIC.845.488.html,,,,10
774,ALEKSANDRA MALETIC,Serbian Progressive Party,Serbian Progressive Party,ALEKSANDRA MALETIC,"",2014-04-16,1982,http://www.parlament.gov.rs/ALEKSANDRA_MALETIC.774.488.html,,,,10
771,LjILjANA MALUSIC,Serbian Progressive Party,Serbian Progressive Party,LjILjANA MALUSIC,"",2014-04-16,1958,http://www.parlament.gov.rs/LjILjANA_MALUSIC.771.488.html,,,,10
834,MARJANA MARAS,Socialist Party of Serbia,Socialist Party of Serbia,MARJANA MARAS,"",2014-04-16,1970,http://www.parlament.gov.rs/MARJANA_MARAS.834.488.html,,,,10
886,GORJANA MARINKOVIC,Socialist Movement,Serbian Progressive Party,GORJANA MARINKOVIC,"",2014-12-17,1990,http://www.parlament.gov.rs/GORJANA_MARINKOVIC.886.488.html,,,,10
517,MIROSLAV MARINKOVIC,"","Boris Tadic – Social Democratic Party, Together for Serbia",MIROSLAV MARINKOVIC,"",2015-10-22,1961,http://www.parlament.gov.rs/MIROSLAV_MARINKOVIC.517.488.html,,,,10
571,VLADIMIR MARINKOVIC,Social Democratic Party of Serbia,Social Democratic Party of Serbia,VLADIMIR Prof. Dr MARINKOVIC,Prof Dr,2014-04-16,1976,http://www.parlament.gov.rs/VLADIMIR_MARINKOVIC+.571.488.html,http://www.twitter.com/vmarinkovic99,,,10
623,MIRJANA MARJANOVIC,Serbian Progressive Party,Serbian Progressive Party,MIRJANA MARJANOVIC,"",2014-04-16,1979,http://www.parlament.gov.rs/MIRJANA_MARJANOVIC.623.488.html,,,,10
378,VESNA MARJANOVIC,Democratic Party,Democratic Party,VESNA MARJANOVIC,"",2014-04-16,1969,http://www.parlament.gov.rs/VESNA_MARJANOVIC+.378.488.html,,,,10
79,MIROSLAV MARKICEVIC,New Serbia,New Serbia,MIROSLAV MARKICEVIC,"",2014-04-16,1958,http://www.parlament.gov.rs/MIROSLAV_MARKICEVIC.79.488.html,,,,10
806,ALEKSANDAR MARKOVIC,Serbian Progressive Party,Serbian Progressive Party,ALEKSANDAR MARKOVIC,"",2014-04-16,1981,http://www.parlament.gov.rs/ALEKSANDAR_MARKOVIC.806.488.html,,http://www.facebook.com/aleksandar.markovic.96592,,10
451,DRAGAN MARKOVIC,United Serbia,United Serbia,DRAGAN MARKOVIC,"",2014-04-16,1960,http://www.parlament.gov.rs/DRAGAN+_MARKOVIC.451.488.html,,,,10
854,JOVAN MARKOVIC,Democratic Party,Democratic Party,JOVAN MARKOVIC,"",2014-04-16,1972,http://www.parlament.gov.rs/JOVAN_MARKOVIC.854.488.html,,,,10
