statement,id,name,constituency_id,constituency,party_id,party,start_date,end_date,term
Q467461-11839D27-A9D1-4139-8C5C-4E918E2ACBED,Q467461,Steinunn Valdís Óskarsdóttir,Q1526538,Reykjavík North,Q1141127,Social Democratic Alliance,2009-04-25,2010-06-01,2009
Q467461-F18EFA23-0439-4469-89B7-F0853915E151,Q467461,Steinunn Valdís Óskarsdóttir,Q1526538,Reykjavík North,Q1141127,Social Democratic Alliance,2007-05-12,2009-04-25,2007
Q467464-14B5BBC6-2138-4013-BCC8-234CDC5F89B7,Q467464,Katrín Jakobsdóttir,Q1526538,Reykjavík North,Q1130754,Left-Green Movement,2013-04-27,2016-10-29,2013
Q467464-5A6837AC-3048-4E29-875C-5548FDF7DBB3,Q467464,Katrín Jakobsdóttir,Q1526538,Reykjavík North,Q1130754,Left-Green Movement,2009-04-25,2013-04-27,2009
Q467464-FF32F17D-1274-4E1D-BC62-1D663BF626FE,Q467464,Katrín Jakobsdóttir,Q1526538,Reykjavík North,Q1130754,Left-Green Movement,2007-05-12,2009-04-25,2007
Q467509-46E09DD9-73E7-4B0A-A745-CED7742EC0EA,Q467509,Valgerður Sverrisdóttir,Q2001559,Northeast,Q1046777,Progressive Party,2007-05-12,2009-04-25,2007
Q4919576-C53CE661-431F-4B10-B7B4-72B8923984FF,Q4919576,Bjarni Harðarson,Q1419190,South,Q1046777,Progressive Party,2007-05-12,2008-11-11,2007
Q5103475-F5A63A4E-1586-4FF6-A2A9-F3AF5107446B,Q5103475,Valgerður Gunnarsdóttir,Q2001559,Northeast,Q218303,Independence Party,2013-04-27,2016-10-29,2013
Q511882-B7711102-8910-4820-BB93-39FFE8479314,Q511882,Steingrímur J. Sigfússon,Q2001559,Northeast,Q1130754,Left-Green Movement,2013-04-27,2016-10-29,2013
Q511882-406BF1E3-0DF7-4D81-B16F-8C4901487109,Q511882,Steingrímur J. Sigfússon,Q2001559,Northeast,Q1130754,Left-Green Movement,2007-05-12,2009-04-25,2007
Q511882-8A305849-4CFA-4464-8925-C171EE5D529F,Q511882,Steingrímur J. Sigfússon,Q2001559,Northeast,Q1130754,Left-Green Movement,2009-04-25,2013-04-27,2009
Q5368677-59A7DA4C-53AD-4D9B-95AF-312D8D7551A5,Q5368677,Elín Hirst,Q770576,Southwest,Q218303,Independence Party,2013-04-27,2016-10-29,2013
Q539421-750CF9DF-EDB8-4397-9462-F16CC7917CB7,Q539421,Katrín Júlíusdóttir,Q770576,Southwest,Q1141127,Social Democratic Alliance,2013-04-27,2016-10-29,2013
Q539421-25052772-9D62-4DCA-8157-2CFE6808FC21,Q539421,Katrín Júlíusdóttir,Q770576,Southwest,Q1141127,Social Democratic Alliance,2007-05-12,2009-04-25,2007
Q539421-56145F2B-0EBA-4182-85FC-A55943328052,Q539421,Katrín Júlíusdóttir,Q770576,Southwest,Q1141127,Social Democratic Alliance,2009-04-25,2013-04-27,2009
Q539440-06C7B1B5-90F1-4BC3-9544-3A962F3E2749,Q539440,Margrét Tryggvadóttir,Q1419190,South,Q747640,Citizens' Movement,2009-04-25,2013-04-27,2009
Q539467-1E37E022-9CD6-4FA2-90D6-D356C59A7955,Q539467,Lilja Rafney Magnúsdóttir,Q2001582,Northwest,Q1130754,Left-Green Movement,2013-04-27,2016-10-29,2013
Q539467-C3C1F53F-4A86-4731-888F-37F36F9173C3,Q539467,Lilja Rafney Magnúsdóttir,Q2001582,Northwest,Q1130754,Left-Green Movement,2009-04-25,2013-04-27,2009
Q539484-60AAAA4C-0FEE-4EE2-AABE-6B07CA940534,Q539484,Guðfríður Lilja Grétarsdóttir,Q770576,Southwest,Q1130754,Left-Green Movement,2009-04-25,2013-04-27,2009
Q540028-F581A48F-9DEE-49D7-A014-6500811987D6,Q540028,Jónína Rós Guðmundsdóttir,Q2001559,Northeast,Q1141127,Social Democratic Alliance,2009-04-25,2013-04-27,2009
Q540071-DEC20F80-F825-4FFC-9125-63551E6EDC83,Q540071,Vigdís Hauksdóttir,Q2037988,Reykjavík South,Q1046777,Progressive Party,2013-04-27,2016-10-29,2013
Q540071-C8807B5C-70B6-4FA2-9B1C-2D4D10B9D427,Q540071,Vigdís Hauksdóttir,Q2037988,Reykjavík South,Q1046777,Progressive Party,2009-04-25,2013-04-27,2009
Q540109-F5F73118-B5EA-4CBB-93DD-B3680064A882,Q540109,Sigríður Ingibjörg Ingadóttir,Q2037988,Reykjavík South,Q1141127,Social Democratic Alliance,2013-04-27,2016-10-29,2013
Q540109-71456530-50D8-4697-8939-A5A58D6770FD,Q540109,Sigríður Ingibjörg Ingadóttir,Q2037988,Reykjavík South,Q1141127,Social Democratic Alliance,2009-04-25,2013-04-27,2009
Q540116-FE38885A-D5C0-44C2-BAE7-4B80CC471179,Q540116,Valgerður Bjarnadóttir,Q1526538,Reykjavík North,Q1141127,Social Democratic Alliance,2013-04-27,2016-10-29,2013
Q540116-E151B49C-179D-4CE3-8D78-5F9B5FF15CB8,Q540116,Valgerður Bjarnadóttir,Q1526538,Reykjavík North,Q1141127,Social Democratic Alliance,2009-04-25,2013-04-27,2009
Q553616-1524D500-C6D9-4D41-A134-32E3FC359A2B,Q553616,Guðjón Arnar Kristjánsson,Q2001582,Northwest,Q1421878,Liberal Party,2007-05-12,2009-04-25,2007
Q5543712-A19A6329-00C7-4EE4-8819-60824DCFF225,Q5543712,Ágúst Ólafur Ágústsson,Q2037988,Reykjavík South,Q1141127,Social Democratic Alliance,2007-05-12,2009-04-25,2007
Q5618945-56A2AA0E-70E4-4388-A638-79644CEFCE1A,Q5618945,Gunnar Bragi Sveinsson,Q2001582,Northwest,Q1046777,Progressive Party,2013-04-27,2016-10-29,2013
Q5618945-46C43B56-7B1F-4688-ACB4-90937555947B,Q5618945,Gunnar Bragi Sveinsson,Q2001582,Northwest,Q1046777,Progressive Party,2009-04-25,2013-04-27,2009
Q57772-1A430580-41B3-45D7-94E7-4FF918491362,Q57772,Jóhanna Sigurðardóttir,Q1526538,Reykjavík North,Q1141127,Social Democratic Alliance,2007-05-12,2009-04-25,2007
Q57772-C8A1A09A-BE26-40FB-AAE3-1F60AF43BFC0,Q57772,Jóhanna Sigurðardóttir,Q1526538,Reykjavík North,Q1141127,Social Democratic Alliance,2009-04-25,2013-04-27,2009
Q58123-A10B1B5F-74A0-4EB2-9422-51AE9BCBCC31,Q58123,Össur Skarphéðinsson,Q1526538,Reykjavík North,Q1141127,Social Democratic Alliance,2013-04-27,2016-10-29,2013
Q58123-013DC988-B9CD-44C9-A055-908F9A42930F,Q58123,Össur Skarphéðinsson,Q2037988,Reykjavík South,Q1141127,Social Democratic Alliance,2009-04-25,2013-04-27,2009
Q58123-96A09A76-3477-4134-BB7E-AB9A27B314E5,Q58123,Össur Skarphéðinsson,Q1526538,Reykjavík North,Q1141127,Social Democratic Alliance,2007-05-12,2009-04-25,2007
Q6732262-5A87C721-52EE-44EE-84FC-C78175F7251B,Q6732262,Magnús Stefánsson,Q2001582,Northwest,Q1046777,Progressive Party,2007-05-12,2009-04-25,2007
Q6950370-9f6d81bf-44f4-2e96-5042-70aa1f10a650,Q6950370,Mörður Árnason,Q1526538,Reykjavík North,Q1141127,Social Democratic Alliance,2010-06-01,2013-04-27,2009
Q757377-63B9CB77-150A-49AC-A435-1FC775AF974B,Q757377,Atli Gíslason,Q1419190,South,Q1130754,Left-Green Movement,2007-05-12,2009-04-25,2007
Q757377-D6A58DDF-B943-404A-8EDA-42544C96970B,Q757377,Atli Gíslason,Q1419190,South,Q1130754,Left-Green Movement,2009-04-25,2011-03-21,2009
Q757377-de605bec-4ff8-ce5f-587f-77afdd71748e,Q757377,Atli Gíslason,Q1419190,South,Q327591,independent politician,2011-03-21,2013-04-27,2009
Q7629074-34F94067-716F-409F-86C1-58B3ED2E2044,Q7629074,Sturla Böðvarsson,Q2001582,Northwest,Q218303,Independence Party,2007-05-12,2009-04-25,2007
Q865180-60A2F597-96C4-4B1A-9E22-77B66A6828D8,Q865180,Birgir Ármannsson,Q2037988,Reykjavík South,Q218303,Independence Party,2007-05-12,2009-04-25,2007
Q865180-0BA6DBEF-FB49-44CC-AD74-2663D74D682F,Q865180,Birgir Ármannsson,Q2037988,Reykjavík South,Q218303,Independence Party,2009-04-25,2013-04-27,2009
Q865180-A84C2B9E-D00D-4139-BE1D-A8B5861C1A5A,Q865180,Birgir Ármannsson,Q1526538,Reykjavík North,Q218303,Independence Party,2013-04-27,2016-10-29,2013
Q865674-980F89F9-C156-4D8B-982D-0CB769DB7886,Q865674,Birkir Jón Jónsson,Q2001559,Northeast,Q1046777,Progressive Party,2007-05-12,2009-04-25,2007
Q879376-6865F54D-C9F4-47BE-B6FD-A55187A5A7E5,Q879376,Bjarni Benediktsson,Q770576,Southwest,Q218303,Independence Party,2013-04-27,2016-10-29,2013
Q879376-8C603F9A-0683-4C3B-BEA0-65FB625DB61B,Q879376,Bjarni Benediktsson,Q770576,Southwest,Q218303,Independence Party,2007-05-12,2009-04-25,2007
Q879376-7C5396B6-9DFA-447D-B572-07A6C1446C65,Q879376,Bjarni Benediktsson,Q770576,Southwest,Q218303,Independence Party,2009-04-25,2013-04-27,2009
Q879490-AEB232CE-0CFE-4734-BED7-5D6529E0D479,Q879490,Björgvin G. Sigurðsson,Q1419190,South,Q1141127,Social Democratic Alliance,2007-05-12,2009-04-25,2007
Q879490-3F921059-E4E6-4E14-A974-219DDC3FB22C,Q879490,Björgvin G. Sigurðsson,Q1419190,South,Q1141127,Social Democratic Alliance,2009-04-25,2013-04-27,2009
Q879568-43CAA4D1-8D8E-49B1-9E4C-0CAC970FB08F,Q879568,Björn Bjarnason,Q2037988,Reykjavík South,Q218303,Independence Party,2007-05-12,2009-04-25,2007
Q879755-87EF2523-D49A-49B2-87C5-598F4AEDCF71,Q879755,Björn Valur Gíslason,Q2001559,Northeast,Q1130754,Left-Green Movement,2009-04-25,2013-04-27,2009
Q950297-CDEDECA8-8487-48CE-BC2F-CAC9944B0BFD,Q950297,Unnur Brá Konráðsdóttir,Q1419190,South,Q218303,Independence Party,2013-04-27,2016-10-29,2013
Q950297-7160C6C0-072D-48AF-BA5F-D229555E3BC3,Q950297,Unnur Brá Konráðsdóttir,Q1419190,South,Q218303,Independence Party,2009-04-25,2013-04-27,2009
