localid,id,name,constituency,website,photograph,party,source,term
303,2303,Alhaj Momtaz Begum,Seat,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=1191,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2303.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
304,2304,Asma Zarin Jumu,Seat,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=1192,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2304.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
305,2305,Ashrafun Nessa Mosharaf,Seat,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=1193,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2305.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
306,2306,Ahmed Nazmin Sultana,Seat,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=1194,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2306.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
307,2307,Aye Thein Rakhaing,Seat,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=1195,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2307.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
308,2308,Advocate Tarana Halim,Seat,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=1197,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2308.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
309,2309,Chemon Ara Begum,Seat,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=1199,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2309.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
310,2310,Jahanara Begum,Seat,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=1201,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2310.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
311,2311,Zinatun Nesa Talukder,Seat,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=1203,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2311.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
312,2312,Jobeda Khatoon,Seat,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=1205,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2312.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
313,2313,Nazma Akhter,Seat,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=1206,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2313.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
314,2314,Noor Afroze Ali,Seat,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=1208,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2314.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
315,2315,Nurjahan Begum,Seat,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=1215,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2315.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
316,2316,Parveen Talukder,Seat,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=1217,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2316.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
317,2317,Farida Rahman,Seat,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=1220,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2317.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
318,2318,Faridunnahar Laily,Seat,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=1221,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2318.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
319,2319,Tahura Ali,Seat,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=1222,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2319.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
320,2320,Saleha Mosharrof,Seat,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=1223,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2320.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
321,2321,Momotaz Begom,Seat,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=1230,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2321.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
322,2322,Mahfuza Mondal,Seat,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=1231,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2322.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
323,2323,Amina Ahmed,Seat,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=1232,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2323.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
324,2324,Mosammat Shefali Momtaj,Seat,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=1233,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2324.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
325,2325,Mosammat Farida Akter,Seat,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=1234,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2325.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
326,2326,Rowshan Jahan Shathi,Seat,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=1235,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2326.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
327,2327,Ruby Rahman,Seat,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=1236,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2327.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
328,2328,Shawkat Ara Begum,Seat,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=1239,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2328.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
329,2329,Shahida Tarekh Dipti,Seat,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=1245,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2329.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
330,2330,Shahin Monowara Haque,Seat,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=1248,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2330.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
331,2331,Dr.Shirin Sharmin Chaudhury,Seat,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=1260,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2331.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
332,2332,Shadhana Halder,Seat,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=1269,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2332.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
333,2333,Safia Khatun,Seat,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=1271,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2333.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
334,2334,Sultana Bulbul,Seat,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=1273,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2334.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
335,2335,Syeda Jebunnesa Haque,Seat,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=1275,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2335.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
336,2336,Dr. Hamida Banu Shova,Seat,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=1278,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2336.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
337,2337,Nilufar Chowdhury Moni,Seat,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=1279,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2337.jpg,Bangladesh Nationalist Party,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
338,2338,Musammat Shammi Akter,Seat,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=1282,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2338.jpg,Bangladesh Nationalist Party,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
339,2339,Rasheda Begum Hira,Seat,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=1284,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2339.jpg,Bangladesh Nationalist Party,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
340,2340,Rahana Akter Ranu,Seat,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=1285,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2340.jpg,Bangladesh Nationalist Party,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
341,2341,Syeda Ashifa Ashrafi Papia,Seat,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=1287,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2341.jpg,Bangladesh Nationalist Party,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
342,2342,Nasrin Jahan Ratna,Seat,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=1288,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2342.jpg,Jatiya Party,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
343,2343,Noor-E-Hasna Lily Chowdhury,Seat,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=1289,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2343.jpg,Jatiya Party,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
344,2344,Mahjabeen Murshed,Seat,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=1290,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2344.jpg,Jatiya Party,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
345,2345,Salma Islam,Seat,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=1292,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2345.jpg,Jatiya Party,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
346,2346,Fajilatun Nessa,Seat,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=1293,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2346.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
347,2347,Fajilatun Nessa Bappy,Seat,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=1295,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2347.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
348,2348,Hasina Mannan,Seat,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=1297,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2348.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
349,2349,Pinu Khan,Seat,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=1300,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2349.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
350,2350,A.N.Mahfuza Khatun Baby Maudud,Seat,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=1302,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2350.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
