id,name,party_id,party,img,website,source,term
1209,SEYTMAGANBETOVA Gulnar Suleymenovna,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1209?size=big,http://www.parlam.kz/ru/blogs/Seitmaganbetova,http://www.parlam.kz/en/mazhilis/People/DeputyList/S,5
1218,FERKHO Svetlana Ivanovna,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1218?size=big,http://www.parlam.kz/ru/blogs/Ferho,http://www.parlam.kz/en/mazhilis/People/DeputyList/F,5
1227,KIYANSKIY Viktor Vladimirovich,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1227?size=big,http://www.parlam.kz/ru/blogs/Kiyanski,http://www.parlam.kz/en/mazhilis/People/DeputyList/K,5
123,TINIKEYEV Mukhtar Bakirovich,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/123?size=big,http://www.parlam.kz/ru/blogs/Tinikeev,http://www.parlam.kz/en/mazhilis/People/DeputyList/T,5
1239,SAMAKOVA Aytkul Baygazievna,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1239?size=big,http://www.parlam.kz/ru/blogs/Samakova,http://www.parlam.kz/en/mazhilis/People/DeputyList/S,5
1242,KARAGUSOVA Gulzhana Dzhanpeisovna,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1242?size=big,http://www.parlam.kz/ru/blogs/Karagusova,http://www.parlam.kz/en/mazhilis/People/DeputyList/K,5
1248,AIMBETOV Seitsultan Suleymenovich,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1248?size=big,http://www.parlam.kz/ru/blogs/Aimbetov,http://www.parlam.kz/en/mazhilis/People/DeputyList/A,5
127,BERDONGAROV Tanirbergen Maratovich,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/127?size=big,http://www.parlam.kz/ru/blogs/Berdongarov,http://www.parlam.kz/en/mazhilis/People/DeputyList/B,5
1275,YAKOVLEVA Tatiana,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1275?size=big,http://www.parlam.kz/ru/blogs/Yakovleva,http://www.parlam.kz/en/mazhilis/People/DeputyList/Y,5
1281,BEKENOV Ashat Sakibedenovich,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1281?size=big,http://www.parlam.kz/ru/blogs/Bekenov,http://www.parlam.kz/en/mazhilis/People/DeputyList/B,5
1284,DUISEBAYEV Zheksenbay Kartabaevich,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1284?size=big,http://www.parlam.kz/ru/blogs/Duisebaev,http://www.parlam.kz/en/mazhilis/People/DeputyList/D,5
1290,KAPPEL Yegor Yakovlevich,0,Independent,http://www.parlam.kz/en/mazhilis/People/PersonImage/1290?size=big,http://www.parlam.kz/ru/blogs/Kappel,http://www.parlam.kz/en/mazhilis/People/DeputyList/K,5
1299,PSHEMBAYEV Meyram Kudaybergenovich,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1299?size=big,http://www.parlam.kz/ru/blogs/Pshembaev,http://www.parlam.kz/en/mazhilis/People/DeputyList/P,5
1302,SOLOVYOVA Aigul Sagadibekovna,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1302?size=big,http://www.parlam.kz/ru/blogs/Solovieva,http://www.parlam.kz/en/mazhilis/People/DeputyList/S,5
1308,UTEMISOV Shavhat Anesovich,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1308?size=big,http://www.parlam.kz/ru/blogs/Utemisov,http://www.parlam.kz/en/mazhilis/People/DeputyList/U,5
1356,KIKOLENKO Olga Andreyevna,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1356?size=big,http://www.parlam.kz/ru/blogs/Kikolenko,http://www.parlam.kz/en/mazhilis/People/DeputyList/K,5
1368,BALIEVA ZagipaYahyanovna,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1368?size=big,http://www.parlam.kz/ru/blogs/Balieva,http://www.parlam.kz/en/mazhilis/People/DeputyList/B,5
1374,ABDIROV Nurlan Mazhitovich,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1374?size=big,http://www.parlam.kz/ru/blogs/Abdirov,http://www.parlam.kz/en/mazhilis/People/DeputyList/A,5
1383,IDIRISOV Kuttykhozha,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1383?size=big,http://www.parlam.kz/ru/blogs/Idirisov,http://www.parlam.kz/en/mazhilis/People/DeputyList/I,5
1392,IBRAYEV TolegenToktasynovich,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1392?size=big,http://www.parlam.kz/ru/blogs/Ibraev,http://www.parlam.kz/en/mazhilis/People/DeputyList/I,5
1415,ARONOVA Irina Petrovna,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1415?size=big,http://www.parlam.kz/ru/blogs/Aronova,http://www.parlam.kz/en/mazhilis/People/DeputyList/A,5
1417,ASANGAZY Orazkul Asangazyқyzy,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1417?size=big,http://www.parlam.kz/ru/blogs/Asangazy,http://www.parlam.kz/en/mazhilis/People/DeputyList/A,5
1420,ASHIM Nurgali Saduakasuly,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1420?size=big,http://www.parlam.kz/ru/blogs/Ashym,http://www.parlam.kz/en/mazhilis/People/DeputyList/A,5
1423,ASHIMBAYEV Maulen Sagathanuly,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1423?size=big,http://www.parlam.kz/ru/blogs/Ashymbaev,http://www.parlam.kz/en/mazhilis/People/DeputyList/A,5
1426,BAZARBAYEV Askar Ermurzaevich,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1426?size=big,http://www.parlam.kz/ru/blogs/Bazarbayev,http://www.parlam.kz/en/mazhilis/People/DeputyList/B,5
1429,BEGENEEV Andrey Anatolievich,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1429?size=big,http://www.parlam.kz/ru/blogs/Begeneev,http://www.parlam.kz/en/mazhilis/People/DeputyList/B,5
1432,BEGENTAEV Meyram Muhametrahimovich,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1432?size=big,http://www.parlam.kz/ru/blogs/Begentayev,http://www.parlam.kz/en/mazhilis/People/DeputyList/B,5
1435,BAYMAKHANOVA Galina Alexandrovna,3,Communist People's Party,http://www.parlam.kz/en/mazhilis/People/PersonImage/1435?size=big,http://www.parlam.kz/ru/blogs/Baimahanova,http://www.parlam.kz/en/mazhilis/People/DeputyList/B,5
1438,BEKTURGANOV Ersultan Utegulovich,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1438?size=big,http://www.parlam.kz/ru/blogs/Bekturganov,http://www.parlam.kz/en/mazhilis/People/DeputyList/B,5
1441,BISHIMBAYEV Valihan Kozykeyevich,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1441?size=big,http://www.parlam.kz/ru/blogs/Bishimbayev,http://www.parlam.kz/en/mazhilis/People/DeputyList/B,5
1444,DOSMUKHAMBETOV Temirhan Mynaydarovich,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1444?size=big,http://www.parlam.kz/ru/blogs/Dosmyhambetov,http://www.parlam.kz/en/mazhilis/People/DeputyList/D,5
1450,DYUSENGALIEV Zhalgas Mateshovich,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1450?size=big,http://www.parlam.kz/ru/blogs/Duisengaliev,http://www.parlam.kz/en/mazhilis/People/DeputyList/D,5
1453,YERTAYEV Bahytzhan,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1453?size=big,http://www.parlam.kz/ru/blogs/Ertayev,http://www.parlam.kz/en/mazhilis/People/DeputyList/Y,5
1456,ZHABAGIEV Kozhahan Kokrekbaevich,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1456?size=big,http://www.parlam.kz/ru/blogs/Jabagiev,http://www.parlam.kz/en/mazhilis/People/DeputyList/Z,5
1459,ZHAZYLBEKOV Nurlan Abduzhaparovich,2,Ak Zhol,http://www.parlam.kz/en/mazhilis/People/PersonImage/1459?size=big,http://www.parlam.kz/ru/blogs/Jazylbekov,http://www.parlam.kz/en/mazhilis/People/DeputyList/Z,5
146,OSPANOV Serik Zhamekuly,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/146?size=big,http://www.parlam.kz/ru/blogs/Ospanov,http://www.parlam.kz/en/mazhilis/People/DeputyList/O,5
1462,JARASOV Zhanat Abdullaevich,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1462?size=big,http://www.parlam.kz/ru/blogs/Djarasov,http://www.parlam.kz/en/mazhilis/People/DeputyList/J,5
1465,JUMABEKOV Onalsyn Islamovich,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1465?size=big,http://www.parlam.kz/ru/blogs/Jumabekov,http://www.parlam.kz/en/mazhilis/People/DeputyList/J,5
1468,ZHYLKAYDAROV Saken Eginbaevich,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1468?size=big,http://www.parlam.kz/ru/blogs/Jylkaidarov,http://www.parlam.kz/en/mazhilis/People/DeputyList/Z,5
147,SABILYANOV Nurtay Salihuly,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/147?size=big,http://www.parlam.kz/ru/blogs/Sabilianov,http://www.parlam.kz/en/mazhilis/People/DeputyList/S,5
1471,KENZHIN Tulesh Aukebaevich,3,Communist People's Party,http://www.parlam.kz/en/mazhilis/People/PersonImage/1471?size=big,http://www.parlam.kz/ru/blogs/Kenjin,http://www.parlam.kz/en/mazhilis/People/DeputyList/K,5
1474,KIM Roman Uhenovich,0,Independent,http://www.parlam.kz/en/mazhilis/People/PersonImage/1474?size=big,http://www.parlam.kz/ru/blogs/Kim,http://www.parlam.kz/en/mazhilis/People/DeputyList/K,5
1477,KUZMIN Nikolai Alexeyevich ,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1477?size=big,http://www.parlam.kz/ru/blogs/Kuzmin,http://www.parlam.kz/en/mazhilis/People/DeputyList/K,5
1480,KAZBEKOVA Meruert Aytkazhievna,2,Ak Zhol,http://www.parlam.kz/en/mazhilis/People/PersonImage/1480?size=big,http://www.parlam.kz/ru/blogs/Kazbekova,http://www.parlam.kz/en/mazhilis/People/DeputyList/K,5
1483,KANAYEV Serikzhan Ziadanovich,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1483?size=big,http://www.parlam.kz/ru/blogs/Kanayev,http://www.parlam.kz/en/mazhilis/People/DeputyList/K,5
1486,KARAKEN Kuralay Anuarovna,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1486?size=big,http://www.parlam.kz/ru/blogs/Karaken,http://www.parlam.kz/en/mazhilis/People/DeputyList/K,5
1489,KOZHAKHMET ArmanTuleshovich,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1489?size=big,http://www.parlam.kz/ru/blogs/Kojahmetov,http://www.parlam.kz/en/mazhilis/People/DeputyList/K,5
149,TARASENKO Yelena Ivanovna ,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/149?size=big,http://www.parlam.kz/ru/blogs/Tarasenko,http://www.parlam.kz/en/mazhilis/People/DeputyList/T,5
1492,KONUROV Aykyn Oyratovich,3,Communist People's Party,http://www.parlam.kz/en/mazhilis/People/PersonImage/1492?size=big,http://www.parlam.kz/ru/blogs/Konyrov,http://www.parlam.kz/en/mazhilis/People/DeputyList/K,5
1495,LOGUTOV Nikolai Nikolayevich ,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1495?size=big,http://www.parlam.kz/ru/blogs/logutov,http://www.parlam.kz/en/mazhilis/People/DeputyList/L,5
1498,MAKOVSKIY Anatoly Pavlovich,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1498?size=big,http://www.parlam.kz/ru/blogs/Makovski,http://www.parlam.kz/en/mazhilis/People/DeputyList/M,5
1501,MURADOV Ahmet Seydarahmanovich,0,Independent,http://www.parlam.kz/en/mazhilis/People/PersonImage/1501?size=big,http://www.parlam.kz/ru/blogs/Muradov,http://www.parlam.kz/en/mazhilis/People/DeputyList/M,5
1504,NESTEROVA Nadezhda Dmitriyevna,0,Independent,http://www.parlam.kz/en/mazhilis/People/PersonImage/1504?size=big,http://www.parlam.kz/ru/blogs/Nesterova,http://www.parlam.kz/en/mazhilis/People/DeputyList/N,5
1507,NIKITINSKAYA Ekaterina Sergeyevna,2,Ak Zhol,http://www.parlam.kz/en/mazhilis/People/PersonImage/1507?size=big,http://www.parlam.kz/ru/blogs/Nikitinskaya,http://www.parlam.kz/en/mazhilis/People/DeputyList/N,5
1510,NURGISAEV Serikbay Urikbaevich,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1510?size=big,http://www.parlam.kz/ru/blogs/Nurgisayev,http://www.parlam.kz/en/mazhilis/People/DeputyList/N,5
1513,NURKINA Aigul Kabdushevna,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1513?size=big,http://www.parlam.kz/ru/blogs/Nurkina,http://www.parlam.kz/en/mazhilis/People/DeputyList/N,5
1519,URAZOV Samigolla Hamzaevich,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1519?size=big,http://www.parlam.kz/ru/blogs/Urazov,http://www.parlam.kz/en/mazhilis/People/DeputyList/U,5
1522,OMURZAKOV Tursunbek Kazenovich,3,Communist People's Party,http://www.parlam.kz/en/mazhilis/People/PersonImage/1522?size=big,http://www.parlam.kz/ru/blogs/Omyrzakov,http://www.parlam.kz/en/mazhilis/People/DeputyList/O,5
1525,UMURZAKOV Izbak Kuanyshevich,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1525?size=big,http://www.parlam.kz/ru/blogs/Umurzakov,http://www.parlam.kz/en/mazhilis/People/DeputyList/U,5
1528,PEPENIN Anatoly Sergeyevich,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1528?size=big,http://www.parlam.kz/ru/blogs/Pepenin,http://www.parlam.kz/en/mazhilis/People/DeputyList/P,5
1531,PERUASHEV Azat Turlybekuly,2,Ak Zhol,http://www.parlam.kz/en/mazhilis/People/PersonImage/1531?size=big,http://www.parlam.kz/ru/blogs/Peruashev,http://www.parlam.kz/en/mazhilis/People/DeputyList/P,5
1534,PETUKHOVA Nadezhda Mikhaylovna,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1534?size=big,http://www.parlam.kz/ru/blogs/Petuhova,http://www.parlam.kz/en/mazhilis/People/DeputyList/P,5
1537,ROMANOVSKAYA Svetlana Yuryevna,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1537?size=big,http://www.parlam.kz/ru/blogs/Romanovskaya,http://www.parlam.kz/en/mazhilis/People/DeputyList/R,5
1543,SAYAPOVA Zuhra Aleutdinovna,0,Independent,http://www.parlam.kz/en/mazhilis/People/PersonImage/1543?size=big,http://www.parlam.kz/ru/blogs/Sayapova,http://www.parlam.kz/en/mazhilis/People/DeputyList/S,5
1546,SADIBEKOV Ulasbek,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1546?size=big,http://www.parlam.kz/ru/blogs/Sadybekov,http://www.parlam.kz/en/mazhilis/People/DeputyList/S,5
1552,SMAGUL Bakhytbek,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1552?size=big,http://www.parlam.kz/ru/blogs/Smagyl,http://www.parlam.kz/en/mazhilis/People/DeputyList/S,5
1555,TASBULATOV Abay Bolyukpaevich,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1555?size=big,http://www.parlam.kz/ru/blogs/Tasbulatov,http://www.parlam.kz/en/mazhilis/People/DeputyList/T,5
1558,SULEYMENOV Kairbek Shoshanovich,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1558?size=big,http://www.parlam.kz/ru/blogs/Syleimenov,http://www.parlam.kz/en/mazhilis/People/DeputyList/S,5
1561,TIMOCHSHENKO Yuriy Yevgenyevych,4,,http://www.parlam.kz/en/mazhilis/People/PersonImage/1561?size=big,http://www.parlam.kz/ru/blogs/Timoshenko,http://www.parlam.kz/en/mazhilis/People/DeputyList/T,5
1564,TOYBAEV Alihan Abdykanovich,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1564?size=big,http://www.parlam.kz/ru/blogs/Toibayev,http://www.parlam.kz/en/mazhilis/People/DeputyList/T,5
1567,TURTAEV Almas Uzakuly,2,Ak Zhol,http://www.parlam.kz/en/mazhilis/People/PersonImage/1567?size=big,http://www.parlam.kz/ru/blogs/Tyrtayev,http://www.parlam.kz/en/mazhilis/People/DeputyList/T,5
1570,SHPAHNOV Erkin Mazhitovich,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1570?size=big,http://www.parlam.kz/ru/blogs/Shpanov,http://www.parlam.kz/en/mazhilis/People/DeputyList/S,5
1573,SCHEGELSKIY Gleb Anatolyevich,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1573?size=big,http://www.parlam.kz/ru/blogs/Shegelski,http://www.parlam.kz/en/mazhilis/People/DeputyList/S,5
1576,IKSANOVA Gulnar Mustahimovna,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1576?size=big,http://www.parlam.kz/ru/blogs/Iksanova,http://www.parlam.kz/en/mazhilis/People/DeputyList/I,5
1582,ABILDAYEV Azamat Rahatovich,2,Ak Zhol,http://www.parlam.kz/en/mazhilis/People/PersonImage/1582?size=big,http://www.parlam.kz/ru/blogs/Abildayev,http://www.parlam.kz/en/mazhilis/People/DeputyList/A,5
1585,SULTANOV Kuanysh Sultanuly,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1585?size=big,http://www.parlam.kz/ru/blogs/Syltanov,http://www.parlam.kz/en/mazhilis/People/DeputyList/S,5
1588,ALIYEV Zhumatay,4,,http://www.parlam.kz/en/mazhilis/People/PersonImage/1588?size=big,http://www.parlam.kz/ru/blogs/Aliev,http://www.parlam.kz/en/mazhilis/People/DeputyList/A,5
1591,AHMETBEKOV Zhambyl Auzhanovich,3,Communist People's Party,http://www.parlam.kz/en/mazhilis/People/PersonImage/1591?size=big,http://www.parlam.kz/ru/blogs/Ahmetbekov,http://www.parlam.kz/en/mazhilis/People/DeputyList/A,5
163,NAZARBAYEVA Dariga Nursultanovna,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/163?size=big,http://www.parlam.kz/ru/blogs/Nazarbaeva,http://www.parlam.kz/en/mazhilis/People/DeputyList/N,5
1630,YERGALIYEV Talgat Fayzullievich,2,Ak Zhol,http://www.parlam.kz/en/mazhilis/People/PersonImage/1630?size=big,http://www.parlam.kz/ru/blogs/Ergaliev,http://www.parlam.kz/en/mazhilis/People/DeputyList/Y,5
1633,OXIKBAYEV Omarhan Nurtaevich,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1633?size=big,http://www.parlam.kz/ru/blogs/Oksikbaev,http://www.parlam.kz/en/mazhilis/People/DeputyList/O,5
1636,UMBETOV Serik Abikenovich,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1636?size=big,http://www.parlam.kz/ru/blogs/Umbetov,http://www.parlam.kz/en/mazhilis/People/DeputyList/U,5
1642,SHISHIGINA Olga Vassilyevna,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1642?size=big,http://www.parlam.kz/ru/blogs/Shishigina,http://www.parlam.kz/en/mazhilis/People/DeputyList/S,5
1645,SEIDUMANOV Serik Turarovich,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1645?size=big,http://www.parlam.kz/ru/blogs/Seydumanov,http://www.parlam.kz/en/mazhilis/People/DeputyList/S,5
1651,KADRALIEVA Svetlana Haydarovna,2,Ak Zhol,http://www.parlam.kz/en/mazhilis/People/PersonImage/1651?size=big,http://www.parlam.kz/ru/blogs/Kadraliyeva,http://www.parlam.kz/en/mazhilis/People/DeputyList/K,5
1663,BIMENDINA Asima Temkenovna,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1663?size=big,http://www.parlam.kz/ru/blogs/Bimendina,http://www.parlam.kz/en/mazhilis/People/DeputyList/B,5
168,DYACHENKO Sergey Alexandrovich ,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/168?size=big,http://www.parlam.kz/ru/blogs/Diyachenko,http://www.parlam.kz/en/mazhilis/People/DeputyList/D,5
1685,RAKHIMZHANOV Amerhan Muratbekovich,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/1685?size=big,http://www.parlam.kz/ru/blogs/Rahimzhanov,http://www.parlam.kz/en/mazhilis/People/DeputyList/R,5
45,MUKASHEV Rakhmet Zheldybaevich,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/45?size=big,http://www.parlam.kz/ru/blogs/Mukashev,http://www.parlam.kz/en/mazhilis/People/DeputyList/M,5
50,SHAEKIN Rauan Mikhaylovich,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/50?size=big,http://www.parlam.kz/ru/blogs/Shaekin,http://www.parlam.kz/en/mazhilis/People/DeputyList/S,5
60,ASANOV Turarbek Mazhilovich,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/60?size=big,http://www.parlam.kz/ru/blogs/Asanov,http://www.parlam.kz/en/mazhilis/People/DeputyList/A,5
76,KOSAREV Vladislav Borisovich ,3,Communist People's Party,http://www.parlam.kz/en/mazhilis/People/PersonImage/76?size=big,http://www.parlam.kz/ru/blogs/Kosarev,http://www.parlam.kz/en/mazhilis/People/DeputyList/K,5
85,MADINOV Romin Rizovich,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/85?size=big,http://www.parlam.kz/ru/blogs/Madinov,http://www.parlam.kz/en/mazhilis/People/DeputyList/M,5
92,SARPEKOV Ramazan Kumarbekovich,1,Nur Otan,http://www.parlam.kz/en/mazhilis/People/PersonImage/92?size=big,http://www.parlam.kz/ru/blogs/Sarpekov,http://www.parlam.kz/en/mazhilis/People/DeputyList/S,5
94,SOROKIN Boris Vladimirovich,3,Communist People's Party,http://www.parlam.kz/en/mazhilis/People/PersonImage/94?size=big,http://www.parlam.kz/ru/blogs/Sorokin,http://www.parlam.kz/en/mazhilis/People/DeputyList/S,5
