statement,id,name,constituency_id,constituency,party_id,party,start_date,end_date,term
Q4722723-8A5A01B9-14A6-4A3D-825F-06B36632EFDD,Q4722723,Alfred Ghiro,Q23641815,East Makira,Q24228933,Democratic Alliance Party,"","",10
Q4936699-B8EC1849-DE62-46E2-A841-64B2EC74F2B2,Q4936699,Bodo Dettke,Q59081880,North West Guadalcanal,Q59125329,Kadere Party of Solomon Islands,"","",10
Q4954443-6C96C35B-0AD2-4C73-95E8-DB452F6307F6,Q4954443,Braddley Tovosia,Q23641814,East Guadalcanal,Q327591,independent politician,"","",10
Q5112700-AB523EAD-58E3-440E-B574-18B9BD3C654D,Q5112700,Christopher Laore,Q7502197,Shortlands,Q7165458,People's Alliance Party,"","",10
Q5152607-D9FBB5B7-77C2-4560-943D-535827D1CA7A,Q5152607,Commins Mewa,Q59081899,Temotu Nende,Q327591,independent politician,"","",10
Q5238339-C13B4D4C-3D82-4496-B42F-FF656293CD50,Q5238339,David Pacha,Q59081890,South Guadalcanal,Q327591,independent politician,"","",10
Q5240457-1F968790-29DC-46AA-9670-E28AADC34940,Q5240457,David Tome,Q23640807,Baegu/Asifola,Q327591,independent politician,"","",10
Q5301444-0FEDAA63-2C83-41EA-9637-980F8232E131,Q5301444,Douglas Ete,Q5328623,East Honiara,Q327591,independent politician,"","",10
Q536063-D7141061-5A56-446D-99F7-499B5635FF02,Q536063,Manasseh Sogavare,Q23641813,East Choiseul,Q327591,independent politician,"","",10
Q5360910-5A5428F9-7603-4578-B6B7-49F53DC18C85,Q5360910,Elijah Doro Muala,Q59081889,South Choiseul,Q327591,independent politician,"","",10
Q561575-627C84D2-62FA-4050-A010-07728B034FB3,Q561575,Danny Philip,Q59081895,South New Georgia-Rendova-Tetepare,Q59071739,United Democratic Party,"","",10
Q59096046-58BFC44D-9384-4D75-9A04-49AD26907CFB,Q59096046,Ishmael Avui,Q23641812,East Central Guadalcanal,Q59071739,United Democratic Party,"","",10
Q59096136-F57FCA99-157D-41E7-B227-DE925FC949CC,Q59096136,Dudley Kopu,Q59081902,Temotu Pele,Q59071739,United Democratic Party,"","",10
Q59096172-65BD98C3-D5BE-489D-BF46-3017A635E4F4,Q59096172,Samson Maneka,Q59081870,North Guadalcanal,Q59071739,United Democratic Party,"","",10
Q59096264-29AC7B19-4AA2-4769-9102-BD91168335D9,Q59096264,Derrick Manuari,Q59081920,West Makira,Q59071669,Solomon Islands People First Party,"","",10
Q59096286-B41E0335-F670-4B42-A86B-F09D0758D092,Q59096286,William Marau,Q59081904,Ugi-Ulawa,Q7165458,People's Alliance Party,"","",10
Q59096569-00E3EE4D-788E-4B31-95CF-929B5EDF816B,Q59096569,Augustine Auga Maeue,Q59081858,Lau Mbaelelea,Q327591,independent politician,"","",10
Q59096666-99F9230E-599C-478C-AD15-BACDF044BC87,Q59096666,Jimson Tanangada,Q25063945,Gizo/Kolombangara,Q59071739,United Democratic Party,"",2017-11-30,10
Q59096690-3C95DF18-97CF-4DA3-BCA7-86FE0FB181D9,Q59096690,Culwick Togamana,Q59081862,Maringe-Kokota,Q327591,independent politician,"","",10
Q59125182-2e281c90-4d92-6374-10a5-52f1e26b9c6b,Q59125182,Lanelle Tanangada,Q25063945,Gizo/Kolombangara,Q59125329,Kadere Party of Solomon Islands,2018-05-23,"",10
Q6117107-886F510E-CB58-4C24-860E-6924D648A854,Q6117107,Jackson Fiulaua,Q5061321,Central Kwara'ae,Q59071739,United Democratic Party,"","",10
Q6180897-63892DD5-4107-44DB-83F0-68118F0C2085,Q6180897,Jeremiah Manele,Q59081856,Hograno-Kia-Havulei,Q24228933,Democratic Alliance Party,"","",10
Q6200666-36D36C6C-F8FA-48BE-8036-22DD48AD7A26,Q6200666,Jimmy Lusibaea,Q59081872,North Malaita,Q7165458,People's Alliance Party,"","",10
Q6249053-8E9E1D7D-5382-4FDB-B1C1-92752B595BE0,Q6249053,John Moffat Fugui,Q23641136,Central Honiara,Q59071739,United Democratic Party,"","",10
Q6555508-F4D40658-75E6-472D-9CDB-E8BB7FE6A68B,Q6555508,Lionel Alex,Q59081896,South Vella La Vella,Q327591,independent politician,"","",10
Q6747030-46604E82-5B53-4C50-BDAA-7F10633D5077,Q6747030,Manasseh Maelanga,Q23641816,East Malaita,Q327591,independent politician,"","",10
Q6791373-C197876E-7044-495E-91E1-70805ABE23AC,Q6791373,Matthew Wale,Q4778646,Aoke-Langalanga,Q327591,independent politician,"","",10
Q6915778-3AD94D71-94D5-44A5-BD42-578D2AA035AD,Q6915778,Moses Garu,Q59081908,West Guadalcanal,Q59125329,Kadere Party of Solomon Islands,"","",10
Q6962085-D46FC609-DFC4-4676-AEF1-E9D9D7F3EB23,Q6962085,Namson Tran,Q59081911,West Honiara,Q327591,independent politician,"","",10
Q7176876-1DDB996D-6AA8-435A-994E-6B4A952EB281,Q7176876,Peter Shannel Agovaka,Q23641135,Central Guadalcanal,Q59125329,Kadere Party of Solomon Islands,"","",10
Q7177338-2F30C093-DFB2-4F34-9F7F-AD868243E827,Q7177338,Peter Tom,Q59081915,West Kwaio,Q24228933,Democratic Alliance Party,"",2018-11-05,10
Q7331464-64B3C7BE-B1AD-4051-9DD5-769FD38455B4,Q7331464,Rick Houenipwela,Q59081893,Small Malaita,Q24228933,Democratic Alliance Party,"","",10
Q7407679-2E96EAD5-D3F4-4F5E-8898-F5943F0FD123,Q7407679,Sam Iduri,Q59081917,West Kwara'ae,Q59071739,United Democratic Party,"","",10
Q7412100-10761B73-F9BB-4EF9-85FB-C397D01F915A,Q7412100,Samuel Manetoali,Q25063941,Gao/Bugotu,Q327591,independent politician,"","",10
Q7599597-E324033F-0AD3-491D-840F-071CEEB6BBD9,Q7599597,Stanley Festus Sofu,Q23038164,East Kwaio,Q327591,independent politician,"","",10
Q9300983-5C73CCB6-AC11-4487-898D-3EE1178D7A6B,Q9300983,Martin Kealoe,Q59081860,Malaita Outer Islands,Q59125329,Kadere Party of Solomon Islands,"","",10
Q9336876-4A560D3D-815D-4965-AD1C-C93758FD46A5,Q9336876,Silas Tausinga,Q59081923,West New Georgia - Vona Vona,Q7558646,Solomon Islands Party for Rural Advancement,"","",10
Q948060-E60D1FE0-E02C-4987-8AD0-5F10119D9126,Q948060,Charles Sigoto,Q59081881,Rannogga-Simbo,Q327591,independent politician,"","",10
