id,name,honorific_prefix,image,constituency,party,source,term
everson-andrew-makowa-mwale,Everson Andrew Makowa-Mwale,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Nkhotakota South East,MCP,https://www.parliament.gov.mw/views/mp-list.php,2014
everton-herbert-chimulirenji,Everton Herbert Chimulirenji,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Ntcheu North East,DPP,https://www.parliament.gov.mw/views/mp-list.php,2014
ezekiel-ching'oma,Ezekiel Ching'oma,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Lilongwe East,MCP,https://www.parliament.gov.mw/views/mp-list.php,2014
felix-elia-jumbe,Felix Elia Jumbe,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Salima Central,MCP,https://www.parliament.gov.mw/views/mp-list.php,2014
felton-mulli,Felton Mulli,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Phalombe Central,DPP,https://www.parliament.gov.mw/views/mp-list.php,2014
filipo-chinkhondo,Filipo Chinkhondo,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Dedza West,MCP,https://www.parliament.gov.mw/views/mp-list.php,2014
francis-erick-lucious-mkungula,Francis Erick Lucious Mkungula,Dr.,https://www.parliament.gov.mw/images/mps/default-mp.png,Ntcheu Bwanje North,Independent,https://www.parliament.gov.mw/views/mp-list.php,2014
francis-lazalo-kasaila,Francis Lazalo Kasaila,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Nsanje Central,DPP,https://www.parliament.gov.mw/views/mp-list.php,2014
francis-phiso-phiri,Francis Phiso Phiri,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Blantyre North,DPP,https://www.parliament.gov.mw/views/mp-list.php,2014
francis-william-billiati,Francis William Billiati,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Mangochi Lutende,Independent,https://www.parliament.gov.mw/views/mp-list.php,2014
frank-mapondo,Frank Mapondo,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Balaka South,DPP,https://www.parliament.gov.mw/views/mp-list.php,2014
frank-mphande,Frank Mphande,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Nkhotakota North,DPP,https://www.parliament.gov.mw/views/mp-list.php,2014
frank-tumpale-mwenifumbo,Frank Tumpale Mwenifumbo,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Karonga Central,Independent,https://www.parliament.gov.mw/views/mp-list.php,2014
gabu-bob-khamisa,Gabu Bob Khamisa,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Thyolo Central,Independent,https://www.parliament.gov.mw/views/mp-list.php,2014
geoffrey-meleka-chiwondo,Geoffrey Meleka Chiwondo,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Mangochi West,Independent,https://www.parliament.gov.mw/views/mp-list.php,2014
george-chaponda,George Chaponda,Dr.,https://www.parliament.gov.mw/images/mps/default-mp.png,Mulanje South West,DPP,https://www.parliament.gov.mw/views/mp-list.php,2014
george-johnsen-kamwanja,George Johnsen Kamwanja,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Likoma Islands,DPP,https://www.parliament.gov.mw/views/mp-list.php,2014
godfrey-mudulansi-mnkhondya,Godfrey Mudulansi Mnkhondya,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Chitipa Wenya,PP,https://www.parliament.gov.mw/views/mp-list.php,2014
godwin-grey-kanjere,Godwin Grey Kanjere,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Ntcheu Bwanje South,DPP,https://www.parliament.gov.mw/views/mp-list.php,2014
grace-obama-chiumia,Grace Obama Chiumia,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Nkhata Bay West,DPP,https://www.parliament.gov.mw/views/mp-list.php,2014
grant-ndecha,Grant Ndecha,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Machinga South,UDF,https://www.parliament.gov.mw/views/mp-list.php,2014
grelzedar-jeffrey,Grelzedar Jeffrey,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Nkhotakota South,DPP,https://www.parliament.gov.mw/views/mp-list.php,2014
harry-chikoma-mkandawire,Harry Chikoma Mkandawire,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Mzimba West,PP,https://www.parliament.gov.mw/views/mp-list.php,2014
harry-njoka-chipeni,Harry Njoka Chipeni,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Dowa South East,MCP,https://www.parliament.gov.mw/views/mp-list.php,2014
harry-thomson,Harry Thomson,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Chikwawa North,Independent,https://www.parliament.gov.mw/views/mp-list.php,2014
henry-amon-robin-mussa,Henry Amon Robin Mussa,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Chiradzulu East,DPP,https://www.parliament.gov.mw/views/mp-list.php,2014
henry-mpofu-shaba,Henry Mpofu Shaba,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Mzimba Central,Independent,https://www.parliament.gov.mw/views/mp-list.php,2014
horace-levas-chipuwa,Horace Levas Chipuwa,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Lilongwe Mapuyu North,MCP,https://www.parliament.gov.mw/views/mp-list.php,2014
idi-kalosi,Idi Kalosi,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Mangochi North East,UDF,https://www.parliament.gov.mw/views/mp-list.php,2014
ilyas-abdul-karim,Ilyas Abdul Karim,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Chikwawa South,PP,https://www.parliament.gov.mw/views/mp-list.php,2014
jacob-hara,Jacob Hara,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Mzimba Solora,MCP,https://www.parliament.gov.mw/views/mp-list.php,2014
jacqueline-j-cc-kouwenhoven,Jacqueline J. C.C. Kouwenhoven,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Rumphi West,Independent,https://www.parliament.gov.mw/views/mp-list.php,2014
james-bond-kamwambi,James Bond Kamwambi,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Karonga North West,DPP,https://www.parliament.gov.mw/views/mp-list.php,2014
james-ted-kabifya-munthali,James Ted Kabifya Munthali,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Chitipa North,PP,https://www.parliament.gov.mw/views/mp-list.php,2014
jappie-chancy-mtuwa-mhango,Jappie Chancy Mtuwa Mhango,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Rumphi North,Independent,https://www.parliament.gov.mw/views/mp-list.php,2014
jean-a-nachika-kalilani,Jean A. Nachika Kalilani,Dr.,https://www.parliament.gov.mw/images/mps/default-mp.png,Dowa Central,DPP,https://www.parliament.gov.mw/views/mp-list.php,2014
jephter-mwale,Jephter Mwale,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Mchinji West,MCP,https://www.parliament.gov.mw/views/mp-list.php,2014
jessie-kabwila,Jessie Kabwila,Dr.,https://www.parliament.gov.mw/images/mps/default-mp.png,Salima North West,MCP,https://www.parliament.gov.mw/views/mp-list.php,2014
john-alfred-chikalimba,John Alfred Chikalimba,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Zomba Changalume,PP,https://www.parliament.gov.mw/views/mp-list.php,2014
joseph-chidanti-malunga,Joseph Chidanti Malunga,Dr.,https://www.parliament.gov.mw/images/mps/default-mp.png,Nsanje South West,Independent,https://www.parliament.gov.mw/views/mp-list.php,2014
joseph-mwanamvekha,Joseph Mwanamvekha,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Chiradzulu South,DPP,https://www.parliament.gov.mw/views/mp-list.php,2014
joseph-njobvuyalema,Joseph Njobvuyalema,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Lilongwe Mapuyu South,MCP,https://www.parliament.gov.mw/views/mp-list.php,2014
juliana-mdamvetsa-lunguzi,Juliana Mdamvetsa Lunguzi,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Dedza East,MCP,https://www.parliament.gov.mw/views/mp-list.php,2014
justin-majawa,Justin Majawa,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Mangochi South West,Independent,https://www.parliament.gov.mw/views/mp-list.php,2014
kamlepo-kalua,Kamlepo Kalua,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Rumphi East,PP,https://www.parliament.gov.mw/views/mp-list.php,2014
kassim-liguluwe,Kassim Liguluwe,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Salima South East,PP,https://www.parliament.gov.mw/views/mp-list.php,2014
kayo-z-a-zimchetera,Kayo Z. A. Zimchetera,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Mchinji East,MCP,https://www.parliament.gov.mw/views/mp-list.php,2014
kennedy-maluwa,Kennedy Maluwa,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Chikwawa West,DPP,https://www.parliament.gov.mw/views/mp-list.php,2014
kennedy-pemba-kachingwe,Kennedy Pemba Kachingwe,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Blantyre South-West,Independent,https://www.parliament.gov.mw/views/mp-list.php,2014
khumbize-kandodo-chiponda,Khumbize Kandodo Chiponda,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Kasungu South East,MCP,https://www.parliament.gov.mw/views/mp-list.php,2014
khumbo-hastings-kachali,Khumbo Hastings Kachali,Rt. Hon.,https://www.parliament.gov.mw/images/mps/default-mp.png,Mzimba South West,PP,https://www.parliament.gov.mw/views/mp-list.php,2014
kondwani-nankhumwa,Kondwani Nankhumwa,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Mulanje Central,DPP,https://www.parliament.gov.mw/views/mp-list.php,2014
langton-nkhosa-kamwendo,Langton Nkhosa Kamwendo,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Ntchisi South,MCP,https://www.parliament.gov.mw/views/mp-list.php,2014
lazarus-mccarthy-chakwera,Lazarus McCarthy Chakwera,Dr.,https://www.parliament.gov.mw/images/mps/default-mp.png,Lilongwe North West,MCP,https://www.parliament.gov.mw/views/mp-list.php,2014
leonard-uncle-jose-njikho,Leonard Uncle Jose Njikho,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Mzuzu City,Independent,https://www.parliament.gov.mw/views/mp-list.php,2014
lilian-estella-patel,Lilian Estella Patel,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Mangochi South,UDF,https://www.parliament.gov.mw/views/mp-list.php,2014
lingison-belekanyama,Lingison Belekanyama,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Lilongwe Msinja South,MCP,https://www.parliament.gov.mw/views/mp-list.php,2014
lloyd-malola,Lloyd Malola,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Chikwawa Mkombezi,DPP,https://www.parliament.gov.mw/views/mp-list.php,2014
lucius-banda,Lucius Banda,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Balaka North,UDF,https://www.parliament.gov.mw/views/mp-list.php,2014
lyana-lexa-tambala,Lyana Lexa Tambala,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Mulanje North,Independent,https://www.parliament.gov.mw/views/mp-list.php,2014
mac-jay-salijeni,Mac Jay Salijeni,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Thyolo South,Independent,https://www.parliament.gov.mw/views/mp-list.php,2014
madalitso-fred-k-kazombo,Madalitso Fred K. Kazombo,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Kasungu East,MCP,https://www.parliament.gov.mw/views/mp-list.php,2014
mahomed-hanif-osman,Mahomed Hanif Osman,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Chiradzulu Central,Independent,https://www.parliament.gov.mw/views/mp-list.php,2014
malani-mtonga,Malani Mtonga,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Karonga South,PP,https://www.parliament.gov.mw/views/mp-list.php,2014
malison-ndau,Malison Ndau,Rev.,https://www.parliament.gov.mw/images/mps/default-mp.png,Ntcheu Central,DPP,https://www.parliament.gov.mw/views/mp-list.php,2014
maquenda-chunga,Maquenda Chunga,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Mzimba South,PP,https://www.parliament.gov.mw/views/mp-list.php,2014
mark-botomani,Mark Botomani,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Zomba Chisi,DPP,https://www.parliament.gov.mw/views/mp-list.php,2014
marko-ezra-ching'onga,Marko Ezra Ching'onga,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Lilongwe Kumachenga,Independent,https://www.parliament.gov.mw/views/mp-list.php,2014
martha-chanjo-lunji,Martha Chanjo Lunji,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Nkhotakota North East,Independent,https://www.parliament.gov.mw/views/mp-list.php,2014
mary-connie-livuza-mpanga,Mary Connie Livuza Mpanga,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Phalombe South,Independent,https://www.parliament.gov.mw/views/mp-list.php,2014
mary-maulidi-khembo,Mary Maulidi Khembo,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Neno South,Independent,https://www.parliament.gov.mw/views/mp-list.php,2014
mary-thom-navicha,Mary Thom Navicha,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Thyolo Thava,DPP,https://www.parliament.gov.mw/views/mp-list.php,2014
maxwell-thyolera,Maxwell Thyolera,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Lilongwe North East,MCP,https://www.parliament.gov.mw/views/mp-list.php,2014
mussa-misolo-kapichira,Mussa Misolo Kapichira,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Mangochi Malombe,UDF,https://www.parliament.gov.mw/views/mp-list.php,2014
mwai-kamuyambeni,Mwai Kamuyambeni,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Ntcheu West,DPP,https://www.parliament.gov.mw/views/mp-list.php,2014
naomi-maleso-phiri-kilekwa,Naomi Maleso Phiri kilekwa,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Mulanje South East,Independent,https://www.parliament.gov.mw/views/mp-list.php,2014
noah-chilelawalanda-chimpeni,Noah Chilelawalanda Chimpeni,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Nkhata Bay south East,PP,https://www.parliament.gov.mw/views/mp-list.php,2014
noel-masangwi,Noel Masangwi,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Blantyre City East,DPP,https://www.parliament.gov.mw/views/mp-list.php,2014
olipa-chimangeni,Olipa Chimangeni,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Ntchisi North East,MCP,https://www.parliament.gov.mw/views/mp-list.php,2014
olipa-myaba-chiluba,Olipa Myaba Chiluba,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Mzimba North East,Independent,https://www.parliament.gov.mw/views/mp-list.php,2014
patricia-annie-kaliati,Patricia Annie Kaliati,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Mulanje West,DPP,https://www.parliament.gov.mw/views/mp-list.php,2014
patricia-nangozo-kainga,Patricia Nangozo Kainga,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Zomba Central,PP,https://www.parliament.gov.mw/views/mp-list.php,2014
patricia-omega-mkanda,Patricia Omega Mkanda,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Lilongwe North,MCP,https://www.parliament.gov.mw/views/mp-list.php,2014
patricia-shanil-dzimbiri,Patricia Shanil Dzimbiri,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Balaka west,Independent,https://www.parliament.gov.mw/views/mp-list.php,2014
patrick-andrew-makina,Patrick Andrew Makina,Dr.,https://www.parliament.gov.mw/images/mps/default-mp.png,Zomba Ntonya,PP,https://www.parliament.gov.mw/views/mp-list.php,2014
patrick-pearson-themu,Patrick Pearson Themu,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Dedza South,MCP,https://www.parliament.gov.mw/views/mp-list.php,2014
patrick-zebron-chilondola,Patrick Zebron Chilondola,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Dedza North,MCP,https://www.parliament.gov.mw/views/mp-list.php,2014
paul-chibingu,Paul Chibingu,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Mwanza West,DPP,https://www.parliament.gov.mw/views/mp-list.php,2014
pemba-rasheed-john-msusa,Pemba Rasheed John Msusa,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Mangochi Masongola,Independent,https://www.parliament.gov.mw/views/mp-list.php,2014
