id,name,type,party,area_id,area,gender,image,term,source
265,FERGANI SOUMIA,National,RASSEMBLEMENT ALGERIEN,ocd-division/country:dz/wilayah:26,Medea,female,http://www.apn.dz/fr/media/com_mtree/images/listings/s/359.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/265-fergani-soumia
266,FORLOU HABIB,National,PARTI DES TRAVAILLEURS,ocd-division/country:dz/wilayah:27,Mostaganem,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/387.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/266-forlou-habib
267,FOUDIL MALIKA,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:8,Bechar,female,http://www.apn.dz/fr/media/com_mtree/images/listings/s/362.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/267-foudil-malika
268,GHOMRANI NEE SAADI SORAYA,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:4,Oum bouaghi,female,http://www.apn.dz/fr/media/com_mtree/images/listings/s/347.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/268-ghomrani-nee-saadi-soraya
269,GHOUINI FILALI,National,ALLIANCE ALGERIE VERTE,ocd-division/country:dz/wilayah:28,M'sila,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/9431.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/269-ghouini-filali
27,ABDELOUAHAB ABDELHALIM,National,ALLIANCE ALGERIE VERTE,ocd-division/country:dz/wilayah:16,Alger,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/320.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/27-abdelouahab-abdelhalim
271,RABIAI FATEH,National,ALLIANCE ALGERIE VERTE,ocd-division/country:dz/wilayah:26,Medea,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/243.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/271-rabiai-fateh
272,GOUNEIBER DJILALI,National,RASSEMBLEMENT NATIONAL DEMOCRATIQUE,ocd-division/country:dz/wilayah:32,El Baydh,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/376.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/272-gouneiber-djilali
276,GRAOUI ABDENOUR,Députés appelés à d'autres fonctions,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:5,Batna,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/371.jpg,7,http://www.apn.dz/fr/les-membres/deputes-appeles-a-d-autres-fonctions/276-graoui-abdenour
277,GUECHAOUI SAAD,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:14,Tiaret,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/378.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/277-guechaoui-saad
278,GUEDDOUDA BOUBAKEUR,National,ALLIANCE ALGERIE VERTE,ocd-division/country:dz/wilayah:3,Laghouat,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/367.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/278-gueddouda-boubakeur
279,GUEMMAMA MAHMOUD,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:11,Tamanrasset,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/375.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/279-guemmama-mahmoud
28,ABDELSADEK NEE BELKENNICH SALIMA,National,ALLIANCE ALGERIE VERTE,ocd-division/country:dz/wilayah:2,Chlef,female,http://www.apn.dz/fr/media/com_mtree/images/listings/s/315.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/28-abdelsadek-nee-belkennich-salima
280,GUERROUT MOHAMMED,National,FRONT EL MOUSTAKBAL,ocd-division/country:dz/wilayah:1,Adrar,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/372.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/280-guerrout-mohammed
281,RAHIM HICHEM,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:21,Skikda,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/247.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/281-rahim-hichem
282,RAHOU MISSOUM,National,ALLIANCE ALGERIE VERTE,ocd-division/country:dz/wilayah:29,Mascara,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/246.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/282-rahou-missoum
283,GUIDJI MOHAMED,National,RASSEMBLEMENT NATIONAL DEMOCRATIQUE,ocd-division/country:dz/wilayah:38,Tissemsilt,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/377.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/283-guidji-mohamed
284,RAMI MERZAK,National,INDEPENDANTS,ocd-division/country:dz/wilayah:9,Blida,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/242.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/284-rami-merzak
285,RASMAL ABDELHADI,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:20,Saida,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/241.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/285-rsmal-abdelhadi
286,REMILI MOHAMED,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:10,Bouira,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/249.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/286-remli-mohamed
287,SAAD MOHAMED,National,ALLIANCE ALGERIE VERTE,ocd-division/country:dz/wilayah:45,Nâama,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/268.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/287-saad-mohamed
288,SAADI LIES,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:16,Alger,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/271.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/288-saadi-lies
289,SACI MOHAMED,National,INDEPENDANTS,ocd-division/country:dz/wilayah:3,Laghouat,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/262.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/289-saci-mohamed
29,ABDELSADOK NEE BENCHABA DJEMAIA,National,MOUVEMENT POPULAIRE ALGERIEN,ocd-division/country:dz/wilayah:48,Relizane,female,http://www.apn.dz/fr/media/com_mtree/images/listings/s/316.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/29-abdelsadok-nee-benchaba-djemaia
290,GUIOUS ABDENNACER,National,FRONT POUR LA JUSTICE ET LE DEVELOPPEMENT (ADDALA),ocd-division/country:dz/wilayah:18,Jijel,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/379.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/290-guious-abdennacer
291,HABACHI AHMED,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:25,Constantine,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/456.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/291-habachi-ahmed
292,SADANI AHMED,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:39,El Oued,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/269.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/292-sadani-ahmed
293,HABCHI TAHAR,National,ALLIANCE ALGERIE VERTE,ocd-division/country:dz/wilayah:16,Alger,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/191.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/293-habchi-tahar
294,SADAOUI SLIMANE,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:45,Nâama,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/270.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/294-sadaoui-slimane
295,HACHEMI FAYCAL,National,ALLIANCE ALGERIE VERTE,ocd-division/country:dz/wilayah:19,Setif,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/197.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/295-hachemi-faycal
296,SADEG ABDERRAHIM,National,FRONT DES FORCES SOCIALISTES,ocd-division/country:dz/wilayah:15,Tizi ouzou,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/298.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/296-sadeg-abderrahim
297,HACHICHI EP BESLI AKILA,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:12,Tebessa,female,http://www.apn.dz/fr/media/com_mtree/images/listings/s/198.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/297-hachichi-ep-besli-akila
298,HADDI MOHAMMED,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:45,Nâama,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/187.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/298-haddi-mohammed
299,SAFI LARABI,National,RASSEMBLEMENT NATIONAL DEMOCRATIQUE,ocd-division/country:dz/wilayah:3,Laghouat,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/299.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/299-safi-larabi
30,ABDELSADOUK SID AHMED,National,MOUVEMENT POPULAIRE ALGERIEN,ocd-division/country:dz/wilayah:48,Relizane,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/317.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/30-abdelsadouk-sid-ahmed
300,HADDOUCHE ABDELKADER,International,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/zone:2,MARSEILLE,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/193.jpg,7,http://www.apn.dz/fr/les-membres/deputes-international/300-haddouche-abdelkader
301,SAHNOUNE MOHAMED,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:38,Tissemsilt,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/266.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/301-sahnoune-mohamed
302,HADJ KADDOUR NEE CHAIB MESSAOUDA,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:14,Tiaret,female,http://www.apn.dz/fr/media/com_mtree/images/listings/s/186.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/302-hadj-kaddour-messaouda
303,SAIDI MOHAMED LAKHDAR,National,ALLIANCE ALGERIE VERTE,ocd-division/country:dz/wilayah:39,El Oued,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/273.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/303-saidi-mohamed-lakhdar
304,HADJIRAH KHELIFA,National,FRONT POUR LA JUSTICE ET LE DEVELOPPEMENT (ADDALA),ocd-division/country:dz/wilayah:43,Mila,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/231.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/304-hadjirah-khelifa
306,HADJOUDJ ABDELKADER,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:31,Oran,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/192.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/306-hadjoudj-abdelkader
307,SARIANE MUSTAPHA,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:31,Oran,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/267.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/307-sariane-mustapha
308,HALET RACHID,National,FRONT DES FORCES SOCIALISTES,ocd-division/country:dz/wilayah:15,Tizi ouzou,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/188.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/308-halet-rachid
309,SBA BOULERBAH,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:17,Djelfa,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/265.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/309-sba-boulerbah
31,ABEIRI SID AHMED,National,RASSEMBLEMENT NATIONAL DEMOCRATIQUE,ocd-division/country:dz/wilayah:37,Tindouf,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/3.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/31-abeiri-sid-ahmed
310,HAMADOU LAZHAR,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:4,Oum bouaghi,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/199.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/310-hamadou-lazhar
311,SEBIANE FODIL,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:13,Tlemcen,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/300.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/311-sebiane-fodil
312,HAMAMA NEE CHOUIB DJEMAIA,National,RASSEMBLEMENT NATIONAL DEMOCRATIQUE,ocd-division/country:dz/wilayah:2,Chlef,female,http://www.apn.dz/fr/media/com_mtree/images/listings/s/200.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/312-hamama-nee-chouib-djemaia
314,HAMANI MOHAMED SEGHIR,National,FRONT POUR LA JUSTICE ET LE DEVELOPPEMENT (ADDALA),ocd-division/country:dz/wilayah:23,Annaba,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/201.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/314-hamani-mohamed-seghir
316,SELT MOHAMED TAYEB,National,RASSEMBLEMENT NATIONAL DEMOCRATIQUE,ocd-division/country:dz/wilayah:17,Djelfa,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/263.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/316-selt-mohamed-tayeb
317,SENOUCI AMINE,National,RASSEMBLEMENT NATIONAL DEMOCRATIQUE,ocd-division/country:dz/wilayah:13,Tlemcen,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/278.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/317-senouci-amine
318,HAMDADOUCHE NASSER,National,ALLIANCE ALGERIE VERTE,ocd-division/country:dz/wilayah:18,Jijel,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/203.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/318-hamdadouche-nasser
319,SI FODIL MOHAMED,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:29,Mascara,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/280.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/319-si-fodil-mohamed
32,ABIB ZOHRA,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:2,Chlef,female,http://www.apn.dz/fr/media/com_mtree/images/listings/s/322.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/32-abib-zohra
320,HAMEDI NEE GHORZI HAFIDA,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:13,Tlemcen,female,http://www.apn.dz/fr/media/com_mtree/images/listings/s/189.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/320-hamedi-nee-ghorzi-hafida
321,SIA OMAR,National,FRONT NATIONAL DES INDEPENDANTS POUR LA CONCORDE,ocd-division/country:dz/wilayah:3,Laghouat,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/281.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/321-sia-omar
322,HAMIA MOSTAPHA MOHAMED,National,PARTI NAT. POUR LA SOLIDARITE ET LE DEVELOPPEMENT,ocd-division/country:dz/wilayah:33,Illizi,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/190.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/322-hamia-mostapha-mohamed
323,HAMMAD MAHFOUD,National,ALLIANCE ALGERIE VERTE,ocd-division/country:dz/wilayah:17,Djelfa,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/346.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/323-hammad-mahfoud
324,SIDI MOUSSA SALIM,National,PARTI DES TRAVAILLEURS,ocd-division/country:dz/wilayah:9,Blida,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/272.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/324-sidi-moussa-salim
325,HAMMAOUI AZEDDINE,National,INDEPENDANTS,ocd-division/country:dz/wilayah:34,Bordj Bou Arreridj,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/202.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/325-hammaoui-azeddine
326,SIDI MOUSSA MOHAMED,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:9,Blida,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/282.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/326-sidi-moussa-mohamed
327,HAMMOU DJEBARA HOURIA,National,PARTI DES TRAVAILLEURS,ocd-division/country:dz/wilayah:2,Chlef,female,http://www.apn.dz/fr/media/com_mtree/images/listings/s/414.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/327-hammou-djebara-houria
328,HAMMOUDI NEE SADEK NACERA,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:14,Tiaret,female,http://www.apn.dz/fr/media/com_mtree/images/listings/s/204.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/328-hammoudi-nee-sadek-nacera
329,HAMOUNI MOHAMED,National,RASSEMBLEMENT PATRIOTIQUE REPUBLICAIN,ocd-division/country:dz/wilayah:2,Chlef,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/205.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/329-hamouni-mohamed
33,ABID NEE DOUAIFIA SAMIRA,National,ALLIANCE ALGERIE VERTE,ocd-division/country:dz/wilayah:12,Tebessa,female,http://www.apn.dz/fr/media/com_mtree/images/listings/s/344.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/33-abid-nee-douaifia-samira
330,HAMROUCHE OUAJDANE,National,FRONT DES FORCES SOCIALISTES,ocd-division/country:dz/wilayah:25,Constantine,female,http://www.apn.dz/fr/media/com_mtree/images/listings/s/406.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/330-hamrouche-ouajdane
331,HANACHI NADIA,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:19,Setif,female,http://www.apn.dz/fr/media/com_mtree/images/listings/s/206.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/331-hanachi-nadia
332,HANOUNE LOUISA,National,PARTI DES TRAVAILLEURS,ocd-division/country:dz/wilayah:16,Alger,female,http://www.apn.dz/fr/media/com_mtree/images/listings/s/207.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/332-hanoune-louisa
333,HARIZ NACER,National,INDEPENDANTS,ocd-division/country:dz/wilayah:47,Ghardaïa,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/195.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/333-hariz-nacer
334,HASCAR ALI,National,RASSEMBLEMENT NATIONAL DEMOCRATIQUE,ocd-division/country:dz/wilayah:46,Aïn Temouchent,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/196.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/334-hascar-ali
335,HELEILI SALIM,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:31,Oran,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/457.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/335-heleili-salim
336,HOUASNIA NEE NOUIS FATMA ZOHRA,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:3,Laghouat,female,http://www.apn.dz/fr/media/com_mtree/images/listings/s/208.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/336-houasnia-nee-nouis-fatma-zohra
337,IBBA DJAMILA,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:33,Illizi,female,http://www.apn.dz/fr/media/com_mtree/images/listings/s/1.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/337-ibba-djamila
338,ICHALLAMENE SAIDA,National,FRONT DES FORCES SOCIALISTES,ocd-division/country:dz/wilayah:6,Bejaia,female,http://www.apn.dz/fr/media/com_mtree/images/listings/s/7.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/338-ichallamene-saida
339,IGUEDERZENE NEE LAZERGUI MERIEM,National,INDEPENDANTS,ocd-division/country:dz/wilayah:9,Blida,female,http://www.apn.dz/fr/media/com_mtree/images/listings/s/9.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/339-iguederzene-nee-lazergui-meriem
34,ABIDAT AMAR,National,RASSEMBLEMENT NATIONAL DEMOCRATIQUE,ocd-division/country:dz/wilayah:17,Djelfa,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/323.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/34-abidat-amar
340,IHDADENE NEE AMROUNE NADIA,National,FRONT DES FORCES SOCIALISTES,ocd-division/country:dz/wilayah:35,Boumerdes,female,http://www.apn.dz/fr/media/com_mtree/images/listings/s/4.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/340-ihdadene-nee-amroune-nadia
341,KACEM ELAID MOHAMED,National,RASSEMBLEMENT NATIONAL DEMOCRATIQUE,ocd-division/country:dz/wilayah:27,Mostaganem,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/365.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/341-kacem-elaid-mohamed
342,KADDOUR MOHAMED TAHAR,National,RASSEMBLEMENT NATIONAL DEMOCRATIQUE,ocd-division/country:dz/wilayah:7,Biskra,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/368.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/342-kaddour-mohamed-tahar
343,KADDOURI LAZHAR,National,INDEPENDANTS,ocd-division/country:dz/wilayah:7,Biskra,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/369.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/343-kaddouri-lazhar
344,KADOUS NACERA,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:13,Tlemcen,female,http://www.apn.dz/fr/media/com_mtree/images/listings/s/370.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/344-kadous-nacera
345,KALAKHI CHEIKH,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:14,Tiaret,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/384.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/345-kalakhi-cheikh
346,KALOUN RACHID,National,ALLIANCE ALGERIE VERTE,ocd-division/country:dz/wilayah:16,Alger,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/366.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/346-kaloun-rachid
347,KARA OMAR BAKIR,National,RASSEMBLEMENT NATIONAL DEMOCRATIQUE,ocd-division/country:dz/wilayah:47,Ghardaïa,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/363.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/347-kara-omar-bakir
