id,name,identifier__historichansard,identifier__datadotparl,identifier__parlparse,constituency,constituency_id,party,party_id,start_date,start_reason,end_date,end_reason,term
10387,Martin McGuinness,488,,uk.org.publicwhip/person/10387,Mid Ulster,uk.org.publicwhip/cons/375-NI,Sinn Féin,sinn-fein,2007-03-09,election,2011-03-24,dissolution,3
10387,Martin McGuinness,488,,uk.org.publicwhip/person/10387,Mid Ulster,uk.org.publicwhip/cons/375-NI,Sinn Féin,sinn-fein,2011-05-06,election,2016-03-24,regional_election,4
10411,Seamus Mallon,462,,uk.org.publicwhip/person/10411,Newry and Armagh,uk.org.publicwhip/cons/400-NI,Social Democratic and Labour Party,social-democratic-and-labour-party,1998-06-25,general_election,2003-04-28,general_election,1
10471,Ian Paisley,541,4149,uk.org.publicwhip/person/10471,North Antrim,uk.org.publicwhip/cons/402-NI,DUP,dup,1998-06-25,general_election,2003-04-28,general_election,1
10471,Ian Paisley,541,4149,uk.org.publicwhip/person/10471,North Antrim,uk.org.publicwhip/cons/402-NI,DUP,dup,2003-11-26,general_election,2007-01-30,dissolution,2
10471,Ian Paisley,541,4149,uk.org.publicwhip/person/10471,North Antrim,uk.org.publicwhip/cons/402-NI,DUP,dup,2007-03-09,election,2011-03-24,dissolution,3
10507,Peter Robinson,576,,uk.org.publicwhip/person/10507,Belfast East,uk.org.publicwhip/cons/35-NI,DUP,dup,1998-06-25,general_election,2003-04-28,general_election,1
10507,Peter Robinson,576,,uk.org.publicwhip/person/10507,Belfast East,uk.org.publicwhip/cons/35-NI,DUP,dup,2003-11-26,general_election,2007-01-30,dissolution,2
10507,Peter Robinson,576,,uk.org.publicwhip/person/10507,Belfast East,uk.org.publicwhip/cons/35-NI,DUP,dup,2007-03-09,election,2011-03-24,dissolution,3
10507,Peter Robinson,576,,uk.org.publicwhip/person/10507,Belfast East,uk.org.publicwhip/cons/35-NI,DUP,dup,2011-05-06,election,2016-03-24,regional_election,4
10589,John Taylor,655,657,uk.org.publicwhip/person/10589,Strangford,uk.org.publicwhip/cons/557-NI,UUP,uup,1998-06-25,general_election,2003-04-28,general_election,1
10589,Lord Kilclooney,655,657,uk.org.publicwhip/person/10589,Strangford,uk.org.publicwhip/cons/557-NI,UUP,uup,2003-11-26,general_election,2007-01-30,dissolution,2
10605,David Trimble,672,658,uk.org.publicwhip/person/10605,Upper Bann,uk.org.publicwhip/cons/593-NI,UUP,uup,1998-06-25,general_election,2003-04-28,general_election,1
10605,David Trimble,672,658,uk.org.publicwhip/person/10605,Upper Bann,uk.org.publicwhip/cons/593-NI,UUP,uup,2003-11-26,general_election,2007-01-30,dissolution,2
10679,William McCrea,70,655,uk.org.publicwhip/person/10679,Mid Ulster,uk.org.publicwhip/cons/375-NI,DUP,dup,1998-06-25,general_election,2003-04-28,general_election,1
10679,William McCrea,70,655,uk.org.publicwhip/person/10679,Mid Ulster,uk.org.publicwhip/cons/375-NI,DUP,dup,2003-11-26,general_election,2007-01-30,dissolution,2
10679,William McCrea,70,655,uk.org.publicwhip/person/10679,South Antrim,uk.org.publicwhip/cons/515-NI,DUP,dup,2007-03-09,election,2010-07-01,resigned,3
10768,David Burnside,6716,,uk.org.publicwhip/person/10768,South Antrim,uk.org.publicwhip/cons/515-NI,UUP,uup,2003-11-26,general_election,2007-01-30,dissolution,2
10768,David Burnside,6716,,uk.org.publicwhip/person/10768,South Antrim,uk.org.publicwhip/cons/515-NI,UUP,uup,2007-03-09,election,2009-06-01,resigned,3
10780,Gregory Campbell,3907,1409,uk.org.publicwhip/person/10780,East Londonderry,uk.org.publicwhip/cons/197-NI,DUP,dup,1998-06-25,general_election,2003-04-28,general_election,1
10780,Gregory Campbell,3907,1409,uk.org.publicwhip/person/10780,East Londonderry,uk.org.publicwhip/cons/197-NI,DUP,dup,2003-11-26,general_election,2007-01-30,dissolution,2
10780,Gregory Campbell,3907,1409,uk.org.publicwhip/person/10780,East Londonderry,uk.org.publicwhip/cons/197-NI,DUP,dup,2007-03-09,election,2011-03-24,dissolution,3
10780,Gregory Campbell,3907,1409,uk.org.publicwhip/person/10780,East Londonderry,uk.org.publicwhip/cons/197-NI,DUP,dup,2011-05-06,election,2016-03-24,regional_election,4
10857,Nigel Dodds,4137,1388,uk.org.publicwhip/person/10857,Belfast North,uk.org.publicwhip/cons/36-NI,DUP,dup,1998-06-25,general_election,2003-04-28,general_election,1
10857,Nigel Dodds,4137,1388,uk.org.publicwhip/person/10857,Belfast North,uk.org.publicwhip/cons/36-NI,DUP,dup,2003-11-26,general_election,2007-01-30,dissolution,2
10857,Nigel Dodds,4137,1388,uk.org.publicwhip/person/10857,Belfast North,uk.org.publicwhip/cons/36-NI,DUP,dup,2007-03-09,election,2010-09-10,resigned,3
10858,Pat Doherty,4140,1465,uk.org.publicwhip/person/10858,West Tyrone,uk.org.publicwhip/cons/629-NI,Sinn Féin,sinn-fein,1998-06-25,general_election,2003-04-28,general_election,1
10858,Pat Doherty,4140,1465,uk.org.publicwhip/person/10858,West Tyrone,uk.org.publicwhip/cons/629-NI,Sinn Féin,sinn-fein,2003-11-26,general_election,2007-01-30,dissolution,2
10858,Pat Doherty,4140,1465,uk.org.publicwhip/person/10858,West Tyrone,uk.org.publicwhip/cons/629-NI,Sinn Féin,sinn-fein,2007-03-09,election,2011-03-24,dissolution,3
10858,Pat Doherty,4140,1465,uk.org.publicwhip/person/10858,West Tyrone,uk.org.publicwhip/cons/629-NI,Sinn Féin,sinn-fein,2011-05-06,election,2012-07-01,resigned,4
10913,Michelle Gildernew,4566,1416,uk.org.publicwhip/person/10913,Fermanagh and South Tyrone,uk.org.publicwhip/cons/231-NI,Sinn Féin,sinn-fein,1998-06-25,general_election,2003-04-28,general_election,1
10913,Michelle Gildernew,4566,1416,uk.org.publicwhip/person/10913,Fermanagh and South Tyrone,uk.org.publicwhip/cons/231-NI,Sinn Féin,sinn-fein,2003-11-26,general_election,2007-01-30,dissolution,2
10913,Michelle Gildernew,4566,1416,uk.org.publicwhip/person/10913,Fermanagh and South Tyrone,uk.org.publicwhip/cons/231-NI,Sinn Féin,sinn-fein,2007-03-09,election,2011-03-24,dissolution,3
10913,Michelle Gildernew,4566,1416,uk.org.publicwhip/person/10913,Fermanagh and South Tyrone,uk.org.publicwhip/cons/231-NI,Sinn Féin,sinn-fein,2011-05-06,election,2012-07-01,resigned,4
11194,Iris Robinson,5842,,uk.org.publicwhip/person/11194,Strangford,uk.org.publicwhip/cons/557-NI,DUP,dup,1998-06-25,general_election,2003-04-28,general_election,1
11194,Iris Robinson,5842,,uk.org.publicwhip/person/11194,Strangford,uk.org.publicwhip/cons/557-NI,DUP,dup,2003-11-26,general_election,2007-01-30,dissolution,2
11194,Iris Robinson,5842,,uk.org.publicwhip/person/11194,Strangford,uk.org.publicwhip/cons/557-NI,DUP,dup,2007-03-09,election,2010-01-12,resigned,3
11374,Sammy Wilson,,1593,uk.org.publicwhip/person/11374,Belfast East,uk.org.publicwhip/cons/35-NI,DUP,dup,1998-06-25,general_election,2003-04-28,general_election,1
11374,Sammy Wilson,,1593,uk.org.publicwhip/person/11374,East Antrim,uk.org.publicwhip/cons/192-NI,DUP,dup,2003-11-26,general_election,2007-01-30,dissolution,2
11374,Sammy Wilson,,1593,uk.org.publicwhip/person/11374,East Antrim,uk.org.publicwhip/cons/192-NI,DUP,dup,2007-03-09,election,2011-03-24,dissolution,3
11374,Sammy Wilson,,1593,uk.org.publicwhip/person/11374,East Antrim,uk.org.publicwhip/cons/192-NI,DUP,dup,2011-05-06,election,2015-08-11,resigned,4
11402,Alasdair McDonnell,,1596,uk.org.publicwhip/person/11402,Belfast South,uk.org.publicwhip/cons/37-NI,Social Democratic and Labour Party,social-democratic-and-labour-party,1998-06-25,general_election,2003-04-28,general_election,1
11402,Alasdair McDonnell,,1596,uk.org.publicwhip/person/11402,Belfast South,uk.org.publicwhip/cons/37-NI,Social Democratic and Labour Party,social-democratic-and-labour-party,2003-11-26,general_election,2007-01-30,dissolution,2
11402,Alasdair McDonnell,,1596,uk.org.publicwhip/person/11402,Belfast South,uk.org.publicwhip/cons/37-NI,Social Democratic and Labour Party,social-democratic-and-labour-party,2007-03-09,election,2011-03-24,dissolution,3
11402,Alasdair McDonnell,,1596,uk.org.publicwhip/person/11402,Belfast South,uk.org.publicwhip/cons/37-NI,Social Democratic and Labour Party,social-democratic-and-labour-party,2011-05-06,election,2015-06-28,resigned,4
11589,Mark Durkan,,1594,uk.org.publicwhip/person/11589,Foyle,uk.org.publicwhip/cons/235-NI,Social Democratic and Labour Party,social-democratic-and-labour-party,1998-06-25,general_election,2003-04-28,general_election,1
11589,Mark Durkan,,1594,uk.org.publicwhip/person/11589,Foyle,uk.org.publicwhip/cons/235-NI,Social Democratic and Labour Party,social-democratic-and-labour-party,2003-11-26,general_election,2007-01-30,dissolution,2
11589,Mark Durkan,,1594,uk.org.publicwhip/person/11589,Foyle,uk.org.publicwhip/cons/235-NI,Social Democratic and Labour Party,social-democratic-and-labour-party,2007-03-09,election,2010-11-09,resigned,3
11734,Conor Murphy,,1595,uk.org.publicwhip/person/11734,Newry and Armagh,uk.org.publicwhip/cons/400-NI,Sinn Féin,sinn-fein,1998-06-25,general_election,2003-04-28,general_election,1
11734,Conor Murphy,,1595,uk.org.publicwhip/person/11734,Newry and Armagh,uk.org.publicwhip/cons/400-NI,Sinn Féin,sinn-fein,2003-11-26,general_election,2007-01-30,dissolution,2
11734,Conor Murphy,,1595,uk.org.publicwhip/person/11734,Newry and Armagh,uk.org.publicwhip/cons/400-NI,Sinn Féin,sinn-fein,2007-03-09,election,2011-03-24,dissolution,3
11734,Conor Murphy,,1595,uk.org.publicwhip/person/11734,Newry and Armagh,uk.org.publicwhip/cons/400-NI,Sinn Féin,sinn-fein,2011-05-06,election,2012-07-01,resigned,4
11734,Conor Murphy,,1595,uk.org.publicwhip/person/11734,Newry and Armagh,uk.org.publicwhip/cons/400-NI,Sinn Féin,sinn-fein,2015-06-08,appointed,2016-03-24,regional_election,4
25447,Claire Hanna,,,uk.org.publicwhip/person/25447,Belfast South,uk.org.publicwhip/cons/37-NI,Social Democratic and Labour Party,social-democratic-and-labour-party,2015-06-29,appointed,2016-03-24,regional_election,4
25448,Neil Somerville,,,uk.org.publicwhip/person/25448,Fermanagh and South Tyrone,uk.org.publicwhip/cons/231-NI,UUP,uup,2015-06-30,appointed,2016-01-25,resigned,4
11892,David Simpson,,1597,uk.org.publicwhip/person/11892,Upper Bann,uk.org.publicwhip/cons/593-NI,DUP,dup,2003-11-26,general_election,2007-01-30,dissolution,2
11892,David Simpson,,1597,uk.org.publicwhip/person/11892,Upper Bann,uk.org.publicwhip/cons/593-NI,DUP,dup,2007-03-09,election,2010-07-01,resigned,3
13371,Lord Alderdice,,3478,uk.org.publicwhip/person/13371,Belfast East,uk.org.publicwhip/cons/35-NI,Alliance,alliance,1998-06-25,general_election,1998-06-30,changed_party,1
13371,Lord Alderdice,,3478,uk.org.publicwhip/person/13371,Belfast East,uk.org.publicwhip/cons/35-NI,Initial Presiding Officer,initial-presiding-officer,1998-07-01,changed_party,1999-11-30,devolution,1
13371,Lord Alderdice,,3478,uk.org.publicwhip/person/13371,Belfast East,uk.org.publicwhip/cons/35-NI,Speaker,speaker,1999-12-01,devolution,2003-04-28,general_election,1
13733,Maurice Morrow,,3795,uk.org.publicwhip/person/13733,Fermanagh and South Tyrone,uk.org.publicwhip/cons/231-NI,DUP,dup,1998-06-25,general_election,2003-04-28,general_election,1
13733,Maurice Morrow,,3795,uk.org.publicwhip/person/13733,Fermanagh and South Tyrone,uk.org.publicwhip/cons/231-NI,DUP,dup,2003-11-26,general_election,2007-01-30,dissolution,2
13733,Lord Morrow,,3795,uk.org.publicwhip/person/13733,Fermanagh and South Tyrone,uk.org.publicwhip/cons/231-NI,DUP,dup,2007-03-09,election,2011-03-24,dissolution,3
13733,Lord Morrow,,3795,uk.org.publicwhip/person/13733,Fermanagh and South Tyrone,uk.org.publicwhip/cons/231-NI,DUP,dup,2011-05-06,election,2016-03-24,regional_election,4
13741,Ian Adamson,,,uk.org.publicwhip/person/13741,Belfast East,uk.org.publicwhip/cons/35-NI,UUP,uup,1998-06-25,general_election,2003-04-28,general_election,1
13742,Fraser Agnew,,,uk.org.publicwhip/person/13742,Belfast North,uk.org.publicwhip/cons/36-NI,Independent,independent,1998-06-25,general_election,1998-09-21,changed_party,1
13742,Fraser Agnew,,,uk.org.publicwhip/person/13742,Belfast North,uk.org.publicwhip/cons/36-NI,UUAP,uuap,1998-09-21,changed_party,2003-04-28,general_election,1
13743,Pauline Armitage,,,uk.org.publicwhip/person/13743,East Londonderry,uk.org.publicwhip/cons/197-NI,UUP,uup,1998-06-25,general_election,2001-11-09,changed_party,1
13743,Pauline Armitage,,,uk.org.publicwhip/person/13743,East Londonderry,uk.org.publicwhip/cons/197-NI,Independent,independent,2001-11-09,changed_party,2003-04-28,general_election,1
13744,Billy Armstrong,,,uk.org.publicwhip/person/13744,Mid Ulster,uk.org.publicwhip/cons/375-NI,UUP,uup,1998-06-25,general_election,2003-04-28,general_election,1
13744,Billy Armstrong,,,uk.org.publicwhip/person/13744,Mid Ulster,uk.org.publicwhip/cons/375-NI,UUP,uup,2003-11-26,general_election,2007-01-30,dissolution,2
13744,Billy Armstrong,,,uk.org.publicwhip/person/13744,Mid Ulster,uk.org.publicwhip/cons/375-NI,UUP,uup,2007-03-09,election,2011-03-24,dissolution,3
13745,Alex Attwood,,,uk.org.publicwhip/person/13745,Belfast West,uk.org.publicwhip/cons/38-NI,Social Democratic and Labour Party,social-democratic-and-labour-party,1998-06-25,general_election,2003-04-28,general_election,1
13745,Alex Attwood,,,uk.org.publicwhip/person/13745,Belfast West,uk.org.publicwhip/cons/38-NI,Social Democratic and Labour Party,social-democratic-and-labour-party,2003-11-26,general_election,2007-01-30,dissolution,2
13745,Alex Attwood,,,uk.org.publicwhip/person/13745,Belfast West,uk.org.publicwhip/cons/38-NI,Social Democratic and Labour Party,social-democratic-and-labour-party,2007-03-09,election,2011-03-24,dissolution,3
13745,Alex Attwood,,,uk.org.publicwhip/person/13745,Belfast West,uk.org.publicwhip/cons/38-NI,Social Democratic and Labour Party,social-democratic-and-labour-party,2011-05-06,election,2016-03-24,regional_election,4
13746,Norah Beare,,,uk.org.publicwhip/person/13746,Lagan Valley,uk.org.publicwhip/cons/325-NI,UUP,uup,2003-11-26,general_election,2003-12-18,changed_party,2
13746,Norah Beare,,,uk.org.publicwhip/person/13746,Lagan Valley,uk.org.publicwhip/cons/325-NI,Independent Unionist,independent-unionist,2003-12-18,changed_party,2004-01-15,changed_party,2
13746,Norah Beare,,,uk.org.publicwhip/person/13746,Lagan Valley,uk.org.publicwhip/cons/325-NI,DUP,dup,2004-01-15,changed_party,2007-01-30,dissolution,2
13748,Eileen Bell,,,uk.org.publicwhip/person/13748,North Down,uk.org.publicwhip/cons/406-NI,Alliance,alliance,1998-06-25,general_election,2003-04-28,general_election,1
13748,Eileen Bell,,,uk.org.publicwhip/person/13748,North Down,uk.org.publicwhip/cons/406-NI,Alliance,alliance,2003-11-26,general_election,2006-05-09,changed_party,2
13748,Eileen Bell,,,uk.org.publicwhip/person/13748,North Down,uk.org.publicwhip/cons/406-NI,Speaker,speaker,2006-05-09,changed_party,2007-05-08,dissolution,2
13749,Billy Bell,,,uk.org.publicwhip/person/13749,Lagan Valley,uk.org.publicwhip/cons/325-NI,UUP,uup,1998-06-25,general_election,2003-04-28,general_election,1
13749,Billy Bell,,,uk.org.publicwhip/person/13749,Lagan Valley,uk.org.publicwhip/cons/325-NI,UUP,uup,2003-11-26,general_election,2007-01-30,dissolution,2
13750,Tom Benson,,,uk.org.publicwhip/person/13750,Strangford,uk.org.publicwhip/cons/557-NI,UUP,uup,1998-06-25,general_election,2000-12-24,died,1
13751,Paul Berry,,,uk.org.publicwhip/person/13751,Newry and Armagh,uk.org.publicwhip/cons/400-NI,DUP,dup,1998-06-25,general_election,2003-04-28,general_election,1
13751,Paul Berry,,,uk.org.publicwhip/person/13751,Newry and Armagh,uk.org.publicwhip/cons/400-NI,DUP,dup,2003-11-26,general_election,2006-02-20,changed_party,2
13751,Paul Berry,,,uk.org.publicwhip/person/13751,Newry and Armagh,uk.org.publicwhip/cons/400-NI,Independent,independent,2006-02-21,changed_party,2007-01-30,dissolution,2
13752,Esmond Birnie,,,uk.org.publicwhip/person/13752,Belfast South,uk.org.publicwhip/cons/37-NI,UUP,uup,1998-06-25,general_election,2003-04-28,general_election,1
13752,Esmond Birnie,,,uk.org.publicwhip/person/13752,Belfast South,uk.org.publicwhip/cons/37-NI,UUP,uup,2003-11-26,general_election,2007-01-30,dissolution,2
13753,Norman Boyd,,,uk.org.publicwhip/person/13753,South Antrim,uk.org.publicwhip/cons/515-NI,UKUP,ukup,1998-06-25,general_election,1999-01-15,changed_party,1
13753,Norman Boyd,,,uk.org.publicwhip/person/13753,South Antrim,uk.org.publicwhip/cons/515-NI,NIUP,niup,1999-01-15,changed_party,2003-04-28,general_election,1
13754,P J Bradley,,,uk.org.publicwhip/person/13754,South Down,uk.org.publicwhip/cons/519-NI,Social Democratic and Labour Party,social-democratic-and-labour-party,1998-06-25,general_election,2003-04-28,general_election,1
13754,P J Bradley,,,uk.org.publicwhip/person/13754,South Down,uk.org.publicwhip/cons/519-NI,Social Democratic and Labour Party,social-democratic-and-labour-party,2003-11-26,general_election,2007-01-30,dissolution,2
13754,P J Bradley,,,uk.org.publicwhip/person/13754,South Down,uk.org.publicwhip/cons/519-NI,Social Democratic and Labour Party,social-democratic-and-labour-party,2007-03-09,election,2011-03-24,dissolution,3
13755,Dominic Bradley,,,uk.org.publicwhip/person/13755,Newry and Armagh,uk.org.publicwhip/cons/400-NI,Social Democratic and Labour Party,social-democratic-and-labour-party,2003-11-26,general_election,2007-01-30,dissolution,2
13755,Dominic Bradley,,,uk.org.publicwhip/person/13755,Newry and Armagh,uk.org.publicwhip/cons/400-NI,Social Democratic and Labour Party,social-democratic-and-labour-party,2007-03-09,election,2011-03-24,dissolution,3
13755,Dominic Bradley,,,uk.org.publicwhip/person/13755,Newry and Armagh,uk.org.publicwhip/cons/400-NI,Social Democratic and Labour Party,social-democratic-and-labour-party,2011-05-06,election,2016-03-24,regional_election,4
13756,Mary Bradley,,,uk.org.publicwhip/person/13756,Foyle,uk.org.publicwhip/cons/235-NI,Social Democratic and Labour Party,social-democratic-and-labour-party,2003-11-26,general_election,2007-01-30,dissolution,2
13756,Mary Bradley,,,uk.org.publicwhip/person/13756,Foyle,uk.org.publicwhip/cons/235-NI,Social Democratic and Labour Party,social-democratic-and-labour-party,2007-03-09,election,2011-03-24,dissolution,3
13758,Thomas Buchanan,,,uk.org.publicwhip/person/13758,West Tyrone,uk.org.publicwhip/cons/629-NI,DUP,dup,2003-11-26,general_election,2007-01-30,dissolution,2
13758,Thomas Buchanan,,,uk.org.publicwhip/person/13758,West Tyrone,uk.org.publicwhip/cons/629-NI,DUP,dup,2007-03-09,election,2011-03-24,dissolution,3
13758,Thomas Buchanan,,,uk.org.publicwhip/person/13758,West Tyrone,uk.org.publicwhip/cons/629-NI,DUP,dup,2011-05-06,election,2016-03-24,regional_election,4
13759,Thomas Burns,,,uk.org.publicwhip/person/13759,South Antrim,uk.org.publicwhip/cons/515-NI,Social Democratic and Labour Party,social-democratic-and-labour-party,2003-11-26,general_election,2007-01-30,dissolution,2
13759,Thomas Burns,,,uk.org.publicwhip/person/13759,South Antrim,uk.org.publicwhip/cons/515-NI,Social Democratic and Labour Party,social-democratic-and-labour-party,2007-03-09,election,2011-03-24,dissolution,3
13760,Joe Byrne,,,uk.org.publicwhip/person/13760,West Tyrone,uk.org.publicwhip/cons/629-NI,Social Democratic and Labour Party,social-democratic-and-labour-party,1998-06-25,general_election,2003-04-28,general_election,1
13760,Joe Byrne,,,uk.org.publicwhip/person/13760,West Tyrone,uk.org.publicwhip/cons/629-NI,Social Democratic and Labour Party,social-democratic-and-labour-party,2011-05-06,election,2015-12-31,retired,4
13761,Mervyn Carrick,,,uk.org.publicwhip/person/13761,Upper Bann,uk.org.publicwhip/cons/593-NI,DUP,dup,1998-06-25,general_election,2003-04-28,general_election,1
13762,Joan Carson,,,uk.org.publicwhip/person/13762,Fermanagh and South Tyrone,uk.org.publicwhip/cons/231-NI,UUP,uup,1998-06-25,general_election,2003-04-28,general_election,1
13763,Willie Clarke,,,uk.org.publicwhip/person/13763,South Down,uk.org.publicwhip/cons/519-NI,Sinn Féin,sinn-fein,2003-11-26,general_election,2007-01-30,dissolution,2
13763,Willie Clarke,,,uk.org.publicwhip/person/13763,South Down,uk.org.publicwhip/cons/519-NI,Sinn Féin,sinn-fein,2007-03-09,election,2011-03-24,dissolution,3
13763,Willie Clarke,,,uk.org.publicwhip/person/13763,South Down,uk.org.publicwhip/cons/519-NI,Sinn Féin,sinn-fein,2011-05-06,election,2012-04-12,resigned,4
13764,Seamus Close,,,uk.org.publicwhip/person/13764,Lagan Valley,uk.org.publicwhip/cons/325-NI,Alliance,alliance,1998-06-25,general_election,2003-04-28,general_election,1
13764,Seamus Close,,,uk.org.publicwhip/person/13764,Lagan Valley,uk.org.publicwhip/cons/325-NI,Alliance,alliance,2003-11-26,general_election,2007-01-30,dissolution,2
13765,Wilson Clyde,,,uk.org.publicwhip/person/13765,South Antrim,uk.org.publicwhip/cons/515-NI,DUP,dup,1998-06-25,general_election,2003-04-28,general_election,1
13765,Wilson Clyde,,,uk.org.publicwhip/person/13765,South Antrim,uk.org.publicwhip/cons/515-NI,DUP,dup,2003-11-26,general_election,2007-01-30,dissolution,2
13766,Fred Cobain,,,uk.org.publicwhip/person/13766,Belfast North,uk.org.publicwhip/cons/36-NI,UUP,uup,1998-06-25,general_election,2003-04-28,general_election,1
13766,Fred Cobain,,,uk.org.publicwhip/person/13766,Belfast North,uk.org.publicwhip/cons/36-NI,UUP,uup,2003-11-26,general_election,2007-01-30,dissolution,2
13766,Fred Cobain,,,uk.org.publicwhip/person/13766,Belfast North,uk.org.publicwhip/cons/36-NI,UUP,uup,2007-03-09,election,2011-03-24,dissolution,3
13767,Michael Copeland,,,uk.org.publicwhip/person/13767,Belfast East,uk.org.publicwhip/cons/35-NI,UUP,uup,2003-11-26,general_election,2007-01-30,dissolution,2
13767,Michael Copeland,,,uk.org.publicwhip/person/13767,Belfast East,uk.org.publicwhip/cons/35-NI,UUP,uup,2011-05-06,election,2015-09-21,resigned,4
13768,Robert Coulter,,,uk.org.publicwhip/person/13768,North Antrim,uk.org.publicwhip/cons/402-NI,UUP,uup,1998-06-25,general_election,2003-04-28,general_election,1
13768,Robert Coulter,,,uk.org.publicwhip/person/13768,North Antrim,uk.org.publicwhip/cons/402-NI,UUP,uup,2003-11-26,general_election,2007-01-30,dissolution,2
13768,Robert Coulter,,,uk.org.publicwhip/person/13768,North Antrim,uk.org.publicwhip/cons/402-NI,UUP,uup,2007-03-09,election,2011-03-24,dissolution,3
13769,Annie Courtney,,,uk.org.publicwhip/person/13769,Foyle,uk.org.publicwhip/cons/235-NI,Social Democratic and Labour Party,social-democratic-and-labour-party,2000-12-05,appointed,2003-04-01,changed_party,1
13769,Annie Courtney,,,uk.org.publicwhip/person/13769,Foyle,uk.org.publicwhip/cons/235-NI,Independent,independent,2003-04-01,changed_party,2003-04-28,general_election,1
13770,Michael Coyle,,,uk.org.publicwhip/person/13770,East Londonderry,uk.org.publicwhip/cons/197-NI,Social Democratic and Labour Party,social-democratic-and-labour-party,2002-09-01,appointed,2003-04-28,general_election,1
13771,Leslie Cree,,,uk.org.publicwhip/person/13771,North Down,uk.org.publicwhip/cons/406-NI,UUP,uup,2003-11-26,general_election,2007-01-30,dissolution,2
13771,Leslie Cree,,,uk.org.publicwhip/person/13771,North Down,uk.org.publicwhip/cons/406-NI,UUP,uup,2007-03-09,election,2011-03-24,dissolution,3
13771,Leslie Cree,,,uk.org.publicwhip/person/13771,North Down,uk.org.publicwhip/cons/406-NI,UUP,uup,2011-05-06,election,2016-03-24,regional_election,4
13772,John Dallat,,,uk.org.publicwhip/person/13772,East Londonderry,uk.org.publicwhip/cons/197-NI,Social Democratic and Labour Party,social-democratic-and-labour-party,1998-06-25,general_election,2003-04-28,general_election,1
13772,John Dallat,,,uk.org.publicwhip/person/13772,East Londonderry,uk.org.publicwhip/cons/197-NI,Social Democratic and Labour Party,social-democratic-and-labour-party,2003-11-26,general_election,2007-01-30,dissolution,2
13772,John Dallat,,,uk.org.publicwhip/person/13772,East Londonderry,uk.org.publicwhip/cons/197-NI,Social Democratic and Labour Party,social-democratic-and-labour-party,2007-03-09,election,2011-03-24,dissolution,3
13772,John Dallat,,,uk.org.publicwhip/person/13772,East Londonderry,uk.org.publicwhip/cons/197-NI,Social Democratic and Labour Party,social-democratic-and-labour-party,2011-05-06,election,2016-03-24,regional_election,4
13773,Ivan Davis,,,uk.org.publicwhip/person/13773,Lagan Valley,uk.org.publicwhip/cons/325-NI,UUP,uup,1998-06-25,general_election,2003-04-28,general_election,1
