id,name,faction,region,image,term,source
131273,Абрамов Иван Николаевич,ЛДПР,"Республика Саха (Якутия), Камчатский край, Амурская область, Магаданская область, Чукотский автономный округ",http://www.duma.gov.ru/upload/iblock/493/4934f89707f3ce4c27464686946ff494.jpg,6,http://www.duma.gov.ru/structure/deputies/131273/
131431,Абубакиров Ришат Фазлутдинович,«ЕДИНАЯ РОССИЯ»,Республика Татарстан (Татарстан),http://www.duma.gov.ru/upload/iblock/a17/a176c1787e7ca52022777ea8f551d8f2.jpg,6,http://www.duma.gov.ru/structure/deputies/131431/
131338,Авдеев Михаил Юрьевич,КПРФ,Московская область,http://www.duma.gov.ru/upload/iblock/106/106624efb5bdc68944355cfa35ac39ab.jpg,6,http://www.duma.gov.ru/structure/deputies/131338/
131432,Агаев Бекхан Вахаевич,«ЕДИНАЯ РОССИЯ»,Удмуртская Республика,http://www.duma.gov.ru/upload/iblock/c5b/c5b4809c8d97442ad2e945274772803e.jpg,6,http://www.duma.gov.ru/structure/deputies/131432/
131339,Агаев Ваха Абуевич,КПРФ,Красноярский край,http://www.duma.gov.ru/upload/iblock/f9b/f9b745d07c95dc2252c2e38b3e97be2c.jpg,6,http://www.duma.gov.ru/structure/deputies/131339/
131221,Агеев Александр Александрович,«СПРАВЕДЛИВАЯ РОССИЯ»,"Город Москва - Восточная, Город Москва - Донская, Город Москва - Люблинская",http://www.duma.gov.ru/upload/iblock/687/6874627568efd5210558ac0cad615565.jpg,6,http://www.duma.gov.ru/structure/deputies/131221/
131222,Аксаков Анатолий Геннадьевич,«СПРАВЕДЛИВАЯ РОССИЯ»,"Республика Марий Эл, Чувашская Республика - Чувашия",http://www.duma.gov.ru/upload/iblock/cd3/cd3fd8fbd76d979f8b3782c827507993.jpg,6,http://www.duma.gov.ru/structure/deputies/131222/
174437,Акулов Тимур Юрьевич,«ЕДИНАЯ РОССИЯ»,Республика Татарстан (Татарстан),http://www.duma.gov.ru/upload/iblock/aa5/aa5f5f2d04ce52f2efc974b657a8b846.jpg,6,http://www.duma.gov.ru/structure/deputies/174437/
131434,Алексеева Татьяна Олеговна,«ЕДИНАЯ РОССИЯ»,Кемеровская область,http://www.duma.gov.ru/upload/iblock/c6a/c6adfe5d5b27398c06b54ecba1da7c96.jpg,6,http://www.duma.gov.ru/structure/deputies/131434/
131340,Алимова Ольга Николаевна,КПРФ,Саратовская область,http://www.duma.gov.ru/upload/iblock/bbe/bbe02f540d5fc09fad98e6a7f071edcb.jpg,6,http://www.duma.gov.ru/structure/deputies/131340/
131341,Алферов Жорес Иванович,КПРФ,"все субъекты Российской Федерации, Республика Крым, Город Севастополь",http://www.duma.gov.ru/upload/iblock/099/0991e0fc6917a8eedd7856792c74a1b9.jpg,6,http://www.duma.gov.ru/structure/deputies/131341/
131274,Ананских Игорь Александрович,ЛДПР,Ленинградская область,http://www.duma.gov.ru/upload/iblock/7b0/7b0d4b2b2e5076316b101aa9a3837569.jpg,6,http://www.duma.gov.ru/structure/deputies/131274/
131342,Андреев Андрей Анатольевич,КПРФ,"Республика Коми, Архангельская область",http://www.duma.gov.ru/upload/iblock/917/917df76f801e32794d2f836a2cf7e30a.jpg,6,http://www.duma.gov.ru/structure/deputies/131342/
131436,Аникеев Григорий Викторович,«ЕДИНАЯ РОССИЯ»,Владимирская область,http://www.duma.gov.ru/upload/iblock/320/32010271084c9e5d4f4468f148548217.jpg,6,http://www.duma.gov.ru/structure/deputies/131436/
455772,Анисимов Егор Игоревич,ЛДПР,"Город Москва - Тушинская, Город Москва - Шереметьевская",http://www.duma.gov.ru/upload/iblock/9ec/9ec1445ef462fa074a4f1619e90e40d8.jpg,6,http://www.duma.gov.ru/structure/deputies/455772/
865595,Антошкин Николай Тимофеевич,«ЕДИНАЯ РОССИЯ»,Город Москва,http://www.duma.gov.ru/upload/iblock/f7e/f7ed0de38005e5d66f092b5174473d4e.jpg,6,http://www.duma.gov.ru/structure/deputies/865595/
131344,Арефьев Николай Васильевич,КПРФ,"Астраханская область, Волгоградская область",http://www.duma.gov.ru/upload/iblock/445/44506e7fbd8ccbadb5b4e07d5113f7a0.jpg,6,http://www.duma.gov.ru/structure/deputies/131344/
131437,Аршба Отари Ионович,«ЕДИНАЯ РОССИЯ»,Свердловская область,http://www.duma.gov.ru/upload/iblock/c5b/c5b6ce096fc2583ec2272acb8606afa9.jpg,6,http://www.duma.gov.ru/structure/deputies/131437/
141622,Аршинова Алёна Игоревна,«ЕДИНАЯ РОССИЯ»,Пензенская область,http://www.duma.gov.ru/upload/iblock/d0b/d0b47061766cf11e020f37078022afd7.jpg,6,http://www.duma.gov.ru/structure/deputies/141622/
140754,Аскендеров Заур Асевович,«ЕДИНАЯ РОССИЯ»,Республика Дагестан,http://www.duma.gov.ru/upload/iblock/4f0/4f03b6119a3c0403e64e0bb6502b4631.jpg,6,http://www.duma.gov.ru/structure/deputies/140754/
131345,Афонин Юрий Вячеславович,КПРФ,"все субъекты Российской Федерации, Республика Крым, Город Севастополь",http://www.duma.gov.ru/upload/iblock/b1f/b1fc05d76843f26250c03432bad8c21a.jpg,6,http://www.duma.gov.ru/structure/deputies/131345/
1422564,Афонина Наталья Геннадьевна,«ЕДИНАЯ РОССИЯ»,Орловская область,http://www.duma.gov.ru/upload/iblock/539/5390cea04868d984b5938aadcb19c25d.jpg,6,http://www.duma.gov.ru/structure/deputies/1422564/
131438,Афонский Владимир Игорьевич,«ЕДИНАЯ РОССИЯ»,Тульская область,http://www.duma.gov.ru/upload/iblock/9d2/9d2d1a3fefeb302469b88bc59207b2d3.jpg,6,http://www.duma.gov.ru/structure/deputies/131438/
131439,Бабаков Александр Михайлович,«ЕДИНАЯ РОССИЯ»,Тамбовская область,http://www.duma.gov.ru/upload/iblock/c40/c400cd689f324acc88295a5b39dca928.jpg,6,http://www.duma.gov.ru/structure/deputies/131439/
131440,Балашов Балаш Курбанмагомедович,«ЕДИНАЯ РОССИЯ»,Республика Дагестан,http://www.duma.gov.ru/upload/iblock/1b6/1b66927792262a63158929aaf4c6dae7.jpg,6,http://www.duma.gov.ru/structure/deputies/131440/
131441,Балыхин Григорий Артёмович,«ЕДИНАЯ РОССИЯ»,Ульяновская область,http://www.duma.gov.ru/upload/iblock/45c/45c7eddb1d1e8e92e8a5c370fc4fcb56.jpg,6,http://www.duma.gov.ru/structure/deputies/131441/
131442,Бариев Марат Мансурович,«ЕДИНАЯ РОССИЯ»,Республика Татарстан (Татарстан),http://www.duma.gov.ru/upload/iblock/b2d/b2dabbbdca78efa59d3cb3996ac83f95.jpg,6,http://www.duma.gov.ru/structure/deputies/131442/
131444,Баталина Ольга Юрьевна,«ЕДИНАЯ РОССИЯ»,Саратовская область,http://www.duma.gov.ru/upload/iblock/ed0/ed04acf4f8c9fe0330cf50c670fa41e9.jpg,6,http://www.duma.gov.ru/structure/deputies/131444/
131445,Баталова Рима Акбердиновна,«ЕДИНАЯ РОССИЯ»,Республика Башкортостан,http://www.duma.gov.ru/upload/iblock/c88/c884e96a0f21d4a9ec74e0cb09ac60be.jpg,6,http://www.duma.gov.ru/structure/deputies/131445/
131446,Белоусов Вадим Владимирович,«ЕДИНАЯ РОССИЯ»,Челябинская область,http://www.duma.gov.ru/upload/iblock/736/736a44d63a8439d8ab449771b8fa2ad2.jpg,6,http://www.duma.gov.ru/structure/deputies/131446/
455773,Белых Ирина Викторовна,«ЕДИНАЯ РОССИЯ»,Город Москва,http://www.duma.gov.ru/upload/iblock/500/500e4ace19b91ba8df450b020d93d784.jpg,6,http://www.duma.gov.ru/structure/deputies/455773/
131346,Берулава Михаил Николаевич,КПРФ,Красноярский край,http://www.duma.gov.ru/upload/iblock/0b4/0b4cd6b8c35f590fc5d1594d529c750c.jpg,6,http://www.duma.gov.ru/structure/deputies/131346/
131347,Бессонов Владимир Иванович,КПРФ,Ростовская область,http://www.duma.gov.ru/upload/iblock/838/8385f93fe6f3cd95109e5e0043831296.jpg,6,http://www.duma.gov.ru/structure/deputies/131347/
131348,Бифов Анатолий Жамалович,КПРФ,"Кабардино-Балкарская Республика, Карачаево-Черкесская Республика",http://www.duma.gov.ru/upload/iblock/942/94235ffc9a294119bdc05086730896bc.jpg,6,http://www.duma.gov.ru/structure/deputies/131348/
131448,Богуславский Ирек Борисович,«ЕДИНАЯ РОССИЯ»,Республика Татарстан (Татарстан),http://www.duma.gov.ru/upload/iblock/d88/d88717fb50f0f2a97bb335d7e8f64fea.jpg,6,http://www.duma.gov.ru/structure/deputies/131448/
131451,Борзова Ольга Георгиевна,«ЕДИНАЯ РОССИЯ»,Ростовская область,http://www.duma.gov.ru/upload/iblock/237/2371163c288f548ce0d838d0fd64aebd.jpg,6,http://www.duma.gov.ru/structure/deputies/131451/
131349,Бортко Владимир Владимирович,КПРФ,Город Санкт-Петербург,http://www.duma.gov.ru/upload/iblock/2bc/2bcdd949ea1063534bd5e89466e72f9a.jpg,6,http://www.duma.gov.ru/structure/deputies/131349/
131452,Борцов Николай Иванович,«ЕДИНАЯ РОССИЯ»,Липецкая область,http://www.duma.gov.ru/upload/iblock/7b7/7b7dfa7ba7b257746f7d6cc356e8515a.jpg,6,http://www.duma.gov.ru/structure/deputies/131452/
131454,Брыксин Александр Юрьевич,«ЕДИНАЯ РОССИЯ»,Курская область,http://www.duma.gov.ru/upload/iblock/0a5/0a5cdd425f02393d788568ac73671ffe.jpg,6,http://www.duma.gov.ru/structure/deputies/131454/
131224,Брячак Михаил Васильевич,«СПРАВЕДЛИВАЯ РОССИЯ»,"Калининградская область, Псковская область, Город Севастополь",http://www.duma.gov.ru/upload/iblock/471/471c1fa75057eb31288948ee7e99b232.jpg,6,http://www.duma.gov.ru/structure/deputies/131224/
131455,Булавинов Вадим Евгеньевич,«ЕДИНАЯ РОССИЯ»,Нижегородская область,http://www.duma.gov.ru/upload/iblock/527/527aaeb873b40f95ed27a2e33e58dcfd.jpg,6,http://www.duma.gov.ru/structure/deputies/131455/
131225,Бурков Александр Леонидович,«СПРАВЕДЛИВАЯ РОССИЯ»,"Свердловская область - Каменск-Уральская, Свердловская область - Серовская, Свердловская область - Центральная",http://www.duma.gov.ru/upload/iblock/167/167b4860a613a869221efef2e57ea5a7.jpg,6,http://www.duma.gov.ru/structure/deputies/131225/
131457,Бурматов Владимир Владимирович,«ЕДИНАЯ РОССИЯ»,Челябинская область,http://www.duma.gov.ru/upload/iblock/ad9/ad998baa460c2461103702f9ae71f177.jpg,6,http://www.duma.gov.ru/structure/deputies/131457/
131458,Бурыкина Наталья Викторовна,«ЕДИНАЯ РОССИЯ»,Калининградская область,http://www.duma.gov.ru/upload/iblock/36f/36f14db4c96c33bbb8f25f48b8b62191.jpg,6,http://www.duma.gov.ru/structure/deputies/131458/
131277,Вайнштейн Сергей Евгеньевич,ЛДПР,"Челябинская область - Калининская, Челябинская область - Кыштымская, Курганская область",http://www.duma.gov.ru/upload/iblock/cdc/cdc2c4d1113865ff4c2bf638e40e1bd3.jpg,6,http://www.duma.gov.ru/structure/deputies/131277/
131459,Валеев Эрнест Абдулович,«ЕДИНАЯ РОССИЯ»,Тюменская область,http://www.duma.gov.ru/upload/iblock/06c/06caedbad160dd60f2f239b3b4680d10.jpg,6,http://www.duma.gov.ru/structure/deputies/131459/
131460,Валенчук Олег Дорианович,«ЕДИНАЯ РОССИЯ»,Кировская область,http://www.duma.gov.ru/upload/iblock/d3d/d3df8cbae5db751c22a9b30de7d8555c.jpg,6,http://www.duma.gov.ru/structure/deputies/131460/
131461,Валуев Николай Сергеевич,«ЕДИНАЯ РОССИЯ»,Кемеровская область,http://www.duma.gov.ru/upload/iblock/e19/e1932d190ce711e01ec6d076eabbcaf9.jpg,6,http://www.duma.gov.ru/structure/deputies/131461/
131227,Ванчугов Роман Анатольевич,«СПРАВЕДЛИВАЯ РОССИЯ»,"Республика Карелия, Ленинградская область",http://www.duma.gov.ru/upload/iblock/e29/e299bcd6c02fd5c6e249ca26c0e6ddbf.jpg,6,http://www.duma.gov.ru/structure/deputies/131227/
131462,Василенко Александр Борисович,«ЕДИНАЯ РОССИЯ»,Нижегородская область,http://www.duma.gov.ru/upload/iblock/42d/42d3567b7ba824725d27e43e851be1a8.jpg,6,http://www.duma.gov.ru/structure/deputies/131462/
131463,Васильев Александр Николаевич,«ЕДИНАЯ РОССИЯ»,Псковская область,http://www.duma.gov.ru/upload/iblock/8b9/8b9536dd6902e05111db820a8a231fad.jpg,6,http://www.duma.gov.ru/structure/deputies/131463/
131464,Васильев Владимир Абдуалиевич,«ЕДИНАЯ РОССИЯ»,Тверская область,http://www.duma.gov.ru/upload/iblock/3bb/3bb4382d4fd09d719547178a16d3f383.jpg,6,http://www.duma.gov.ru/structure/deputies/131464/
131350,Васильев Николай Иванович,КПРФ,Московская область,http://www.duma.gov.ru/upload/iblock/10c/10c3f68aeac11008f1e4fee9cffc9e2c.jpg,6,http://www.duma.gov.ru/structure/deputies/131350/
131465,Васильев Юрий Викторович,«ЕДИНАЯ РОССИЯ»,Кабардино-Балкарская Республика,http://www.duma.gov.ru/upload/iblock/e6b/e6b825e1d70ff2ac001cd794e7db119e.jpg,6,http://www.duma.gov.ru/structure/deputies/131465/
131351,Васильцов Сергей Иванович,КПРФ,"Вологодская область, Новгородская область",http://www.duma.gov.ru/upload/iblock/3e7/3e7c62b2f2d0739531b560c872bf9b1f.jpg,6,http://www.duma.gov.ru/structure/deputies/131351/
131466,Вахаев Хож Магомед Хумайдович,«ЕДИНАЯ РОССИЯ»,Чеченская Республика,http://www.duma.gov.ru/upload/iblock/d4d/d4d984e9e8a8d099533c58e5ba388d14.jpg,6,http://www.duma.gov.ru/structure/deputies/131466/
223319,Водолацкий Виктор Петрович,«ЕДИНАЯ РОССИЯ»,Ростовская область,http://www.duma.gov.ru/upload/iblock/533/5331ed42c8b89be26fb11cb6b82dc39c.jpg,6,http://www.duma.gov.ru/structure/deputies/223319/
131467,Волков Данил Владимирович,«ЕДИНАЯ РОССИЯ»,Город Москва,http://www.duma.gov.ru/upload/iblock/604/6043d5c866736a73f0166433c44894d6.jpg,6,http://www.duma.gov.ru/structure/deputies/131467/
131278,Волчек Денис Геннадьевич,ЛДПР,"Город Санкт-Петербург, Республика Карелия, Мурманская область",http://www.duma.gov.ru/upload/iblock/19e/19e1f436ef1c162d6e2b38e1f16e2991.jpg,6,http://www.duma.gov.ru/structure/deputies/131278/
131352,Вороненков Денис Николаевич,КПРФ,"Нижегородская область - Арзамасская, Нижегородская область - Кстовская",http://www.duma.gov.ru/upload/iblock/23d/23de2a952b4aa59ae58244557dd8de4a.jpg,6,http://www.duma.gov.ru/structure/deputies/131352/
834469,Вострецов Сергей Алексеевич,«ЕДИНАЯ РОССИЯ»,Город Санкт-Петербург,http://www.duma.gov.ru/upload/iblock/5eb/5eb430bedde748ec9d3bd2dd14ca38c7.jpg,6,http://www.duma.gov.ru/structure/deputies/834469/
263149,Вторыгина Елена Андреевна,«ЕДИНАЯ РОССИЯ»,"Архангельская область, Ненецкий автономный округ",http://www.duma.gov.ru/upload/iblock/88c/88cb250cf3b0001fb09e9f22386c4ba4.jpg,6,http://www.duma.gov.ru/structure/deputies/263149/
235763,Вшивцев Владимир Сергеевич,«ЕДИНАЯ РОССИЯ»,Московская область,http://www.duma.gov.ru/upload/iblock/9f1/9f1d7a0e1b9c7120a401bda4abceca9c.JPG,6,http://www.duma.gov.ru/structure/deputies/235763/
131470,Выборный Анатолий Борисович,«ЕДИНАЯ РОССИЯ»,Город Москва,http://www.duma.gov.ru/upload/iblock/426/426757f91a7f6753798857c7c3e31bec.jpg,6,http://www.duma.gov.ru/structure/deputies/131470/
131471,Вяткин Дмитрий Федорович,«ЕДИНАЯ РОССИЯ»,Челябинская область,http://www.duma.gov.ru/upload/iblock/fbd/fbdb3a31ec6c372cef9757cc0afc1e8f.jpg,6,http://www.duma.gov.ru/structure/deputies/131471/
131353,Гаврилов Сергей Анатольевич,КПРФ,Воронежская область,http://www.duma.gov.ru/upload/iblock/0ce/0ced7cf1d9cefbd9792879b0dd895650.jpg,6,http://www.duma.gov.ru/structure/deputies/131353/
131473,Гаджиев Магомед Тажудинович,«ЕДИНАЯ РОССИЯ»,Республика Дагестан,http://www.duma.gov.ru/upload/iblock/051/0516cc89cfaf9dfdcda356b9c3cbce1f.jpg,6,http://www.duma.gov.ru/structure/deputies/131473/
131474,Гаджиев Мурад Станиславович,«ЕДИНАЯ РОССИЯ»,Республика Дагестан,http://www.duma.gov.ru/upload/iblock/71e/71ead43595b525aaacc664d099e18436.jpg,6,http://www.duma.gov.ru/structure/deputies/131474/
131475,Галимарданов Марсел Магфурович,«ЕДИНАЯ РОССИЯ»,Республика Татарстан (Татарстан),http://www.duma.gov.ru/upload/iblock/516/5160f4673a8b6e46cc164a4248318613.jpg,6,http://www.duma.gov.ru/structure/deputies/131475/
684654,Ганзя Вера Анатольевна,КПРФ,Новосибирская область,http://www.duma.gov.ru/upload/iblock/b52/b526ad452d2097b4c50bdb7fa401a637.jpg,6,http://www.duma.gov.ru/structure/deputies/684654/
131228,Гартунг Валерий Карлович,«СПРАВЕДЛИВАЯ РОССИЯ»,Челябинская область,http://www.duma.gov.ru/upload/iblock/690/690c1b481953729c11171258238ec12f.jpg,6,http://www.duma.gov.ru/structure/deputies/131228/
131229,Гасанов Джамаладин Набиевич,«СПРАВЕДЛИВАЯ РОССИЯ»,Ростовская область,http://www.duma.gov.ru/upload/iblock/9fc/9fc22a2f7faaea7376dee698b1f0f2ac.jpg,6,http://www.duma.gov.ru/structure/deputies/131229/
131477,Гасанов Магомедкади Набиевич,«ЕДИНАЯ РОССИЯ»,Республика Дагестан,http://www.duma.gov.ru/upload/iblock/b70/b7080d9834d00bd32c3b83d7061d0520.jpg,6,http://www.duma.gov.ru/structure/deputies/131477/
131478,Геккиев Заур Далхатович,«ЕДИНАЯ РОССИЯ»,Кабардино-Балкарская Республика,http://www.duma.gov.ru/upload/iblock/498/498a1297c006ba58823ab21a3070e04f.jpg,6,http://www.duma.gov.ru/structure/deputies/131478/
131479,Герасименко Николай Федорович,«ЕДИНАЯ РОССИЯ»,Алтайский край,http://www.duma.gov.ru/upload/iblock/306/306282f75129510f4f690a0a9344e764.jpg,6,http://www.duma.gov.ru/structure/deputies/131479/
131480,Герасимова Надежда Васильевна,«ЕДИНАЯ РОССИЯ»,Нижегородская область,http://www.duma.gov.ru/upload/iblock/182/182be064b1a4d4fc4020098a8f324796.jpg,6,http://www.duma.gov.ru/structure/deputies/131480/
131481,Гильмутдинов Ильдар Ирекович,«ЕДИНАЯ РОССИЯ»,Республика Татарстан (Татарстан),http://www.duma.gov.ru/upload/iblock/916/91673e8a4fe2a222ae568bda4ac1b9ff.jpg,6,http://www.duma.gov.ru/structure/deputies/131481/
131482,Глубоковская Эльмира Гусейновна,«ЕДИНАЯ РОССИЯ»,Приморский край,http://www.duma.gov.ru/upload/iblock/2a9/2a9576af1556120537baa9f556b563b4.jpg,6,http://www.duma.gov.ru/structure/deputies/131482/
1234211,Говорин Николай Васильевич,«ЕДИНАЯ РОССИЯ»,Забайкальский край,http://www.duma.gov.ru/upload/iblock/238/238119dd8a2fc6292ce93e06f6a65a77.jpg,6,http://www.duma.gov.ru/structure/deputies/1234211/
131483,Говорухин Станислав Сергеевич,«ЕДИНАЯ РОССИЯ»,Ставропольский край,http://www.duma.gov.ru/upload/iblock/8c2/8c22d84195c5be1b745b36c00a8bc8df.jpg,6,http://www.duma.gov.ru/structure/deputies/131483/
131485,Гончар Николай Николаевич,«ЕДИНАЯ РОССИЯ»,Город Москва,http://www.duma.gov.ru/upload/iblock/9d5/9d536d52635ce15dfc0e59fe980b55f4.jpg,6,http://www.duma.gov.ru/structure/deputies/131485/
131354,Гончаров Виктор Иванович,КПРФ,Ставропольский край,http://www.duma.gov.ru/upload/iblock/a43/a4361ed7bd71208999c2ee0e07b77bf7.jpg,6,http://www.duma.gov.ru/structure/deputies/131354/
131486,Горовой Николай Иванович,«ЕДИНАЯ РОССИЯ»,Краснодарский край,http://www.duma.gov.ru/upload/iblock/2d2/2d2d46cfbe0252e0c9900bfb92bad5e8.jpg,6,http://www.duma.gov.ru/structure/deputies/131486/
131230,Горовцов Дмитрий Евгеньевич,«СПРАВЕДЛИВАЯ РОССИЯ»,Кемеровская область,http://www.duma.gov.ru/upload/iblock/f69/f697aa0e6f1cc380a06f57929a8df3aa.jpg,6,http://www.duma.gov.ru/structure/deputies/131230/
131355,Гостев Руслан Георгиевич,КПРФ,Воронежская область,http://www.duma.gov.ru/upload/iblock/ca8/ca8210fe554c612eb4a067c3a825306e.jpg,6,http://www.duma.gov.ru/structure/deputies/131355/
131232,Грачёв Иван Дмитриевич,«СПРАВЕДЛИВАЯ РОССИЯ»,все субъекты Российской Федерации,http://www.duma.gov.ru/upload/iblock/927/927cbcfa934a568263bb5c7ddbbe1675.jpg,6,http://www.duma.gov.ru/structure/deputies/131232/
131233,Грешневиков Анатолий Николаевич,«СПРАВЕДЛИВАЯ РОССИЯ»,Ярославская область,http://www.duma.gov.ru/upload/iblock/d9a/d9a846dcc36369139384c036a9f0303a.jpg,6,http://www.duma.gov.ru/structure/deputies/131233/
827959,Гришин Евгений Анатольевич,«ЕДИНАЯ РОССИЯ»,Республика Татарстан (Татарстан),http://www.duma.gov.ru/upload/iblock/a1c/a1cbf313a45dc434b4fc0904b057a1bf.jpg,6,http://www.duma.gov.ru/structure/deputies/827959/
373199,Громов Борис Всеволодович,«ЕДИНАЯ РОССИЯ»,Московская область,http://www.duma.gov.ru/upload/iblock/1d1/1d15a3911ccfd5c305bc7c2efcab7f93.jpg,6,http://www.duma.gov.ru/structure/deputies/373199/
131235,Гудков Дмитрий Геннадьевич,«СПРАВЕДЛИВАЯ РОССИЯ»,"Рязанская область, Тамбовская область",http://www.duma.gov.ru/upload/iblock/be3/be3f5d28f5c5cf2fa5dcc3a1631410b9.jpg,6,http://www.duma.gov.ru/structure/deputies/131235/
782892,Гусева Ирина Михайловна,«ЕДИНАЯ РОССИЯ»,Волгоградская область,http://www.duma.gov.ru/upload/iblock/143/14358a27ab14aab0f2c7b0e18b0defa9.jpg,6,http://www.duma.gov.ru/structure/deputies/782892/
131488,Гутенев Владимир Владимирович,«ЕДИНАЯ РОССИЯ»,Самарская область,http://www.duma.gov.ru/upload/iblock/40c/40c82b971419fdeec6a13472251afc2c.jpg,6,http://www.duma.gov.ru/structure/deputies/131488/
131280,Дегтярев Михаил Владимирович,ЛДПР,Самарская область,http://www.duma.gov.ru/upload/iblock/877/87740a74fedee4103751c9ef16427974.jpg,6,http://www.duma.gov.ru/structure/deputies/131280/
131490,Делимханов Адам Султанович,«ЕДИНАЯ РОССИЯ»,Чеченская Республика,http://www.duma.gov.ru/upload/iblock/3d1/3d1f9a1b15e267c2b8f808dec78792c4.jpg,6,http://www.duma.gov.ru/structure/deputies/131490/
