id,name,image,partylist,faction,faction_id,area,gender,term,source
210,Nizar Amami,http://majles.marsad.tn/2014/uploads/images/amami%20nizar.png,Front Populaire,Front Populaire,Front_Populaire,La Manouba,male,1,http://majles.marsad.tn/2014/fr/assemblee
13,Ahmed Ameri,http://majles.marsad.tn/2014/uploads/images/Ahmed_Ameri.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Medenine,male,1,http://majles.marsad.tn/2014/fr/assemblee
97,Hssan Amri,http://majles.marsad.tn/2014/uploads/images/Hssan_Amri.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Ariana,male,1,http://majles.marsad.tn/2014/fr/assemblee
275,Noura Amri,http://majles.marsad.tn/2014/uploads/images/noura_amri.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Sousse,female,1,http://majles.marsad.tn/2014/fr/assemblee
158,Ammar Amroussia,http://majles.marsad.tn/2014/uploads/images/amroussia%20ammar.png,Front Populaire,Front Populaire,Front_Populaire,Gafsa,male,1,http://majles.marsad.tn/2014/fr/assemblee
160,Mbarka Aouania ,http://majles.marsad.tn/2014/uploads/images/aouania%20mbarka.png,Front Populaire,Front Populaire,Front_Populaire,Sidi Bouzid,female,1,http://majles.marsad.tn/2014/fr/assemblee
94,Jihen Aouichi,http://majles.marsad.tn/2014/uploads/images/Jihen_Aouichi.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Jendouba,female,1,http://majles.marsad.tn/2014/fr/assemblee
67,Sahbi Atig,http://majles.marsad.tn/2014/uploads/images/Sahbi_Atig.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Ariana,male,1,http://majles.marsad.tn/2014/fr/assemblee
283,Wafa Attia,http://majles.marsad.tn/2014/uploads/images/wafa%20attia.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Sousse,female,1,http://majles.marsad.tn/2014/fr/assemblee
113,Chafik Ayadi,http://majles.marsad.tn/2014/uploads/images/Chafik_Ayadi.png,Front Populaire,Front Populaire,Front_Populaire,Sfax 1,male,1,http://majles.marsad.tn/2014/fr/assemblee
138,Chaker Ayadi,http://majles.marsad.tn/2014/uploads/images/Chaker_Ayadi.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Jendouba,male,1,http://majles.marsad.tn/2014/fr/assemblee
198,Fathi Ayadi,http://majles.marsad.tn/2014/uploads/images/Fathi_Ayadi.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Sfax 1,male,1,http://majles.marsad.tn/2014/fr/assemblee
146,Dalila Babba,http://majles.marsad.tn/2014/uploads/images/Dalila_Babba.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,France 2,female,1,http://majles.marsad.tn/2014/fr/assemblee
200,Kalthoum Badreddine,http://majles.marsad.tn/2014/uploads/images/Kalthoum_Badreddine.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Sfax 2,female,1,http://majles.marsad.tn/2014/fr/assemblee
139,Chakib Bani,http://majles.marsad.tn/2014/uploads/images/bani%20chakib.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Nabeul 1,male,1,http://majles.marsad.tn/2014/fr/assemblee
72,Walid Banneni,http://majles.marsad.tn/2014/uploads/images/Walid_Banneni.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Kasserine,male,1,http://majles.marsad.tn/2014/fr/assemblee
9,Salah Bargaoui,http://majles.marsad.tn/2014/uploads/images/Salah_Bargaoui.png,Mouvement Nidaa Tounes,Bloc Al Horra,Bloc_Al_Horra,Siliana,male,1,http://majles.marsad.tn/2014/fr/assemblee
114,Tarek Barrak,http://majles.marsad.tn/2014/uploads/images/Tarek_Barrak.png,Front Populaire,Front Populaire,Front_Populaire,Kairouan,male,1,http://majles.marsad.tn/2014/fr/assemblee
58,Taher Battikh,http://majles.marsad.tn/2014/uploads/images/taher%20battikh.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Ben Arous,male,1,http://majles.marsad.tn/2014/fr/assemblee
76,Souad Bayouli,http://majles.marsad.tn/2014/uploads/images/bayouli%20souad.png,Front Populaire,Front Populaire,Front_Populaire,Sfax 2,female,1,http://majles.marsad.tn/2014/fr/assemblee
251,Mohamed Ali Bedoui,http://majles.marsad.tn/2014/uploads/images/Mohamed%20Ali_Bedoui.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Kebili,male,1,http://majles.marsad.tn/2014/fr/assemblee
157,Ali Belakhoua,http://majles.marsad.tn/2014/uploads/images/Ali_Belakhoua.png,Union Patriotique Libre,Union Patriotique Libre,Union_Patriotique_Libre,Bizerte,male,1,http://majles.marsad.tn/2014/fr/assemblee
115,Abdelmoumen Belanes,http://majles.marsad.tn/2014/uploads/images/belanes%20abdelmoumen.png,Front Populaire,Front Populaire,Front_Populaire,Monastir,male,1,http://majles.marsad.tn/2014/fr/assemblee
211,Haykel Belgacem,http://majles.marsad.tn/2014/uploads/images/belgacem%20haykel.png,Front Populaire,Front Populaire,Front_Populaire,Mahdia,male,1,http://majles.marsad.tn/2014/fr/assemblee
34,Mondher Belhaj Ali,http://majles.marsad.tn/2014/uploads/images/Mondher_Belhaj%20Ali.png,Mouvement Nidaa Tounes,Bloc Al Horra,Bloc_Al_Horra,La Manouba,male,1,http://majles.marsad.tn/2014/fr/assemblee
92,Bochra Belhaj Hamida,http://majles.marsad.tn/2014/uploads/images/Bochra_Belhaj%20Hamida.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Tunis 2,female,1,http://majles.marsad.tn/2014/fr/assemblee
254,Moez Belhaj Rhouma,http://majles.marsad.tn/2014/uploads/images/moez%20belhaj%20rhouma.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Nabeul 1,male,1,http://majles.marsad.tn/2014/fr/assemblee
201,Lakhdhar Belhouchat,http://majles.marsad.tn/2014/uploads/images/Lakhdhar_Belhouchat.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Medenine,male,1,http://majles.marsad.tn/2014/fr/assemblee
104,Aroua Ben Abbas,http://majles.marsad.tn/2014/uploads/images/Aroua_Ben%20Abbas.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Tunis 2,female,1,http://majles.marsad.tn/2014/fr/assemblee
237,Najia Ben Abdelhafidh,http://majles.marsad.tn/2014/uploads/images/Najia_Ben%20Abdelhafidh.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,France 2,female,1,http://majles.marsad.tn/2014/fr/assemblee
258,Noureddine Ben Achour,http://majles.marsad.tn/2014/uploads/images/ben%20achour%20noureddine.png,Union Patriotique Libre,Union Patriotique Libre,Union_Patriotique_Libre,Beja,male,1,http://majles.marsad.tn/2014/fr/assemblee
191,Mustapha Ben Ahmed,http://majles.marsad.tn/2014/uploads/images/Mustapha_Ben%20Ahmed.png,Mouvement Nidaa Tounes,Bloc Al Horra,Bloc_Al_Horra,Tunis 2,male,1,http://majles.marsad.tn/2014/fr/assemblee
63,Khawla Ben Aicha,http://majles.marsad.tn/2014/uploads/images/Khaoula_Ben%20Aicha.png,Mouvement Nidaa Tounes,Bloc Al Horra,Bloc_Al_Horra,France 1,female,1,http://majles.marsad.tn/2014/fr/assemblee
69,Nadhir Ben Ammou,http://majles.marsad.tn/2014/uploads/images/Nadhir_Ben%20Ammou.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Tunis 1,male,1,http://majles.marsad.tn/2014/fr/assemblee
32,Bechir Ben Amor,http://majles.marsad.tn/2014/uploads/images/ben%20amor%20bechir.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Medenine,male,1,http://majles.marsad.tn/2014/fr/assemblee
70,Hedi Ben Braham,http://majles.marsad.tn/2014/uploads/images/Hedi_Ben%20Braham.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Mahdia,male,1,http://majles.marsad.tn/2014/fr/assemblee
156,Abdelkader Ben Dhifallah,http://majles.marsad.tn/2014/uploads/images/ben%20dhifallah%20abdelkader.png,Union Patriotique Libre,Union Patriotique Libre,Union_Patriotique_Libre,Nabeul 2,male,1,http://majles.marsad.tn/2014/fr/assemblee
242,Mahbouba Ben Dhifallah,http://majles.marsad.tn/2014/uploads/images/Mahbouba_Ben%20Dhifallah.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Kebili,female,1,http://majles.marsad.tn/2014/fr/assemblee
294,Faouzia Ben Fodha,http://majles.marsad.tn/2014/uploads/images/faouzia_bf.png,Union Patriotique Libre,Union Patriotique Libre,Union_Patriotique_Libre,La Manouba,female,1,http://majles.marsad.tn/2014/fr/assemblee
148,Ramzi Ben Fraj,http://majles.marsad.tn/2014/uploads/images/Ramzi_Ben%20Fraj.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Amérique et reste de l'Europe,male,1,http://majles.marsad.tn/2014/fr/assemblee
10,Sahbi Ben Fraj,http://majles.marsad.tn/2014/uploads/images/Sahbi_Ben%20Fraj.png,Mouvement Nidaa Tounes,Bloc Al Horra,Bloc_Al_Horra,Tunis 2,male,1,http://majles.marsad.tn/2014/fr/assemblee
79,Mehdi Ben Gharbia,http://majles.marsad.tn/2014/uploads/images/Mehdi_Ben%20Gharbia.png,Alliance Démocratique,Bloc Social-Démocrate,Bloc_Social-Démocrate,Bizerte,male,1,http://majles.marsad.tn/2014/fr/assemblee
33,El Khansa Ben Harrath,http://majles.marsad.tn/2014/uploads/images/El%20Khansa_Ben%20Harrath.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Le Kef,female,1,http://majles.marsad.tn/2014/fr/assemblee
64,Rabha Ben Hassine,http://majles.marsad.tn/2014/uploads/images/Rabha%20Ben%20Hassine.png,Mouvement Nidaa Tounes,Bloc Al Horra,Bloc_Al_Horra,Mahdia,female,1,http://majles.marsad.tn/2014/fr/assemblee
7,Ibtihej Ben Helal,http://majles.marsad.tn/2014/uploads/images/Ibtihej_Ben%20Helal.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Bizerte,female,1,http://majles.marsad.tn/2014/fr/assemblee
107,Emna Ben Hmayed,http://majles.marsad.tn/2014/uploads/images/Emna_Ben%20Hmayed.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Bizerte,female,1,http://majles.marsad.tn/2014/fr/assemblee
30,Ismail Ben Mahmoud,http://majles.marsad.tn/2014/uploads/images/Ismail_Ben%20Mahmoud.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Sfax 2,male,1,http://majles.marsad.tn/2014/fr/assemblee
102,Imen Ben Mhamed,http://majles.marsad.tn/2014/uploads/images/Imen_Ben%20Mhamed.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Italie,female,1,http://majles.marsad.tn/2014/fr/assemblee
5,Mohamed Fadhel Ben Omrane,http://majles.marsad.tn/2014/uploads/images/Mohamed%20Fadhel_Ben%20Omrane.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Kebili,male,1,http://majles.marsad.tn/2014/fr/assemblee
215,Ibrahim Ben Said,http://majles.marsad.tn/2014/uploads/images/ben%20said%20ibrahim.png,Congrès Pour la République,Aucun bloc,Aucun_bloc,Kebili,male,1,http://majles.marsad.tn/2014/fr/assemblee
182,Ali Ben Salem,http://majles.marsad.tn/2014/uploads/images/Ali_Ben%20Salem.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Bizerte,male,1,http://majles.marsad.tn/2014/fr/assemblee
248,Mohamed Ben Salem,http://majles.marsad.tn/2014/uploads/images/Mohamed_Ben%20Salem.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Zaghouan,male,1,http://majles.marsad.tn/2014/fr/assemblee
230,Mohamed Ben Souf,http://majles.marsad.tn/2014/uploads/images/Mohamed_Ben%20Souf.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Italie,male,1,http://majles.marsad.tn/2014/fr/assemblee
116,Ali Bennour,http://majles.marsad.tn/2014/uploads/images/Ali_Bennour.png,Afek Tounes,"Afek Tounes, le mouvement national et l'appel des tunisiens à l'étranger",Afek_Tounes_le_mouvement_national_et_lappel_des_tunisiens_à_létranger,Monastir,male,1,http://majles.marsad.tn/2014/fr/assemblee
252,Mohamed Kamel Besbes,http://majles.marsad.tn/2014/uploads/images/Mohamed%20Kamel_Besbes.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Monastir,male,1,http://majles.marsad.tn/2014/fr/assemblee
152,Slim Besbes,http://majles.marsad.tn/2014/uploads/images/Slim_Besbes.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Sfax 1,male,1,http://majles.marsad.tn/2014/fr/assemblee
11,Noureddine Bhiri,http://majles.marsad.tn/2014/uploads/images/Noureddine_Bhiri.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Ben Arous,male,1,http://majles.marsad.tn/2014/fr/assemblee
163,Nozha Biaoui,http://majles.marsad.tn/2014/uploads/images/dsc_0108.png,Front National du Salut,"Afek Tounes, le mouvement national et l'appel des tunisiens à l'étranger",Afek_Tounes_le_mouvement_national_et_lappel_des_tunisiens_à_létranger,Sidi Bouzid,female,1,http://majles.marsad.tn/2014/fr/assemblee
227,Leila Bougatef,http://majles.marsad.tn/2014/uploads/images/Leila_Bougatef.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Tunis 2,female,1,http://majles.marsad.tn/2014/fr/assemblee
65,Sameh Bouhaouel,http://majles.marsad.tn/2014/uploads/images/Sameh_Bouhaouel.png,Mouvement Nidaa Tounes,Bloc Al Horra,Bloc_Al_Horra,Monastir,female,1,http://majles.marsad.tn/2014/fr/assemblee
190,Meriem Boujbel,http://majles.marsad.tn/2014/uploads/images/boujbel.png,Mouvement Nidaa Tounes,Bloc Al Horra,Bloc_Al_Horra,Nabeul 2,female,1,http://majles.marsad.tn/2014/fr/assemblee
96,Houssem Bounenni,http://majles.marsad.tn/2014/uploads/images/Houssem_Bounenni.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Nabeul 1,male,1,http://majles.marsad.tn/2014/fr/assemblee
281,Heger Bouzemmi,http://majles.marsad.tn/2014/uploads/images/Heger_Bouzemmi.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Medenine,female,1,http://majles.marsad.tn/2014/fr/assemblee
256,Monia Brahim,http://majles.marsad.tn/2014/uploads/images/Monia_Brahim.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Sousse,female,1,http://majles.marsad.tn/2014/fr/assemblee
149,Zeineb Brahmi,http://majles.marsad.tn/2014/uploads/images/Zeineb_Brahmi.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Gafsa,female,1,http://majles.marsad.tn/2014/fr/assemblee
159,Fathi Chamkhi,http://majles.marsad.tn/2014/uploads/images/Fathi_Chamkhi.png,Front Populaire,Front Populaire,Front_Populaire,Nabeul 2,male,1,http://majles.marsad.tn/2014/fr/assemblee
80,Naceur Channoufi,http://majles.marsad.tn/2014/uploads/images/channoufi%20naceur.png,Parti l'initiative,Bloc Social-Démocrate,Bloc_Social-Démocrate,Zaghouan,male,1,http://majles.marsad.tn/2014/fr/assemblee
213,Ghazi Chaouachi,http://majles.marsad.tn/2014/uploads/images/Ghazi_Chaouachi.png,Courant Démocratique,Aucun bloc,Aucun_bloc,Ben Arous,male,1,http://majles.marsad.tn/2014/fr/assemblee
132,Ridha Charfeddine,http://majles.marsad.tn/2014/uploads/images/Ridha_Charfeddine.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Sousse,male,1,http://majles.marsad.tn/2014/fr/assemblee
155,Abderraouf Chebbi,http://majles.marsad.tn/2014/uploads/images/Abderraouf%20Chebbi.png,Union Patriotique Libre,Union Patriotique Libre,Union_Patriotique_Libre,Tozeur,male,1,http://majles.marsad.tn/2014/fr/assemblee
101,Abderraouf Cherif,http://majles.marsad.tn/2014/uploads/images/Abderraouf_Cherif.png,Mouvement Nidaa Tounes,Bloc Al Horra,Bloc_Al_Horra,Tozeur,male,1,http://majles.marsad.tn/2014/fr/assemblee
179,Abdennaceur Chouikh,http://majles.marsad.tn/2014/uploads/images/Abdennaceur_Chouikh.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Tunis 1,male,1,http://majles.marsad.tn/2014/fr/assemblee
272,Abderrazak Chraiet,http://majles.marsad.tn/2014/uploads/images/chraiet%20abderrazak.png,"Liste indépendante ""Majd Al Jarid""",Aucun bloc,Aucun_bloc,Tozeur,male,1,http://majles.marsad.tn/2014/fr/assemblee
165,Iyad Dahmani,http://majles.marsad.tn/2014/uploads/images/Iyad_Dahmani.png,Al Jomhouri,Bloc Social-Démocrate,Bloc_Social-Démocrate,Siliana,male,1,http://majles.marsad.tn/2014/fr/assemblee
217,Imed Daimi,http://majles.marsad.tn/2014/uploads/images/Imed_Daimi.png,Congrès Pour la République,Aucun bloc,Aucun_bloc,Medenine,male,1,http://majles.marsad.tn/2014/fr/assemblee
136,Sameh Dammak,http://majles.marsad.tn/2014/uploads/images/Sameh_Dammak.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Sfax 1,female,1,http://majles.marsad.tn/2014/fr/assemblee
110,Jamila Debbech,http://majles.marsad.tn/2014/uploads/images/Jamila_Debbech.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Ariana,female,1,http://majles.marsad.tn/2014/fr/assemblee
216,Sabri Dekhil,http://majles.marsad.tn/2014/uploads/images/dekhil%20sabri.png,Congrès Pour la République,Aucun bloc,Aucun_bloc,Gabès,male,1,http://majles.marsad.tn/2014/fr/assemblee
265,Ridha Dellai,http://majles.marsad.tn/2014/uploads/images/dellai%20ridha.png,Mouvement du Peuple,Aucun bloc,Aucun_bloc,Beja,male,1,http://majles.marsad.tn/2014/fr/assemblee
185,Kamel Dhaouadi,http://majles.marsad.tn/2014/uploads/images/Kamel%20Dhaouadi.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,France 2,male,1,http://majles.marsad.tn/2014/fr/assemblee
153,Samir Dilou,http://majles.marsad.tn/2014/uploads/images/Samir_Dilou.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Bizerte,male,1,http://majles.marsad.tn/2014/fr/assemblee
93,Belgacem Dkhili,http://majles.marsad.tn/2014/uploads/images/Belgacem_Dkhili.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Jendouba,male,1,http://majles.marsad.tn/2014/fr/assemblee
214,Noomane El Euch,http://majles.marsad.tn/2014/uploads/images/noomane%20el%20euch.png,Courant Démocratique,Aucun bloc,Aucun_bloc,Sfax 1,male,1,http://majles.marsad.tn/2014/fr/assemblee
166,Mohamed El Hamdi,http://majles.marsad.tn/2014/uploads/images/Mohamed_El%20Hamdi.png,Courant de l'amour,Bloc Social-Démocrate,Bloc_Social-Démocrate,Sidi Bouzid,male,1,http://majles.marsad.tn/2014/fr/assemblee
140,Abderraouf El May,http://majles.marsad.tn/2014/uploads/images/El%20May.png,Mouvement Nidaa Tounes,Bloc Al Horra,Bloc_Al_Horra,Pays arabes et reste du monde,male,1,http://majles.marsad.tn/2014/fr/assemblee
37,Bechir Ellazzem,http://majles.marsad.tn/2014/uploads/images/Bechir_Ellazzem.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Bizerte,male,1,http://majles.marsad.tn/2014/fr/assemblee
293,Mohamed Ennaceur,http://majles.marsad.tn/2014/uploads/images/Mohamed_Ennaceur.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Mahdia,male,1,http://majles.marsad.tn/2014/fr/assemblee
41,Tahar Fdhil,http://majles.marsad.tn/2014/uploads/images/fdhil%20tahar.png,Union Patriotique Libre,Union Patriotique Libre,Union_Patriotique_Libre,Medenine,male,1,http://majles.marsad.tn/2014/fr/assemblee
235,Marouan Felfel,http://majles.marsad.tn/2014/uploads/images/marouan%20felfel.png.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,France 1,male,1,http://majles.marsad.tn/2014/fr/assemblee
95,Hatem Ferjani,http://majles.marsad.tn/2014/uploads/images/hatem%20ferjani.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Allemagne,male,1,http://majles.marsad.tn/2014/fr/assemblee
112,Tarek Fetiti,http://majles.marsad.tn/2014/uploads/images/fetiti%20tarek.png,Union Patriotique Libre,Union Patriotique Libre,Union_Patriotique_Libre,Kairouan,male,1,http://majles.marsad.tn/2014/fr/assemblee
150,Sami Fetnassi,http://majles.marsad.tn/2014/uploads/images/Sami_Fetnassi.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Beja,male,1,http://majles.marsad.tn/2014/fr/assemblee
192,Chahida Fraj,http://majles.marsad.tn/2014/uploads/images/Chahida_Fraj.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Monastir,female,1,http://majles.marsad.tn/2014/fr/assemblee
245,Mohamed Frikha,http://majles.marsad.tn/2014/uploads/images/Mohamed_Frikha.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Sfax 2,male,1,http://majles.marsad.tn/2014/fr/assemblee
162,Mohamed Ghannem,http://majles.marsad.tn/2014/uploads/images/Mohamed_Ghannem.png,Afek Tounes,"Afek Tounes, le mouvement national et l'appel des tunisiens à l'étranger",Afek_Tounes_le_mouvement_national_et_lappel_des_tunisiens_à_létranger,France 1,male,1,http://majles.marsad.tn/2014/fr/assemblee
187,Lamia Gharbi,http://majles.marsad.tn/2014/uploads/images/lamia%20gharbi.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Nabeul 1,female,1,http://majles.marsad.tn/2014/fr/assemblee
231,Mohamed Jalel Ghedira,http://majles.marsad.tn/2014/uploads/images/Mohamed%20Jalel_Ghedira.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Monastir,male,1,http://majles.marsad.tn/2014/fr/assemblee
177,Sabrine Goubantini,http://majles.marsad.tn/2014/uploads/images/Goubantini.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Ariana,female,1,http://majles.marsad.tn/2014/fr/assemblee
253,Mahmoud Gouiaa,http://majles.marsad.tn/2014/uploads/images/Mahmoud_Gouiaa.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Kairouan,male,1,http://majles.marsad.tn/2014/fr/assemblee
