id,name,image,partylist,faction,faction_id,area,gender,term,source
115,Abderraouf Chebbi,http://majles.marsad.tn/2014/uploads/images/Abderraouf%20Chebbi.png,Union Patriotique Libre,Union Patriotique Libre,Union_Patriotique_Libre,Tozeur,male,1,http://majles.marsad.tn/2014/fr/elus/Abderraouf_Chebbi
116,Ali Bennour,http://majles.marsad.tn/2014/uploads/images/Ali_Bennour.png,Afek Tounes,Afek Tounes et l'appel des tunisiens à l'étranger,Afek_Tounes_et_lappel_des_tunisiens_à_létranger,Monastir,male,1,http://majles.marsad.tn/2014/fr/elus/Ali_Bennour
117,Lilia Younes Ksibi,http://majles.marsad.tn/2014/uploads/images/younes%20ksibi%20lilia.png,Afek Tounes,Afek Tounes et l'appel des tunisiens à l'étranger,Afek_Tounes_et_lappel_des_tunisiens_à_létranger,Nabeul 1,female,1,http://majles.marsad.tn/2014/fr/elus/Lilia_Younes_Ksibi
118,Faten  Oueslati,http://majles.marsad.tn/2014/uploads/images/faten%20oueslati_2.png,Al Jomhouri,Aucun bloc,Aucun_bloc,Siliana,female,1,http://majles.marsad.tn/2014/fr/elus/Faten_Oueslati
119,Ahmed Saidi,http://majles.marsad.tn/2014/uploads/images/saidi%20ahmed.png,Parti l'initiative,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Sousse,male,1,http://majles.marsad.tn/2014/fr/elus/Ahmed_Saidi
12,Abderraouf Cherif,http://majles.marsad.tn/2014/uploads/images/Abderraouf_Cherif.png,Mouvement Nidaa Tounes,Bloc Al Horra du Mouvement Machrouu Tounes,Bloc_Al_Horra_du_Mouvement_Machrouu_Tounes,Tozeur,male,1,http://majles.marsad.tn/2014/fr/elus/Abderraouf_Cherif
120,Hmed Khaskhoussi,http://majles.marsad.tn/2014/uploads/images/Hmed_Khaskhoussi.png,Mouvement des Démocrates Socialistes,Bloc Démocrate,Bloc_Démocrate,Sidi Bouzid,male,1,http://majles.marsad.tn/2014/fr/elus/Hmed_Khaskhoussi
13,Heger Laaroussi,http://majles.marsad.tn/2014/uploads/images/Heger_Laaroussi.png,Mouvement Nidaa Tounes,Bloc Al Horra du Mouvement Machrouu Tounes,Bloc_Al_Horra_du_Mouvement_Machrouu_Tounes,Sfax 2,female,1,http://majles.marsad.tn/2014/fr/elus/Heger_Laaroussi
131,Hayet Omri,http://majles.marsad.tn/2014/uploads/images/Hayet_Omri.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Sidi Bouzid,female,1,http://majles.marsad.tn/2014/fr/elus/Hayet_Omri
132,Dalila Babba,http://majles.marsad.tn/2014/uploads/images/Dalila_Babba.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,France 2,female,1,http://majles.marsad.tn/2014/fr/elus/Dalila_Babba
133,Radhia Toumi,http://majles.marsad.tn/2014/uploads/images/Radhia_Toumi.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Gabès,female,1,http://majles.marsad.tn/2014/fr/elus/Radhia_Toumi
134,Ramzi Ben Fraj,http://majles.marsad.tn/2014/uploads/images/Ramzi_Ben%20Fraj.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Amérique et reste de l'Europe,male,1,http://majles.marsad.tn/2014/fr/elus/Ramzi_Ben_Fraj
135,Zeineb Brahmi,http://majles.marsad.tn/2014/uploads/images/Zeineb_Brahmi.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Gafsa,female,1,http://majles.marsad.tn/2014/fr/elus/Zeineb_Brahmi
136,Sami Fetnassi,http://majles.marsad.tn/2014/uploads/images/Sami_Fetnassi.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Beja,male,1,http://majles.marsad.tn/2014/fr/elus/Sami_Fetnassi
137,Soulef Ksantini,http://majles.marsad.tn/2014/uploads/images/Soulef_Ksantini.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Sfax 1,female,1,http://majles.marsad.tn/2014/fr/elus/Soulef_Ksantini
138,Slim Besbes,http://majles.marsad.tn/2014/uploads/images/Slim_Besbes.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Sfax 1,male,1,http://majles.marsad.tn/2014/fr/elus/Slim_Besbes
139,Samir Dilou,http://majles.marsad.tn/2014/uploads/images/Samir_Dilou.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Bizerte,male,1,http://majles.marsad.tn/2014/fr/elus/Samir_Dilou
14,Ahmed Seddik,http://majles.marsad.tn/2014/uploads/images/seddik%20ahmed.png,Front Populaire,Front Populaire,Front_Populaire,Tunis 1,male,1,http://majles.marsad.tn/2014/fr/elus/Ahmed_Seddik
140,Sana Mersni,http://majles.marsad.tn/2014/uploads/images/Sana_Mersni.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Jendouba,female,1,http://majles.marsad.tn/2014/fr/elus/Sana_Mersni
141,Chahida Fraj,http://majles.marsad.tn/2014/uploads/images/Chahida_Fraj.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Monastir,female,1,http://majles.marsad.tn/2014/fr/elus/Chahida_Fraj
142,Souad Zaouali,http://majles.marsad.tn/2014/uploads/images/Souad_Zaouali.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Mahdia,female,1,http://majles.marsad.tn/2014/fr/elus/Souad_Zaouali
143,Sofien Toubel,http://majles.marsad.tn/2014/uploads/images/Sofien_Toubel.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Gafsa,male,1,http://majles.marsad.tn/2014/fr/elus/Sofien_Toubel
144,Sameh Dammak,http://majles.marsad.tn/2014/uploads/images/Sameh_Dammak.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Sfax 1,female,1,http://majles.marsad.tn/2014/fr/elus/Sameh_Dammak
145,Sana Salhi,http://majles.marsad.tn/2014/uploads/images/Sana_Salhi.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Siliana,female,1,http://majles.marsad.tn/2014/fr/elus/Sana_Salhi
146,Chaker Ayadi,http://majles.marsad.tn/2014/uploads/images/Chaker_Ayadi.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Jendouba,male,1,http://majles.marsad.tn/2014/fr/elus/Chaker_Ayadi
147,Chakib Bani,http://majles.marsad.tn/2014/uploads/images/bani%20chakib.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Nabeul 1,male,1,http://majles.marsad.tn/2014/fr/elus/Chakib_Bani
148,Abdelaziz Kotti,http://majles.marsad.tn/2014/uploads/images/Abdelaziz_Kotti.png,Mouvement Nidaa Tounes,Aucun bloc,Aucun_bloc,Ariana,male,1,http://majles.marsad.tn/2014/fr/elus/Abdelaziz_Kotti
149,Abdennaceur Chouikh,http://majles.marsad.tn/2014/uploads/images/Abdennaceur_Chouikh.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Tunis 1,male,1,http://majles.marsad.tn/2014/fr/elus/Abdennaceur_Chouikh
15,Jilani Hammami,http://majles.marsad.tn/2014/uploads/images/hammami%20jilani.png,Front Populaire,Front Populaire,Front_Populaire,Siliana,male,1,http://majles.marsad.tn/2014/fr/elus/Jilani_Hammami
150,Abir Abdelli,http://majles.marsad.tn/2014/uploads/images/Abir_Abdelli.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Sidi Bouzid,female,1,http://majles.marsad.tn/2014/fr/elus/Abir_Abdelli
151,Sameh Bouhaouel,http://majles.marsad.tn/2014/uploads/images/Sameh_Bouhaouel.png,Mouvement Nidaa Tounes,Bloc Al Horra du Mouvement Machrouu Tounes,Bloc_Al_Horra_du_Mouvement_Machrouu_Tounes,Monastir,female,1,http://majles.marsad.tn/2014/fr/elus/Sameh_Bouhaouel
152,Souhail Alouini,http://majles.marsad.tn/2014/uploads/images/Souhail_Alouini.png,Mouvement Nidaa Tounes,Bloc Al Horra du Mouvement Machrouu Tounes,Bloc_Al_Horra_du_Mouvement_Machrouu_Tounes,Kairouan,male,1,http://majles.marsad.tn/2014/fr/elus/Souhail_Alouini
153,Salah Bargaoui,http://majles.marsad.tn/2014/uploads/images/Salah_Bargaoui.png,Mouvement Nidaa Tounes,Bloc Al Horra du Mouvement Machrouu Tounes,Bloc_Al_Horra_du_Mouvement_Machrouu_Tounes,Siliana,male,1,http://majles.marsad.tn/2014/fr/elus/Salah_Bargaoui
154,Abada Kefi,http://majles.marsad.tn/2014/uploads/images/Abada_Kefi.png,Mouvement Nidaa Tounes,Bloc Al Horra du Mouvement Machrouu Tounes,Bloc_Al_Horra_du_Mouvement_Machrouu_Tounes,Le Kef,male,1,http://majles.marsad.tn/2014/fr/elus/Abada_Kefi
155,Fathi Chamkhi,http://majles.marsad.tn/2014/uploads/images/Fathi_Chamkhi.png,Front Populaire,Front Populaire,Front_Populaire,Nabeul 2,male,1,http://majles.marsad.tn/2014/fr/elus/Fathi_Chamkhi
156,Mbarka Aouania ,http://majles.marsad.tn/2014/uploads/images/aouania%20mbarka.png,Front Populaire,Front Populaire,Front_Populaire,Sidi Bouzid,female,1,http://majles.marsad.tn/2014/fr/elus/Mbarka_Aouania
157,Mourad Hamaidi,http://majles.marsad.tn/2014/uploads/images/hmaidi%20mourad.png,Front Populaire,Front Populaire,Front_Populaire,Le Kef,male,1,http://majles.marsad.tn/2014/fr/elus/Mourad_Hamaidi
158,Abdelkader Ben Dhifallah,http://majles.marsad.tn/2014/uploads/images/ben%20dhifallah%20abdelkader.png,Union Patriotique Libre,Union Patriotique Libre,Union_Patriotique_Libre,Nabeul 2,male,1,http://majles.marsad.tn/2014/fr/elus/Abdelkader_Ben_Dhifallah
159,Kamel Harraghi,http://majles.marsad.tn/2014/uploads/images/harraghi%20kamel.png,Union Patriotique Libre,Union Patriotique Libre,Union_Patriotique_Libre,Le Kef,male,1,http://majles.marsad.tn/2014/fr/elus/Kamel_Harraghi
16,Tarek Fetiti,http://majles.marsad.tn/2014/uploads/images/fetiti%20tarek.png,Union Patriotique Libre,Union Patriotique Libre,Union_Patriotique_Libre,Kairouan,male,1,http://majles.marsad.tn/2014/fr/elus/Tarek_Fetiti
160,Mohamed Amine Kahloul,http://majles.marsad.tn/2014/uploads/images/kahloul%20mohamed%20amine.png,Union Patriotique Libre,Union Patriotique Libre,Union_Patriotique_Libre,Gabès,male,1,http://majles.marsad.tn/2014/fr/elus/Mohamed_Amine_Kahloul
161,Mohamed Anouar Adhar,http://majles.marsad.tn/2014/uploads/images/adhar%20mohamed%20anouar.png,Afek Tounes,Afek Tounes et l'appel des tunisiens à l'étranger,Afek_Tounes_et_lappel_des_tunisiens_à_létranger,Sfax 2,male,1,http://majles.marsad.tn/2014/fr/elus/Mohamed_Anouar_Adhar
162,Mohamed Ghannem,http://majles.marsad.tn/2014/uploads/images/Mohamed_Ghannem.png,Afek Tounes,Afek Tounes et l'appel des tunisiens à l'étranger,Afek_Tounes_et_lappel_des_tunisiens_à_létranger,France 1,male,1,http://majles.marsad.tn/2014/fr/elus/Mohamed_Ghannem
163,Nozha Biaoui,http://majles.marsad.tn/2014/uploads/images/dsc_0108.png,Front National du Salut,Afek Tounes et l'appel des tunisiens à l'étranger,Afek_Tounes_et_lappel_des_tunisiens_à_létranger,Sidi Bouzid,female,1,http://majles.marsad.tn/2014/fr/elus/Nozha_Biaoui
164,Rim Thairi,http://majles.marsad.tn/2014/uploads/images/Rim_Thairi.png,Courant de l'amour,Aucun bloc,Aucun_bloc,Kairouan,female,1,http://majles.marsad.tn/2014/fr/elus/Rim_Thairi
165,Faycel Tebini,http://majles.marsad.tn/2014/uploads/images/tebini%20faycel.png,La voix des agriculteurs,Aucun bloc,Aucun_bloc,Jendouba,male,1,http://majles.marsad.tn/2014/fr/elus/Faycel_Tebini
166,Mohamed El Hamdi,http://majles.marsad.tn/2014/uploads/images/Mohamed_El%20Hamdi.png,Courant de l'amour,Aucun bloc,Aucun_bloc,Sidi Bouzid,male,1,http://majles.marsad.tn/2014/fr/elus/Mohamed_El_Hamdi
17,Rim Mahjoub,http://majles.marsad.tn/2014/uploads/images/rym%20mahjoub.png,Afek Tounes,Afek Tounes et l'appel des tunisiens à l'étranger,Afek_Tounes_et_lappel_des_tunisiens_à_létranger,Mahdia,female,1,http://majles.marsad.tn/2014/fr/elus/Rim_Mahjoub
177,Safia Khalfi,http://majles.marsad.tn/2014/uploads/images/Safia_Khalfi.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Kasserine,female,1,http://majles.marsad.tn/2014/fr/elus/Safia_Khalfi
178,Ameur Laraiedh,http://majles.marsad.tn/2014/uploads/images/Ameur_Laraiedh.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Medenine,male,1,http://majles.marsad.tn/2014/fr/elus/Ameur_Laraiedh
179,Abdellatif Mekki,http://majles.marsad.tn/2014/uploads/images/Abdellatif_Mekki.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Le Kef,male,1,http://majles.marsad.tn/2014/fr/elus/Abdellatif_Mekki
18,Lotfi Ali,http://majles.marsad.tn/2014/uploads/images/ali%20lotfi.png,Parti l'initiative,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Gafsa,male,1,http://majles.marsad.tn/2014/fr/elus/Lotfi_Ali
180,Ali Laraiedh,http://majles.marsad.tn/2014/uploads/images/Ali_Laraiedh.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Tunis 1,male,1,http://majles.marsad.tn/2014/fr/elus/Ali_Laraiedh
181,Imed Khemiri,http://majles.marsad.tn/2014/uploads/images/Imed_Khemiri.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,La Manouba,male,1,http://majles.marsad.tn/2014/fr/elus/Imed_Khemiri
182,Fathi Ayadi,http://majles.marsad.tn/2014/uploads/images/Fathi_Ayadi.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Sfax 1,male,1,http://majles.marsad.tn/2014/fr/elus/Fathi_Ayadi
183,Ferida Laabidi,http://majles.marsad.tn/2014/uploads/images/Ferida_Laabidi.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Kairouan,female,1,http://majles.marsad.tn/2014/fr/elus/Ferida_Laabidi
184,Kalthoum Badreddine,http://majles.marsad.tn/2014/uploads/images/Kalthoum_Badreddine.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Sfax 2,female,1,http://majles.marsad.tn/2014/fr/elus/Kalthoum_Badreddine
185,Lakhdhar Belhouchat,http://majles.marsad.tn/2014/uploads/images/Lakhdhar_Belhouchat.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Medenine,male,1,http://majles.marsad.tn/2014/fr/elus/Lakhdhar_Belhouchat
186,Latifa Habachi,http://majles.marsad.tn/2014/uploads/images/Latifa_Habachi.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,La Manouba,female,1,http://majles.marsad.tn/2014/fr/elus/Latifa_Habachi
187,Leila Oueslati,http://majles.marsad.tn/2014/uploads/images/Leila_Oueslati.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Mahdia,female,1,http://majles.marsad.tn/2014/fr/elus/Leila_Oueslati
188,Maher Madhioub,http://majles.marsad.tn/2014/uploads/images/Maher_Madhioub.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Pays arabes et reste du monde,male,1,http://majles.marsad.tn/2014/fr/elus/Maher_Madhioub
189,Mahbouba Ben Dhifallah,http://majles.marsad.tn/2014/uploads/images/Mahbouba_Ben%20Dhifallah.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Kebili,female,1,http://majles.marsad.tn/2014/fr/elus/Mahbouba_Ben_Dhifallah
190,Issam Matoussi,http://majles.marsad.tn/2014/uploads/images/Issam_Matoussi.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Beja,male,1,http://majles.marsad.tn/2014/fr/elus/Issam_Matoussi
191,Ali Ben Salem,http://majles.marsad.tn/2014/uploads/images/Ali_Ben%20Salem.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Bizerte,male,1,http://majles.marsad.tn/2014/fr/elus/Ali_Ben_Salem
192,Imed Ouled Jebril,http://majles.marsad.tn/2014/uploads/images/Imed_Ouled%20Jebril.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Mahdia,male,1,http://majles.marsad.tn/2014/fr/elus/Imed_Ouled_Jebril
193,Faycel Khelifa,http://majles.marsad.tn/2014/uploads/images/Faycel_Khelifa.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Sousse,male,1,http://majles.marsad.tn/2014/fr/elus/Faycel_Khelifa
194,Kamel Dhaouadi,http://majles.marsad.tn/2014/uploads/images/Kamel%20Dhaouadi.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,France 2,male,1,http://majles.marsad.tn/2014/fr/elus/Kamel_Dhaouadi
195,Lotfi Nabli,http://majles.marsad.tn/2014/uploads/images/Lotfi_Nabli.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Monastir,male,1,http://majles.marsad.tn/2014/fr/elus/Lotfi_Nabli
196,Lamia Gharbi,http://majles.marsad.tn/2014/uploads/images/lamia%20gharbi.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Nabeul 1,female,1,http://majles.marsad.tn/2014/fr/elus/Lamia_Gharbi
197,Lamia Mlayah,http://majles.marsad.tn/2014/uploads/images/Lamia_Mlayah.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Amérique et reste de l'Europe,female,1,http://majles.marsad.tn/2014/fr/elus/Lamia_Mlayah
198,Leila Ouled Ali,http://majles.marsad.tn/2014/uploads/images/Leila_Ouled%20Ali.png,Mouvement Nidaa Tounes,Aucun bloc,Aucun_bloc,Tunis 1,female,1,http://majles.marsad.tn/2014/fr/elus/Leila_Ouled_Ali
199,Leila Bougatef,http://majles.marsad.tn/2014/uploads/images/Leila_Bougatef.png,Mouvement Nidaa Tounes,Aucun bloc,Aucun_bloc,Tunis 2,female,1,http://majles.marsad.tn/2014/fr/elus/Leila_Bougatef
200,Abderraouf El May,http://majles.marsad.tn/2014/uploads/images/El%20May.png,Mouvement Nidaa Tounes,Bloc Al Horra du Mouvement Machrouu Tounes,Bloc_Al_Horra_du_Mouvement_Machrouu_Tounes,Pays arabes et reste du monde,male,1,http://majles.marsad.tn/2014/fr/elus/Abderraouf_El_May
201,Fatma Mseddi,http://majles.marsad.tn/2014/uploads/images/Fatma_Mseddi.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Sfax 2,female,1,http://majles.marsad.tn/2014/fr/elus/Fatma_Mseddi
202,Leila Hamrouni,http://majles.marsad.tn/2014/uploads/images/Leila_Hamrouni.png,Mouvement Nidaa Tounes,Aucun bloc,Aucun_bloc,Ariana,female,1,http://majles.marsad.tn/2014/fr/elus/Leila_Hamrouni
203,Leila Zahaf,http://majles.marsad.tn/2014/uploads/images/Leila_Zahaf.png,Mouvement Nidaa Tounes,Bloc Al Horra du Mouvement Machrouu Tounes,Bloc_Al_Horra_du_Mouvement_Machrouu_Tounes,Zaghouan,female,1,http://majles.marsad.tn/2014/fr/elus/Leila_Zahaf
204,Mohamed Troudi,http://majles.marsad.tn/2014/uploads/images/Mohamed_Troudi.png,Mouvement Nidaa Tounes,Bloc Al Horra du Mouvement Machrouu Tounes,Bloc_Al_Horra_du_Mouvement_Machrouu_Tounes,Ben Arous,male,1,http://majles.marsad.tn/2014/fr/elus/Mohamed_Troudi
205,Mongi Rahoui,http://majles.marsad.tn/2014/uploads/images/rahoui%20mongi.png,Front Populaire,Front Populaire,Front_Populaire,Jendouba,male,1,http://majles.marsad.tn/2014/fr/elus/Mongi_Rahoui
206,Nizar Amami,http://majles.marsad.tn/2014/uploads/images/amami%20nizar.png,Front Populaire,Front Populaire,Front_Populaire,La Manouba,male,1,http://majles.marsad.tn/2014/fr/elus/Nizar_Amami
207,Haykel Belgacem,http://majles.marsad.tn/2014/uploads/images/belgacem%20haykel.png,Front Populaire,Front Populaire,Front_Populaire,Mahdia,male,1,http://majles.marsad.tn/2014/fr/elus/Haykel_Belgacem
210,Mahmoud Kahri,http://majles.marsad.tn/2014/uploads/images/kahri%20mahmoud.png,Union Patriotique Libre,Union Patriotique Libre,Union_Patriotique_Libre,Kasserine,male,1,http://majles.marsad.tn/2014/fr/elus/Mahmoud_Kahri
211,Noureddine Mrabti,http://majles.marsad.tn/2014/uploads/images/mrabti%20noureddine.png,Union Patriotique Libre,Union Patriotique Libre,Union_Patriotique_Libre,Siliana,male,1,http://majles.marsad.tn/2014/fr/elus/Noureddine_Mrabti
212,Samia Abbou,http://majles.marsad.tn/2014/uploads/images/abbou%20samia.png,Courant Démocratique,Bloc Démocrate,Bloc_Démocrate,Tunis 1,female,1,http://majles.marsad.tn/2014/fr/elus/Samia_Abbou
213,Ghazi Chaouachi,http://majles.marsad.tn/2014/uploads/images/Ghazi_Chaouachi.png,Courant Démocratique,Bloc Démocrate,Bloc_Démocrate,Ben Arous,male,1,http://majles.marsad.tn/2014/fr/elus/Ghazi_Chaouachi
214,Noomane El Euch,http://majles.marsad.tn/2014/uploads/images/noomane%20el%20euch.png,Courant Démocratique,Bloc Démocrate,Bloc_Démocrate,Sfax 1,male,1,http://majles.marsad.tn/2014/fr/elus/Noomane_El_Euch
215,Ibrahim Ben Said,http://majles.marsad.tn/2014/uploads/images/ben%20said%20ibrahim.png,Congrès Pour la République,Bloc Démocrate,Bloc_Démocrate,Kebili,male,1,http://majles.marsad.tn/2014/fr/elus/Ibrahim_Ben_Said
216,Sabri Dekhil,http://majles.marsad.tn/2014/uploads/images/dekhil%20sabri.png,Congrès Pour la République,Bloc Démocrate,Bloc_Démocrate,Gabès,male,1,http://majles.marsad.tn/2014/fr/elus/Sabri_Dekhil
217,Imed Daimi,http://majles.marsad.tn/2014/uploads/images/Imed_Daimi.png,Congrès Pour la République,Bloc Démocrate,Bloc_Démocrate,Medenine,male,1,http://majles.marsad.tn/2014/fr/elus/Imed_Daimi
